Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Potential	Temperature	Equilibruim
3.1555115479	-7.28103407502	6.16680822571	3.86306856079	1.2536671775	4.30666946556	-3.85470608688	6.44606562144	-6.40251689865	6.12512828873	0.875578178524	-6.48915582665	3.6328752478	-3.35265900848	2.45726071304	2.36508394774	7.71598616256	-1.33124925755	-2.05456108935	7.39306913006	4.21379230526	6.61234773679	5.92405826562	8.76911349334	6.87622771467	2.46450545755	9.17159537334	4.86644926565	1.69815692878	2.14602988356	1.81087441821	8.77124073601	2.13601480681	3.05075727571	3.42820826732	5.35264195418	7.84383248921	7.08213969225	8.30946024886	2.04043991706	2.7874799875	0.470138985886	4916.43344578	7781.2273803	False	
-0.00492592962421	2.04039072901	-6.40075621369	3.27907816509	-4.44860317652	0.493270962082	6.36931360917	7.92187780409	4.71227327983	-1.57740166431	3.87243069772	0.241336178162	6.79053049241	4.22063679303	9.13681066246	-4.75616041331	4.50864575573	-5.58848693025	3.35196385182	0.769528921544	0.23192688975	8.09633836914	4.21131002735	8.58086233273	4.72595277217	4.71618221943	1.22008517691	5.5234886939	4.98498531058	6.64313161207	6.5757516572	9.714873783	6.63475448996	3.24066625386	6.86193799546	5.30123836454	4.51455310521	6.08580554546	4.05359172462	8.70888186736	2.71232249273	0.336039321344	11147.4237184	7781.2273803	True	
7.88702905008	-1.80329300161	5.25849167022	6.17173090092	2.81103434267	1.43665313288	-0.501200946104	2.16783126991	5.31875267099	9.55222061967	1.75143206042	7.9276238758	0.272681596067	1.46265157909	2.68056775302	-0.719241989208	1.64347501755	-8.40792346195	4.00316833088	0.87445220776	5.75631797093	2.05414097012	4.84193792051	6.10813230062	8.60592541029	3.73831144474	4.44627124217	3.41828015126	6.09979077046	3.19692226975	9.37374184186	0.530182774525	1.68290238328	3.32685097033	8.87301245626	3.98278044136	3.07759368748	8.80631013657	8.37667268956	0.151331579385	2.79672956255	3.82240831428	6618.15098353	7392.16601129	True	
-1.90800004443	2.34751316641	5.60618318932	0.472828531076	9.25910198917	-2.30170091011	8.98138783957	4.43997774163	0.11706235188	-6.46251234474	9.91391204469	0.837749999449	-8.30392392183	9.84234154177	9.71189730116	2.13624935817	-6.73742023697	4.04739340423	-0.307628297614	0.088299240786	1.85756098234	9.87141325308	9.75063173092	3.26571081244	6.31651085075	7.20826819859	9.26248175985	8.9914865702	8.7832098457	8.79229481327	2.87083652041	5.29167244355	0.777688571107	5.68635292121	1.29024200155	0.736965821953	1.31616062766	8.57638327943	1.27036499764	8.0156571904	2.9712258381	1.80312399892	6921.18977818	7022.55771072	False	
-8.04479370658	3.54887665606	9.34229303733	3.09287259768	3.00650704355	-3.68981745008	-2.87887442396	-0.36697586525	0.36870813341	0.3601157892	7.12631404759	1.26868667187	3.3475678302	2.5236606459	0.655813571499	-1.1967977274	-2.61615601525	8.46288213089	-0.310312516498	4.48780447056	2.35557926624	6.39962836654	9.04616453158	2.39310040383	1.69345271384	5.7259418797	2.9129181162	5.67797191843	0.711519001282	4.94400796568	8.674251355	1.61732228223	4.64008774615	3.21839358156	6.80830945529	7.16546825438	2.66793137282	2.21969892799	9.61741721017	7.91646884486	2.9078264619	0.482196892934	4020.49489416	7022.55771072	True	
0.570199605602	1.46050735818	-0.431185838813	8.83880687147	-3.5087899174	2.21118680863	4.93607659384	-2.16692855405	-4.56945743724	7.41308981024	8.74117019864	3.71166200423	2.11976370398	-6.62222291279	4.29265754537	1.94064533722	-1.68701543229	1.43549943935	3.32899482294	6.45970478174	4.81456244043	1.19199917971	6.82972891602	7.4549801967	9.12741205018	1.92779987733	2.57757808073	6.59771757947	4.85655314206	0.830206184739	1.70534909806	7.77875003661	4.52402360948	4.97275481447	2.3181346909	1.0924180312	8.88697531437	9.41922196684	6.41454995268	8.24607723951	2.11754693682	3.47693424798	8119.31343391	6671.42982518	True	
0.887328788546	4.99333865152	-0.482103419858	-0.224828018812	8.87281427349	0.825408103503	-6.47894808806	8.39531353548	6.47549242194	-1.22197044671	-5.64895267472	9.10444101461	9.66329733723	-5.70908496803	3.46961615487	8.0764829613	5.7842086115	-2.64276643159	0.431810492276	8.30388226805	4.53613083082	3.50193474035	3.26858259362	1.71486112146	0.425841000841	8.32715715301	7.77892525077	9.44259223056	6.22024331941	3.43502859872	3.89171854799	1.21803920225	3.82049386994	2.38175143096	0.845208131	7.96160321514	5.5792651257	0.778819758217	8.40331067268	1.61956279517	2.44520843417	0.98450934805	4674.66063975	6337.85833393	False	
2.47086229275	-0.710996407428	-2.80033347186	4.52156371346	6.93499817282	6.33167533988	6.76908051995	0.551199611906	-1.95106796862	-1.0575018087	6.72288293949	-5.87629261933	7.14343898678	3.0115707606	-6.08861958785	5.7512059732	6.65700447785	6.1513900224	3.51174935605	6.69374579102	9.23837054868	1.94907198981	5.42787311345	5.13506117481	6.75840714886	1.54366917635	2.84663614842	7.75201418887	1.05238914851	5.88198672768	2.3917621193	3.20025053992	8.65039751345	0.962527570492	4.98609540257	6.45632792998	2.26708713986	6.1227110519	8.32339680701	6.02349363547	2.98248994726	-0.88881619058	4971.72693513	6337.85833393	True	
7.42855522039	4.2297000437	-4.86399771845	7.0198004818	-5.67468691841	7.85248019651	8.04449413335	-7.67443410313	8.19369403809	4.91125014392	-6.89297888909	2.63429335009	-0.785138801686	7.0728453031	-0.714661104415	-3.40885228342	4.52406503106	7.6138225337	5.6489649883	-6.30143532597	9.56561578964	9.73639738815	5.13935345267	2.91553184535	4.33607816569	6.95801802369	3.02783546098	8.94143247812	3.52209146149	8.79585371242	4.12009801938	0.101858414379	8.9668903159	7.35847115878	9.70164043622	5.12447789275	9.03452257655	5.43197529254	1.64782366372	5.92605525628	2.33295541937	3.25941345259	13979.3256633	6020.96541723	True	
-1.44067236361	6.03108203467	0.674072254956	3.71374238468	0.637504162729	5.89375463545	9.40996497206	8.36581430458	6.44907019875	6.89308772113	-3.78193018668	8.294120303	-4.37466090449	-4.94474313306	4.05475537994	-1.2061268504	6.57862742187	7.91913556673	1.07467941813	-1.30286939812	2.2159667193	6.96585054818	5.11673437846	6.56486496612	4.11706273987	5.84707114069	8.68667142336	8.51490249858	6.18611021579	0.150680098838	8.0808149549	6.20227355027	2.14384800275	1.665519027	1.42236975664	5.031045755	6.92733875862	4.82260051952	1.9132326454	4.38005490956	2.90201342596	3.48326385632	9641.42341641	5719.91714637	True	
-5.06006703967	4.02952983208	1.54152110508	0.761608463349	-0.832159200961	-0.843366508296	-1.24164849089	4.56009076126	-6.58864389373	3.80877533379	5.77526242381	6.28750471154	-1.72217572871	-6.13865474942	8.53188012798	-6.13488676072	1.00215101221	8.17486820826	-3.32334473796	0.716964379253	7.74052022213	8.99914002213	6.78392096806	5.35355968986	9.06856917806	1.01894654762	2.85929679033	5.29919041368	7.17780180233	6.05372012637	7.77539858119	6.19348687707	2.90780427383	3.69165352811	6.31186295343	3.21447072534	5.86978773198	5.90337340562	8.23173978459	7.74880000675	2.81502464968	3.63640422696	2332.20667726	5433.92128905	True	
6.08591247316	-5.51232758971	9.45900732144	-6.65556130992	3.84081795392	3.17862631946	-3.51940435904	6.18609603224	-5.55750128323	2.17545863562	0.261202857523	5.90919895162	-5.74134292011	-1.80445436013	0.793648699883	7.99084689595	3.04018131261	-4.76570499185	7.81393780016	5.00329004097	1.15004112003	0.89275239897	6.24394639302	3.68992753372	4.8797784258	7.23886125523	2.98024643759	7.43159363764	7.64213456146	8.24026090454	1.29107952744	3.74950272949	7.19875307479	6.92028440492	8.59464972192	0.320424269416	0.216146824042	6.75804456861	6.56025895797	5.45768876268	2.76778891599	2.39560023007	4726.34406373	5162.2252246	False	
9.90508996367	7.06302195164	3.3805468748	7.20958099483	6.18821087994	-1.72554923727	-4.05586916183	-1.74450647159	2.30762573491	7.37688298867	6.63692375516	-5.81881689663	3.38665933873	8.59474515099	0.853780109755	-2.9099391436	5.98492575049	6.085419592	-4.85616516292	3.19635445991	5.74722753761	2.98997378622	6.39120879422	1.11774027722	7.63700553136	5.0045319381	8.45302841076	0.715767883239	9.58115932145	4.94211999374	6.411260629	1.09931326106	3.86662296393	4.00742621163	2.36053394507	1.81675844818	3.28172963647	9.84196035552	6.65433186037	9.1896643173	2.65590508924	3.2521950246	6157.38654733	5162.2252246	True	
