Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Parameter 44	Parameter 45	Parameter 46	Parameter 47	Parameter 48	Parameter 49	Parameter 50	Parameter 51	Parameter 52	Parameter 53	Parameter 54	Parameter 55	Parameter 56	Parameter 57	Parameter 58	Parameter 59	Parameter 60	Parameter 61	Parameter 62	Potential	Equilibruim
9.07786584002	6.98148592314	0.143584252637	-5.56433426149	-5.49075252399	16.2687566023	1.27638532975	-9.2865784132	-4.43247520946	0.166662020221	-2.16771686153	-2.24249734246	7.6158951162	-12.6485578823	18.8390639144	0.957010396415	-5.20354860046	-7.3736861599	-0.301426700421	-8.35357270316	13.3675676436	13.909563829	7.23073468192	0.192541795152	12.930256642	11.2127381266	4.21334731043	17.8992053313	4.25348825337	6.18379196604	18.2513976714	6.77865564537	9.66754645479	0.450096406729	12.8226608522	8.94019672969	4.7472801141	7.75870226175	13.4025915937	6.4131882798	9.21653865049	-2.67984511949	4.03206177656	2.26414440371	0.75003475933	-3.55895598447	1.28533301134	0.0980678006802	-0.230201945464	0.0738375174068	5.62653517117	-0.121372895015	4.59635647484	3.82247135815	-5.47630995275	2.59104546247	-2.5726214731	-3.20920592436	3.31835866311	-4.51862294603	3.29007487945	4.23295075571	792085.915458	False	
18.0421401758	9.28462845472	1.15138604636	-2.88014045862	-5.04574569321	3.15995634086	-1.01696031058	-2.60300087705	8.39919355724	1.55286013912	5.89234315106	5.98588874131	19.3367515923	-12.4749391586	14.6725640054	-7.3001627812	-9.64816763566	-16.3388387364	-0.282666678599	-8.66856769062	-1.17330966537	6.32701674935	16.7601642965	1.45969818731	17.8259176734	3.33555484689	0.307712365244	11.7510385975	5.70701954056	16.8118545369	6.18768095313	4.68547100911	4.48350002059	1.10547549526	11.250740772	1.80507034725	6.63421981287	2.93279275275	9.49264307826	14.5047013681	4.39444834388	2.9690407557	2.45226245854	4.89278648742	-6.95636942537	-0.659938275202	-3.18287876073	3.86809918589	-1.76556145872	1.43106367757	4.97599764114	-5.11602475709	-2.82007312249	0.333250032146	-4.22583364965	-1.56049872834	-6.82151902405	-2.0306784906	2.78539430759	0.590889407194	-5.97074042908	-5.0985253933	942268.939967	False	
9.87926876125	8.52817349095	-1.36689729272	-7.96530032587	-11.2464510791	2.80054574669	2.97274787542	9.81147493257	-1.61766154401	9.80760224131	7.21930146589	8.70132848973	17.8024934631	-8.05422479406	6.19720289581	1.47827725148	-13.4461936199	-11.3327385822	-0.34689028183	-8.00045057985	4.46693378759	0.96005414408	15.9623297201	2.90638771794	11.9410838499	6.85081997733	8.64529892938	3.20431142512	0.507089632257	3.93599585389	2.04882220568	9.88938295314	4.69959960488	18.0208435777	13.2137653783	0.196677790483	12.1675855688	2.9257710006	1.73451174943	8.75297974322	5.65246203665	4.77069567922	5.14474413369	0.375907004589	4.48119378222	-6.1229192608	-3.06623113422	4.42362984691	-4.40993252681	4.92162282982	-0.0295366471189	-6.81110460065	-0.583643793832	-1.05621761089	-0.109624819353	4.07043511759	-3.30533713369	-0.409201237467	-6.00291925216	3.25742376243	-1.94042780156	-6.37176509459	901366.812313	False	
8.66289834728	8.11009424405	-5.10435127584	-15.5106420548	5.11679682935	-2.09413752748	1.00522069788	8.15177862851	-1.22023637388	6.52989872354	13.5152431102	15.4345436241	10.611412167	-15.5083910745	10.2890489306	3.8750794522	-16.1197364862	-6.06605554223	-7.53124780724	-2.54316621289	8.979020782	0.599490861731	19.4973199095	1.08962203675	6.48957943999	6.01405498707	6.49396618292	4.17713648608	3.51990566717	1.44052499074	3.88691790654	11.5163652208	1.83755750706	15.4296407961	10.3247885596	5.6009219891	4.89210363478	4.30190404072	13.2280016142	9.58066665607	14.7985976573	-2.19974370401	2.99008570216	-2.7101752376	1.57519991628	6.28935378202	-6.22683316046	-0.90478448945	-3.00025464719	0.805256516452	-3.85869051025	0.169097839027	2.88021107573	-6.10983127668	-4.04737775234	0.660828549009	-1.8721157012	-2.07180688317	0.384114444549	2.31493378498	1.4615576237	-6.13253112934	829205.34257	False	
9.78795356676	9.36535674823	-8.06831133564	-16.0563139976	3.14461366152	-3.44919041925	1.62759128397	12.7497709572	7.59006282584	14.1194978166	6.22590505623	14.2603989225	9.36687462552	-14.2860621723	15.834298522	-3.33000814185	-19.0235038588	-0.105894404237	-7.77109826063	-5.41256625229	12.5894185056	4.01156003313	11.2779994367	1.35668325929	2.3394665471	8.54789370303	13.5717472932	3.31153069072	9.27806560531	3.47014440529	4.94071733167	11.9750152933	5.6400650974	18.3415332689	15.0575658121	2.88234721153	0.845019972519	3.69625110789	14.3886535853	12.34585817	2.0312660814	-2.34774552966	5.90507603556	2.351750228	-4.84719699789	4.14345051217	2.32008821291	-5.66490748551	-1.31452555301	3.28524712748	-1.30853491388	6.0545341794	-4.51433233667	-5.43212914596	-4.21767385983	-4.04136351899	-3.09565991054	-2.03138332621	1.60382066697	1.60430765045	0.506174663741	0.537989972866	710600.211198	False	
8.8959413788	5.15569033402	1.14385438387	-13.3316941932	7.17295451573	-10.0639271302	-10.6969458336	9.90669698703	-1.73152631776	16.9025185677	2.46881517658	15.721376929	4.06023216609	-11.3735618341	10.8789088751	0.184282170978	-17.2037708837	5.56886446119	-5.39724811573	-9.198013001	19.3978882116	11.5703627594	13.5338719554	11.5938059265	15.5882533646	9.03411507075	12.1746852262	1.85168353121	8.69914762969	19.4805003117	0.802422216357	8.51323870003	5.29019488133	17.2918021523	15.0232206761	12.4168508789	4.5834183113	11.2085813642	18.9328146903	7.84348084054	3.93956889708	-0.56060454642	3.18291526197	3.03374505878	-1.39002272673	-1.5874416859	-1.31624407392	1.21515370521	-4.20554957737	5.36137782201	5.73256443898	3.65890109544	-3.87784908187	-3.67275899336	-2.82095220878	-4.64868859582	-0.220807028797	-4.699796881	-6.93878580445	-4.37392712429	2.10720969795	-6.21103070592	1061888.1414	False	
0.895097839238	0.187395198026	-3.77184197711	-7.27088796184	17.18633944	-5.25024088279	-11.4325288721	14.9391304815	1.68807035718	11.8853548993	-2.52290212083	12.5791881013	14.6255513864	-3.88210647852	17.9308952526	-4.4920636193	-17.09218317	4.666495831	3.55664113509	-1.35486879709	5.89047801394	8.84864696379	2.74527915089	7.94966617818	19.8643841783	1.56006694609	6.30644987941	1.92189275966	6.71066570382	13.8605593872	6.34134906278	14.246413288	3.41026574603	17.8075190943	15.316149358	11.4229963715	6.65211405155	9.77498091302	14.8177441	8.95485967605	0.754628923956	3.40531857221	-3.86950703898	3.1930451503	2.40738163446	0.598405835305	-3.98753486816	-4.36106889352	-5.48134280669	6.17878564361	5.78436480124	-3.92803339959	0.816858503572	-4.59457355438	-2.14131481725	4.97915611471	1.75972090165	-5.22740548142	-3.48812246923	4.97445146185	5.96162250418	-3.72551301634	673474.759277	False	
0.675887647133	-2.76090204207	1.36919780834	-7.00519469313	14.9258745866	-1.55886506887	-11.372348581	8.28254940084	5.57208756563	11.2116833474	0.449321497437	13.0909095572	-1.56727644074	0.218362909254	15.818330322	-4.93913345201	-14.7196231995	-6.64229048675	3.48452656689	-2.16143491903	-0.343250264945	18.8403570022	15.9573953001	0.215130676467	18.407097614	5.51138784092	11.7027433389	2.05286785112	9.28423310172	19.5898306998	0.500598368132	18.6529632375	3.33383384248	7.18390000423	9.13148019854	5.94296362956	2.53643380737	10.0817439365	18.0301124722	4.47538793339	6.22128131013	3.23837886824	-0.0536369283555	-2.30348341835	-0.212082002076	1.65156761939	-0.705056416399	-5.92967529581	-2.18186280998	6.4137113987	6.84568268407	-0.391454951026	0.0336752151305	-6.68624852185	2.4780718036	-5.96131433311	2.04561274286	-2.11757649178	4.21965004588	3.53841516362	-3.86776567756	-4.3351729093	775895.474401	False	
0.509119097686	-4.43022304944	-1.91389321733	-7.63965518008	7.95304671936	5.82331704504	-16.4570363478	17.9788597032	2.50018982658	6.4437409427	-0.0133768472871	15.8952721999	-2.02379419703	3.83954062409	18.3987648032	-1.56914015584	7.97354763998	0.74035301819	2.60937620555	-12.226402545	2.52716393898	10.6953010383	7.99967328773	7.94262638938	12.4129229672	12.7173522375	17.0293133619	0.2831462609	10.6787468693	15.1726842856	0.753376645262	10.924406553	3.96384321791	11.9232498392	7.69966539223	1.28275639598	5.31432585315	12.3324478606	13.5420696952	1.42728239482	8.22723826256	5.45611859453	-0.972283170049	-2.24700952742	-2.3480443	1.29569656305	-2.06639146722	-5.60388804948	-6.03764858108	6.20227459264	5.38033576245	-5.6061510681	0.105650800998	-6.60071350009	4.27568029102	-0.132944933401	4.90579717293	-3.581953064	0.70840722229	-1.71430697595	-5.56839790834	-4.10050779786	848460.879882	True	
2.66282797889	-3.83297538577	0.159654678523	-12.9044944407	6.67064533688	-5.05461918767	-11.7700345167	15.9236711125	6.31118094429	10.6826737426	-3.34544222612	17.1043899148	-7.29182521262	-2.65286456846	12.7793090944	-5.34731747885	-4.61558441381	-1.32354936987	-6.20669189557	-17.5110808689	3.03708927843	14.6777590575	7.72523841966	10.2636122577	14.8476429067	19.3656491955	16.4085795689	1.93059080763	2.59440458922	11.4701189557	0.615044633481	13.8997026293	2.41312836187	11.4774310077	10.3290418646	8.41194179932	3.60698839931	7.06640457308	5.7738037779	3.27928796384	17.4906907484	6.69619978729	-6.18397566266	2.12688962877	2.54296213698	6.04208940916	0.942306901232	-3.92577352547	-5.25287000828	-0.855197890437	1.99966058073	-4.39595350608	4.12631676256	5.9738359583	4.56687124037	-5.95552873708	1.76853117597	-2.78216663563	-3.8807760293	4.40779768344	-6.47781333682	-1.79040665693	1049809.85446	True	
0.913893011994	-3.8991499885	2.47555723791	-13.3484148573	2.86432801961	-0.290993060232	-2.05925323395	18.980855257	17.9866430039	16.9315592609	-1.28994270771	18.6146692191	-10.5733466844	-2.25564965746	9.90628220599	3.1881038314	-5.85151827529	-2.310522769	-7.62159302662	-19.654814225	5.38978798912	16.4880766663	6.7544915605	11.9771348223	16.9843350086	15.2003408029	8.52655566281	9.54731985862	4.5964876136	12.4683031104	3.17761682267	8.00757249305	1.46290994894	15.2659526883	10.2155262565	7.89731745641	2.42001025606	0.926374144139	5.60259160813	3.89598088474	17.1618009765	5.00670982454	-3.56001546542	0.957256759487	-0.22333471533	5.57532029882	-0.337153593141	1.39376024443	-5.50797083125	-5.76132469554	1.24818772741	-0.780817719327	1.76792469204	4.2349060376	1.2799742921	-3.66896037517	2.44620955076	-2.29448483943	1.25285979062	5.10736092479	-4.45477252997	-5.59866931164	629296.335074	True	
3.71475109541	-1.01112951374	4.1811078585	-13.7724857889	7.89297084425	2.36524291279	-0.546006272386	6.80129013148	16.4652408738	5.27870616318	0.683421840125	15.1458292586	-3.37590277656	-17.3625301361	13.081428798	12.2649423447	-4.34670647773	-9.84984288892	-0.450587736459	-15.8260517911	3.34387498547	13.3588613072	7.83379655042	12.3567742635	15.387981584	11.5393956942	17.7892851009	9.95718018882	4.89108493758	15.9887254566	0.0260479206529	3.71379796518	5.09384784312	16.4399800413	8.55563239327	1.02478564185	6.10160998654	6.28350297288	9.12479379629	0.917621662973	18.2550465395	3.90244586024	3.7772077928	-0.333869746362	-5.25461709681	-1.07631279439	1.07759475067	3.54634040188	-1.22399131967	-5.41607205506	2.58689035901	2.03190481387	6.42811907108	3.61800374302	-4.21684383358	-4.35280719007	4.97144528908	-0.0574608076921	-0.504554559418	-0.556534414068	-5.91452686442	-3.75308051221	744825.201124	False	
0.974273155179	-3.72973906688	1.3078433103	-13.311889092	1.43268676338	-9.37293275508	10.7309892412	-4.30238917423	9.79753459753	0.0982771015156	8.25379273686	19.4397863251	14.2384103269	-11.0969055263	14.6197320312	6.00543229273	-6.11050599583	8.34422683461	2.63448233964	-16.0978457128	-1.64471706361	10.1449245904	6.16151767711	17.9153124703	14.9489756382	6.00301403043	10.9892889433	10.4042187374	7.1754914339	13.4219207935	4.750017793	0.342605018044	3.99994739656	6.81182526375	13.3375886694	0.5273925363	3.08334562728	17.0850538336	8.01018530119	4.89561971348	10.4897902942	-2.66504751711	1.93582059887	-4.16839619211	-5.718086614	-3.59170590223	1.59722678883	-1.73208302939	-4.89436853882	5.47688447712	-3.15064966952	-5.56631207944	1.75574422128	3.01886565524	-3.62775978519	-4.24662562095	3.18556564905	-1.2998001506	-1.36862050218	2.98610726785	-4.96074202207	1.12692484354	726689.289967	True	
1.17671683123	-0.820081899452	-14.346692929	-15.2291763703	-4.22706697819	-5.64752802852	17.3283047752	-0.2826856496	10.7332899842	-7.06505259981	8.16598871154	19.0486571082	10.1734911129	-5.8508570981	14.7964732055	5.48214994096	-3.3978120151	8.09968285498	11.1585564047	-2.51207073893	4.34719960785	11.4555466142	8.78164380963	18.1932202502	18.3234566561	4.77112450245	19.5674145848	4.581213159	14.3279161241	12.9247807096	11.1308529022	2.17646304087	7.14993599289	7.43878687967	11.255309142	10.6701167326	3.25157466525	15.9457651212	8.49075898771	8.75281417893	16.3380152536	-2.55290209649	4.43203088743	-6.25655391841	-6.25042869632	-4.04703810259	-6.87706146687	-0.439750457237	4.44898282675	6.15802820101	2.04592671658	-6.02786051484	-6.50460817964	-4.70930170639	0.821284687094	-0.668099575446	3.83722980148	2.32980821751	-6.10944566771	-1.02001240221	-5.37908299857	-3.46724746919	677516.992029	True	
1.65540382588	-0.136901604584	-7.63737966622	-16.7374626305	-13.9767118234	-4.69827201774	12.1681248746	-1.06777335643	16.5490883858	-11.4696386867	9.49167371543	18.0162019836	7.65369229957	-10.6879066818	17.4278403593	-5.09137257654	2.15104409146	19.7547853759	12.8492833536	8.25719276054	4.79201246066	1.19187380455	13.2261146393	19.0333731124	10.2564993278	5.68377400274	18.9821474414	7.70657265706	14.0131774904	11.001242598	10.9942262455	7.15526910626	14.0753372437	4.65965954086	10.5526900761	3.45266626013	9.95230254401	8.06814481968	5.67299922862	1.03584230784	15.447247132	-2.68712652972	3.91557003552	-5.18394474307	-4.3272149231	-1.39111946971	-2.41406302956	-3.47729630556	5.96697409047	6.46502516855	-0.968051592884	-4.23298886889	-4.50528685299	3.59889691877	3.56579239361	6.5188368023	4.87873786632	4.00723996615	3.71793153319	1.62906004894	-4.95101281013	-6.36421033378	676238.259381	False	
3.55786482402	2.73192498494	-8.16877159209	-7.00670281397	-18.3203513023	-1.84668022842	16.7958293259	-6.85532253043	16.3672132182	-8.92486294302	2.67776387068	15.301692084	9.43586608026	-15.7736250204	18.5418268502	-9.7100915488	9.94245322258	16.6534291173	7.07930833954	6.76936825812	11.500418197	3.07808623279	15.8098834913	14.4423258022	10.6760572575	3.03388016565	16.4045183482	2.82144556785	15.6904710971	7.70305390622	19.1481078936	4.30114311218	16.8742397205	7.58317706577	15.6691551054	2.27888595774	14.6618136961	5.60721845609	10.9149903599	3.77634479301	8.10501287362	-2.51726293428	1.48951573617	-2.6230654308	-6.16089843277	-1.71102183243	-6.10122677184	-4.07558205401	6.06167502355	2.96526165503	1.55480263598	-5.10968208442	-6.54054294036	-0.868924346496	1.37378570529	4.84003974925	4.23239217286	-3.1370118166	4.16912680139	-0.362331603507	0.602190952162	-0.959408477065	673164.042083	False	
0.95827544086	-0.233900353513	-9.91071129511	-1.78886658774	-16.3519794364	-1.74908920143	14.9135058976	-4.48862961476	19.7832383177	-8.03266250213	-0.394525466879	16.3651221084	4.01324607063	-18.5629051305	19.1912951875	-16.7919942254	11.5076775049	15.6188815708	-1.68794022837	12.5717894352	13.3958477321	9.70203000649	8.27220247832	7.3787116939	10.4810810797	2.56598061436	12.2999927066	11.9638336522	8.05877395732	2.87593866284	18.4928347077	8.04355095192	12.331871071	9.95662034407	16.5286195898	3.94515979898	5.07946142439	10.4873627279	2.22698620535	4.426469237	14.2691004322	1.13974291172	-1.67404202701	2.84064134511	-5.44726781031	-6.34154237405	-3.55408999285	-2.11248543545	4.67479699219	6.72885926299	0.486115134143	-6.2400890773	3.26481688341	6.35632557772	-5.80598572793	5.68344226001	1.21367377649	-1.96369187348	2.18378146615	3.99448055427	0.168971994797	-0.681685382093	851645.470554	False	
1.37268743514	-1.66328103018	-8.57749271705	0.824952422294	-16.2353275827	-1.69578862077	12.4461486668	-2.10290560915	13.864461677	-6.83624081851	-1.32640993813	7.54746111113	5.96567626332	-16.3278228359	15.7175177819	-15.2774789582	19.3573126606	19.263797168	-4.18707224015	7.35452428118	6.01294629964	11.0139887132	2.77799066587	7.85275607822	18.1874899431	4.85322475334	12.6941187303	14.9656920129	9.01965762781	1.86325442932	16.8113846772	7.13222357832	18.1456284034	0.476385525012	15.6905670583	0.530784558403	0.412429182917	8.54812152708	0.254634924254	2.79854838026	16.7949426061	0.38238347365	-4.1163791136	-3.31175912828	-3.98088702999	-3.87411370493	-4.29237419451	-4.84821368554	-4.87898434186	4.01089697372	-5.57890551262	-4.44856597442	3.76950730586	5.20360292264	-2.75833712336	2.64486741243	1.21377794669	1.2987583151	3.43185253126	6.08514020538	5.38057714093	-5.24258218036	733157.217289	False	
0.389486422902	-3.5232770021	-9.92947431909	-6.9178963299	-17.967560217	0.938549345053	11.6355127933	-9.84285384636	11.2574014774	-8.11842957782	-1.14517574714	4.35320119935	4.75366147729	-17.2906023507	16.8938252609	-6.79218996122	17.2456498522	14.5847482873	-10.128769335	1.90197355972	7.92306288785	9.55038116462	1.55958622396	4.64389405751	13.4803001784	10.2811793276	17.0139729442	17.544780932	7.94007770441	5.92419544874	7.64858244101	6.68890752344	17.5198395542	0.145938454747	10.4050152824	5.29710989127	5.37081014791	3.87239299135	5.76932018774	8.10343904066	18.3098691125	1.32634852846	-1.2800947962	-3.21631143823	-6.63806383136	-5.02210508471	-6.36233081972	-5.55919264004	-0.392118529698	1.46353371351	-6.60715181386	-4.00500470344	6.84314737756	3.82735805804	-2.5980282071	-4.68376683137	3.03216179592	-6.1267647351	-6.09238055069	-0.11679181546	4.14765142215	-0.877348327635	894989.278302	False	
0.862869674418	-3.09498643761	-5.89403315523	-12.9155125513	-16.7504232032	1.80023581899	19.3000527847	-8.98662056975	10.397107468	-8.69516317748	-0.379246119368	1.61730905512	4.77744155102	-19.1843906878	14.1623896905	-9.98680104421	15.9014896771	8.61829351685	-15.5545705371	4.32216775574	11.8127579673	5.68595095373	5.30856293551	5.97864258305	14.8930958604	5.74409861714	16.1485250271	17.0428376709	3.01804898918	2.12622862834	10.48413123	8.63522356985	18.4558858232	3.72481339998	5.22584558241	0.586281189972	0.950118431272	5.50009997997	7.63709440397	7.14047943901	18.5460738991	-2.24422423375	-4.0703151529	-2.65869153951	-6.5412854066	-1.3706973452	-6.51255803874	0.0710610323995	-1.85183072785	3.22131312087	-5.02564286723	-6.31290481996	6.05449160335	1.71529727535	-0.304699598887	-1.47525417251	-1.94192184584	-6.20118536847	-1.15614178304	1.47235263533	4.72312000607	-6.26107489044	822470.790892	True	
2.92075822025	2.34365558019	-2.09376306749	-14.8063145759	-14.5681373516	0.149491244033	15.4852724636	-7.36204570015	11.2713450511	-10.0610798805	-2.50166503933	8.44098020487	4.91563408158	-16.5646228908	15.446627199	-9.56387348126	17.6199585485	8.41356885615	-16.4389843211	3.50486781575	8.33717597215	5.48022506253	6.49009244585	4.98859454838	18.7651918795	8.02744832298	15.9053739462	15.6880280593	4.08327978014	1.62511340127	10.024575083	8.36672423443	19.7561049718	0.937595133258	8.49620477922	1.10653670468	1.45007081782	2.7440980923	6.74939818666	7.34562738328	19.6231331456	-1.89012672745	-1.16688553903	2.33235816148	-0.0720051561198	-5.56639494564	-6.07711855292	1.66397656837	-4.70805611406	2.66262608237	-1.31609230656	-3.31068556849	4.2200670096	3.07522861597	4.57396218051	-6.42905985216	-0.0451927717226	-5.23335866296	-4.94760782527	-0.972913863051	5.43238284849	-6.83470551648	739288.090929	False	
2.10117302585	-1.35839247571	0.75090850394	-15.1785230015	-11.9133965078	-0.546172336515	13.7049239389	-5.70482147463	17.1500524834	-14.2396377943	-7.1404697918	6.30397055401	0.731801930524	-18.0042349557	13.3999890119	-15.0451879954	12.5172947597	8.85471562553	-11.6569284783	5.34385277968	7.86121173928	8.47768376112	12.8069530675	5.19825378318	18.9543034829	10.2241274699	13.0362464659	7.97587901677	4.14371243452	2.96407687477	11.172854139	11.3059207923	13.7832907265	10.3155745097	7.88088009537	1.54883589696	2.91558812164	5.04562564726	3.04287433196	12.8797704492	18.0713145065	6.41181885767	-2.51767566383	6.04707248284	0.790770374715	-4.54166835552	-3.68971070694	4.12573563188	-3.05881026866	3.89940816506	-3.51614839581	-4.44692075012	-1.0988021452	1.62511271694	-3.23545029805	-5.13868336446	-0.727259716075	-6.99356836701	-0.636480167025	1.27189047264	4.38999922613	-3.53594557793	756874.746178	False	
