Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Potential	Equilibruim
3.46405136715	-2.36473679142	9.67656358755	9.75395754107	0.294436216169	-5.24803068274	-5.03872760416	7.03041298484	-1.00505091608	-1.97828700437	-6.69364373284	1.63339671071	-7.87112528826	-1.76393733942	-9.19741988243	-0.962263750458	-8.93649251026	-9.01111117143	1.97409939148	7.38161659066	4.93325058658	8.71534862835	7.79422974862	2.15316203269	0.097712843549	1.77724766129	5.28685501711	2.47337953964	3.08867693604	8.35339574422	4.72296802776	4.00996796045	7.80180064016	2.49384226345	4.96759143207	1.90985667047	2.89970415689	4.92555699599	8.18921348394	6.00759490145	3.9423874773	-1.30585187356	-5.3643624164	929287.435395	False	
0.891598414497	3.47059678583	1.75565325752	0.613296489057	4.12241398292	9.43289016919	2.9881871567	6.77431645453	3.70394506653	-7.36588944507	-5.28839466967	8.76859201492	3.86190653972	-5.69199772689	-6.24266171228	-1.89142887458	3.36588932786	0.00132870910867	-2.52050279432	8.69778043895	-0.0783864971357	5.94042421214	8.70390688717	1.11778120382	8.77666739597	3.31827118319	5.24351487968	2.06890592782	4.83818835811	0.647987409852	6.57812359334	8.90172895193	9.73713624872	2.19967140171	7.25376911214	1.61296204987	9.02142083257	7.22031336562	3.94979611705	8.17848529116	1.92257306291	-4.35831455848	-0.775091491463	848011.097725	False	
7.86732696413	2.81439452549	2.18238181701	-1.01848472995	-6.71570549616	-3.3395156132	-9.44715072795	4.73405197576	-0.90063277443	-2.35514972365	-8.58667616346	6.51110990347	1.79769708499	-5.32587749164	-0.782295352693	-8.29558177534	9.88140202023	-2.42636073898	0.34304282452	2.16066674741	-4.62073268259	0.809718053484	8.30260826125	0.587237367765	4.79203189116	6.97968011195	5.27671363028	5.22119725705	2.99776059467	9.94623955912	7.1413529945	7.26692121254	6.58781651197	5.88763268505	0.633195043953	6.51594411891	6.36161916719	2.30415388587	3.48602931374	6.57582595232	9.24847328683	-0.973990820338	-0.0247994686969	720304.850979	True	
4.87013064876	1.51362728306	0.419768591777	-7.26234182597	9.27207115905	-7.75116195785	-5.12061500306	7.29913546824	1.01770708345	-5.12065184191	5.07779877518	7.62081312148	9.04498049731	-9.2428193767	-8.33045533079	-8.78399885277	2.54663534951	-4.76366917616	1.77537653597	-0.286714063539	-8.69962245039	8.64795953938	5.93100486926	7.654507827	7.47499018532	4.24802655685	4.77039036054	0.190194796719	4.69729692952	7.94000779842	3.28390304394	4.03348900781	0.945872303223	1.95979458847	8.45564346106	6.36918622988	5.5989087417	7.85422996293	3.26323281834	6.05581274975	6.87266852803	1.72358837087	-1.16893604937	769557.395652	True	
3.14154094647	-6.27330370957	-5.9522196888	8.08343798529	3.0300653325	-9.58312520852	8.95541692472	5.7190325601	3.67532973374	-7.3808877565	-2.56836990293	3.89102710463	9.58193830526	-1.31578387518	-6.93273668509	-0.151663693148	-3.59393159753	5.31951389075	-5.18610625642	1.89089049229	-0.330672602016	0.883659237178	3.30281650042	6.36172022085	6.74773172698	9.2621240255	5.96749402286	1.55819020393	4.41939885187	6.55782379639	8.34556549079	3.11218642432	8.72680081097	3.89052203577	5.11822760624	8.32556379707	5.89580989726	2.93001425595	4.0638388674	4.78166373772	2.72802694372	-0.0500478568884	-2.72545813583	858537.000471	True	
6.02324476582	9.18967960475	-7.39335969845	-2.81480777497	-8.34594584178	1.90287453666	9.20044535034	-3.47472714807	1.17377388303	6.20412808976	-7.53677735593	-3.12156531628	-8.96800271681	2.00010973689	-7.3710482877	4.64750741659	2.30354870674	-6.36975990049	-8.41870527034	4.28086494551	-3.64635727053	8.22685956536	1.11138697887	1.327696291	7.47851310899	2.14036319065	2.39780974289	5.20786574897	1.93062614563	2.23199249208	0.87569585879	4.95904336425	1.95189202297	0.959200627116	4.69669558137	2.42185355691	5.45270795241	4.05063634764	9.58469862518	2.7889733758	5.692459528	-2.47689059826	-1.89336443635	898745.173067	True	
3.3875040355	9.0617208005	-1.77382275423	5.57713477857	1.4242651304	5.91639009462	2.77034779614	-0.910301401892	-2.14592562999	3.42463213988	3.2879096504	-4.87527562604	2.95114849975	-8.99053749023	-5.33150260581	-2.22060549776	-9.68843513755	-0.317593707371	1.76493872395	6.46179006732	-4.47544910286	7.00569774518	0.705121460614	2.102514123	8.05842759223	7.69753398353	1.208781744	8.32906412364	5.98516180966	2.33211078852	9.92479045065	8.26145043866	4.90210481411	1.94475707883	4.08636713425	5.72334670564	1.76357067477	6.23446574964	3.79991864125	3.31153915076	9.0182272031	-3.53560866946	-4.8803778836	905249.50993	True	
4.69587795826	0.919446894928	-6.74180790884	-3.09722017772	-2.82363499338	-5.85117882731	-2.50787088778	1.63293066569	9.71541911063	5.33740803365	8.32933137336	1.17226632756	-5.86166835794	-7.63055249166	-4.75706219727	3.96152566293	-7.52721206104	-8.05337147515	0.677467705429	5.35049937383	8.01061681358	7.21014598318	2.27689410997	5.54258821933	3.81412210694	5.89730270344	1.21289834258	5.05814472315	7.77128073356	2.90929180034	8.56317901442	2.02684027135	9.17971406024	0.956829688012	4.01559973445	7.76698566495	3.90104635167	1.66892568076	1.0015731278	5.51981816448	7.55015907441	-3.59030855387	-0.12559878417	889586.888315	True	
3.09073533635	-2.21122217494	2.14283233233	-4.44819246214	-8.77515775594	-8.26749809739	8.2668632311	5.75640893292	0.140395528552	5.8730077577	-8.63696805018	-5.31750825937	3.79542920116	-2.25289313919	4.89495770841	-0.0107417463643	-8.26048332474	-1.09972416703	-9.16038625466	9.9112967007	7.85864196444	4.21676240071	5.57569017684	7.05112831645	4.51097003563	9.33981046521	1.18828858818	2.94933475572	1.70256576579	5.11817918634	3.32633687142	4.4254736129	5.28783213827	2.62873838266	3.98345561806	3.54936834254	0.462508658434	3.23036930022	3.96960203751	7.15353020852	0.711533610557	-2.42210341246	2.7526624575	835739.711907	True	
3.13397711944	6.45998367489	8.20420083661	8.30034032917	-4.4304377397	-7.8428710138	9.59438473044	-7.43032582469	-6.47743870453	7.51524655042	-3.70212071485	0.292910501167	2.58400879222	-1.87190931409	-9.5357915654	5.89285509802	5.30493104273	-0.0163856294354	-8.63688350631	4.96558154922	4.55953673779	0.349924993952	5.49467251854	7.36336531987	7.17481622001	9.41895911896	3.77172224695	0.188491288054	0.921631983157	6.41445035483	7.83239183882	8.27572324857	6.88348034129	1.96399401828	8.90667814654	5.63669232834	2.48349788766	4.53873271625	0.697187599697	4.02644936364	6.72426343937	-3.82134588308	-6.13574603221	859754.443155	False	
