Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Potential	Temperature	Equilibruim
9.95723741656	6.82788156268	3.42493802587	7.03852428823	-4.48510414791	1.98123432793	-4.26887058969	5.2121313415	-0.728065043875	1.77455494545	-1.55198680829	-4.62817886112	6.89015673092	3.03373760569	-6.1932794025	4.96383390756	8.85360367883	9.60650205391	-2.54901000047	2.09292898847	2.30998063975	0.336127370758	4.73474500504	6.09187624428	0.0419051489484	9.43582717848	7.47695627028	6.99985426082	1.31079878857	8.59637916508	5.62057647812	8.77714758449	3.26451204318	5.77302408567	6.761535715	8.42152353041	5.92734049438	2.39937931976	3.85929757901	7.38306438302	2.61241009519	1.32193586618	13321.6756161	49673.7058447	False	
-8.38099435372	8.79221181943	5.37906368824	8.36767882947	7.23188292869	2.06459074704	6.92059613063	6.91672159934	4.55949556343	1.6495530949	0.000419685303478	2.863187457	6.29970814166	-2.24718973954	3.34163693507	0.444964195517	4.17964486252	4.4205257123	-3.54510632846	4.18309874199	9.9407929411	6.21321629896	7.72585053357	7.12641240929	3.71229529189	4.61334876964	1.18891244084	3.53112516039	7.1681433269	6.03156997488	0.553269252864	4.86622749924	9.07003616742	7.15834597781	2.53738942758	0.376039708385	1.515658666	8.55327672316	6.84433248313	7.6485598464	2.74944109454	0.727227927303	16395.1467632	49673.7058447	True	
7.91314078985	7.35723265793	0.252886623586	8.51694226434	-6.19619766215	7.83634306196	0.932744897291	1.83851385582	1.5600049235	4.24734387124	4.3876543262	0.487003032727	-2.79172546582	6.2100546897	-4.28910743113	7.44012717979	3.69101302057	-4.22426406487	7.04382977921	-6.67082824564	4.77807293893	2.50386209263	6.29001419452	1.8114694131	1.82828534286	9.16575800255	4.21075609833	5.64092741553	7.43643634548	1.42739792915	0.458191067618	2.62225930586	2.96501457283	8.3745533117	1.00799087253	5.99195182488	6.41538657947	9.78109962674	6.36794266494	5.00768347832	2.83078478216	2.75813819054	52769.9476356	47190.0205525	False	
-2.00894272181	2.76960031094	-3.25575084582	4.31143143543	6.76543693425	0.275355656489	6.44675507933	6.80140749673	4.94609055536	1.66866887642	-0.45148056165	6.4796261318	-3.13003058317	4.46211831538	-7.15744562758	0.955331361598	3.48439774068	5.3276630314	8.95612267288	6.55255033587	5.71999292058	9.34349148275	2.05998392978	7.36090254537	6.19415869917	8.58025216585	4.03991131193	5.00328017043	1.2002191029	8.09017705365	9.77874451504	1.89442382617	3.21010375205	7.4236256528	8.40867602434	7.81845519889	5.12714648945	2.52740314049	0.579981922801	2.28310225804	2.25105593166	1.53746723502	24267.0736834	47190.0205525	True	
-3.71693321106	5.1418884511	3.73295251393	7.34483024765	6.29237014068	-0.522007387671	4.31240099441	0.251678370427	7.8781326664	3.81528993328	-2.40578785538	9.12113926039	5.10008712484	1.5599504467	8.34090615626	-6.83977408394	2.05916380291	-0.596286911915	1.83296107963	-6.92591541558	7.94554816304	3.18650804379	2.32421208127	8.58252978102	0.0694755167275	7.72349702271	1.52095714667	8.82793588645	2.94713737263	4.71593608903	5.28111558522	4.03573690016	8.87926131708	8.45146289208	6.70498786139	8.10848713026	3.26443967926	9.13130431152	6.85680659653	6.01896213125	2.11739005252	3.23739358865	88407.30385	44830.5195249	True	
-3.82793623698	2.57064595415	8.47973734064	-6.68500794805	7.47744462082	7.37748597807	5.55649367478	8.895053369	-2.5635533763	7.68251725292	0.8443471077	-0.839819817546	2.76643870628	-3.84302453772	-2.49102326853	1.82340544395	3.28427950076	3.28975617061	0.375031504422	3.44386991941	7.54520288716	7.22845316292	5.07207486493	2.00068209962	5.02326907045	4.37725746177	8.34219166727	8.95172413336	4.65946691464	2.17267895746	5.44072712874	1.26888796549	8.2581512911	2.85560217715	3.633414396	2.43481401535	8.19594076952	8.24832554928	3.39322490899	7.98786795267	2.36178673071	1.39429084135	11327.2670003	42588.9935486	True	
2.4559755498	0.527753192273	-2.19855871625	0.44478062503	8.37331085163	-1.02079780994	-2.70361670427	5.29480319213	1.6061510812	9.94991590619	2.4028583771	9.59428100714	0.0288110296315	3.18916662208	-5.03707165543	5.60447492771	0.526428815454	-1.53224543132	1.77635307507	5.43732278029	2.97642727963	7.09245403904	1.88980935839	1.15678425537	4.4534765891	6.00377774509	0.216332677008	3.22676934852	2.93088034846	6.34177221752	6.54494720857	0.850041150705	3.01809625372	5.2920646684	2.51653776246	8.21290804794	1.90650794943	3.16329785572	0.98492203005	4.02117331938	1.68502326988	2.10903459668	13571.923207	40459.5438712	True	
2.99010673139	9.15216950094	8.07275547914	-3.25074889636	2.98665280257	-3.75021160935	2.32188451849	1.59227113782	-1.1178308714	2.18733242731	0.588156143813	-1.89208854728	8.20528923616	-2.36204174441	-4.14903873753	9.01047990055	7.01567878448	5.01161657617	1.51196788445	7.19441074376	1.23939062887	4.90796069383	6.2615077113	1.82661940555	9.14377165662	1.49604356117	8.46932709162	3.14767301599	6.78485030749	5.03987755368	5.16184030106	7.50388857062	6.73763433079	2.17616897377	1.3157496022	8.20705357361	8.88421188021	2.71766987971	2.34509502032	9.06237996296	2.76866384864	2.43920271616	76916.7183218	38436.5666776	True	
-4.38069416079	6.95254317372	7.22380470414	-1.05171149407	3.84913921521	-0.387862024408	-5.21208155411	7.37528393304	3.94613266693	4.79625805511	-0.472703931954	4.27989507964	-1.2057126175	4.00073993341	0.0914161207349	8.39217492626	5.17132012313	-2.01735752612	-0.520893779613	-0.413727546648	7.25640126462	0.128804497748	1.90156545393	1.38143180064	7.07415142185	4.25546877994	5.20019201379	1.76586824018	8.60710047859	8.64617821804	7.77919690624	0.36806988385	5.06489097153	0.326950840122	3.43737495934	6.45522132122	8.49711601623	7.1763657312	8.58059928196	0.928727882614	1.62985355502	2.76783112164	24932.9493316	36514.7383438	True	
2.24862299035	7.48386612282	4.12324000961	-4.27829113675	5.91827474374	4.38947932792	-3.76459552507	-0.537873264102	5.10962355244	9.16716298023	5.14342255646	3.24178498566	2.63682928995	-6.75707613304	2.58910640692	-2.02399241315	9.41735399593	0.201945031206	-5.12918713466	7.59634471875	1.43256818212	8.18027488055	8.651570431	0.658233676073	2.98987626837	3.49237278579	7.40384791693	5.62090769575	6.91316163911	1.69825858373	3.7672511603	1.75211273838	5.51077530882	8.30674419834	6.09017033625	4.04669051471	9.08843447463	5.03804251792	0.228265795952	7.79276331803	2.00336959144	-0.0200807191011	48555.4270541	34689.0014266	True	
