Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Potential	Temperature	Equilibruim
2.58623552777	3.33553412197	7.44931671523	2.56095369796	2.76612646644	5.70175366008	5.64477454287	6.23794705412	5.70412874099	6.33789877703	2.84736502112	4.98711484496	5.18672359343	6.86802832441	3.69303671089	3.38154979342	6.5258524689	4.86219209986	2.63827102901	4.59958703614	2.87783595897	5.40295673521	4.49701168294	-2.80621580117	-0.975579962098	0.540461273917	1.13124940528	22309.3398263	20000.0	False	
1.65990215895	4.4096274861	6.40706725612	5.13761525352	3.10102964796	3.90679660235	4.95174068568	2.7271121359	3.97607969697	4.17494098497	5.33508704273	5.74137242061	5.73746546642	5.57119323234	4.97820357448	2.78276861578	5.38217225544	5.59739884268	4.93010295253	4.79164460418	5.67668087451	5.88873767656	3.7230948707	-2.25355677141	0.618500129337	-0.222574938647	-0.44375841982	107490.543335	20000.0	True	
0.313688085818	1.16913664072	1.66626570647	3.85581013527	5.85040448679	3.31350320791	3.46319870196	5.41100230812	5.50978280938	5.06024863835	6.09289386059	6.71986717899	4.90890686361	6.56693743468	6.89013024872	5.56641988262	6.83842856371	3.83367857046	4.94727894453	6.27555469904	3.04787588842	5.69116689925	5.28353007256	-2.69653471459	0.294012274892	1.00426076118	-0.765516444027	17806.9926183	19000.0	True	
1.70534744052	0.407855060438	2.13578236271	4.46804328036	3.92743681108	2.72537165197	3.140213299	3.50355076033	6.56804617873	3.58490389789	4.50744331792	4.53974142897	5.04365520221	5.17819223749	4.6302626566	2.83304878381	5.62810428445	2.96655408289	5.39605268454	7.49900073176	4.12750294189	3.23195629451	4.60601637423	-2.09265358002	-0.839232453119	-0.0356257849344	2.3323655315	19104.4537318	18050.0	True	
2.42871318893	5.38316559854	1.38555603344	5.31734877414	6.54246603803	3.6985813088	5.0272977994	6.95107638983	4.34957935138	5.16018140647	3.5232605827	4.94064872512	6.76406121654	6.60545238864	7.36257354131	5.91565977688	5.24591678534	4.09829593712	5.24264800329	4.23358449875	4.75674388803	7.33942491502	7.0190178194	1.28363257564	-1.20502440958	0.265137829111	1.73756153014	34883.6017392	17147.5	True	
0.773259051941	0.768193630133	1.00851402626	6.07704999221	4.54215997795	3.24614479397	5.8664740332	5.81165985575	5.91505028917	6.39060483156	6.22790152253	2.61450627606	5.75795799164	5.75436502541	4.66507124666	2.73603780809	3.37794630089	3.56154634556	4.81087220511	6.01916978685	6.83043860676	7.18198659806	4.5389413401	-0.659817598953	-0.686945962209	2.62929410485	1.95379869295	11698.8441266	16290.125	True	
0.487303331116	1.82744994934	0.724889476208	5.21075498061	6.98537747843	6.44381886102	5.87576551349	4.83288733327	5.06362601558	4.90200898445	3.41034734982	2.86279090029	6.51571086599	2.96044069068	4.32542120624	2.77767391201	3.8545187339	3.13628598801	6.36235395863	4.21607651006	4.72400243314	3.85643861423	5.16100823306	1.85200680535	0.237704840117	2.00429587908	-0.219074032005	37827.2627451	15475.61875	True	
1.34754482989	3.67494591855	9.35189886943	3.93052920967	7.4119898514	2.57211317904	3.06297368194	6.48990511361	3.3483190447	4.37685384674	3.53176882449	3.90578161329	6.85807805873	6.78387271121	2.90468750463	5.46765955229	5.0320732827	5.63643994649	5.87027595502	4.86695108164	7.39142978947	3.40702076312	6.15255777125	-2.46705719182	0.297059724737	0.0479123378069	-0.669917495897	26511.6239232	14701.8378125	True	
1.92898234743	6.33803695825	2.556945178	5.21360563127	2.72162951018	6.28421621343	6.76037724726	5.0404969541	2.93672949403	5.68093846667	3.74591877675	5.56787818442	4.41154763391	6.91532565819	3.78154372613	7.33010788654	4.69781336429	6.54586113878	6.90130349736	4.43861086491	4.12552145711	4.21764986324	4.36045683887	-2.38893899513	-0.529461605636	1.18481272018	0.178796972966	20117.0550709	13966.7459219	True	
1.48650365313	1.91911470692	8.04056972122	4.65677800839	5.61939535474	5.95342309975	3.1563606459	4.18815712075	3.28293033263	6.20336346297	3.94659023583	4.33936344711	3.67073055063	3.90343323533	5.49153072023	2.67703473871	2.51623331769	2.78783375406	6.03688927068	6.10150918878	5.73209098894	4.48117966282	6.40547673946	-2.3471253033	-1.1316186421	-0.0611579537651	3.47628117933	30523.3134676	13268.4086258	True	
