Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Potential	Temperature	Equilibruim
1.39910032912	0.0762763572632	5.32314325409	2.7516926525	5.34170445451	5.02416799452	5.997962818	5.12557763951	5.23740160358	3.187990304	4.5563507378	4.85286712038	6.55518011659	5.77973579127	5.81384154837	5.90199457415	7.4957108867	7.09951614915	4.3533627954	6.67378796619	2.92512351783	5.09801277182	5.67993420122	-2.19610209205	-0.192403800892	-0.0844699108003	3.44192956933	23697.194015	20000.0	False	
1.60690345908	4.20805060773	3.56666182515	4.41417379864	3.8765433273	7.03292131178	7.13572071791	6.59803267225	2.92964017391	7.17711149793	3.45212195725	2.64579665132	5.95482274808	4.51861467055	4.82296815723	6.17719964932	3.55221679679	2.82646179101	6.94546367715	3.64990773496	5.89098918666	3.11868162393	6.16351671386	-1.80164106669	-1.07320354917	0.841382233309	3.18008665216	74645.3584348	20000.0	True	
2.56073197884	1.06505386779	7.55040802861	7.08757867939	3.58472687631	2.732370982	5.39964330311	4.2955324182	4.3118704601	2.85024220529	3.79875859916	3.22421482198	4.83827180611	4.4618051628	5.83099586882	6.94697696323	5.16389795468	3.34941442817	6.99649428863	5.92448090887	3.50534799886	6.02013120496	2.82268445269	-1.81885369847	-0.572087151431	-0.61248932041	2.11088840286	30324.0659509	19000.0	True	
2.94440926945	5.06440768184	2.15953900024	6.89024237168	3.09319162693	3.55804891636	3.35541953301	3.91092998958	6.82598997519	6.28757383215	4.06176262819	7.38214131505	6.03311854119	4.54541947337	4.37382880019	4.52486121788	5.62252817685	4.4521276512	5.74119490275	3.54190755905	6.30376127228	6.23290190686	5.80668593247	-2.79822942082	-0.826429658981	1.96616792383	2.02271927183	20539.8947806	18050.0	True	
2.91236325216	3.56034273143	3.21314644841	6.58032051061	6.09324519491	6.73428303124	3.66187313101	6.36472588321	6.10605346965	7.17960501359	4.06671877093	2.71594498855	3.84205270158	4.23670343276	4.49213053576	5.83066818866	3.2829419834	6.27428962577	6.87504199979	5.79279502992	4.44406869989	3.50262036079	5.07383103673	2.98051953827	-1.17513965175	2.02178175418	2.53111717481	29022.0968872	17147.5	True	
2.41309530662	2.74579040677	3.45364147152	4.20041475886	3.96592347998	5.07270115285	7.33600924454	6.16085736595	2.92893442557	6.41419284964	5.78760106049	5.71649771513	2.50386697864	6.52998684075	6.51777793172	6.57010137133	3.98136390047	6.16862438175	5.57593431793	3.51091708099	2.90348745121	3.80923751863	5.16737505867	1.31965738515	-0.788524822063	-0.0409562964745	0.938476210521	43195.3963433	16290.125	True	
2.06052364686	3.15843400314	0.735007402651	3.53861071385	6.81396537014	4.65426423047	2.81375958905	6.86009292635	4.18704153486	6.57136635772	6.51413719683	6.34653947777	3.85155356617	3.96933758799	4.82086389516	3.7689145819	7.01579548228	2.96315054982	3.36006415363	5.55695922777	4.55560467676	7.24579313279	6.51467873376	-2.29157990108	-1.0343084888	2.20035423556	3.60167162021	16496.9612129	15475.61875	True	
1.18968362918	0.372568481956	1.95869923781	6.02291037659	5.04683987314	7.23809771708	3.37931597209	3.85663418716	3.84821411443	6.85019197574	3.98245653602	4.41097997003	6.74190660179	5.04152237454	6.67821693269	6.8621475113	3.47385791656	5.51866982742	7.22481441589	6.87863403919	6.0713682723	4.92645391928	6.40747347498	0.961396301695	-0.731306144122	1.06397480643	1.83851313428	11558.3171088	14701.8378125	True	
0.51878179238	1.03450252401	1.0561304234	6.91068781851	6.10144122739	3.94913681423	5.78568045586	4.70310625325	4.57331156264	2.70012757012	3.52040859643	5.60101085491	3.90912775128	4.60438010584	4.85984243487	7.14698605367	6.31431954997	3.7943882574	2.84257061177	3.00644127077	6.7038122518	3.06528872289	2.6518309834	-0.629093008822	-0.952540574521	2.66136934687	2.99597907612	10163.3629283	13966.7459219	True	
1.69345245785	1.16462746576	0.149963310548	5.53674557719	4.16081383715	3.12873513818	2.55301962842	6.8042634072	7.15843566536	5.69461355527	6.37019316437	4.19862310928	4.19487201716	5.24098231218	5.9673105057	4.81596974512	3.85491485062	3.03471285841	5.929866727	2.66722297533	7.06462198335	5.47131791417	4.65157623274	-0.470542179001	-1.08826038601	2.71468144434	1.58534647663	34942.0687688	13268.4086258	True	
1.08356146389	1.86166835214	0.968312216519	5.69115978813	5.77308636188	5.83265653437	3.79165877542	3.39606826004	3.5869772491	4.00415942288	5.77978666894	3.6215688025	6.2646173171	2.76015225982	2.81235932727	4.66165603881	7.12592967709	7.23312907632	6.72804750014	5.24825300468	5.98710553973	4.94439135287	5.21691242486	-1.67301753543	-0.737625742144	0.27193032988	0.519695680903	8820.93189087	12604.9881945	True	
1.69075694842	1.49346030159	1.43985353417	5.44814905603	4.77325768525	4.6030480105	6.66237327794	4.28406767182	4.13597184724	4.15262314344	6.3572233129	4.03017754601	3.88120126252	5.15237685783	4.64321433366	4.6176266116	5.96528983627	7.13818667928	4.71554271333	3.03236373453	4.92545142605	3.46665768938	5.40087126643	-0.0444736495843	-0.60207099043	1.22964588024	0.195321771296	12338.8893123	11974.7387848	True	
2.3568453618	1.99409211803	6.54918315596	4.0912355906	7.2674478063	7.30467370185	4.33689796242	4.99204674246	2.53926600949	5.01540881046	3.46276145868	7.22448990874	3.56676399502	4.57505623077	3.62324328536	6.88116883914	4.07565206804	3.25040408772	5.41809129091	2.95990630421	4.45948721616	6.03556094656	4.87928877558	-2.40090089706	-1.00749997208	1.00646781236	1.09557289672	12686.6313637	11376.0018455	True	
0.75960757518	1.08951249633	1.39857521825	6.35741646137	5.44986889516	6.83697961948	5.96696109629	5.47799261772	6.76976011341	4.55449282805	4.50233451716	4.73985508699	7.34887188768	7.39548250046	3.83245304362	6.20705363545	3.90527330628	2.63971288511	3.05284614692	3.40012957265	3.08257465	5.40668334632	3.19121682605	-0.519684145109	2.81422553524	-0.748509198236	1.48970391139	7932.76581617	10807.2017533	True	
0.718803464021	0.638159327079	3.09300760123	6.16639072627	3.82180080743	5.04858825805	6.64640503257	3.57280729861	5.53617921553	3.8313927212	6.08606744817	4.44193414214	4.01417637519	2.63069203528	3.10945316104	6.74626826335	3.35798839161	7.00714650903	5.95040616049	3.18298079094	6.07666808166	7.06311406335	6.95121681776	-2.3211236198	-0.396166807971	2.25639303998	1.67929069909	36823.5644161	10266.8416656	False	
2.11614519043	3.2376308352	0.59111788357	5.67736339184	3.45106207343	2.98541689563	6.38495163086	2.8477710202	4.75168401549	4.70343199489	3.9800133269	4.65397713373	6.25483083549	7.28869155126	3.27072867068	7.29536346844	6.31435878723	3.08390397301	6.12118222319	4.13042270369	4.84585835172	6.84637675474	4.03936670347	2.73841712101	-0.725798051284	0.801604746643	3.19566399786	11457.6451443	10266.8416656	True	
2.40883296934	0.815595817284	6.31064908457	3.83400929872	3.41167474066	4.81863669662	4.57582839097	6.44706317439	3.80313713923	3.90709357049	4.26935764141	2.66514669799	6.86374257511	5.732467936	5.3663026043	4.35129503779	3.92110877727	6.61063203578	5.21991333417	6.29115463293	4.77378192147	6.78757991968	7.2291536016	-2.27858160187	-0.716306958447	0.200461979935	2.2583851749	16905.8025605	9753.49958231	True	
0.975737707262	4.29547121485	5.80034250127	5.0408281362	3.59612755395	6.38911904052	6.03165103875	3.22437094152	6.67991033447	6.15844188407	3.32844385101	7.30920897287	7.21343519604	5.72212431614	6.65154236991	3.02943278456	7.32476382051	3.50236636441	3.38694709202	6.86850434973	5.08476542389	2.83512851207	5.11649351138	-2.60362953073	-1.0073040711	-0.486943270176	1.65082321432	22865.1683166	9265.8246032	True	
