Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Potential	Temperature	Equilibruim
-2.68074210621	7.27122230394	7.44884242823	2.20588142757	8.40601167401	6.74689487402	7.52419257597	-2.00535494293	-2.96878352153	-0.492973170705	8.90847857088	4.44686768109	2.96052628415	-2.33497618463	-5.02067414773	7.0701708755	-4.54861569129	8.02128390959	0.173427291098	-2.01990420992	0.811738550945	6167.71852476	7781.2273803	False	
-2.64824487309	4.01112886775	9.66604134744	-5.34236417408	0.840626510781	0.523985390123	4.59640350344	9.56766175342	-3.69959999221	7.41541055212	6.14239707748	2.81260372047	9.83677831063	-7.8954568508	1.2608202125	4.93714672962	0.0418233728099	6.02547975556	5.86824008548	-5.24992783489	2.99253336582	4881.42844244	7781.2273803	False	
6.10399997999	1.1166683028	-0.56045954761	5.11214565627	4.80467258915	-3.04302209868	-3.787583798	7.82654765077	7.84828715309	8.56683122304	6.56819004267	6.04781827697	-3.52610919441	-0.913694378744	-2.38682421419	1.08384856912	9.96452627354	4.61239942279	3.11477593862	0.129938524019	1.38691458866	5327.6042335	7781.2273803	True	
7.862660431	8.35143165964	3.3941390686	-0.596807062463	-3.01973693391	0.708789840135	0.00996450401495	1.32836209077	7.01763460525	-7.55774921299	6.72559898216	1.60228494832	-3.82496717204	-0.416073116149	4.70058523551	8.14090824918	4.59645122903	2.08198088593	9.4950673516	-2.95620058578	2.98363061919	5684.81836513	7392.16601129	True	
1.47654709627	-8.00216991671	5.02299208739	-0.986683158316	4.32817344463	0.255586437223	-0.933311824007	1.45235509614	7.05503771404	3.87769605105	-5.78016747691	7.13953746293	9.51591207333	7.05491041974	-5.4141086705	5.97148643728	8.78411855921	-4.65051956987	7.29298050984	2.56279898789	2.32513437476	5448.2453204	7022.55771072	True	
7.88752851088	3.5363403066	6.93439459153	-4.23534314042	-0.116275287191	1.38114137221	4.10004176494	5.11867207685	-3.99578019101	3.09217723846	-3.98836932346	9.80796263334	7.49991654462	3.93317895788	1.40774170571	0.947977972131	-6.7375731377	7.22961097661	5.61327402367	-5.18620628936	1.40566809158	6924.39629104	6671.42982518	False	
-3.86368842093	5.91792879615	6.72217603378	2.88079556917	-2.04274028861	1.3634430645	2.03348727091	-0.341431075384	0.0463501111653	4.07416471573	1.86481737952	6.40322298713	6.70244780199	-1.45410580534	-1.91947961554	4.1804415181	5.20373088865	2.68473007855	-5.78665545538	-3.96832729035	2.94082590279	20321.1062048	6671.42982518	True	
1.41920851632	6.7085349776	4.09944843509	-3.76035155375	9.80938213665	1.41486297737	3.31403869838	-0.393343417091	-3.41039318037	8.70804142395	-8.97378090287	4.59217321575	-0.323018071004	1.27098251147	7.58038796177	1.75510442569	-6.63365524376	3.39345213622	-4.03362760667	5.16453236859	1.93007617677	33444.6106053	6337.85833393	True	
-7.53397035183	2.84025255785	4.54619539089	3.82180211319	6.75184562549	1.79255412339	-1.26994338225	1.96469911264	8.35574145614	-4.29428377107	5.27374109477	4.2436381801	3.70041759933	-2.42728014553	4.39851355911	-7.24239942671	3.44965323774	7.28670526821	-3.42616744794	9.29847974053	0.468689082184	4542.81586933	6020.96541723	True	
-1.07901802304	-6.08020380598	7.84334702467	8.2920010687	-1.62751059687	1.03347200287	-1.81754315463	1.13614718095	8.66352057233	7.65314385453	-0.999752613503	6.24910341027	3.1005846879	2.93829305312	4.18584401797	2.9401726289	-0.116218386199	2.93774577569	5.13645193578	-1.53587949825	-0.24329241239	9564.46800179	5719.91714637	True	
