Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Potential	Temperature	Equilibruim
-1.48941133623	-4.23621534378	-0.789584234068	2.98396257287	-2.19583472372	0.976457226421	3.05679691091	-4.30945911723	5.82943676461	3.64158286461	1.44621550346	-0.356901065897	4.4635782844	6.68156806422	6.51551304904	5.69732170643	2.47053710072	8.61763422923	-0.05942699071	0.526482016256	3.52752236004	2896.82617322	8559.35011833	False	
-0.177965268358	2.20807453144	7.36338165439	-0.978793424497	8.44620597537	-1.23612422278	0.760437975511	5.71091775118	8.59988588514	3.75159889949	8.69570132292	-8.14128138323	3.76109305677	7.61227010264	1.23346845755	-1.3296768768	-3.2275105754	3.93271041698	-5.78368221156	8.52606726668	0.740125638052	8348.63661003	8559.35011833	True	
6.71188474479	-1.30774969091	1.09329840963	-3.25781654658	0.949943257712	0.676925353772	-0.110104320632	4.43619717551	-6.95868878597	-1.45575369234	3.41787398932	8.54093276331	-5.17024514717	1.9471066393	2.99832085149	4.63359898523	0.132381356345	6.580354507	7.32851993234	1.02419602697	0.996969977193	17709.7512039	8131.38261241	True	
-2.95767571963	-0.343147812383	2.25149254888	6.37156043424	-5.83745007373	7.75952724808	-3.43155597494	7.39346092465	2.12059781043	-6.17989229917	6.06567926551	-6.28305239337	1.267998242	7.5426717043	3.00802676115	2.04852956001	2.94259432755	8.95593916675	6.56817642422	-1.5358122284	2.3492456092	5455.12673294	7724.81348179	True	
-5.43180712664	0.599578914249	6.69313110377	6.68811597153	8.65083212751	-3.03489281927	-1.68143380835	-0.242234762045	-1.7385024517	0.902388289208	0.507392755271	8.26146858178	-5.47358550971	5.08120049972	-0.0542440787222	-0.803856205114	-1.85146238413	4.41954949224	9.66579369987	-5.91202779072	3.00423451117	5318.04618264	7338.5728077	False	
5.67152438992	5.64104212551	-3.27718552945	3.30814881309	-6.29069680028	5.50201167115	5.78847796688	0.90643417124	-0.0239288111152	4.3492928448	-8.20553947754	9.28494729521	7.46372391721	6.75806009235	3.62597091553	0.212670369171	-2.70923379417	1.10244601737	5.25213079168	2.29714945742	1.73242483636	7875.10949516	7338.5728077	True	
4.36328474693	6.04072418114	5.91976545756	0.454971712594	6.07602632558	2.21537464117	2.09882992382	-3.19901275936	2.3972766981	9.27084515924	5.1140084164	-6.93867900785	6.8149099213	-5.85384413969	5.94625011965	7.72892754513	-5.18350299212	-1.60003965305	5.80045307024	5.07162045317	3.23501188038	4978.6271556	6971.64416732	True	
4.03451680986	9.69843514098	9.47043859511	5.78514701203	-1.30329463079	1.7693134914	-2.25528786335	-0.545407512832	1.71414966507	3.90253379272	-0.168799522747	-2.7782469	8.73764953256	6.39388364084	-7.5305324905	0.234810809154	1.1769426898	4.85903735634	7.458461869	1.46954371269	1.28263138195	4780.66091336	6623.06195895	True	
-3.32597299362	9.3458176452	-3.72910106613	0.42687243749	6.14904407224	-0.707723262163	-3.28446193488	-0.81086895538	7.88638236676	-5.99329166657	-0.376737368593	7.20337451042	5.00058243927	0.318268870832	-0.727515606074	4.82280246327	-5.74862796822	-0.809128672809	-0.631616633026	1.99665141636	3.5300240293	4047.27869844	6291.908861	False	
2.48688690293	5.92737815195	2.34417225325	-7.3900821028	8.56683341789	-2.29496234868	-2.81178452494	5.39511583814	6.17319638808	7.13287881258	9.78490367781	0.818827851288	-1.48238304096	-4.53085989514	3.12019434518	-1.44420895929	1.23826690896	8.0749547681	1.6877444895	2.75740993578	-0.694411700122	5927.71658713	6291.908861	True	
