Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Potential	Temperature	Equilibruim
7.66001606083	3.7225465226	-3.65926969029	9.07897854243	7.87235735286	9.47046590158	9.82828247042	-3.67915117704	-4.21959553272	7.01474061925	7.82464026121	2.92556499728	1.91145945718	3.78882131131	-5.62454748867	1.22046797701	5.98773451394	-1.56117901999	8.54349798297	8.50197521165	1.80086479268	6126.76157693	7781.2273803	False	
-0.530775208637	3.14155138352	-4.34219830739	-2.00332085219	8.91467514925	0.276189908184	1.59035474723	1.47424809846	6.42848752571	-7.95005432717	6.45062711623	6.90583298678	1.91024538733	4.77262486561	-6.50746060884	1.28564136776	6.51789360808	5.88168397853	-3.78083295485	0.99572102807	1.43234911051	7062.28888775	7781.2273803	True	
-7.20209484579	4.35781366304	7.91582053429	-0.112383316076	2.45068676373	-1.68996357001	3.8999389673	-2.31881925561	-0.147222403765	7.19153000746	9.3523487595	1.42146758033	-3.79093611164	-2.04131928791	6.12610644215	-0.587787772068	-3.44057738449	-1.1521019514	9.91228041533	1.60200207045	3.40052588689	4117.74689294	7392.16601129	True	
4.11922534788	0.788012625115	5.91719510279	-6.89592937431	3.68784168369	6.52032166926	7.58049527578	0.361331866849	3.11867664979	-0.235460505235	0.0871624994862	1.12742004332	-4.10177323562	3.46211444346	7.57507610683	-7.16284988477	2.90570469582	4.06357739184	2.68541877609	-3.85848199746	3.44807619531	4806.38141222	7022.55771072	False	
8.1466389011	-6.36568177416	0.254023201453	8.37519841826	-3.9567705798	7.96151390656	-7.6511618454	6.73244568881	9.09195790853	1.60536454098	1.08524062257	-0.965501581479	-0.963062412599	1.18318286989	9.68039863267	3.41638760541	4.59730220393	3.831647472	2.87705698486	-8.62110292734	3.61488327132	4554.63861992	7022.55771072	True	
-4.40913940446	1.51770853171	-1.85651964057	9.18586190899	-8.01047539445	7.17075838913	4.51316505932	-3.06032135873	5.67983088487	1.85349878435	0.840536675044	-0.748687681538	5.53969954266	8.26256030359	3.81456753253	2.03840124711	3.46510942721	-1.31452061512	7.93026382201	0.0108725183768	3.81198723377	3272.31167012	6671.42982518	True	
-2.00225110373	7.36315178787	-2.77171188856	-1.52375425923	8.94156285438	-1.75832078581	-1.37804373348	-1.61182584496	0.825228604332	5.41856880745	4.69205467227	3.20847874065	8.17416712426	8.00937937315	-3.76090538035	-2.18391495659	1.69334998713	-3.57682919962	4.43293995157	6.22198108857	1.43472838057	3100.50486406	6337.85833393	True	
2.97826909726	2.19913716452	5.99082768002	-0.245794992678	5.9924344099	8.44003341185	1.35815127524	1.59604968426	-0.608672194279	-0.693849779647	0.734503395834	3.96940908586	8.28534651743	9.05969569179	-7.88441624533	2.02104442647	-0.154130266042	4.79052540257	2.34184465327	-5.17224605155	1.24422122221	23253.1499787	6020.96541723	False	
6.83305211582	6.65732373192	1.37988631719	7.43488759085	6.30763889716	4.64541255786	1.98139583094	9.48742717768	3.84249524028	-7.77355739058	3.5483053754	7.73359912214	7.82706728625	0.151446489246	-0.942853656767	4.71684782937	6.21736508738	-0.435494263608	8.35766228007	-5.17649545724	3.80750524241	7609.94998455	6020.96541723	True	
4.89216200174	5.5566695187	6.55058780417	-5.33939846051	4.92135659041	-0.372774112056	8.03485944302	-4.41581965454	-1.40659686872	6.80273508369	0.507127922735	3.74416522977	5.42730167431	5.06170782948	-7.19679517607	6.12230173318	4.09226449931	7.35567489739	3.34935390114	-4.12834783001	0.834865553473	10949.1119443	5719.91714637	False	
-3.07939540292	0.0267737610373	-3.79352686521	5.98712027264	7.19159300995	4.85169371533	7.08784602909	-2.34136619976	3.0815759038	6.30720635575	8.91021902373	-0.0166796453581	3.53552645814	2.35549309522	-6.96997384043	2.10338597843	3.391349013	3.62410473211	8.27363949375	-0.325400545546	2.93578852584	4494.00057295	5719.91714637	True	
-3.70586447369	4.4290478611	-4.72461343379	5.90829190269	8.57696868376	0.235046935432	0.702080767717	-5.27176738186	-1.90183330158	8.58854370126	6.64853256006	-1.54369786289	2.12224803199	8.55466587092	2.44522188349	0.891665095881	3.98751296092	4.63856295105	3.03905295273	-2.93778845407	1.15180639978	5464.16032022	5433.92128905	True	
-2.35131510463	7.18149747282	5.46309467771	-6.92101530327	8.16990770107	5.63201862556	8.26674534395	6.53386329997	3.08307827399	-2.81263546832	3.82455409669	-6.34155009274	4.51863621069	-3.76969771082	-0.821676655862	4.48198452027	-2.17278294645	7.34218327172	1.94000712902	6.14202827392	2.91605367144	4587.83349256	5162.2252246	True	
-1.26820709796	2.3920012139	6.69676836567	-1.94073545338	-2.15748054882	5.5173454609	-6.39713922381	2.79989889961	2.42659251085	-2.79645576894	-1.88439951783	3.27267926507	2.50979093233	7.40245933465	-7.58337309432	5.31449277168	-2.16770726533	1.024822147	4.96880525883	9.14598327529	0.270528755139	4600.23878712	4904.11396337	True	
-5.17176425395	-1.05171404459	-1.91311813864	1.77006126899	9.98004966947	2.37972033638	9.01114619088	5.48580741692	8.13814513001	6.01622129174	9.38341406095	2.89075585925	9.63595262857	-1.49543099037	3.17690727537	1.99427180642	4.05391026359	3.91402424554	7.50566880416	1.7807631831	0.0791107511853	7679.51810534	4658.9082652	True	
1.09470491339	5.36396034301	-7.11822383269	6.12972999749	-3.08865890397	1.19258238135	2.3495628286	6.44994964175	7.46290194608	0.406587582053	8.61117613123	1.45601386916	-7.01527404963	6.43042801188	5.36397934927	5.01096489371	1.50275103063	8.73576504177	2.19114174577	1.85320721804	3.74540658437	4118.52426065	4425.96285194	True	
-3.66682152274	6.55940447332	-4.67465711524	5.66502390807	0.0601447970139	6.06283358409	6.10271829613	-6.95624426641	8.21434747844	0.0880800937249	6.0105963478	-0.179965937397	4.66116488239	1.45409090584	-3.47545688134	-3.80144521518	2.78265611284	4.06669038893	1.63385973752	8.4844807874	0.929453750563	3796.45336099	4204.66470934	False	
-0.902006743177	3.43357575957	-3.62814281091	6.57768484632	0.857061579037	0.403238869479	4.41223822939	0.125814320873	-2.98583910126	1.0631775069	4.1287103421	-4.53077558493	7.02760112406	-7.65204982292	8.45907166592	0.491606250013	7.96831832104	5.97377681225	7.52156551323	6.31999122518	2.00628101274	5815.88531526	4204.66470934	True	
-3.53098338337	7.59566556651	-1.8704695573	8.92973235952	-3.78329847246	6.74813393084	8.29090887562	7.7523511847	5.69227605867	2.80354158414	-6.34914540146	7.57491689131	-7.27493925586	9.80265993207	-2.20084166519	-0.331606231164	5.33389598531	4.88695678244	9.41971621795	1.44446849352	1.56948064414	5493.94228892	3994.43147387	True	
-6.57573419835	6.56826423254	-3.2618991637	9.15778041185	2.24813647092	1.01059277263	-2.83242618775	-1.61978875174	2.48874840966	-2.74818104006	7.85262124264	2.99981787413	-4.80243351966	5.06231946348	4.10206596176	6.29456874037	0.906589383342	-5.13270275643	-0.435123500288	4.57835230808	2.2190919771	8000.7540757	3794.70990018	True	
-5.26199132402	3.25755107302	6.12992952437	-5.06086566853	5.04992101901	1.17183606567	3.03888183698	-4.36011937367	2.92300707613	7.22046742383	1.01398531961	2.20212935204	5.3477804562	-6.78353227169	8.39512229637	2.03405104157	8.97442690531	-0.557201416697	4.22247966299	8.79992168887	-0.694507852245	3480.81290649	3604.97440517	True	
3.4301743304	2.43930093833	-0.368578616669	2.49193144195	6.58732792475	-2.61133348549	-3.89342935442	0.821831489719	6.51693730916	0.868658438745	-6.89925023465	0.804577072025	2.2687894256	4.07417898561	7.40620378365	1.65419103404	4.73085343071	-3.73761270454	9.46490140396	1.32298370677	2.69920657339	5551.42549159	3424.72568491	True	
2.12079713029	8.95603226711	-3.80373284968	5.68553650953	1.88644354848	-3.1827384315	-1.35316176888	4.50059029895	-1.48208158679	5.03381082148	-7.78093439807	9.01470568608	0.547853544873	-0.4216676632	-1.26968075204	8.62928432672	-0.301736255902	0.0553509101743	0.832100355773	-4.25150448653	2.0707508661	4899.49598965	3253.48940067	False	
-2.8384759057	6.48048212496	1.55965401177	-2.39968036947	7.92188684137	6.13794180626	3.04556826352	9.24926770986	-1.36076667129	2.97953023632	3.73352619697	1.54402051828	8.69183708273	3.80040128268	-0.671494373397	-2.45603447229	7.43735694783	-1.83933858519	2.31527458558	9.24185085441	-0.800548746598	6960.54510031	3253.48940067	True	
5.19800982954	2.74435241506	7.24785354438	0.456700557845	3.2899322659	5.42664320397	-2.88024055778	2.59042367713	6.56273214885	-1.51726041703	0.616427857394	7.80392992518	-5.95312430711	7.31760268701	6.09961313865	5.22886305708	-1.67672120475	-6.63196416198	7.87629068769	-2.6246294189	1.2104168319	13197.639706	3090.81493063	True	
-5.50205679873	-0.21795365953	-0.446073145668	7.26167553245	1.46559037521	7.14514458621	5.22317252864	-4.44921474315	7.67830059394	0.5523091352	8.61486461707	5.5158016033	-2.60687462666	0.744357177515	-4.32628296481	6.4840273013	-3.88049268128	4.13289704576	-5.86421170707	4.70555990023	1.28772496892	3671.3011	2936.2741841	True	
0.449144496522	2.90103806008	2.40575116723	-1.03929756842	-0.748404063946	2.75892039053	-5.30272727164	8.58996321442	1.80650616989	4.28450971485	-7.83228967936	6.39224988263	3.94750221301	7.20570725606	-6.6861654754	7.3137950946	-6.45578902915	8.01373926805	0.243495707759	-2.43552359785	1.53114288185	7473.42098953	2789.4604749	True	
4.99853430964	0.581562645588	8.77809094581	2.42637839364	5.88763688935	-7.42220193799	3.66389962958	-1.6126962294	7.26179688165	-1.18831883633	3.50730875074	2.89836307516	0.721990419479	0.541933904136	8.94772572424	1.74410441701	8.65647487972	7.25584022009	-7.17639193409	4.20080770601	2.37127256231	4513.28197854	2649.98745115	True	
9.10827152535	1.29701595879	-0.313195534885	5.79809995673	-4.21801309081	4.18481308202	5.55838370902	8.06161708646	7.80737405589	4.80653800882	-7.29317787297	9.76119595852	7.72932377722	-4.85820172346	0.196144571634	8.90533212071	5.19921624995	7.43070009618	-0.303550304607	6.38235813167	3.8337442882	11841.7893263	2517.48807859	True	
-0.418355013673	-3.56533630526	2.00684918696	4.1200049658	-5.99924253307	2.63076762886	1.93548440551	-0.147576742726	-0.615749584293	-0.214856501351	7.92631950895	0.657536924964	5.65603315183	8.61843574591	-5.3939267709	3.76518645042	2.90689813384	0.314665135337	-0.528657798403	9.63844055916	-0.719201729375	2499.40305958	2391.61367467	False	
4.86675949643	8.3027736845	6.96244955307	8.16356592685	-6.59291534148	5.27930569485	4.24686067516	-1.90821732784	1.77554832955	3.42505262256	6.63469550914	6.41979344138	-2.39458904457	-0.0873843942786	7.93406969613	-5.40688243956	-2.12848004909	5.34452701719	8.25505311008	3.91098901256	2.08932226041	4296.98245086	2391.61367467	True	
6.68009357283	-7.18191277781	4.36624822543	-0.344170250114	0.0513879489471	-3.39033741769	4.42930492551	-1.7945949199	7.14840772154	6.39294075623	3.71168211517	-6.1913400285	0.732674320038	5.06732448141	9.90903296404	-1.87229489537	-1.61712530593	5.04555362237	4.81967353973	5.46616607861	3.47911653971	2131.81116088	2272.03299093	True	
-2.75221549303	4.47892100533	-2.14411360139	-4.725083541	3.93879815304	5.78098589248	-0.20604606383	-4.35894321197	4.66760918457	1.83586742455	6.35418635857	-7.19150043993	0.450565985593	-0.346541771194	7.91556664144	8.00787396347	2.03308645304	8.37301916561	3.98681954289	7.06317883914	2.47349032493	6011.86969836	2158.43134139	True	
2.24723674898	7.94834212625	3.88584476521	-4.32660188315	2.32754049764	-2.54485577267	6.44979402676	0.331769673906	-1.06192218283	4.15212223021	-0.531852420536	5.28497497022	2.77811616745	4.74346923829	-4.7053192914	1.92154847016	-3.78055016645	8.48398227241	0.178437692846	-3.02964690017	0.818330821619	4607.3243647	2050.50977432	True	
4.74252925445	9.83727850044	-0.9273796381	8.95529023653	2.32822880064	-1.49517245394	-4.59708909263	3.3274306788	8.37695911389	-7.95224844755	4.80102913158	2.75077206603	2.64727321346	-5.18360679244	5.7771222089	7.27383924959	7.00662113605	-1.89269876098	3.11518652481	7.66761129698	2.45202091456	4768.80293993	1947.9842856	True	
9.28920594634	4.34416971062	0.714558872372	-1.29483603137	3.96844109532	0.235311748848	-6.43904648095	4.26891195165	7.84095872117	1.52268382494	7.96012527098	7.03153450307	7.93719077099	-2.99159301699	7.57941923381	1.55576280103	0.997697725863	-7.59105713231	6.32749574309	5.3542103816	3.86030889624	4285.99852299	1850.58507132	False	
0.217433787244	-1.23168761584	-1.48363852221	5.89700679688	-7.34300791058	9.22729545578	0.988751068185	8.80058847064	0.305020324648	3.36287715512	-1.02775398673	5.56705349203	1.87431288993	-3.84730876127	3.305452481	8.0939383682	5.95470259595	5.5828978607	8.13897010759	-2.27877432118	0.80808883436	5165.2935039	1850.58507132	True	
6.13614774012	1.8672023741	-0.0908939366482	7.53652154175	4.10999288155	-0.785718150777	-3.6058025004	0.00623683003812	5.5408458504	7.82963367977	-3.03367747072	-0.933614825765	3.29825406641	-4.24776815923	2.22494081424	6.28349202728	-6.85184122438	1.36294355727	8.81033663464	3.03827773903	-0.734318120349	4393.39169714	1758.05581775	True	
