Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Potential	Temperature	Equilibruim
2.96872622445	0.853141095737	8.26601109138	6.78465822096	2.44612490925	1.88819391167	3.41406416792	7.37749633729	3.68756282638	7.10756233782	5.23464160276	9.40899186873	0.506459229675	3.07659324021	5.76919689005	2.15091584517	7.80448194407	5.11241717899	7.42676534784	5.54085379154	3.71622367075	1.09036186486	-2.77240286685	1.790209228	0.252214401641	20753.2451319	38554.328943	False	
6.89526342188	2.1224050216	8.94057052156	4.61970957299	2.96004464519	5.71138063997	5.94617942414	4.05523917289	8.06427142402	8.8840772324	6.69551030158	8.77589009294	1.38409640808	0.303735032827	6.87216015254	5.49055786181	1.18957694619	1.20179227892	1.76998205145	5.25738237935	8.37547502859	5.95783672551	-2.01813901587	2.74859280257	2.34198103544	45690.0451688	38554.328943	True	
4.31373004626	2.41511730773	1.1690043252	3.51034749452	6.4281845077	4.83199931051	9.36114974212	5.38818587442	3.13430847587	9.01913114715	6.92612191053	7.81173174839	6.44719314665	8.04125772268	2.65200228882	2.59505836751	9.57492549871	2.6498357304	3.00758168276	0.300786609091	8.56461161911	1.69206367951	-2.15093888791	2.48562505135	-0.384370813891	30673.9137956	38168.7856535	False	
4.16511793621	3.3603132826	9.06135618113	9.52700570305	4.13063839175	7.60251305239	7.05224204467	8.60698101436	7.28119527897	4.26449296304	1.17160321397	0.605235229826	6.37166366015	9.13291570511	6.72413739283	0.24469214485	8.49150274803	0.933770702004	9.78487957837	9.23754043599	6.32747142953	5.0321530754	-2.45273381498	1.86723498331	3.44145337424	90472.4201589	38168.7856535	False	
5.50996217092	3.63344865406	2.49907851122	0.0652511238617	6.65757475261	6.29691297005	3.46500469855	7.06258437544	4.4564070961	4.12066642737	9.73592184596	6.5707210279	7.07836987313	6.20432182135	1.76136555936	8.02029812749	8.74220777827	4.96973157652	7.54297492483	6.27452872175	5.3996177354	2.63488148493	-2.41461045545	2.56467526519	2.81090748157	37158.4691031	38168.7856535	True	
5.58175612261	2.81557159642	7.5654598929	3.14709364587	5.86100985574	2.91429225648	3.78276938228	5.44256693324	7.27058115512	6.4864740131	6.58312504797	5.83472413233	7.97661490423	1.59279029636	0.500952184073	9.78329199511	0.444919784828	9.82707446623	8.51373824457	9.50236724152	7.93916598019	2.89820824998	-2.30490788304	2.67551741104	2.40581213832	15762.3325064	37787.097797	True	
5.87987626704	4.09934113039	4.99923115318	5.7986513283	9.45843354708	1.44883530937	2.4555766353	3.09304023561	8.55816187806	5.15668406046	6.4732884828	1.24344983739	7.93527966159	5.07369207476	8.83302337429	8.73010801403	5.40342574557	2.05820396247	3.38918369899	6.51495691651	3.06263622854	3.35256099512	-1.93857472535	2.34594104058	3.62933015731	96000.8607351	37409.226819	True	
3.97332898206	3.95457930744	4.88427828389	5.21083834682	0.583923957846	2.20178690837	3.55936092187	1.39228621075	4.54149135868	1.76282407458	5.72081757665	5.84891179778	6.64898476345	9.43602192658	4.38168756865	8.96739258459	4.60306955166	8.91893501812	7.84102097086	6.39000051615	4.88405502508	5.21552746647	-2.94371562977	2.05479683474	-0.0725547220411	98298.2756188	37035.1345508	True	
2.85389856371	0.644210417613	6.54261787463	7.85874469353	8.65018409349	3.27178153873	2.39824982215	3.15545137336	0.527542946132	9.72930334087	6.46532894831	7.08658954743	5.83073696497	3.25484424504	3.02429630179	4.83757957754	8.65821228137	9.6587853907	3.86373761365	6.93830095459	3.3240346378	5.47217655929	-2.67963945459	1.59818807683	-0.544630282377	30870.3339049	36664.7832053	True	
2.64124857657	1.98511965	1.84891031427	0.916231408756	1.89225448592	8.63751499241	0.0938542787392	0.841703196396	6.98556779127	3.33427234213	3.51547809511	3.24295684637	7.98375402522	2.37347699922	3.59742503233	2.32323605715	8.48192804057	1.69366501924	4.87132136878	6.23484422343	3.69163798864	9.21776838618	-2.74787809819	1.43890913358	2.4915667348	68775.5510544	36298.1353733	True	
