Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Potential	Equilibruim
-1.72071576789	-1.06950896549	-1.85152501327	-0.591696607461	-0.56411359714	0.312603876332	-0.429725237149	0.539082346259	1.43961149791	-0.487889151559	0.825396079896	-0.446983398094	-0.917540353199	-0.132888073574	0.195814384935	0.081780731426	1.516210789	0.449928553201	0.899098779872	-0.0534621294809	6.44323031546	4.81926104265	5.22657620291	5.73641138917	5.13068363697	5.70254402367	5.35629624377	5.36797532642	5.14272974277	4.68777076491	5.68421048294	5.14458511582	6.12741497786	5.47555689403	5.93052495102	6.41919444967	3.80997080976	3.24941363737	4.80569726636	4.94249922883	2.68344492897	5.17585106759	1425.95671801	False	
-1.81604049092	-0.62083059151	-1.89723647202	-0.794498369304	-1.04391681343	-0.00292390355744	-0.956764955351	1.13303994754	1.36565219073	-0.0182994657025	1.24104008613	-0.176141748533	-0.708644336756	-0.119897257542	0.100849637232	-0.147032704604	1.31724172029	0.167320127452	0.861940927397	-0.367195842551	6.36517610839	4.75493531227	5.29307032175	5.83687934251	5.17383871565	5.93756182228	6.11947672298	4.92416789951	5.77170332065	4.70394522242	6.26743525084	5.03571547177	6.56283310242	6.06546070981	6.6052366589	6.90791965268	4.16994956966	2.89974068276	4.98858939043	4.61902071385	2.8662804211	5.21279473869	1096.54282786	False	
-1.4060845591	-0.94486163618	-2.2689892637	-0.463566117814	-1.41831396213	-0.160572536989	-0.687945761572	1.07253724337	1.46715936809	0.385007792278	1.06832552781	0.0979049389335	-0.236804009587	0.4900537254	0.0412467037194	-0.707512263799	0.846320628549	-0.372364922018	0.889916856325	-0.0324123748953	6.40747393279	4.62529107834	5.2110729385	6.01220139329	5.15122376026	5.8763863135	6.0032573666	4.76759627451	6.20820908265	4.90982378094	6.34483727736	5.88991107163	7.52779000108	6.85868769853	6.65680769751	7.39635911676	3.988560986	3.12602567067	5.00066458886	4.57137249879	2.9680018858	5.91615873853	1000.33054507	False	
-1.0744546509	-1.40588537947	-2.2354520761	-0.0935415793147	-1.30605154182	-0.692606212479	-0.437830880889	0.52820299545	1.61878462444	0.670873300699	1.26808463801	0.0522580205877	0.139097011785	0.364878477005	-0.762662339226	-0.448118420688	0.952029004565	0.115717393429	0.925082327138	0.257224062183	6.24884912151	4.57436113049	5.11790292662	5.71736301371	5.48936515963	6.17877407665	5.88770196145	4.8369416176	6.28924226483	5.27834883648	6.31268701036	5.6913302391	7.78398447674	6.86403737219	6.74908192608	6.97588672128	4.53086238376	3.04548478609	5.06934318269	5.1563605375	2.98140938362	5.39159813393	943.55149007	False	
-0.829437705062	-1.9216066036	-1.84109248766	0.372103255927	-1.07104507809	-1.52526810254	-0.273037490733	0.470851568157	1.9572982384	0.376572210022	1.30782327541	0.266494150879	0.365374853613	0.292453700731	-0.801040410389	-0.581712784202	0.727110230886	0.483067228846	1.4216468941	0.569728427075	6.50133430426	4.90667361016	5.32113887757	5.83337438712	4.82349203228	6.45863780312	5.72877453752	4.72816667345	6.56907804625	5.26932812373	6.80032801148	5.82280619335	7.81927719695	6.94247301716	6.96453710996	6.99780019943	4.68697201059	3.31365940426	5.67778605167	4.99222422436	2.94795057435	5.62816113099	909.800207127	False	
-1.02976867397	-1.77646696075	-1.29110079657	0.0683600963202	-0.945115253108	-1.58656260646	-0.475857635753	0.729472138009	1.80663399349	0.564821087409	1.34141385491	0.372552004714	0.0958020829204	0.374320442776	-0.564680129754	-0.572312848815	0.714151039101	0.272777176149	0.51065523975	0.421172458469	6.40085231215	4.54301292915	5.24982727894	5.83247039662	5.2491886136	6.57895286834	6.48194590572	4.75433229707	6.55407140671	5.63143114363	6.81006889574	6.18479340874	7.9533491626	6.87719985816	7.05419072146	6.7456397943	4.62738737269	3.50609840539	5.08573202713	4.79788237653	2.84943831891	5.2025861387	887.184353608	False	
-1.21422790566	-1.56807651843	-1.25700756985	0.244174528173	-0.822637239808	-1.52812822876	-0.513472345655	1.26556811028	1.59982425615	0.0693995953843	1.77811189444	0.310851532929	-0.297358488409	0.797260236459	-0.845447238784	0.0324130659605	0.883149687351	0.331856974216	0.0472652966642	0.0939840184421	6.40566056586	4.00965151014	5.20184527177	5.9249387725	5.16908623233	7.33692520566	5.96549790268	5.01062626711	6.7257178878	5.45034264723	6.89777330063	6.03076737944	8.05081491789	7.32327766437	7.24520617146	7.25215267655	5.25958498821	3.23446419915	4.97873522038	4.82673339523	2.63837695307	5.25875268436	811.099199881	False	
-1.5550646016	-1.54730068956	-1.41201636991	0.145381838966	-0.608636506381	-1.74274116541	-0.708786397211	1.31855482634	1.27267138648	0.170278888417	1.76756777582	0.767578759789	-0.366324895916	0.796696043953	-0.413555349782	-0.252145816766	1.31991298984	0.704658019167	-0.356587045308	-0.436134033024	6.33009202509	4.1047126023	5.2540089217	5.88139087086	4.95915874823	7.11448171786	5.86091727256	5.13068202258	6.54229659704	5.58091466508	7.10213517095	6.28154591999	8.54815680508	7.85863533457	7.71546727632	7.65268238094	5.28263693751	3.65704947696	4.94943984171	4.60745687384	2.85269389006	4.29730032199	744.913399185	False	
-1.59313831517	-1.00098801042	-1.67363456338	0.369527464192	-0.799108632509	-1.14147041151	-0.936600722611	1.27048227773	1.21271945852	0.48073887027	1.76333721989	0.749651011215	-0.596438262758	1.66848773081	-0.620169192172	-0.401994188423	1.33456913239	0.633548500769	-0.687588988389	-0.0769844295842	6.20126504033	4.18478904574	5.18413891553	5.83772591032	5.09874065146	6.92330058123	6.17258561991	5.06911500099	6.65520332416	5.86320491766	7.37329389812	6.63578218488	8.66976600051	8.14757748443	7.95077408219	7.76572633796	5.39910088016	3.50288011002	4.9764185157	5.02068885167	2.59703585524	4.48900604027	693.782116544	False	
-1.79356027731	-0.877601342534	-1.82075447943	0.698030792946	-1.14112716112	-0.916377312113	-0.767259553025	1.30206644021	1.27788923377	0.295699957156	2.10344135237	0.574060455709	-0.70797112084	1.94154917752	-1.06162516341	-0.210519989695	1.74445912641	-0.160225123605	0.0579612042354	-0.591283952561	6.24030484315	4.06367109445	5.32503840585	6.02626037283	5.12773082163	7.07711109402	6.82179410381	5.29378599054	6.6483046309	5.63953652258	7.54723285117	6.71068558421	8.71344918922	8.22366393627	7.738202622	7.49683587366	5.57386906897	3.91367956689	5.13632733638	5.27445006167	2.56816999889	4.68034371422	680.85350329	False	
