Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Potential	Temperature	Equilibruim
8.70880610762	4.41196358651	4.76261616126	3.23872545686	3.63486172791	1.83029674988	3.31002442808	9.50601409533	9.09680403713	6.7462506027	3.98512913303	1.64441527557	9.10651119866	9.01215252855	2.12534599739	8.0095897105	7.08541621058	6.83862306475	5.78124182584	3.95377698714	1.6577726031	3.3990198504	1.02994471771	5.48062099102	4.51700336098	-0.789205461486	12941.3866204	5500.0	False	
7.36444956447	6.67080423979	7.5532930566	0.75319093238	3.03411353822	7.51137035274	7.28911612653	7.50060511132	5.99525367781	3.08068735309	2.70691241967	2.08847148569	3.00918216015	2.06335079442	6.94039206779	6.72610057737	8.05310259945	7.4406506316	3.38197287997	0.0817880850848	1.22349609358	8.13331194428	8.01286153532	9.95403719599	2.3441864288	3.10603098559	7102.37093372	5500.0	True	
3.32587885396	6.10116197598	6.65812971279	6.74140243931	2.12067548271	9.06709755814	4.31872823573	2.38672622082	1.44693461325	6.88523325806	7.01624063552	3.73422981131	6.06403247784	2.98906360249	4.64691177691	2.30020782425	3.08718215013	5.22494070311	3.08732690719	4.52374563297	0.117948679835	7.5225311894	8.11044125006	5.81531486185	2.28492573146	3.12089196231	7727.11080086	5225.0	True	
1.18629689881	1.20566084765	0.327803252333	9.23590085141	5.58701473558	3.81986354273	5.41273540331	3.74356604929	4.25421494099	2.01154232296	4.44066327268	1.62895638823	6.57294937132	4.7232167455	7.38387370943	5.8505292936	4.29009551678	7.67621862723	6.5118626851	7.12182568989	1.73874140514	7.06369907446	4.47319279775	0.633254820179	3.78169443114	-0.545356447568	7604.12055107	4963.75	False	
2.35910548816	1.36841142046	4.20669965738	3.29149579633	4.37872952533	6.25771181442	8.09872336085	7.37254040314	5.17759508542	9.80804675495	6.40413815219	2.22971708494	6.85741839656	3.43370507488	3.79267233263	9.89672602105	8.99165466853	4.39218359109	1.90048862294	2.88608521506	1.45674141769	2.45184375922	1.27006794614	5.81157018346	1.38337202559	1.75002637051	10770.8445687	4963.75	False	
3.79481739818	4.02298850023	2.73647018701	4.14707825963	6.21991521205	1.69207128727	1.15277430936	4.44264348163	0.936390893013	5.08110227392	7.8036507454	7.1794807355	6.68839502258	1.63637727911	1.96911706991	8.44726633833	8.48356276997	6.58773567609	6.78956621513	8.83420362952	7.87319504235	6.881088968	0.59886938027	0.328172612383	1.86335746946	-0.552589758415	13668.2502569	4963.75	True	
2.34025864646	4.76860947385	3.83245126835	1.94551997047	7.98498143115	8.98213953382	9.12143101299	3.56588689169	4.88169305405	6.116509563	5.22761330843	0.927246644534	2.81377962832	0.119527468587	4.13464582261	3.74940697514	6.08385320335	7.65351309042	7.83163499372	7.50838879635	4.68126345957	7.2799936876	3.16371014312	0.499645786266	1.43008478818	-0.449650775206	7659.65088943	4715.5625	True	
8.43077873423	4.19225118256	9.52409368296	0.964228651058	6.10093052124	2.40333981342	8.41521561849	6.38767607254	2.48725209424	5.17078280883	7.58160356628	5.89958902274	5.66377133685	1.31467424489	6.82512387537	5.96829123215	1.48765465758	3.5312942401	1.19413851952	2.11661089617	0.310148907297	1.29420181709	9.34775856256	2.07669531325	3.22943315014	0.969664803909	5375.94398825	4479.784375	True	
5.81898207641	3.3398080335	7.32218756024	2.79787924834	4.94551905004	2.53705943202	4.01674504937	0.997479356039	1.92045090303	9.19497051788	7.30332400194	6.09344663232	4.23237140018	7.76557371743	9.16917906018	7.58353420657	6.3401037423	5.4249627262	1.21733786055	6.21339907884	1.10374197746	4.96341307292	5.54336055799	8.21867317085	2.25306754689	2.58620365174	6243.33882924	4255.79515625	True	
5.20136664459	1.37712963293	9.47143996608	6.13234351227	7.63750668781	9.5445807504	3.21323375952	0.644376246312	9.67375296562	2.95286498706	5.27194100197	2.33996375012	6.04125012253	6.52149552566	9.64627076202	7.82535735461	6.92179417557	5.27263046202	3.01091213808	1.50632655058	3.76794682691	5.82069589624	3.62598704119	2.80794034765	4.32902061637	-0.894937567574	10757.904795	4043.00539844	True	
