Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Potential	Temperature	Equilibruim
2.37439237254	4.86893082991	9.72413124373	4.69872029403	8.60448699187	7.36702073627	3.18825885061	2.47480581566	7.17917619478	4.49275263743	8.59799271489	5.87266770079	7.32254446783	1.21498506016	3.55881944933	3.89129678948	5.48337497967	6.29589871256	6.58158354162	2.90546455628	8.94227380521	7.1196055503	9.45126250027	4.1527712593	3.73576785372	-0.718461898534	7218.98216925	2682.21238514	False	
2.56805462386	3.67281301001	4.93290930962	5.2412358569	6.87530155413	5.39901952779	6.8315083217	0.784252620562	8.57265238373	6.19610285637	2.55466724193	1.64135571686	1.9571143812	0.603868898822	9.4897767071	5.91233599234	8.51007705245	0.208331388314	1.61188830708	1.91524174583	0.464099161909	2.38286127186	6.48286233686	2.69572221035	1.79982121225	2.2769520999	7427.17818983	2682.21238514	True	
1.49085358839	4.27818781485	9.98860784073	8.22191503442	6.36296960767	2.84645358718	7.13191326303	6.30538493617	8.09411758622	3.27154571541	1.31210453646	3.84138164662	4.95935886164	1.22482738278	7.42630750692	3.94889962858	4.47468457355	7.27636363016	1.1230255237	3.64354688127	1.05269345431	9.16418066629	0.192219065501	9.26105382664	3.77320116014	3.7470424049	9831.19176293	2548.10176588	True	
7.73986515681	6.88092321539	7.57264806859	2.97399443826	0.828729521661	2.8798050256	8.29641240318	8.75557233176	0.766053963811	9.63831932706	6.76371450234	1.73721354328	5.75958311234	5.74401280294	7.28615187113	9.05939194014	2.29320553932	3.73111064716	7.75329441589	4.0361489129	4.79295320275	7.62374244837	3.13008091577	8.61702553796	2.25081165246	3.81925951381	13449.5330535	2420.69667758	False	
5.87862437552	0.776815192721	4.87209004543	1.64737961124	9.12606455951	3.24430310294	8.21777789275	3.89286001756	5.7780700194	7.64927860779	9.40864104487	7.2677459939	2.54592364387	8.15522277475	6.86889025358	7.46740544306	9.51057450155	8.3633859123	8.28474729707	4.01718713921	8.0567215764	5.9985074579	2.59529774582	3.39040926591	1.34243533114	-0.108552373414	5926.83537685	2420.69667758	True	
6.6971242354	9.77075724884	8.03912886014	3.35586868005	9.68670003682	3.75016264478	5.23441054601	5.75372284952	4.63464750704	3.97219440753	2.96381860666	5.63839539233	8.50081082061	8.38591841309	8.68476172451	1.14406881576	6.0156437073	7.78271683185	3.38086731782	4.83343056472	5.07838872045	9.10144349268	2.74926430346	9.14869272247	2.74121987957	2.06206864618	5707.08585961	2299.66184371	True	
6.49758648016	8.68324841893	5.21403033861	0.309840111407	6.21888037241	8.98509946112	7.32936977947	3.93828814593	3.52313261684	3.09895773666	8.50921942569	4.76733996612	5.49336802743	1.56288407587	2.28806743723	9.43532826894	6.71647358345	1.36392344894	6.94664199721	0.849490395539	0.165454488158	7.76523571192	1.96535619061	3.07901885864	1.42436251783	2.00038197536	5735.36413781	2184.67875152	True	
9.80385823707	3.39984794242	2.64973486275	1.50275132897	8.17045084839	6.59509139711	8.38079001904	7.22142532097	3.01621079978	1.57736505751	0.435633554188	0.843131882904	1.22798158669	6.98795618183	2.14256117738	9.5807010506	7.68204320672	2.25629988714	5.96792932964	4.72858949292	3.54039757222	2.79343995512	2.05851464727	7.67633663383	0.587618022313	0.681380473023	8708.96821384	2075.44481394	False	
5.67195589906	4.812965199	6.14453859186	3.83367508527	1.39763601631	6.03953121289	2.22318681969	8.64966292295	6.06825360418	7.29594110816	0.525000785663	3.57890360447	6.43669781429	6.74147477532	6.35926503843	2.39299820251	9.66589332999	5.64378411446	5.42139337164	6.81832566288	5.8921667333	2.49363682078	4.44527645591	6.0907158153	2.12996031241	-0.101196943872	8631.56949308	2075.44481394	True	
5.02908170428	7.29844761023	8.10758756934	6.19712804994	2.99269829342	3.52468879771	5.72925229823	4.56147829062	7.90016785407	4.8625973864	2.03472468305	5.45053430337	6.61632886763	5.863759078	5.75157340616	8.35887396059	4.50476077614	5.64874811963	4.81924324031	5.37796989476	8.22475233072	6.80120537655	7.61534336888	5.97415599146	2.88778523081	2.81165057304	7686.83969075	1971.67257325	True	
2.31111157904	3.70753196831	7.38220246226	3.99936480893	6.3488942815	4.11074730357	4.5969363011	6.18213875401	8.90889967256	5.86582807163	2.2032937836	1.54267886823	3.21795725257	2.78284680853	4.96233091723	2.40289476483	2.84294982148	4.40379005549	1.40800773229	3.42858286324	5.92407057629	9.62140629099	3.88871285667	4.20170215367	2.50794157501	-0.653117196215	7918.23606542	1873.08894458	True	
4.36334420554	3.35231113486	9.68282659412	1.97306316111	9.21601604222	9.71083988785	3.10595215551	4.74214797754	8.42614614837	8.66485588848	9.41447684837	2.11151136418	6.23955864495	3.20806197664	5.83375357192	3.43340750501	1.58047571576	2.98703808014	3.337635546	1.93999949176	6.39722856677	9.20784586168	1.37042872118	8.38382175081	3.42297060892	1.96590264101	8800.22717007	1779.43449736	True	
1.91082808597	4.87018460163	5.97318838147	7.16760868986	6.88895050153	5.81185628891	5.54640595883	4.05089078901	3.80520044819	8.6306183218	3.72865794453	1.10069364696	5.61524436489	6.48659582153	6.3666538097	4.9460488145	9.53988778534	0.557635492483	3.03729990775	0.905802150571	9.23444329655	0.201555347445	2.12019284337	6.33830299713	2.42943603778	0.355532474756	6841.73520708	1690.46277249	True	
5.18073987665	9.34409622385	6.56569316722	3.65928129782	8.93910036922	2.98731370973	8.55267581336	1.23572911703	6.74917384894	3.17815946355	8.4309678973	0.86581349135	5.45686969541	9.64000758002	7.21402486461	3.25406561629	9.0571105101	5.91637713117	1.08158689752	6.09173611902	5.15904755692	1.12240589097	7.99711438245	4.00878868686	2.34261334243	0.0148586020324	10783.9374258	1605.93963386	False	
4.17035631649	7.14512505008	7.87209481598	1.13200845482	5.64175757435	4.47847456724	8.61836612201	3.3304070842	7.51055081709	4.03332891659	5.75513859526	3.47921253828	0.750493054397	9.38860645571	7.36859167286	0.635892678763	9.92639669387	3.39198592523	1.54487589258	7.3296926731	0.297068259012	4.03906637822	1.78979750284	1.50963750169	2.69107693296	2.39055013901	5794.8817549	1605.93963386	True	
7.18799712338	4.48287195626	9.4379538662	6.51467180716	0.203683875652	2.69301337709	0.45210981316	4.05360862458	6.14505105427	9.53600129688	3.4897452821	2.91324967837	0.680269647354	2.60772902872	7.34022662383	4.28983257561	7.97366139984	7.81378470127	5.66539799494	0.901749496924	0.168158342446	6.67986776067	6.19885927308	1.61038339509	4.01687446336	-0.756630237757	8252.0593437	1525.64265217	True	
1.98082827728	3.15678512266	6.51419503252	3.42727085488	5.48439169289	5.81002212735	9.11841154731	8.69226933735	8.48714845115	4.3179011553	7.63001191188	2.19291433062	2.26053139438	2.39812638115	7.09513753124	0.266052678722	8.93858813706	4.42936527731	3.65893840804	1.72978767506	5.84195524648	5.28955878176	3.47840257955	5.55120289617	2.08303107306	0.29863843327	4368.37843677	1449.36051956	True	
3.16784037952	2.1036656819	9.25137136195	4.3197732515	3.74130680715	3.37279328599	5.82137023141	6.43870306323	9.42215368979	3.43199216465	5.59187326773	7.61535468203	2.89768361911	3.81457881561	7.1764249153	3.24204305418	5.20730779741	6.02092001759	0.190624985036	1.26306199944	7.81808427342	3.97665849453	5.02493426079	0.347588534802	3.71526526937	-0.48997329148	7012.53975647	1376.89249358	True	
1.04537597105	8.98975368511	3.47478301992	0.0651470377331	6.53005438833	7.45500235785	4.96975287068	7.23168435253	0.145859032398	9.33823154683	9.41222645323	4.53104030667	9.48403339592	4.45707358945	7.32604650024	6.76446474007	0.0477472216549	8.80798714215	6.32176228913	6.59008822667	3.17750748665	1.28446170628	7.73495288651	5.68869409294	1.7385224897	-0.889624541217	6100.80468325	1308.0478689	True	
2.3590702707	6.34327159038	6.21085430551	6.50385613762	8.03315654367	3.1036215231	3.08925971202	1.03173949339	4.9620397658	6.60402597488	8.19134024644	2.14456122107	3.98271100209	6.55781990837	2.9692128613	5.561633085	3.84089942958	4.14274152303	9.86716343309	2.24896121752	1.87121418112	6.92616308989	2.9031536189	3.62785110761	2.24955095059	2.4475038725	5201.92466894	1242.64547546	True	
5.00951590954	8.20845459675	2.37201723696	0.597861596871	8.95476853242	8.02125623379	4.39714436125	7.79957624784	9.11310767969	4.86884353052	3.70401284947	3.53766734298	6.47809241462	7.04032998303	8.3331785839	6.73028414792	8.95520274772	2.90455591397	8.8408764418	1.17672976327	9.1292054945	4.41756655705	1.74561723064	4.91311391749	0.901554102518	-0.602775307377	5531.65633596	1180.51320169	True	
4.11009389735	9.62754768124	5.89724032235	2.03221952249	8.05712947881	2.82570004836	3.63499799115	8.60830570141	2.10943062834	9.13076876211	3.33653865422	1.80482136454	1.11140310068	6.46414218894	9.55411444426	7.84990989114	5.11724446483	3.4408281041	9.44470330544	0.471480818702	5.52960281965	6.80864990264	2.0328581494	2.87854033275	1.75584617123	0.083374032237	4348.48675413	1121.4875416	True	
0.951566054806	8.33119767286	8.18508183049	5.41564793477	3.04900002744	3.57962304331	3.80552527469	5.98502945925	5.60206079133	9.18063343746	9.45161299173	9.08709269892	0.314200874888	6.76841568544	6.53520938619	6.6367393403	7.7512749434	3.33077977711	1.77624534692	4.49348287797	0.917579456455	3.78709292807	5.7620171407	3.02972887646	2.93393318701	-0.502465999901	5371.03729402	1065.41316452	False	
4.0220461302	5.4583704358	5.8766241475	3.64858947873	9.85703022816	0.773916911137	6.17700647248	7.75007528257	8.55095619174	7.03574838941	7.34172184427	7.64902637146	5.23180157626	5.38420878163	1.14520058046	4.18627321828	0.855427137632	0.819988179964	2.44007341956	6.84732901901	5.78403776727	6.7991216612	5.63608786243	0.39619077725	1.99352372417	-0.475863855865	4907.29382703	1065.41316452	True	
0.553235805513	7.98628623588	6.3742713397	0.440359936796	8.36544329315	4.84896740932	5.92394132568	7.51818168714	4.71659334288	5.31392082573	4.21072049544	8.42566335031	7.52281706196	6.22089726402	1.03475444854	2.91153473097	0.39363199707	4.79959622773	2.02006671839	2.65150149186	7.32053719784	2.47409541178	1.58274034552	4.30036742026	1.94337360799	1.73338522111	4983.52093966	1012.1425063	True	
7.24126349555	2.27843745528	5.90075288255	0.948150459792	5.70561611876	8.44504833488	7.49393973825	5.47371464327	4.39503756522	3.85352519597	8.67879951234	7.40116696214	6.25468542521	2.41769321332	0.979836330735	5.72952030633	7.62556619299	7.04775939416	3.49064871915	0.189472788793	4.0696458989	0.271599357235	1.71247028139	0.808916013044	1.73379981852	2.33388138984	5121.33091151	961.535380981	True	
6.88242597966	5.31188871124	3.52088397751	1.24463712868	5.11952940302	8.94380411853	4.38234811724	8.26893183217	6.24286463157	5.23791925049	6.53729326584	5.09216086536	8.35015298848	3.09313925806	2.44596836274	0.369568266452	6.98643988104	4.20670486129	1.68345661362	0.171128675826	3.66392441279	5.74521051925	5.21757848522	4.04399365167	0.787110273722	2.01072876723	5664.46528401	951.920027171	False	
4.2167005015	4.3037112158	6.02971787062	0.801492057224	1.5939250233	9.78057513785	6.88310163855	5.43611968036	1.86690412671	2.98798339097	7.697294158	7.53454545205	6.64459925443	3.20271512056	3.77290260476	2.51796087615	8.60357423006	0.866310171586	4.39801689562	1.46464177707	4.18756647983	1.05781282856	7.44697397229	4.1271229258	1.76096572868	3.5874343853	8244.26933281	951.920027171	False	
0.320345085401	0.725468806844	8.26471462372	0.873213494711	2.7772306809	4.11205255246	1.4428792727	5.76773591018	9.11844845544	9.09119084817	6.91776353323	5.56142232056	1.19915714942	7.59662590362	0.686656387034	3.28784102953	8.97639223065	2.53533819582	8.18808176197	1.03440729728	8.05259229401	6.68225906232	0.30483864008	5.5301692548	2.71299523633	3.70745040961	5756.97420705	951.920027171	True	
3.08312218305	6.1045544319	9.24991088723	1.16319630528	3.55477624784	4.6188906173	4.60052745687	2.83575245342	7.5679449909	9.58035271979	5.43286244927	5.17390751068	0.963691864752	4.49704001928	1.6771429007	4.01258977884	8.8998846794	7.06267706892	9.42672954833	1.3829666967	4.42473546081	2.23006810916	1.11228120284	4.80161126353	3.14166546675	3.02830926291	4926.086648	942.400826899	False	
0.173804953806	9.02737306009	6.98286947938	5.51139480768	4.8116085192	0.416440014313	6.03657008254	7.09082659388	7.74827216756	6.25224273721	2.06770988898	7.95949819955	8.41986475335	2.04644992834	3.28875229967	0.0749417134121	5.1196140679	6.11249290256	0.584682952483	0.953367997609	3.73911957868	2.02597874993	3.49430374265	2.94821178421	2.23168192496	0.772950797226	6958.8791579	942.400826899	True	
0.430416920608	5.82050461194	3.03271876046	6.77457044811	5.01059197905	1.5769103841	2.12329259541	7.66080411014	6.16198727601	9.02590342882	5.20354971093	7.86954721616	7.16333449179	4.82385246588	0.496217014921	4.24870003977	7.04030665586	2.43363641115	1.92635986943	1.8685714261	0.584443973652	3.3577614924	3.93453282859	4.6923410635	2.30046697301	1.08876788863	4381.18850245	932.97681863	True	
2.14856304557	8.88334426724	8.32593044177	5.5737832868	5.21894240978	1.34417456819	0.175806120517	7.37332090094	2.12552208001	2.02677928228	6.61218519017	5.19298847575	1.39423284609	6.01641342819	2.60994575797	1.37791096818	8.17383476995	4.19585554407	1.54033735374	6.09409826671	1.29852411034	6.11455678882	8.35122502861	4.16454381101	2.75229977462	0.177797561498	6835.38296335	923.647050444	True	
0.36251742213	9.15811581824	6.5917908136	4.50451314979	6.92656361704	3.40565530802	2.80340804563	7.3259847123	4.79232036587	6.83353115328	6.66137356562	4.97207693	2.97546192659	7.11502484425	6.37759814545	4.22497627252	6.22049943223	1.24382340067	1.98691371752	2.09698530133	5.98671252599	6.72669172995	9.15373967188	9.47634494383	2.17340569282	2.59438081001	4503.89730333	914.41057994	True	
3.35512910898	9.33478051512	5.09483021717	2.36850550282	9.56937850863	1.54732413498	5.39721738927	8.28225825973	3.71614603226	7.67414120825	7.80802382531	5.1580344639	3.05582648724	4.52551655426	7.63014424421	7.69844266214	6.05847828433	2.19570599808	5.47914324983	4.3014778636	6.27300937112	0.0805827989277	3.87716643647	7.04164502655	1.50891941297	3.02622654694	4473.8684891	905.26647414	True	
9.05692721706	7.22868401867	6.68563593675	0.066339928399	6.6527979482	4.4640821151	5.97424713696	8.45988118541	3.42497761961	8.82005534024	3.10389144667	7.19584847966	5.00899451286	3.65079423668	8.15675361817	2.65083326936	8.66545052954	3.77081631721	6.1151165071	1.04030759488	2.97859169253	3.57573367479	5.10019315667	5.23149912231	2.31694413558	-0.356997579493	4054.47300709	896.213809399	True	
5.36636552875	5.67316745942	6.74630255312	5.96369421994	4.60222122506	0.983577442549	8.00038367637	8.08028181312	7.32312962265	6.18023801692	8.43753895914	3.36588487887	8.70021596762	0.907933719413	7.74583494656	1.1466945081	3.82816727355	3.66441380118	2.44213917225	2.08903668814	5.58123612125	0.0405895436533	4.1955945656	3.03050741385	2.59001080005	-0.436612965414	4718.25741463	887.251671305	True	
6.63513942437	0.824603192299	2.5044945785	1.93253481277	8.06715113811	5.43253149918	7.25964458905	6.22840669373	1.63411810105	8.92781750814	9.49974388174	4.22273563919	7.6489061288	2.51061166072	8.89936103605	1.13041003799	6.13079036388	5.38389056109	5.28979512508	1.34900499738	5.09687675451	5.74529230435	0.338653921953	5.04829092916	1.56994655923	-0.69359044058	4274.35008237	878.379154592	True	
8.50585964959	4.08635476245	4.87903749184	2.39863753409	3.69994716569	2.71996136834	8.25836575779	7.4251392462	6.80203325627	9.8569237354	9.44287861165	4.38095873504	8.14643884349	2.20241203118	7.32287259426	3.77940046235	5.13019914032	9.32267934246	7.62370436452	1.7495640391	4.00595248183	8.69298753355	1.04085694008	0.452881188608	2.27806921758	-0.717107446716	4398.39379764	869.595363046	True	
8.72177929464	4.8998861774	2.93978737629	6.40454866744	7.39759562707	1.1303614041	8.49658412747	8.48053258622	8.51107144886	9.47558434275	9.15954651531	2.21494953501	6.55611591645	4.89268523916	8.70210351897	8.06285347653	5.00325389029	6.24504181633	6.00293666758	5.54673604772	3.0271834026	3.57168227941	3.97869681394	4.33498617498	1.95264720197	-0.286247787943	4611.91523694	860.899409415	True	
5.70863264082	3.83327580773	5.45644560957	0.772155871429	3.87321138042	2.73918210353	7.35008816247	3.13804013853	6.77714017302	5.80985202448	7.21974736273	0.774822248339	0.190792888498	4.1341575801	4.6991657025	9.68731231511	6.44779273389	5.91780306234	4.71955486538	8.83304321523	4.5198576559	4.03009562454	0.729491551793	1.08430083083	1.62751907686	-0.199383246819	3614.59072646	852.290415321	True	
0.751116590106	8.62627798144	3.15803476905	0.386525137141	2.18138785164	6.30724703114	7.99855081847	4.13188027977	9.48829037863	6.38839340394	4.85128115925	6.88159778207	2.21440218424	7.62295276654	1.60200897547	8.21530975309	6.63403582915	5.06697626712	1.29546623993	2.36755161851	4.35098007024	7.27610982539	1.74411881195	1.87326122912	0.866300472066	-0.454379666377	5617.80990225	843.767511168	True	
4.38981599581	6.49425123307	6.09718476613	2.46416123054	2.22683123796	7.13551292154	8.40149833889	5.1661802738	5.2415579604	4.88982777595	6.36578604577	3.97776882511	4.335067125	8.30108963709	4.41112463342	7.57640221567	8.58139342823	2.48510175139	0.80359982108	6.73974971459	8.81550297329	3.43527678813	0.765347095604	3.67708640813	1.98723259224	-0.328004194425	4274.24287979	835.329836056	True	
8.22076859474	6.21546338464	9.34747488772	2.71066286128	5.31631791901	6.37115596182	4.91967834039	6.1898196867	4.61707480982	5.06222027045	4.20255582004	6.65294723196	2.29853845322	9.42775654137	4.19466404744	2.8984611407	7.61506082616	7.74767931861	0.605189615374	0.477055443951	9.40114307774	4.22297911648	4.07682897866	2.90865649962	3.38189419887	-0.373411198935	3460.42481723	826.976537696	True	
8.94024609919	5.34702394775	6.06167439303	2.71566839667	1.28675082033	5.69026149466	5.6481084682	8.14014326764	8.95024789755	8.93162520049	5.28069327889	0.413406018207	5.86951350194	5.92146422171	2.90839358399	3.9012280815	9.96725015264	6.16105254412	0.50008548873	1.79844513734	6.75897638014	4.25182015027	0.280111092382	8.50611265049	3.23784952364	-0.862883563162	6060.17220615	818.706772319	True	
6.80263397795	6.7126172344	9.50692429565	2.16228130506	5.75955671693	3.24013399826	5.61824606379	7.67741355476	6.1141448049	6.54902931836	4.0842268999	2.1201568561	5.62740698599	6.93818553327	5.14645395095	6.67853592877	7.18546117607	8.54343295492	0.986455219961	7.4446769589	6.31066123077	3.21051968218	1.92469401589	9.82477757839	3.34724127351	1.53948903568	3154.4620311	810.519704596	True	
6.80235839247	0.504509138468	9.98362896662	4.56362290446	1.3219262518	0.694927710426	3.57794984543	7.72435893739	1.95708464718	2.20514145005	3.89703583207	0.290422710461	6.02393507801	8.54341894468	2.43555043952	9.09061422368	9.15978775103	8.22265467933	5.33775415222	9.25138386558	7.4033734384	9.16994590768	1.64912945749	9.98789609441	3.43314756315	0.996024771982	6690.01937165	802.41450755	True	
