Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Potential	Temperature	Equilibruim
4.65797192474	3.06966536475	3.57730707125	1.56911283677	3.6590219805	1.71778650815	7.42757779814	9.4212784004	9.37531077182	9.03337064624	7.40555114862	7.33900803452	5.42709482207	9.44447084759	3.55829529033	1.78353940667	6.2371042841	5.45511939809	4.68085053373	8.48479795235	6.14797379828	2.95485555108	3.14169080619	7.05450585382	0.661166344304	1.94984435046	10082.521908	5500.0	False	
8.12707271525	5.76307618886	4.42231367318	4.35059730685	2.44402479024	4.97238399386	3.3206731555	7.50867937333	4.84847319556	3.00735303125	8.76767977957	4.3544938221	0.294725062652	1.39641213769	8.06665802469	3.99402967783	5.16559659187	6.19666160761	5.49555717427	9.86106222422	8.38523582408	7.87042371697	4.01908311726	7.94745836167	1.68264571923	-0.225243276192	10278.4728397	5500.0	False	
9.36310248608	2.82276446516	8.49137189206	2.19735163051	7.39356518417	1.87137108493	4.81413046185	7.01108391389	8.62434715666	4.37697660168	2.21324696445	5.77977258167	2.79131743487	6.42975507478	5.15748641054	7.44352030751	5.23226093277	6.87213402314	5.8879687162	4.57390603445	8.64556477778	3.2982972331	3.06957537054	3.88608554279	4.6494118388	-0.941930443435	10971.042478	5500.0	True	
6.61395254364	9.0629699632	9.35311079047	0.794406698953	5.51489557662	6.49030098176	2.7228693911	4.1401115447	6.43922165317	7.19684474656	6.70965953002	8.09641533169	1.32441759547	9.76338006606	4.66252673776	0.319685319689	8.38033292667	5.22461639882	0.978645710906	3.99276314028	5.70818687855	9.12536174749	2.63088288304	7.10292178493	3.29141623462	-0.69483528531	10806.2548046	5225.0	True	
4.78938021029	4.18563881962	0.755916139737	2.83686315548	4.77740932688	6.73193634276	6.61724713371	4.67161655891	7.34133838883	3.9169721223	8.82619130799	3.32288178702	1.95025655567	5.66133302794	6.25393437275	8.30739014036	2.19014655061	4.90684600286	8.22503293224	0.86460155474	6.06016903678	8.86880953578	2.19802459189	4.20235737106	0.897004488219	-0.49259353088	8613.24102037	4963.75	True	
9.95232783475	2.36092054438	4.20637692923	6.9245349134	7.3041869417	5.27739123133	1.83308451293	3.49649427278	8.23869818028	2.1488117099	5.49393408193	3.83740548163	8.07560708948	0.323053129869	7.88721150434	4.09191191963	8.29544165017	8.4753984134	7.32201761668	5.39201022789	8.22549172477	3.04707317113	3.58141019135	0.0577530099515	2.28021970735	2.87365323318	11662.2102428	4715.5625	True	
6.34319114268	8.58236926301	5.07199102708	6.84620054942	4.72615522248	7.64443857403	0.250648568242	8.80471278546	4.07848902102	6.7280407525	5.74127539258	4.93272727093	2.49342174459	3.74331700732	1.25783628771	6.45770264807	2.4105987216	8.35659813341	5.78436136912	4.30547046164	8.49732308619	8.09276517636	5.95709983585	1.24436008392	2.46833498088	0.625636447575	16476.0842086	4479.784375	False	
4.1247806482	8.94237136566	0.803997452514	4.15815720499	6.9767790168	0.0562656911381	4.08177288793	7.23707539406	9.42374351415	8.16047680352	5.66686837518	9.01098544982	3.54292071982	7.27806048864	0.791448940651	6.56944600092	9.40402432566	6.97192365237	4.23994324263	2.09224266732	5.0106097705	7.56212607633	7.35834158309	2.03610101643	1.39244201492	-0.679488209482	7417.70254871	4479.784375	True	
1.39200119084	1.8654204014	3.6712723813	6.14652578255	5.49112549689	2.91559094413	8.81504480217	7.28964769697	4.29596969254	4.22578453613	4.08876422268	9.15169263821	5.39613607252	6.81293658785	5.09900944422	5.19385395567	9.4749097582	9.45384410487	1.04374145321	6.80596009997	5.50500235945	6.21094092795	3.73859913869	7.11616700848	3.69132214794	-0.653174023853	12549.711928	4255.79515625	True	
1.39944085947	6.28652634281	1.90945572361	6.43518111108	1.31358560818	3.21537154704	9.569875942	6.82411776482	7.22390642451	6.79160019998	5.97592984477	2.14498733872	0.977856576278	1.24265314037	9.22163923555	0.816456105848	0.316361535874	9.94896630211	1.32679198448	3.61703576247	1.72019278375	7.44741940577	2.37105873382	4.87539516138	1.95653605532	1.8417231555	7170.80544974	4043.00539844	True	
2.29671111441	2.81050607602	6.60705719424	1.30909295004	5.08115469443	4.02776651863	6.48766381825	7.56398038378	7.91175729063	5.58995013049	1.50328834781	7.93090148768	7.28222117434	8.43874245213	8.48767803082	9.46760915724	4.58572448184	1.5025831525	0.762558861135	5.2305665128	4.3423787754	4.50962819361	2.91419668314	4.01006859717	2.19735595594	1.3170661554	8338.3518916	3840.85512852	True	
1.31482156001	0.0525667894739	3.42151377737	9.76919370844	5.27911009694	5.24736633169	9.35756404363	6.13487017226	9.1568866874	8.72371856003	4.79513984695	5.320392712	2.5267979746	6.3570779782	5.14114299647	4.76942507902	8.05584946135	3.06734276107	1.43047353962	2.08931093857	7.63439984261	8.18369537213	0.362541891593	1.94016195846	4.59112942656	-0.642642452246	5522.89908056	3648.81237209	True	
2.44136016769	1.71483375815	8.73750798555	4.95568400519	3.67044239557	2.76891335423	7.82111768879	6.7913593428	7.16029144679	7.74414550855	9.39398389718	4.29229791679	3.12602521659	6.94592258211	0.644753894765	3.44450005382	8.19328396672	6.31221733792	7.80260483698	5.76379024475	1.90457666984	1.87561053193	5.15428569059	5.56586299655	3.04224288052	-0.405744880646	4461.3709904	3466.37175349	False	
4.10907085777	8.03848532251	9.53443527897	6.13170059846	6.82522371345	4.17045224522	7.24974794218	6.31186176621	0.759265131327	8.54693173624	5.23321088681	8.26424068872	3.85963914229	3.34212644315	5.93635199593	9.48776016523	7.28126507251	6.76325711676	6.40861231206	0.616298805719	5.06305493763	5.33787053892	4.99280844064	6.76676554525	3.19651084007	2.85123766995	6136.21142476	3466.37175349	False	
7.26154527634	9.75273913873	8.48472278737	2.88925937001	1.27298857312	7.3889017895	3.79055932757	5.07931193258	7.6410328875	4.40155330297	1.34245139801	1.07079779539	4.86146253486	6.47697442411	6.75635706044	8.55671519393	4.80813874083	2.83211704238	2.68483042236	1.79396600898	8.39887304724	1.08017627951	1.48148919613	6.53361929126	2.78238747816	0.747593628886	7483.89703634	3466.37175349	True	
3.87333803512	4.4510682108	5.03121170474	5.25047589384	7.57634694963	6.64672914543	1.72413243599	6.34749973125	6.14507430086	3.12111854371	3.80133854638	4.37045127655	3.44657124047	0.863500431397	1.25213512871	5.71901938844	3.45675748718	9.51977805562	6.11327095026	3.37071767536	1.12506776115	9.24410658638	2.15069146789	3.4157940849	1.63839302042	1.70306563072	6123.16591613	3293.05316581	True	
8.32477153256	3.60066511746	5.97129717333	1.66946069304	6.40041215634	4.90738520918	1.8191456585	6.51846989108	6.67821159088	6.42188581499	0.634419302159	1.77801205584	4.57052674159	7.10795348283	2.21688637817	6.18036257497	9.1524014182	1.98000804844	1.21410076718	5.53785722816	6.3727895083	1.84111904167	9.25864326916	4.07197798562	1.96869773805	2.85777821166	11227.6097497	3128.40050752	True	
1.42191326755	8.19622618654	2.88944949311	7.14541050494	7.23542082546	9.49512679481	2.1425388952	4.40031692089	7.33439073346	4.56763106932	6.03411462022	0.250418897601	0.439540475581	8.12822513829	2.40186362823	8.53071240996	8.62983489796	5.89217472766	8.05324142749	1.91306317725	5.30541191813	5.8589372073	4.19015654943	0.823353231955	2.51452826443	-0.815569489323	14309.5152719	2971.98048214	False	
8.26103134799	7.47204329324	7.8849909451	3.07625441961	7.22496000665	5.86065480568	5.40004941602	6.78045744436	3.22486928763	1.90284383925	8.63131289679	3.03795265363	9.6822738665	6.96541836333	6.36205936116	4.42187704642	2.6039789207	0.973973964012	8.80124720216	3.16003932583	8.79908812741	5.6090655366	0.874873991453	9.07493764634	3.18157261387	-0.678881065382	6297.53579638	2971.98048214	True	
8.93923716879	5.13592514271	7.51257889698	8.94860985614	0.582665547049	9.34852104551	4.99868461941	4.21687875704	8.01625104788	5.73904749731	3.29734544724	7.46731876346	2.2881166678	3.05454783769	6.6082090436	7.39786082505	2.4558672102	2.0397271094	5.7742439386	5.89634246132	1.75630966936	3.61029689095	9.3761397724	7.02042079852	3.00293178234	0.477413610474	10898.4838129	2823.38145804	True	
7.07111039713	5.71525607848	8.7680031294	0.585211368131	6.52714197471	4.97105842804	5.93360651171	5.58283303204	2.41365448533	7.64864223303	2.17480910631	4.85970830325	9.23332696664	7.59109324624	4.06342369061	4.64586664986	3.53505029776	9.67466069356	0.581885795612	9.21131206804	9.24575962383	8.9306147988	7.59946279063	2.28305501871	2.99661679008	2.01939899743	5600.05655217	2682.21238514	True	
8.12481352722	4.8721061361	9.59905978328	2.73192804537	4.72285686861	2.25180606877	2.70036511474	3.28591638287	9.1057444069	7.80658119566	8.32585253486	2.94311903654	7.55482321006	6.08259837675	7.06409581869	8.72356652796	8.65695724083	1.71920994377	5.19268159791	8.49386621113	7.39574632799	8.86203843367	3.0219921253	2.21153402719	3.95519919248	-0.727349831451	5616.93977126	2548.10176588	False	
1.18753713467	0.910124307091	7.28307180697	1.75749968423	6.00852890218	4.95846567183	8.95407776606	5.79727561578	2.86260758237	0.264141706436	3.23973729098	4.90565451491	5.25165968269	2.96501446149	2.11801110398	6.37073217728	2.46452345373	0.352180865851	5.10095529153	8.93183769703	8.02811671687	7.3763045187	7.51858658625	2.53951157499	2.35985165319	1.86500628771	6447.03097701	2548.10176588	False	
4.97648179808	4.42688580362	5.5326491073	6.58289215003	1.44152081417	5.1214026879	9.53382783871	6.44350383597	5.56361914716	0.180919268835	0.188163861923	2.59910692672	7.76307446873	1.06992792441	6.63710271536	8.75859361287	8.82074521316	1.55907773751	4.56189051375	5.76402579906	4.0767972211	1.72107934283	2.12264902786	4.71152125831	2.18218123645	3.77870591051	8732.53497272	2548.10176588	True	
