Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Potential	Temperature	Equilibruim
3.05490268289	4.32822466652	-0.387912010056	-3.09383386055	-0.795806170336	-2.4238505539	7.42621422503	5.86081314395	8.09887459136	-0.301757067495	7.38833937423	-1.93161179145	4.0890208404	6.92445906042	7.31847552326	4.14948017923	0.951849596454	0.67801550638	2.70196238788	2.070960513	4.30591417544	1.67542275495	5.15375678413	0.792428661534	4.36108842421	1.79449045119	1.38125549095	1.16703891975	5.27950688363	9.51779868698	4.32288917517	0.773015730945	1.52709744941	2786.17124781	2138.78904513	False	
-2.80446289634	4.74211301211	6.39053367471	9.53608899302	-0.474193058333	-0.430394190002	-2.07623429334	4.44772260517	-6.15620682623	2.00255426871	6.25606770558	9.64727369508	8.81179191538	4.69168563105	2.59256828881	8.78690019913	2.98109092093	7.85751315195	4.7937153919	6.85326194162	3.34546886403	0.668421521262	2.67365953183	3.00202925508	0.766298634614	2.62205430492	5.47544415176	2.05705364833	1.46325544453	4.63937744349	7.57575642598	5.39926228441	0.989169288209	3661.40657177	2138.78904513	False	
1.09011240251	5.94795326078	3.02781431531	2.73479819739	-0.698813479931	2.02382364337	2.95263069158	8.36859664992	-6.77410617943	-0.305337562549	1.21522223006	4.99586566789	0.890733171788	4.06348715601	8.6131833937	0.123441038912	9.13264263676	2.13461671698	9.42364085003	3.37796316896	2.71212408875	8.93807531362	3.65916158893	5.57619010279	5.64576158418	4.14477740952	7.27498939941	2.61408479423	6.33175967775	5.83243464884	6.30351927536	7.55236802516	1.03089277215	4165.19359963	2138.78904513	True	
9.8745814999	6.26228526581	2.96953437648	4.96848553623	-5.26903826451	-1.04830089326	5.29562231406	7.44540408691	9.93741648825	-1.14675500711	3.10958654628	-3.39316965092	7.17075802361	7.50856672091	9.13373299603	6.07318526037	9.9880061384	2.20558694022	7.08074891154	3.01107945664	6.07282064725	1.37929342054	5.75229049671	4.25718756124	6.61128676518	8.95135418493	2.81087982674	7.41878227612	6.23063863882	6.3475881411	4.9424946054	7.84006096625	1.19518551312	3774.79006312	2031.84959287	True	
-0.35030647029	5.085204222	-0.75672863172	-2.49000221755	6.20250664887	-3.36769795152	6.61710553371	9.33406921964	9.45341446132	-2.24408845928	4.41053689414	-5.73855459387	4.4845170329	7.58604512816	1.79678675099	6.32129318601	2.68665504874	3.37866263708	3.32229609333	1.86914885589	5.36874445027	3.64664428568	8.05047688124	0.179431750324	3.00885405209	8.17259480505	8.56507721305	4.22440584013	0.225838997884	7.87490139684	2.12986686395	6.69770204227	3.65772537107	4236.69244559	1930.25711323	True	
-2.86403714218	3.69277763883	8.91843006135	2.84349330363	3.99462963108	3.22897605157	5.15887910931	-2.66699914599	3.77654439779	4.03778425514	4.14446439622	6.28234604506	9.46962278503	3.4181135754	1.13321743718	2.8526680839	0.529866268692	5.29501473075	2.52655913355	8.10557471687	1.84156896943	3.42252650583	6.87521591396	7.74286440427	9.29189725984	3.61056643094	4.26874787665	2.04498458724	2.86019243311	6.78150412165	2.85629846304	1.40425032042	3.73114591891	3897.27292424	1833.74425757	True	
7.87943754323	3.96982978497	-2.93675202129	3.53835790576	4.31724059942	-2.72007375884	-1.33589805096	1.5357327357	5.44638587404	4.54818532255	1.53201367472	4.17780817343	6.79510538074	3.76483413641	5.23307319742	4.24700353642	7.51380842296	9.95464847854	8.42123071738	5.84779815576	7.394584371	5.66894148437	8.47908548742	3.82247542226	3.54374074416	0.189787653719	4.1383873988	4.96570892682	8.72716105415	6.99507267878	4.84841229079	6.86434149658	3.14011020937	4490.25863563	1742.05704469	True	
6.55361892423	-4.37191221283	3.42117066977	9.75538276136	5.97448065677	-2.16446145416	5.40947053701	-5.83196220943	7.29978950891	-5.00155597549	8.11695603434	5.11780866368	2.42498425206	5.60776650913	6.42974462831	5.03503658957	9.45591220632	6.02130203787	3.82304887902	7.55203514128	8.19641571004	1.66367457327	1.66733820568	5.91462427056	1.26736980687	0.88488905849	1.68865271698	0.805483540881	1.90121694121	4.22773041289	3.76298186485	3.1642163802	3.28049798248	3277.28398121	1654.95419246	True	
3.91451228489	4.61899281965	5.5786100133	-4.39131171178	1.0459461145	4.47610143396	-5.74323622275	9.10858816277	3.47254234282	8.791837765	-3.12266582311	7.74586147125	8.33081834255	6.59813062034	9.45264618501	9.40548749207	3.39731335768	8.59438027575	2.44145179545	5.77463005585	1.67209618875	1.74426933366	2.85043301489	5.79285504896	3.2648925438	4.3643773017	8.64673741269	9.2188648862	2.00794471378	3.89180859545	8.56474511623	6.9094079072	3.67239835134	3859.11714261	1572.20648283	True	
5.75510390196	-6.10566977973	5.01820068282	0.686789895366	3.36304936628	-6.21295685931	3.48773671439	9.53764059842	0.721354613604	5.99956087955	6.02604528322	7.17230688686	3.53275833148	0.58853037062	7.26787341296	3.07689702577	1.77119168253	7.78656694615	2.10921823848	4.46851365684	3.51621583706	2.33335696812	3.61258385289	7.7393663476	7.20242325824	5.42227497559	1.80302408745	0.0840198728195	5.72708953712	4.5230204636	6.74845134624	8.82854280831	3.70249653007	2386.72977126	1493.59615869	True	
5.07869500205	9.88186098138	1.38562332607	6.034295277	2.17902330975	3.65108986683	6.39626445586	7.87842172707	2.91976367085	-4.54349521349	1.53635370652	0.799276632941	7.04571985147	1.89482244138	8.02526504593	1.96189616335	6.00847643308	6.45985938512	2.85790994222	0.28908544005	2.68276967412	3.98961251129	0.715568490131	3.58390481061	5.84815070599	7.62601483366	5.82132496082	4.72023422787	5.00577558586	0.291938379165	3.71827794302	3.3817292496	0.895481141215	2991.98513257	1418.91635076	True	
