Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Potential	Equilibruim
-3.82753390494	3.50074069194	-3.22372945486	-0.959727529625	11.2683429015	-2.67935716414	3.09033881405	-4.48100003707	3.96944624284	-0.850671436586	-3.06520427954	-5.69079585726	3.00989008458	-4.06618057018	1.34548728432	9.75769441974	3.28385315937	0.750213384247	-1.28423701688	-2.93950280088	8.43765350117	5.62988952287	5.30834929365	6.04091692082	6.39708147732	7.41781222322	8.60913315895	6.41774523045	12.8399372515	7.97346401189	5.3710330533	7.88322878346	6.66905598594	12.0297185186	7.0947685477	1.34079382479	9.16051066655	6.22673061791	3.80398480555	4.75320808775	5.35798375809	6224.66711147	False	
-4.43599428289	1.70732240402	0.0981586582713	3.73655516939	9.29949439638	-0.233661487625	-2.86271450962	-8.62842195108	2.92548219757	3.81101615085	-4.17697098027	0.367046310853	1.51412252678	-4.09692010486	6.61381685446	9.72807625868	-1.09608354765	9.49931048962	-7.96099976619	-3.22570253967	7.07610511179	6.18841602704	8.08674861582	8.92523642961	13.9654708997	12.2387591102	12.3541750946	5.72917873688	9.56381944551	12.1311880456	4.58237340269	8.58011364254	6.19821594024	9.1144251692	8.35445484258	4.24480951623	11.0024207863	0.932746377431	2.5558388873	3.36137032199	5.48028063423	6175.24948973	False	
0.687782480112	0.930346756595	1.23500846661	0.612646387245	11.3099017405	-3.04929563475	3.17663181396	4.24374047037	-2.90006110524	0.0978769341784	-7.94033269556	-1.07788393346	1.23130877043	1.95912463609	3.54490885425	12.7162844854	5.63305981192	2.29867236364	-7.28096579316	-5.70560371171	11.7560887706	11.6403333674	10.8694271686	11.6520260438	12.8759852451	10.7405095251	9.19088548024	11.6995233825	13.0907034523	14.4770887882	5.13228700847	2.79146534697	5.74632202467	14.5648063023	11.4825668368	12.1489043914	7.15654892444	2.08380854554	3.991194407	0.358343407359	3.30025152647	6184.69221403	False	
-3.73807715459	0.23823732462	2.00934063296	-0.662834428074	13.960398002	-4.60005226799	-2.72442273287	6.85078052999	-2.10457437764	2.2102197655	-9.21839232112	1.96173475032	-3.2664447727	3.92572158358	7.62344551507	14.5231325867	2.83675426308	5.74750813529	-4.61596585345	-1.01719221039	8.88913807961	11.3553325663	7.63605185825	10.0899249135	12.6138411208	6.26642197615	10.845188494	14.1589566322	9.99485407727	12.3346610759	9.53736074301	5.50663386663	5.74703593554	11.4851326844	14.6911977285	13.5215493487	12.440093218	1.66326190083	5.97905494159	5.7280623634	5.12447375007	6130.90235752	False	
-1.43190884053	7.75505327637	-0.854430101069	-2.58115504351	14.673650611	-8.44970962057	-0.684906017473	-1.80914621321	3.46637131479	2.57076067851	-5.48402537737	3.28920939382	-2.87377943222	3.57340895967	1.9313226871	10.7946916994	2.32114010962	5.63729965252	-4.8107896127	-1.53271648752	11.2488445471	11.0771288712	9.06677746346	9.53687695756	12.2817605052	6.88794953984	12.5889912589	9.2838685537	13.5376758642	7.42440992222	11.002619569	3.8970200426	5.67701549749	12.7069346698	11.5028963181	7.16435667061	10.4730396075	7.10358814238	8.28657018836	8.01883031882	4.96211231333	6259.20525291	False	
-0.607736456807	3.43027618681	0.69680510358	-5.48966897279	6.79664027576	-7.1616423828	7.82401331251	-7.42877879093	14.9744528815	-0.152114835774	-9.64644217414	4.6616969451	-5.99992451359	4.97625442021	3.7487653986	14.6733626796	10.1345125384	7.30955345587	-0.213869628443	-3.09494261585	11.1522490688	11.0478290333	5.84624468023	5.82651134221	11.8512622271	9.80374705778	10.8903397767	10.1224699805	10.0543867869	13.2383691735	5.42687634061	7.07194884343	8.90227673728	12.8709225523	13.7433282576	4.6996237997	7.82166180735	3.41292828908	3.4632498389	3.35186509769	3.99576676018	6331.13154106	False	
-6.97384255552	6.66549490903	0.96940913117	-2.83776676049	6.24379169786	-7.42667369452	5.36604120012	-3.35664908636	11.2150788925	-0.29040831892	-6.64196810092	-2.06064430536	-1.57378955894	-0.574967463827	4.11339696583	13.3229535453	3.17222257383	7.09082044206	7.83022215423	-0.241104414662	7.51464064079	6.98043937743	7.43595624854	7.17484540568	14.2172215205	14.9341730374	13.4685808602	12.5385646236	9.91014602118	11.0262826549	6.01273494541	9.16221511511	14.1457341849	9.31080108039	6.56065553587	11.8929906601	8.78087527932	3.07122292718	6.181117257	6.57641146485	4.80959896645	6241.79124013	False	
-0.0228861624502	0.232096908093	1.89437406596	1.4916729486	2.36626617565	-8.6486597601	2.6674479002	0.108440826908	8.8845514493	0.302727896464	-2.61044969225	1.0319158133	-5.65966929398	-0.0697915056914	-3.80807791451	13.5999701763	5.46985292931	9.90450828679	6.09055240653	-3.56331635835	11.1175457332	9.09884262826	7.13084600385	7.03667025648	14.2557218501	13.5864035056	13.6809483814	13.9632713203	5.43448101201	7.97351467689	5.9864292376	11.7568510352	13.7244166138	9.84597919412	5.22985677469	14.2604811245	10.8300103886	2.05456120418	4.37887494191	5.12208563683	3.51340233948	6182.64474449	False	
-3.51142165915	-1.33064376044	2.20345229861	-1.46017051976	3.53358581782	-3.12520502675	5.7962837375	-6.47275136739	4.65238852351	3.86066646014	-1.66503481104	3.80565989797	-6.16279144509	5.62924362819	-3.31622689125	7.48908162218	0.0533961773738	9.40680213049	6.10994712881	-3.61264918603	13.5386218686	10.8864736374	7.70926197225	8.03140642098	11.1915189941	11.7608622958	11.9478021991	14.5896977768	8.41790172155	7.58342461156	7.93566442047	14.6178899718	14.6485133068	12.1956670103	8.33698273982	14.542910458	13.398006782	2.87812934572	3.1951223176	3.01292753916	5.23050276396	3112.22731035	False	
1.49484489079	-3.85953755928	2.50365379659	-0.467246470756	2.43507759464	-4.0691152949	1.5530427699	-2.67541752196	5.07383465093	2.85679093286	-2.5602643888	5.94555485546	-6.60647203524	4.92896609797	-3.20918207012	5.35866215971	2.81370870039	9.03030535628	7.73288488124	-3.46779126298	13.3399596322	6.52197697418	7.08874761052	7.39510060529	11.5383050048	11.4530050693	9.88928487551	12.6690081567	8.58221669263	8.91882457105	6.84178316271	11.4550462215	14.682144647	14.8043001828	8.95113915859	13.5127133403	11.8946264976	2.83594482349	2.41405251481	6.96574250383	4.31713546653	2776.64046521	False	
