Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Potential	Temperature	Equilibruim
-7.71070018239	1.4998397336	8.70087000323	-4.95611529308	-1.48003995595	2.38863470078	9.99922855168	-2.438641514	8.20160550877	-2.14944879305	2.26732498867	2.80205402136	2.19911723799	-2.70836066756	-3.09898950291	4.87624320267	2.76964347154	2.6183587212	-4.25890423462	-4.28874801205	3.59999009416	5259.85331785	7781.2273803	False	
8.05025620544	-9.13451053491	8.31650622768	9.53431793494	-0.648290158699	7.29227394876	7.50138886905	-2.58025105655	-4.55592738355	2.20797573674	6.17549108497	6.49314701579	-5.26828357703	2.48721994665	5.35467099588	-3.85220112263	5.4599142113	-3.04696492786	-3.82201873737	4.51205350963	1.71168943693	38848.496894	7781.2273803	False	
6.88652890232	-4.73058524298	-1.32643167909	1.91900520621	6.34245983733	-4.0798170106	3.32952990019	2.4794399833	6.50685745789	2.14805701362	0.737560149441	-6.53229009506	6.53328060714	2.90633853927	7.35991737893	3.70891025003	9.51212105733	-7.42723379964	7.85319447537	7.46814142717	-0.455785799484	6052.24238861	7781.2273803	True	
-2.24990867144	6.04626062256	7.28217552724	-5.59910319824	7.85026767077	1.0345258112	-4.85505376064	4.50636905196	9.51922529357	4.68430005414	-7.63675447333	4.78005368511	5.52994619066	6.5185004046	0.000127425327308	3.68697772702	5.43905359057	4.32055624393	-0.260280685302	1.20120384757	0.831891430123	4725.42192917	7392.16601129	True	
2.38173696342	3.5477416494	3.63469840622	-8.21730002558	5.08722378209	2.79866848526	-0.888997606973	5.33016486226	-2.75488758814	4.34668527667	-5.96094469861	9.67755280563	-3.57892995679	3.96062719438	-5.54183111357	5.84388710163	2.64734980621	-3.09661205193	5.37117633696	1.72818475142	0.280533243921	7225.83459221	7022.55771072	True	
4.73885330445	-3.00392999819	1.51835414863	4.70008490964	-7.28431067525	0.784568485554	1.03652475345	0.399348320338	3.80477304266	0.647983315703	-3.79311128847	8.75462299409	2.11144646411	6.41568109919	4.42423490471	-3.30376880487	0.204436012954	2.32996591783	4.75714630454	-1.83218216898	1.64162813526	2573.2627139	6671.42982518	True	
-2.50576848114	1.98975227173	4.98864856424	-4.85452470678	-3.51338572029	3.18665992352	-2.2759912204	3.34298079798	2.20826540417	5.40789037934	6.04373605433	1.75435801163	3.07481035583	-1.72550050999	-2.92865218027	1.97989574687	-1.11651379039	0.0881036549667	8.07864778373	2.54270701388	1.61672713382	12800.0091861	6337.85833393	True	
-1.79712034173	-3.9659247074	2.07309662956	-0.969607221144	4.50152730746	5.11159795425	-4.39754385027	0.875230990874	0.807786475066	7.74917464194	-5.43339055693	8.23675405116	8.13690154855	9.2330621568	2.10122752515	-6.79102747869	7.4777271363	-4.52848935319	9.39216154658	-6.13780834498	2.86374314081	4378.28694955	6020.96541723	False	
6.58471158484	4.99816806275	0.313679812002	-0.56346347759	-6.16578162379	4.18742776987	5.44618924242	-7.17265720373	1.04521476644	9.72129135499	-5.52837633425	1.82758765197	7.13581663141	3.14684279082	0.368795584637	7.35591656026	-1.71797132487	-0.385119240766	-1.2249008921	7.20176420935	-0.105035766778	5852.84977025	6020.96541723	True	
5.23375635506	-4.35506606871	6.99587780329	-6.18347688234	-0.214144379931	9.84479797764	4.51884213218	4.91576166305	-2.59477747446	4.73478135037	9.92123245828	-8.02009620528	6.13011825726	2.03916825096	2.31548169179	6.99381596824	1.4653432943	7.99642630564	8.09212481489	-1.12007538535	3.80501054762	5548.32236575	5719.91714637	True	
