Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Potential	Temperature	Equilibruim
-6.21886383205	9.67837363684	-5.82024986087	3.53929390179	-2.39933677781	3.8007665191	-3.20757270222	7.0761502407	-0.510241616979	7.9955093556	9.52685893247	4.96768226578	0.399074560534	-8.0051660454	3.38121484732	3.39104074124	0.502391172139	6.42253242483	3.60957953571	6.75396766096	0.243168652766	11542.4062308	7781.2273803	False	
5.30454517381	1.41285569576	4.48260467659	3.34138801891	-3.03563483618	-4.04504117465	2.30794144879	5.83578212591	-3.12557902857	4.57196784213	-3.95030141145	9.4325058124	-3.2585151608	4.73862120742	8.09988726859	7.70797760728	6.92066699156	-5.86967088368	1.90841672889	-1.33956222577	1.81371003041	4130.30456896	7781.2273803	False	
5.72181524717	-4.01092552055	-3.86405747538	3.73509613587	1.56817086585	-1.24302302459	7.50335995939	1.11726366526	3.08721811562	9.49497853433	-3.14816753878	2.69628206606	9.10785149308	-2.89810615734	6.86120556554	0.234078802805	2.02885732609	-0.309634032655	-0.322608748055	7.03938753541	2.21301445742	3819.30392792	7781.2273803	True	
7.49770264772	-2.70597305306	7.69594272624	8.5119658298	0.14960806923	7.26065261323	-3.26553764784	7.91048123863	4.60620510073	-2.52255290711	6.93772815322	-1.38551477531	8.1764156664	7.79329113208	4.28539739326	-4.30346797119	-1.29652005545	5.407648568	-6.02509067881	-0.808400195054	3.52582770403	14656.9756651	7392.16601129	True	
-6.47793097272	2.19472111328	2.15120482913	2.77932457416	4.36012499393	-4.01340317385	8.19155118343	7.455149357	6.22443590075	-0.275718055884	-3.20490107967	-3.56053513389	8.45592677933	-5.73871173951	8.7202644827	-4.2773454312	7.22095959839	4.85263423662	3.56474877157	8.51159478468	1.44003349236	4029.07515534	7022.55771072	True	
0.217894333575	8.41612923176	-1.43530745882	-3.97234221313	6.17761376938	1.00993693441	-0.827583054476	-3.41901523338	0.442444090204	-1.61643076356	5.50191157241	8.46138169218	0.990577097981	-0.680332440158	2.03999513308	0.0851998527622	-4.67808552027	1.06221903833	5.62104239505	3.01905219938	-0.859416157956	3588.14851994	6671.42982518	True	
8.80471317064	4.10226828611	9.93397335846	-2.2527828038	8.37564590631	-0.582355363085	6.77559721566	-1.09675989868	9.93241886393	-1.75121066029	8.98428897721	8.0232063849	7.98988327351	2.09065035002	2.29681578087	3.50539534582	-0.87355726315	-3.06583963776	-3.70044914254	7.92069348	1.30645059771	5432.54355151	6337.85833393	False	
-3.15705479986	9.70088054215	2.08931593012	9.35495960614	9.90409170399	5.45804356928	6.52220326711	9.65235670643	6.81870266658	-7.17086579776	6.00071995755	-2.50462261539	0.123723626887	-0.232276528803	7.85651730893	-0.173123070605	2.68619116536	0.0516606573472	-2.56501042746	-2.87524753034	1.80517464052	7233.76167789	6337.85833393	True	
-4.74750995607	6.5393350347	6.98330743624	6.62774382974	6.13085628553	5.17642074795	-0.784354339027	4.79193644858	-7.72391096519	7.05470044593	-0.908174982635	3.59995730739	8.25248243456	0.749605420334	2.29929794977	4.5255761891	8.65650856353	-1.58292826133	5.62646009901	-0.095074324389	0.604786882112	5618.46522319	6020.96541723	True	
-1.52666550297	8.45351653391	9.32247240916	0.892512401028	5.85561636272	-2.37156778419	-5.66695091819	7.19689883931	0.34326756835	-0.677160876764	7.56912568314	1.94307276959	-7.0560798311	6.3881584616	3.40823217142	7.92351581302	-5.00691020502	4.26503373073	-5.9189734878	6.67631613848	1.17770257743	11638.9679261	5719.91714637	True	
