Parameter 1	Parameter 2	Potential	Temperature	Equilibruim
7.75532584443	-0.822270300073	3480.29899255	2822.36965027	False	
8.3207031358	-1.1144502945	4800.81121462	2822.36965027	True	
7.78034221475	-1.13766766569	5056.52918844	2681.25116776	True	
8.69307297522	-1.0009652155	3902.26054315	2547.18860937	True	
5.68529110476	-1.18441448479	5651.98861165	2419.8291789	True	
13.1839479543	-0.383551173394	5358.91905905	2298.83771995	True	
2.31594661962	-0.15864420913	6821.15397481	2183.89583396	True	
2.8583245721	-0.87011275586	3491.79846538	2074.70104226	True	
7.16630109845	-0.698494982775	3716.59473449	1970.96599015	True	
9.81523990616	-0.53314429199	4458.706105	1872.41769064	True	
3.24234576361	-0.818521016732	3481.67099793	1778.79680611	True	
4.06348853899	-0.643468599679	3920.23594885	1689.8569658	True	
8.0081973647	2.19371658678	14538.9103739	1605.36411751	True	
5.20319483656	-0.647654714625	3903.17796172	1525.09591164	True	
12.0915059978	-0.829526746019	3477.96773837	1448.84111605	True	
6.71265792446	-0.648934963793	3898.0259931	1376.39906025	False	
11.12951678	-0.893535667977	3522.93923406	1376.39906025	False	
12.1906220437	-0.862164882848	3485.69785414	1376.39906025	True	
9.70044541828	-0.751189077612	3573.96451647	1307.57910724	True	
2.22422534149	-0.168838439667	6754.85276198	1242.20015188	True	
3.8681704796	-1.11131067165	4768.16189647	1180.09014428	True	
1.2913335545	-0.15119128634	6861.81087443	1121.08563707	True	
1.49846500532	-0.639203343955	3934.57678965	1065.03135522	True	
2.87899820799	-0.892643296735	3521.024469	1011.77978745	True	
12.5910482706	-0.632793702955	3965.7309441	961.190798082	True	
13.809636477	-1.09449557492	4601.4332198	951.578890101	True	
0.414941619489	-0.635298423175	3943.76077355	942.0631012	False	
4.84949591852	-0.806728180024	3489.95474796	942.0631012	True	
13.0808201352	-0.715210767096	3665.32167349	932.642470188	False	
10.1295055755	-0.621149861321	4016.92796869	932.642470188	True	
13.9269463259	-1.01200289829	3965.64078208	923.316045486	True	
7.96887296568	-0.86440452019	3487.35809308	914.082885031	True	
5.42195046532	-0.367862682006	5459.43420475	904.942056181	False	
6.75582983114	-0.969788154981	3748.98509411	904.942056181	True	
1.85660451449	-0.819308908476	3480.09379125	895.892635619	True	
7.44009502742	-0.541644678093	4412.34736826	886.933709263	True	
10.4578786647	-0.984172789321	3815.06035703	878.06437217	True	
11.993418538	-0.828864265861	3478.12148602	869.283728449	True	
1.45617995717	-0.852653362526	3478.21023374	860.590891164	True	
6.46314609517	-0.84424356358	3477.67716455	851.984982252	True	
4.47286672565	-0.737306772647	3605.85735945	843.46513243	True	
12.6035653265	-0.814244827278	3484.53482057	835.030481106	True	
11.1276210558	-0.66708022116	3826.800523	826.680176295	True	
9.10774423479	-0.753802929553	3568.40014459	818.413374532	True	
12.2236047565	-0.625392416733	3998.0511371	810.229240786	True	
14.4657036397	-0.649737510222	3894.78454809	802.126948378	True	
0.976447333853	-0.633569335778	3955.9113532	794.105678895	True	
13.0177525188	-0.827630369314	3478.43989683	786.164622106	True	
12.6970369046	-0.991682117054	3852.69627558	778.302975885	True	
3.40521882895	-1.0464343087	4195.26375299	770.519946126	True	
7.13577720069	-0.915803905532	3568.32683727	762.814746665	True	
5.23496311639	-0.797785005683	3498.42399249	755.186599198	True	
8.94067041912	-0.831941019784	3477.50816249	747.634733206	True	
3.63459662707	-0.666665290359	3827.94823673	740.158385874	True	
6.322290495	-0.77777404451	3524.58158022	732.756802015	True	
1.81309794159	-0.769819459858	3535.73471471	725.429233995	True	
2.5510880877	-0.820725561412	3480.20138527	718.174941655	True	
6.2163274932	-1.05395814855	4252.22754327	710.993192238	True	
2.94426472308	-0.853944669461	3480.39566658	703.883260316	True	
11.3678426233	-0.630206199662	3976.94044633	696.844427713	True	
13.3687717108	-0.924997634882	3591.88099044	689.875983436	True	
14.9136946768	-0.755615310725	3564.63270387	682.977223601	True	
8.45197777286	-0.967173273943	3737.81755743	676.147451365	True	
3.39160600782	-0.873904867766	3495.81355323	669.385976852	True	
7.63973294712	-0.968186994877	3742.11718273	662.692117083	False	
11.228760865	-0.54227319573	4408.96018923	662.692117083	True	
5.80720600417	-0.714870061254	3666.27104863	656.065195912	True	
6.92606501896	-0.459152766596	4887.23179055	649.504543953	True	
4.58744682585	-0.915177318014	3566.76005955	643.009498514	True	
6.90977634752	-0.905957614875	3546.24873267	636.579403529	True	
14.5040337109	-0.87684544495	3499.35056308	630.213609493	True	
3.14488714613	-0.827601758409	3478.02519359	623.911473398	True	
10.4345551571	-0.88625053577	3511.56750841	617.672358664	False	
3.48324071618	-0.957447160538	3698.30772381	617.672358664	True	
0.658272178138	-0.787323613879	3505.18701231	611.495635078	True	
3.0554924958	-0.961319749646	3713.46175489	605.380678727	True	
6.2521756609	-0.788255380481	3509.67506059	599.32687194	True	
0.552192691934	-0.964339016443	3722.84723595	593.33360322	True	
5.917102515	-0.764888067359	3546.4731488	587.400267188	True	
0.429351199635	-1.03353465692	4101.10153855	581.526264516	True	
9.91018780841	-0.897094258708	3529.10861052	575.711001871	True	
8.20863859314	-0.723311691562	3642.42084341	569.953891852	True	
5.88500972499	-0.697584761793	3719.50944494	564.254352934	True	
3.72416998602	-1.16706674454	5418.14241048	558.611809405	True	
8.39341394977	-0.996001858221	3875.33850287	553.02569131	True	
3.94135371408	-0.941314744923	3640.70978147	547.495434397	True	
9.84594437463	-0.840451792422	3477.18203158	542.020480053	True	
6.622687158	-0.534852891965	4449.30765429	536.600275253	True	
5.73609315046	-0.709588273302	3681.92782722	531.2342725	True	
4.70061618784	-0.914616439402	3565.43503488	525.921929775	True	
1.0165781255	-1.02365787111	4036.45857323	520.662710478	True	
8.38950565446	-0.686795605969	3755.60254038	515.456083373	True	
9.68387561126	-0.73867395777	3602.66749523	510.301522539	True	
4.19318900378	-0.72779684893	3630.11070956	505.198507314	True	
0.59594488513	-0.797539969795	3492.85411769	500.146522241	True	
3.06060896252	-0.793922036959	3502.24023401	495.145057018	True	
10.4773463306	-0.701015857534	3708.53184215	490.193606448	True	
12.134639568	-0.924478336775	3590.47431597	485.291670383	True	
6.08308516731	-0.93864827998	3632.18170437	480.43875368	True	
2.3431626391	-0.641569894953	3926.80964029	475.634366143	True	
7.27146304881	-0.728370684319	3628.78547773	470.878022481	False	
4.24273129002	-0.620184844335	4020.99916073	470.878022481	True	
3.84511905999	-0.900729339617	3535.6734273	466.169242257	True	
