Parameter 1	Parameter 2	Potential	Temperature	Equilibruim
0.533896731306	-0.91165778632	3554.56429339	2565.79059115	False	
2.88044763676	-0.894891227742	3524.81482054	2565.79059115	True	
10.538385291	0.245426465824	9207.55960022	2437.5010616	True	
13.6921602229	-0.019854623732	7700.09334871	2315.62600852	True	
14.3009985392	-1.30818381987	7789.43593773	2199.84470809	True	
14.3599505159	-1.28684859053	7359.82697641	2089.85247269	True	
1.30412419267	-1.36522301113	9070.47466012	1985.35984905	True	
3.7767602611	-1.17307284008	5497.35889931	1886.0918566	True	
3.15408756878	-0.677477803379	3787.7561131	1791.78726377	True	
1.31561851263	-1.32053298351	8050.50165328	1702.19790058	True	
9.1452330107	-0.751453886712	3573.39341186	1617.08800555	True	
13.1196993956	-1.07517622935	4425.85729025	1536.23360527	True	
3.19081791917	-0.426705509378	5085.37509696	1459.42192501	True	
0.331937983878	-1.09615632916	4615.63493221	1386.45082876	True	
2.08974308656	-1.02789558066	4065.07525301	1317.12828732	False	
1.72738407108	-0.884528809509	3507.72177659	1317.12828732	True	
4.22777421528	-0.888959689226	3515.4863888	1251.27187296	True	
13.8536374583	-0.69021399177	3743.95377708	1188.70827931	True	
9.55948084273	-0.259847768643	6164.58206853	1129.27286534	True	
0.437968755515	-0.69147655931	3730.24103728	1072.80922208	False	
9.20345831047	-1.01171312101	3963.91394919	1072.80922208	True	
9.37102308589	-0.619100370427	4026.13637055	1019.16876097	False	
3.23203875239	-0.977597151996	3783.67812809	1019.16876097	True	
11.7817575336	-1.19447645626	5794.71845711	968.210322923	True	
2.72698769278	-0.717176049841	3658.737677	958.528219694	True	
8.35454512911	-1.02525923196	4048.26916015	948.942937497	True	
12.1702256707	-1.02375001139	4038.49974104	939.453508122	True	
7.79970261138	-1.09469000788	4603.28568437	930.058973041	True	
8.60287707139	-1.14257255303	5113.89068083	920.75838331	True	
6.58994809815	-0.694349329015	3730.11955556	911.550799477	False	
5.77884094332	-0.995679117013	3873.60784406	911.550799477	True	
6.3614256527	-0.829816886637	3477.88740473	902.435291482	True	
0.205363780732	-0.644394038933	3903.23712542	893.410938568	True	
12.2232970687	-0.758830762208	3558.12680654	884.476829182	True	
3.34218067177	-0.763773328441	3548.15326797	875.63206089	True	
14.149141479	-0.766383767601	3543.76513646	866.875740281	True	
8.31396045901	-0.625070953637	3999.46837126	858.206982878	True	
1.27255834616	-0.636380871288	3945.55318743	849.62491305	True	
7.98573433242	-0.848624851347	3478.78635358	841.128663919	True	
5.16888497027	-0.870917065961	3493.00410365	832.71737728	True	
4.71328423696	-0.813840099929	3484.70102284	824.390203507	True	
6.80743670488	-0.823589132393	3479.76168394	816.146301472	False	
2.60455372161	-0.982182511721	3805.07279104	816.146301472	True	
9.85755294765	-0.767416028054	3541.90317299	807.984838457	True	
14.7322365358	-1.02387409676	4039.29951706	799.904990073	True	
8.90732618414	-0.899360855557	3533.25010375	791.905940172	True	
2.80984521559	-0.648471759691	3898.9256369	783.98688077	True	
0.860853436913	-1.05013634784	4221.62399357	776.147011963	True	
4.16939769578	-0.881910828829	3505.46444957	768.385541843	True	
3.56874666063	-0.995786196651	3874.05768666	760.701686424	True	
11.3175929856	-0.858087205618	3483.05192909	753.09466956	True	
11.3334036625	-0.844310434357	3477.70413468	745.563722865	False	
8.31137945128	-0.595783154766	4134.86600682	745.563722865	True	
11.8655826757	-0.654648013852	3875.0462181	738.108085636	True	
14.7524299061	-0.230755874457	6355.47679611	730.72700478	True	
5.99575305643	-0.959909552938	3708.09990532	723.419734732	True	
1.18079279389	-0.823810561096	3476.66362202	716.185537385	True	
0.940553517754	-0.783121610797	3512.27007178	709.023682011	True	
3.88646764831	-0.926884108344	3596.93219977	701.933445191	True	
3.44090476315	-0.720225935823	3650.55017666	694.914110739	True	
12.310109361	-0.824779102669	3479.33420699	687.964969631	True	
7.51497498162	-0.753690860647	3568.63015714	681.085319935	True	
9.50604612757	-0.523971859309	4509.4657882	674.274466736	True	
7.65235967531	-0.657258141592	3864.7021767	667.531722068	True	
5.33914013729	-0.691883847615	3738.2665594	660.856404848	True	
12.2867583987	-0.989912907218	3843.63252978	654.247840799	True	
9.87395092467	-0.871125890734	3493.25502279	647.705362391	True	
5.12567035316	-0.633097528617	3964.31755744	641.228308767	True	
5.69006902273	-0.831714304952	3477.5129221	634.81602568	True	
13.1390259609	-1.00818359088	3943.15811187	628.467865423	True	
11.4990728412	-1.03169318638	4090.98027185	622.183186768	True	
7.4166450924	-0.568460660057	4270.85756071	615.961354901	True	
13.0510881468	-1.02793101698	4065.79745048	609.801741352	True	
13.2576442591	-0.55738579382	4328.40019029	603.703723938	True	
14.1417569756	-0.725765461456	3635.74870847	597.666686699	False	
1.60895278791	-0.972849163527	3761.33055081	597.666686699	True	
1.47429208085	-0.913685909141	3561.71151535	591.690019832	True	
4.8976130872	-0.924252100242	3589.81415769	585.773119634	True	
10.2080026661	-0.771165123343	3535.35080794	579.915388437	True	
7.09861099188	-1.08959453968	4555.28383413	574.116234553	True	
1.83801743546	-0.986781408371	3827.09775136	568.375072207	True	
13.8428165654	-0.474869177502	4792.92114802	562.691321485	True	
13.548117754	-0.79938048432	3496.82628489	557.06440827	True	
11.1544390677	-0.920597409612	3580.25289599	551.493764188	True	
4.66244371302	-0.648615939242	3899.18746639	545.978826546	True	
2.2029090545	-0.985180719674	3819.43156008	540.51903828	True	
3.28555547975	-0.733772643463	3614.32453422	535.113847898	True	
4.45169545866	-0.801116964752	3494.97220483	529.762709419	True	
12.7309843719	-0.603005328357	4100.43393541	524.465082324	True	
12.075479328	-0.771006276349	3535.6221673	519.220431501	True	
11.8560117981	-0.971713322826	3757.38052777	514.028227186	True	
8.13370751263	-0.805244075955	3491.29409825	508.887944914	True	
3.67345313742	-0.718156629857	3656.491804	503.799065465	True	
13.8973307027	-0.800336504663	3495.86507415	498.761074811	True	
10.1102745645	-0.95424529222	3686.29541038	493.773464062	True	
4.0031747673	-0.733140232773	3616.18273401	488.835729422	True	
5.45225208195	-0.779682608789	3521.64159705	483.947372128	True	
14.2442915643	-0.793888002878	3502.79490292	479.107898406	True	
5.87284561261	-0.715012199459	3665.85982433	474.316819422	True	
8.20319230167	-0.859848873846	3484.13240527	469.573651228	False	
7.82391298139	-0.8486636519	3478.79798929	469.573651228	True	
13.3719428203	-0.596850306903	4129.7407856	464.877914716	True	
12.8958424132	-0.671712221321	3809.47594049	460.229135569	True	
7.18860026688	-0.700808997295	3709.17929278	455.626844213	True	
4.11757992523	-0.982182319245	3805.3657523	451.070575771	True	
8.12158744039	-0.926806174459	3596.849982	446.559870013	True	
14.8696728445	-0.807211929027	3489.63905178	442.094271313	True	
1.14685740652	-0.57977842156	4207.24888277	437.6733286	True	
9.1053143442	-0.839024909281	3477.09504174	433.296595314	True	
11.1089705543	-0.704434708185	3697.77265115	428.963629361	True	
8.4353021135	-0.863884970181	3486.96005438	424.673993067	True	
5.63140346048	-0.85385729248	3480.79241305	420.427253136	True	
3.38051033893	-0.834103114478	3476.9089539	416.222980605	True	
1.34234777965	-0.68067050502	3773.01229744	412.060750799	True	
13.5716562403	-0.85449686359	3481.12766909	407.940143291	True	
0.190385802996	-0.825711796692	3471.06393791	403.860741858	True	
6.42793326205	-0.657750629144	3862.74541282	399.822134439	True	
7.88167504513	-0.771082485746	3535.48767309	395.823913095	False	
8.79836458249	-0.883163886232	3507.25331922	395.823913095	True	
12.6504302155	-0.977774952937	3784.7058717	391.865673964	True	
11.2322174761	-0.969233287223	3746.59922501	387.947017224	True	
5.19337894117	-0.694807091053	3728.54764796	384.067547052	True	
8.05353548232	-0.79666449446	3499.67956034	380.226871582	True	
7.25743042532	-0.981684125008	3803.0635042	376.424602866	True	
1.08107771778	-1.01454248519	3979.48246573	372.660356837	True	
0.164973334137	-0.80951651521	3479.20227522	368.933753269	True	
1.99241730216	-0.827127079774	3477.24598041	365.244415736	True	
4.22544085377	-0.661355237176	3848.46856439	361.591971579	True	
11.8578508195	-0.658978392856	3857.95709712	357.976051863	True	
13.9122899557	-0.844602369849	3477.76089702	354.396291344	True	
11.312095752	-0.758476865426	3558.83138878	350.852328431	True	
12.8767041094	-0.719953454529	3651.7578412	347.343805147	True	
12.0351154565	-0.852738290382	3480.32249159	343.870367095	True	
13.192295083	-0.744263366884	3589.43132993	340.431663424	True	
14.545877979	-0.963024946514	3720.61561506	337.02734679	True	
9.61294111334	-0.917598112731	3572.70310822	333.657073322	True	
5.4555311145	-0.881713414144	3505.29618983	330.320502589	True	
3.53484518406	-0.756327080504	3562.81106066	327.017297563	False	
14.7654067281	-0.825147487632	3479.20628182	327.017297563	True	
8.74078515516	-0.979694034401	3793.64614175	323.747124587	True	
1.29660053326	-0.749754788828	3573.65216949	320.509653341	True	
6.30327400148	-0.769651248332	3537.93602037	317.304556808	True	
13.1319425145	-0.841833294791	3477.32086724	314.13151124	True	
13.8316453225	-0.903061659507	3540.37208413	310.990196128	True	
5.67782980645	-0.579426213794	4215.17132072	307.880294166	True	
11.3867453287	-0.669641891779	3817.17486123	304.801491225	True	
6.86383037581	-0.925851756557	3594.20768537	301.753476312	True	
9.85053240256	-0.840098421107	3477.15528905	298.735941549	True	
8.30244905091	-0.807045126074	3489.77311743	295.748582134	True	
12.5303165631	-0.629896439772	3978.28902748	292.791096312	True	
10.5409822654	-1.00531376571	3926.6497542	289.863185349	True	
7.67855747671	-0.866202836706	3488.80101014	286.964553496	True	
9.95292170419	-0.927086298819	3597.63163005	284.094907961	True	
1.12784763629	-0.781785034466	3514.91637412	281.253958881	True	
3.42375977662	-1.05967172062	4296.93837014	278.441419292	True	
10.7413246745	-0.791393992157	3505.7538075	275.6570051	True	
0.935590142587	-0.797863548077	3494.18949798	272.900435049	True	
14.3044123958	-0.94257790631	3645.00907084	270.171430698	True	
4.56192991251	-0.885707347102	3510.70448174	267.469716391	False	
0.87695382565	-0.972797790604	3759.97213382	267.469716391	True	
8.64247662661	-0.791502710234	3505.6198774	264.795019227	True	
9.55475725894	-0.793994275788	3502.67147344	262.147069035	True	
6.93356621642	-0.679129277672	3782.47725395	259.525598345	True	
14.7161179276	-1.00543091958	3927.31733571	256.930342361	True	
9.19727139046	-0.764578539891	3547.07803003	254.361038937	True	
14.591250265	-0.819746190751	3481.44909111	251.817428548	True	
11.7013538249	-0.797684315764	3498.58847457	249.299254263	True	
7.81679179667	-0.748375619594	3580.11688037	246.80626172	True	
11.1501589957	-0.994213660105	3865.87757305	244.338199103	True	
10.0643672771	-0.822559858882	3480.18234895	241.894817112	True	
2.71559232605	-1.04085081014	4154.51431708	239.475868941	True	
1.14109135171	-0.962783125605	3717.85404346	237.081110251	False	
4.69466954956	-0.895940025651	3526.99393071	237.081110251	True	
9.7098710884	-0.980681231294	3798.30068354	234.710299149	True	
11.4508185741	-0.614564823846	4046.72299265	232.363196157	True	
14.637020396	-0.82838149491	3478.2411534	230.039564196	True	
1.73768732691	-0.945207210911	3652.81698094	227.739168554	True	
4.03209274784	-0.859839167635	3483.97362865	225.461776868	True	
0.736352633374	-0.81685924682	3478.16380182	223.207159099	True	
2.61608750133	-0.828705758948	3477.44655344	220.975087508	True	
4.24018536087	-0.786631725868	3511.66883534	218.765336633	True	
3.5507273283	-1.00025899796	3898.23812353	216.577683267	True	
1.54259287044	-0.827994776171	3476.25913282	214.411906434	True	
3.25896846192	-0.714424635328	3667.07395978	212.26778737	True	
1.34539449538	-0.760848778452	3551.00349549	210.145109496	True	
2.47273432622	-0.854646167765	3480.45066257	208.043658401	True	
7.99580199095	-0.960990090348	3712.40775327	205.963221817	True	
10.3562669575	-0.809235203995	3488.03824059	203.903589599	True	
3.7134576766	-0.799635342045	3496.30431652	201.864553703	True	
0.506076292196	-0.836209657997	3471.46485725	199.845908166	True	
14.8606983083	-1.01239281358	3967.96912236	197.847449085	True	
9.04276505	-0.713059346031	3671.61912484	195.868974594	True	
8.41993223097	-0.854049287401	3480.91225101	193.910284848	True	
11.1976987708	-0.587311734302	4176.09209769	191.971181999	True	
13.4712099117	-0.831410421286	3477.59640439	190.051470179	False	
13.7811182495	-0.74533988769	3586.95889077	190.051470179	True	
2.21505997611	-0.803364596761	3491.81298835	188.150955477	True	
0.968124252313	-0.907430688188	3546.64430306	186.269445923	True	
5.05555476941	-0.876939383424	3499.40686229	184.406751463	True	
7.9285420046	-0.934838397968	3620.29007808	182.562683949	True	
7.40358198047	-0.842593627398	3477.41437353	180.737057109	True	
4.85304713876	-0.719539596554	3652.81572918	178.929686538	True	
8.68124987326	-0.940580557531	3638.42727553	177.140389673	True	
3.61880445708	-0.738276715805	3603.28335424	175.368985776	True	
3.70691145862	-0.812997537092	3485.09219368	173.615295918	True	
2.91190625833	-0.68388010518	3764.87938211	171.879142959	True	
5.00704826864	-0.879245734896	3502.153244	170.16035153	True	
2.59005434541	-0.889285595473	3515.51762865	168.458748014	False	
5.36189568323	-0.643400449028	3920.73123572	168.458748014	True	
7.46187477038	-0.816640997178	3483.08628259	166.774160534	True	
4.35103670677	-0.829944266064	3477.75146737	165.106418929	True	
7.43924521114	-0.899056303701	3532.68049942	163.45535474	True	
9.63139581786	-0.670798894304	3812.86248721	161.820801192	True	
5.80796223375	-0.897439855717	3529.70718277	160.20259318	True	
3.41295592963	-0.778296556907	3523.41543107	158.600567248	True	
3.79830402131	-0.857874275877	3482.73018191	157.014561576	True	
6.12694151591	-0.898422649838	3531.50004648	155.44441596	True	
6.75100341236	-0.748990881119	3578.74596267	153.889971801	True	
9.38027136099	-0.835171489284	3477.14694863	152.351072083	True	
8.64461695298	-0.836049954902	3477.09781518	150.827561362	True	
9.73304139821	-0.858512674249	3483.30463741	149.319285748	True	
6.03852180051	-0.740132661895	3599.11839921	147.826092891	True	
5.89333538529	-0.809188772557	3488.04524019	146.347831962	True	
7.36699974248	-0.913658270303	3563.24238082	144.884353642	False	
9.49618237182	-0.861659745913	3485.34276046	144.884353642	True	
6.90568682439	-0.776614585662	3526.40181681	143.435510106	True	
7.9569854419	-0.887870039996	3513.94772669	142.001155005	True	
3.55258083352	-0.847326013668	3478.14462551	140.581143455	True	
5.86847078344	-0.732506246197	3618.00484016	139.17533202	True	
4.93831147886	-0.863627824854	3486.70560793	137.7835787	True	
6.64776242832	-0.883054559546	3507.09685463	136.405742913	True	
11.149776549	-0.863832980917	3486.92230226	135.041685484	True	
13.6916427334	-1.01977430385	4013.21049022	133.691268629	True	
12.3336649548	-0.803428817138	3492.91504292	132.354355943	True	
10.4080632545	-0.785797011746	3512.95337943	131.030812383	True	
12.7905482943	-0.808031052586	3488.97828965	129.720504259	True	
11.6247627503	-0.848740859787	3478.82591819	128.423299217	True	
11.4862905139	-0.953362375845	3682.99987656	127.139066225	True	
12.5869386466	-0.810413299705	3487.15559699	125.867675562	True	
13.5053851458	-0.880445344414	3503.70209083	124.608998807	True	
9.9329698514	-0.938203462854	3630.7797451	123.362908819	True	
7.5127587095	-0.910949593363	3557.04235076	122.12927973	True	
5.31674659294	-0.807517605893	3489.33877736	120.907986933	True	
0.260963991968	-0.851921775321	3473.22513536	119.698907064	True	
1.65776467934	-0.824294539521	3477.6265439	118.501917993	True	
4.75131902885	-0.841801335776	3477.23638059	117.316898813	True	
4.35163069906	-0.983937672987	3813.85195991	116.143729825	True	
2.11828982084	-0.819673326891	3480.27530579	114.982292527	True	
2.40443512449	-0.837497869409	3476.21277622	113.832469602	True	
3.66610181548	-0.917770527225	3572.95233053	112.694144906	True	
3.10841161054	-0.729233860626	3625.92130321	111.567203457	True	
4.97430786244	-0.901481038839	3537.22494638	110.451531422	True	
9.38659425764	-0.838369486063	3477.07476665	109.347016108	True	
9.96483009074	-0.808300178367	3488.76452973	108.253545947	False	
13.2147062826	-0.820758671413	3480.96894987	108.253545947	True	
13.9121547212	-0.85758289609	3482.75890099	107.171010487	True	
9.75499504189	-0.860163772755	3484.33748864	106.099300382	True	
14.5719114556	-0.723745698451	3641.23491227	105.038307379	True	
7.91526818745	-0.779453100429	3522.03232043	103.987924305	True	
4.17816848382	-0.816044407017	3483.28047223	102.948045062	True	
1.62528071192	-0.852951239072	3478.66215859	101.918564611	True	
2.81920675955	-0.852880371702	3479.85024322	100.899378965	True	
10.1762437152	-0.920445969718	3579.86425633	99.8903851753	True	
14.1134771528	-0.848924452708	3478.88461963	98.8914813235	True	
9.55393441308	-0.807137084587	3489.69954548	97.9025665103	True	
9.83384094993	-0.823489700764	3479.8105343	96.9235408452	True	
9.64318877516	-0.927630233182	3599.15376446	95.9543054368	True	
6.82075056075	-0.712289040957	3673.88272521	94.9947623824	True	
4.95511261111	-0.859695547582	3483.97529865	94.0448147586	True	
4.33242891613	-0.797403477532	3498.74435663	93.104366611	True	
5.55318443343	-0.748583170972	3579.61266429	92.1733229449	True	
6.7892812866	-0.783665206832	3515.88454825	91.2515897154	True	
5.15069656931	-0.869944051795	3492.07151824	90.3390738183	True	
5.8487168052	-0.911131443252	3557.43433655	89.4356830801	False	
7.8043742249	-0.871290975507	3493.41398139	89.4356830801	True	
8.2260137751	-0.866277469694	3488.86469349	88.5413262493	True	
5.42186366575	-0.78135578254	3519.15978015	87.6559129868	True	
4.03535076107	-0.820070264371	3481.11419678	86.7793538569	True	
8.90640367595	-0.847740142579	3478.5222374	85.9115603183	True	
4.45397877145	-0.78101166593	3519.58158705	85.0524447152	True	
4.15949019741	-0.850405683638	3479.25185389	84.201920268	True	
4.61722508509	-0.840945939123	3477.13327279	83.3599010653	True	
4.72752191224	-0.798223359983	3497.92456766	82.5263020547	True	
0.197584053558	-0.837827707128	3469.50304757	81.7010390341	True	
0.775081926465	-0.823573070966	3475.26051371	80.8840286438	True	
1.77231536688	-0.918148701127	3572.8990646	80.0751883574	True	
3.68829838355	-0.814234318721	3484.2842923	79.2744364738	True	
5.72011721492	-0.846741230651	3478.22007128	78.481692109	True	
4.8697794917	-0.850636903747	3479.40883672	77.696875188	True	
7.08725430852	-0.782198885635	3517.97647758	76.9199064361	False	
0.386091156376	-0.874790713713	3491.56672458	76.9199064361	True	
