Parameter 1	Parameter 2	Parameter 3	Parameter 4	Potential	Temperature	Equilibruim
0.586546707601	-3.73562270724	0.82371266482	1.62656329742	6274.22778078	2456.91947147	False	
5.74763014112	0.145877604936	-0.728783380978	2.03609564898	3617.40848357	2456.91947147	False	
4.74890333906	1.87996670211	-0.347989909407	1.28081438806	3063.69026416	2456.91947147	True	
6.9969818966	3.36563406965	-0.279167171013	2.00125221425	5116.1265281	2334.0734979	True	
2.37749093031	0.439960607437	0.894043634629	2.18340681717	9598.86195332	2217.369823	True	
4.15614976896	-7.59154474076	-0.28424762697	2.79664841449	5806.04632391	2106.50133185	True	
-4.03226449259	4.12599141488	1.47781968823	1.05043000634	5412.19913368	2001.17626526	True	
1.56413996089	9.17771196398	-0.0257923293557	1.3983562813	3030.11699981	1901.117452	True	
-2.45730744782	0.661002639466	2.05161419424	1.21542445225	6258.37379525	1806.0615794	True	
-3.21363559245	4.6682085318	1.42558758821	2.59248527414	5149.75772973	1715.75850043	True	
2.33060955578	3.15179647241	0.0815195785163	1.27151165888	3785.34955049	1629.97057541	True	
5.255642678	-1.21584223942	-0.783561785545	2.73473256627	3866.06044568	1548.47204664	True	
3.67012606379	-2.78763946107	-0.801496435365	1.58536189558	4587.20130175	1471.04844431	True	
5.80770299613	1.48860861287	-0.636201452436	2.77993680364	3357.18427901	1397.49602209	True	
2.96369875779	-2.68584919892	-0.262417768775	2.12751220971	1481.07314662	1327.62122099	True	
-0.730336309784	8.75210271991	0.165074933579	1.70232714172	4626.3834041	1261.24015994	True	
3.34797600067	8.65609402863	-0.457993826154	1.84275204491	1836.23329158	1198.17815194	True	
-0.385144781059	6.47295166444	0.538234648133	2.75053517399	4836.62310877	1138.26924434	True	
0.843039600603	6.55710895063	-0.329456264439	1.61408028842	3201.57881376	1081.35578213	True	
1.45207725423	7.44792577466	-0.596417572532	2.13617083445	3858.13519243	1027.28799302	False	
6.47883474542	-0.799197484603	-0.177502055218	2.52107837068	5372.05265656	1027.28799302	True	
2.67622740755	0.371651919654	-0.365580170064	2.62833499633	1658.65571667	975.923593368	False	
-4.96223445543	1.73263775219	2.42131594669	1.8691837519	6128.81780353	975.923593368	True	
3.98402095643	-1.47772358148	-0.359597429528	1.6975001186	1801.51594578	966.164357434	True	
2.15528397879	-1.82962024057	-0.287022654387	1.29563491609	1865.15589311	956.50271386	True	
-0.571451230707	1.86143651324	0.0464345980951	1.77567752074	4461.85747289	946.937686721	True	
2.86979347368	3.81065281257	0.0112647557259	1.97013753919	4171.01629647	937.468309854	True	
1.20166947688	-3.46513752974	1.7146890157	2.07644476243	5684.25582754	928.093626756	True	
2.19300416401	9.95869641295	0.0742611716286	1.36083523055	3990.59579222	918.812690488	True	
3.02757207451	-1.69702544065	-0.231146706387	1.4389541815	1700.79599924	909.624563583	True	
3.47497787832	0.14804056657	-0.3739376281	2.70228867365	2035.14993684	900.528317947	True	
0.548509354575	-0.0133689167863	-0.25809794524	2.14202265648	3228.39332911	891.523034768	True	
3.34334530563	4.22154272098	-0.31870391865	2.86063205439	2397.56698694	882.60780442	True	
2.57280493423	4.46460463441	-0.620004118159	2.77192119175	2205.14843209	873.781726376	False	
2.02880875099	9.75774328455	-0.443029245006	2.7720108954	1927.88060565	873.781726376	True	
2.53034659112	3.81597461588	-0.351725327117	1.72972336198	1746.16887535	865.043909112	True	
7.73059591031	-2.80827994206	-0.495979969318	1.1838528884	5040.91156787	856.393470021	True	
6.5003070476	5.24303198201	-0.657840602369	2.44799675618	3816.65856068	847.829535321	True	
2.29541149525	2.34811529972	-0.15320020426	1.29689813594	2215.62938535	839.351239968	True	
2.25494411749	-0.33663413255	-0.342246594642	1.73806777844	1274.83582035	830.957727568	True	
2.86344217376	5.11559675158	-0.585738609888	2.71443387134	1856.96500719	822.648150292	True	
1.14895482033	0.691430073354	0.0298281508226	2.06462636223	2842.82114711	814.421668789	False	
-1.45359956345	1.43478409263	0.542912991214	1.48086385235	4363.21434774	814.421668789	True	
1.55145643256	0.589889998993	-0.355665050543	2.37011909999	2048.19766249	806.277452102	True	
4.63391013738	5.24192805699	-0.641104061498	2.70646077606	2657.06700513	798.214677581	True	
5.89143510863	5.26993714399	-0.690915888101	1.87927610352	3647.1695685	790.232530805	True	
2.93615427889	8.39064826648	-0.578163735058	2.0789786894	1814.58468228	782.330205497	True	
3.98170676557	-2.05935646501	-0.0125803789423	2.29210851801	4109.15452665	774.506903442	True	
3.0748235235	-3.451850013	-0.450963067668	1.84313370364	1910.84832316	766.761834407	True	
3.86625594732	6.46728255502	-0.239683501334	1.92195986169	3378.96508195	759.094216063	True	
