Parameter 1	Parameter 2	Parameter 3	Parameter 4	Potential	Temperature	Equilibruim
1.21284775106	-1.81806455346	0.345781865866	1.00306243615	4089.6395268	2030.5119599	False	
2.12553319735	-0.91645329654	-0.630405153199	2.10131576732	2550.0443708	2030.5119599	True	
1.97535378364	9.6844591299	-0.421937641982	2.72787312943	1941.3073651	1928.9863619	False	
-6.65050122778	7.19983047962	2.93971200912	1.87228258606	4899.42147425	1928.9863619	True	
0.96894661613	-1.86679094318	-0.120374849404	1.46585146758	2962.84289745	1832.53704381	True	
8.45428457498	2.37189084888	-0.661192315107	1.9075630417	4299.38455289	1740.91019162	True	
7.62836975093	6.22002578462	-0.481741378224	1.40598425443	4254.34918677	1653.86468203	True	
3.53581515419	-3.25817369008	-0.775857125683	2.66545266547	3060.04319334	1571.17144793	True	
2.19043663658	4.7340980504	-0.272110215958	2.51820345066	2076.45650882	1492.61287554	True	
3.54341721569	-3.02920307687	-0.834897832504	2.25720687063	4229.47890862	1417.98223176	True	
4.1881000977	5.50648914792	-0.343168223694	1.5953064552	2953.89579313	1347.08312017	True	
0.111535411643	3.42221905246	-0.597678951959	2.84711189722	9782.09608471	1279.72896416	True	
1.84514022383	0.760834176619	-0.384339125291	2.0625052427	1760.70592779	1215.74251595	True	
2.94491124075	1.60755654645	-0.690939488324	1.88075072241	2418.57442891	1154.95539016	True	
7.96923178481	6.68335433266	-0.562735927901	2.87918596733	4202.49481363	1097.20762065	True	
2.20128629839	-1.22741642961	0.504111901412	1.42495974744	4749.62357534	1042.34723962	False	
1.76826449091	3.21021197594	-0.228432999551	2.5498137507	2220.16955062	1042.34723962	True	
4.50997768884	3.02853254753	-0.213153521441	1.12007998135	3814.19877961	990.229877636	True	
5.81940040143	2.37317693369	-0.119286445669	1.37782396957	5507.22180132	980.327578859	False	
-1.94391421852	3.39858912391	1.14410180262	2.76084531816	5369.8052536	980.327578859	True	
1.29322733739	-3.09601146943	-0.209222415787	2.59518622788	1890.44854008	970.524303071	True	
1.48815765495	2.70831737158	-0.0429624900331	1.14629244836	2463.29974984	960.81906004	True	
-2.76299900038	9.31303809713	1.91149186082	1.55409377624	7192.55383008	951.21086944	True	
1.83853214905	-2.48552422799	-0.048552357807	2.42730928922	2063.87773911	941.698760745	True	
3.74856693831	0.905634310146	-0.61661980531	1.53907379685	1767.67827197	932.281773138	True	
3.50187116784	3.94505873634	-0.500295019625	1.65207772073	1752.7514318	922.958955407	True	
0.829847050621	3.15022012819	-0.356856614133	1.49901076125	3224.74725692	913.729365852	True	
1.98828510887	-1.5144945584	-0.467268761009	1.17072104782	2425.35739041	904.592072194	False	
3.47726144501	2.55950429886	-0.507479956606	1.05512863218	1526.3510684	904.592072194	True	
1.65977298338	5.94983478731	-0.46171243187	1.64457311638	2347.85626361	895.546151472	True	
1.09198852591	-1.25603428787	0.20627622722	2.36200605111	3196.81807547	886.590689957	True	
-5.91856394618	9.3350487612	2.9793329873	2.39567454842	6067.31212414	877.724783058	True	
1.62973055943	0.369959464272	-0.295486468197	1.64501363599	1690.42745345	868.947535227	True	
2.99672183478	-4.82433380004	-0.335998928214	2.50628053391	1774.52913558	860.258059875	True	
5.33517390047	0.392049158764	-0.558781395833	2.73175335936	2966.42909611	851.655479276	True	
2.2374935357	1.51602782576	-0.411158525381	2.13568495661	1617.79684189	843.138924483	True	
-1.12739871569	-4.31703039194	2.18272154647	2.94443185613	6233.28543173	834.707535239	True	
2.97128401282	4.54759915473	-0.268583843268	1.71282377434	2322.91693847	826.360459886	True	
-0.724350840897	8.3834507113	0.455679213116	2.1719729096	4574.18259517	818.096855287	True	
2.71083534358	1.51332593334	-0.269956885654	1.70672725264	1908.22192164	809.915886734	True	
2.83556894938	-1.17972649958	-0.487872957995	2.14246671095	1187.83942193	801.816727867	True	
2.81050802277	3.14394015742	-0.408293652722	1.9223051754	1644.13478542	793.798560588	True	
2.9976631882	4.16608962917	-0.497395311684	2.87065786324	1668.10276841	785.860574983	True	
3.91308260049	8.53438918009	-0.655567448431	1.91916970382	2287.21092338	778.001969233	True	
7.09699858792	-1.65885082498	-0.656661163492	1.42561793818	3729.86439659	770.22194954	False	
1.65826267418	-1.86427286722	-0.232902442895	2.83987456259	1846.67277615	770.22194954	True	
1.89338617002	9.03825203977	-0.227159422827	1.02918225579	2152.02414997	762.519730045	True	
2.4095389221	0.0049862194561	-0.191851549233	2.6836643343	2268.02889684	754.894532744	True	
7.48166222915	-2.24267934182	-0.66661314607	2.81833080122	3911.17881393	747.345587417	True	
5.00852620338	-2.48648706316	-0.266363548444	2.87136189408	3665.12948939	739.872131543	True	
1.34174181406	6.04695180643	-0.0265370834651	1.63365495526	2993.09785276	732.473410227	True	
6.30936585879	-5.07261455368	-0.539698028863	2.71233824441	3327.39127638	725.148676125	True	
2.30234870966	-5.56841450646	-0.211607068597	2.48395155206	3041.69019013	717.897189364	True	
3.06210473401	-0.897082224469	-0.4698166195	1.66393499574	1075.33361265	710.71821747	True	
3.23832783347	-0.863551368904	-0.638384281619	1.85374659356	1666.76295163	703.611035296	True	
2.43162926908	-4.87952867407	-0.465540632242	2.79888531369	1552.04870255	696.574924943	True	
2.06355142542	1.14010224079	-0.441305447111	1.93662899485	1673.20687884	689.609175693	True	
2.27931714012	-0.833949297114	-0.178498038074	2.52648885728	2080.3767566	682.713083936	True	
2.82396505272	6.53991117839	-0.506238275149	1.55836345911	1653.6644236	675.885953097	True	
2.43410316787	2.51380567344	-0.267383719261	2.74725697469	2094.95655587	669.127093566	True	
2.45154015995	4.77890916404	-0.549624950616	2.77653550724	1904.48396967	662.43582263	False	
3.01111715101	5.32779825984	-0.464738193053	2.19641058799	1685.47158441	662.43582263	True	
1.42018537026	-0.806491539593	-0.296995584459	2.37289914239	1966.60357688	655.811464404	True	
4.33018664662	5.36417153755	-0.329588717277	1.17680499297	3084.15604548	649.25334976	True	
3.42265223765	0.222987131064	-0.574261032259	2.38516474654	1647.09591085	642.760816262	True	
2.07509717973	-1.43675848212	-0.390649872406	2.0822375619	1302.98813473	636.3332081	True	
0.259118281319	-1.31337189476	0.027934810756	2.26529423241	2993.99192366	629.969876019	True	
-0.024320095276	0.183009271655	-0.102917613528	1.76288409054	3749.56534091	623.670177259	True	
3.84237410034	5.61764941577	-0.392004373575	1.41183425623	2358.13687991	617.433475486	True	
1.36672295827	-3.42184480291	-0.33629986054	2.84488272385	1927.84521837	611.259140731	True	
2.7018798332	-0.535572259266	-0.541140799089	2.87855045624	1591.83242448	605.146549324	True	
2.42948442438	4.74631135781	-0.712033730439	1.3028560191	3286.14345117	599.095083831	True	
