Parameter 1	Parameter 2	Parameter 3	Potential	Temperature	Equilibruim
-1.85444949318	-0.0980348197741	1.02955184034	12720.7482839	4787.84098738	False	
-3.81200493303	2.14368310058	1.01569183664	5913.20084386	4787.84098738	False	
-2.21246767872	2.1346679176	-0.173961543739	6096.19179769	4787.84098738	True	
4.17168906249	-1.19302675862	0.0503025881191	11190.237454	4548.44893801	True	
-5.7660847447	-1.02589102812	2.10861940073	4855.01570745	4321.02649111	False	
-7.0939147646	1.07694844881	2.39158039415	5358.61638599	4321.02649111	True	
-6.6501364212	-1.0009030853	2.66382688563	4686.47884326	4104.97516656	True	
-9.22417449821	0.695117205258	2.78379543092	6936.50445357	3899.72640823	True	
-2.71957520747	1.40717784932	0.118577514434	5068.48804474	3704.74008782	True	
-4.89695665012	2.43718377468	1.55258279134	6710.64645895	3519.50308343	True	
-2.21860083761	0.62196451502	0.0708496897668	4432.96610147	3343.52792926	True	
-3.82193031236	-0.0632314344949	0.723298410117	4361.78355231	3176.35153279	True	
-3.76901494135	-0.919851819608	1.4530068369	4454.63293699	3017.53395615	True	
1.85806011746	-1.09959718252	-0.709174479729	7762.09357935	2866.65725835	True	
0.0827282553096	-0.982128662504	0.925758741685	8028.62330694	2723.32439543	True	
-2.7913169606	-0.313820527891	0.382428523009	4239.97985198	2587.15817566	True	
-1.40195407767	1.66468169008	0.108498630029	7431.41316032	2457.80026687	True	
-5.9987390948	-0.694390443377	1.75043653717	4618.85638674	2334.91025353	False	
-4.59709540829	0.711036106642	0.6560327411	9562.85146734	2334.91025353	True	
-8.26005163245	2.35063513974	2.64586792944	4276.9485637	2218.16474085	True	
-0.246031367928	-0.238081534726	-0.714525550322	5687.42866139	2107.25650381	False	
-4.13084520217	2.76495564495	0.802248836839	4440.9187608	2107.25650381	True	
-6.10833818461	0.351468886621	1.64110870118	4554.97371194	2001.89367862	True	
-4.61537616671	-0.775224577381	1.76641306112	4420.30524501	1901.79899469	True	
-4.40353055608	1.12799291845	1.15945622015	4853.32822994	1806.70904496	True	
-7.6533909881	1.46513697247	2.56727650523	4851.24917133	1716.37359271	True	
-5.39429350574	-0.703984688505	1.77302137456	4045.23670299	1630.55491307	False	
-4.11428396225	0.126955575561	1.02060904013	4473.70853703	1630.55491307	True	
-4.97525484087	-0.898738352786	1.64452246292	4308.66109843	1549.02716742	True	
-5.17421707237	-0.609044488656	1.59230234871	4051.78059394	1471.57580905	True	
-7.40050367575	0.69629006555	2.77023505127	8151.39315309	1397.9970186	True	
-1.12238344178	-0.298080828272	0.529685991501	8996.07945532	1328.09716767	False	
-2.3045568457	2.08831452093	0.221291413043	4749.71567143	1328.09716767	True	
-2.12325313209	-0.788680152379	0.038241113477	5480.73331768	1261.69230928	False	
-6.50388706274	0.99719331478	1.90980759831	4260.33993639	1261.69230928	True	
-5.89838861823	-0.785309383456	1.67911272155	5117.09280667	1198.60769382	True	
-6.02109934281	-0.572714193891	2.2412181914	4742.10797827	1138.67730913	True	
-2.86503426547	1.92753501646	0.380066493265	4402.27568728	1081.74344367	True	
-2.32128327518	1.20824898839	0.154437351923	4464.21677208	1027.65627149	False	
-8.17799643876	2.47481892651	2.82096137202	5064.75072971	1027.65627149	True	
-1.86174502613	1.17630354397	-0.248649126072	5387.5986474	976.273457913	False	
-3.88589914562	0.141639871232	0.896293098797	4391.30273651	976.273457913	True	
-2.7001874295	0.0437117806546	0.527993503215	5074.31740125	966.510723334	True	
-8.47485777933	0.0337482819499	2.81653526905	4202.0756869	956.8456161	True	
-1.48818061322	-0.910309375949	0.598521177071	4723.24212053	947.277159939	True	
-2.61330466167	-1.05120624883	0.552042961823	5520.62790792	937.80438834	True	
-3.62659018214	1.85098564	0.718780154557	4385.46680382	928.426344457	True	
-0.0338672204038	-0.983550975304	-0.0521073301748	5138.38081516	919.142081012	True	
-3.20812285216	-0.336695958204	0.475985146192	4457.79504602	909.950660202	True	
-6.26542139233	2.28295939904	1.69943744431	4540.10579548	900.8511536	True	
-4.02918075117	0.781009166385	1.12478200945	5902.09057278	891.842642064	False	
-4.05138012292	-0.25368849613	0.918768455671	4180.18197487	891.842642064	True	
-1.6987984963	0.535974042409	0.154246300538	6099.24640972	882.924215643	True	
-3.54882870603	1.69576366799	0.488415010495	4840.2211523	874.094973487	True	
-4.00503131821	0.756158450019	0.96747437528	4682.88989936	865.354023752	True	
-7.22105249049	1.07438473377	2.27921422805	4340.91606527	856.700483514	True	
-7.65286171838	-0.713924745011	2.35036658232	5522.07179924	848.133478679	True	
-2.86658044672	-1.00716060601	0.839245586401	4783.39594347	839.652143893	True	
-8.60728547604	-0.36356449621	2.88717545788	4174.90123994	831.255622454	True	
-2.52111846067	0.216938535699	0.282000790693	4414.20561375	822.943066229	True	
-2.94865901298	1.08495582346	0.232536951981	4904.4180653	814.713635567	True	
-0.700276698475	-0.423748363504	-0.0329838699776	5588.40383396	806.566499211	True	
-3.76828067594	1.80439063149	0.597170939763	4721.18330393	798.500834219	True	
-0.395347537036	-0.544902019816	-0.35850312054	4734.42515777	790.515825877	True	
-5.79249271183	2.49199024776	1.55534827444	4313.0259011	782.610667618	False	
1.64129398866	-0.832760744146	-0.690666941518	6214.99926673	782.610667618	True	
-4.02051199268	1.12132787869	0.839599281694	4290.66573874	774.784560942	True	
-8.05379778242	2.24871965299	2.70538738853	4639.30226541	767.036715332	True	
-8.34209080633	0.897993517836	2.81411717068	4504.79304228	759.366348179	True	
-3.59689262261	0.685875030847	0.520709164782	4788.15458047	751.772684697	False	
-2.23448148769	-0.439584634437	0.265598073788	4231.32510601	751.772684697	True	
-2.60172914543	-0.756769794793	0.558625289435	4128.11483889	744.25495785	True	
-1.35197335792	2.75646279064	-0.117804706801	5274.40970908	736.812408272	True	
-1.87377466619	2.91794528053	-0.156998407043	4733.20114578	729.444284189	True	
-5.44185194912	0.466583407865	1.43107951853	4270.55707823	722.149841347	True	
-6.18386244069	-0.698943967149	2.1615527403	4073.67356262	714.928342934	True	
-3.36149445045	2.24696602903	0.548637526288	4323.96583807	707.779059504	True	
-4.68846829174	2.91506161031	1.04253631666	4429.49189077	700.701268909	True	
-3.16732571491	-0.584924086779	0.427616246468	5026.70755677	693.69425622	True	
-1.29950335122	-0.837330348902	-0.17503444779	5123.1098002	686.757313658	True	
-4.88928070043	-0.572097515786	1.41047506636	4067.35188859	679.889740522	True	
-7.47395684265	1.07298813772	2.17278476729	4910.97993655	673.090843116	True	
-7.84668016138	-0.197210210373	2.47599570272	4337.02416012	666.359934685	True	
-0.141471518789	-0.363435229177	-0.679232085078	5445.10527037	659.696335338	True	
-0.112462417035	-0.935284864874	0.0366660822739	5014.67863951	653.099371985	True	
-6.34914316344	-0.713663313656	2.00202740205	4267.56225231	646.568378265	True	
-6.29735666151	-0.607852987509	1.99494699017	4096.31367312	640.102694482	True	
-5.92781378323	1.42633859651	1.68034523157	4279.92407249	633.701667538	True	
-2.19824825243	2.54056374237	0.0270936643675	4486.73009998	627.364650862	True	
-7.84087398176	2.80542072072	2.45999091035	4281.81844375	621.091004354	True	
-6.47863339337	2.20887041845	1.97638434859	4426.17012541	614.88009431	True	
-6.66492360232	2.23521938191	1.9469971489	4286.70441991	608.731293367	True	
-7.39879580812	-0.0351156728751	2.24393173633	4430.37075542	602.643980433	True	
-1.52054791188	-0.71348595292	0.425968070379	4654.23157787	596.617540629	True	
-8.11258493158	2.1829597958	2.65739965396	4334.12511243	590.651365223	True	
-6.56464888283	0.478862015676	2.00499722747	4314.47656651	584.74485157	True	
-7.06738407053	1.66410816879	2.20976712827	4348.040641	578.897403055	True	
-5.51003852478	-0.827441192815	2.09921289077	4258.19167663	573.108429024	True	
-8.80228963349	0.561012896358	2.92676137408	4247.94212295	567.377344734	True	
-2.00867632511	-1.04308559723	0.455491193318	5133.52888474	561.703571287	True	
-4.88817683678	1.0965958967	1.38463648883	4954.73149057	556.086535574	True	
-6.69798812008	2.50898519775	2.08841248166	4496.81040286	550.525670218	True	
-4.58566896583	0.750607706372	1.11087699946	4287.26009555	545.020413516	True	
-0.662376034958	0.752797546096	-0.469727112792	5148.03294968	539.570209381	True	
-1.15745781501	2.04311897653	-0.477110839907	5282.26834245	534.174507287	True	
-5.11081802305	-0.794078326939	2.21284140389	4935.37169185	528.832762214	True	
-6.14803483518	1.94981303468	1.68678612747	4373.62288597	523.544434592	True	
-6.9502343866	1.61758654984	2.26954188775	4911.71003335	518.308990246	True	
0.384355938946	-0.812364542044	-0.0331557759541	5474.71874481	513.125900343	False	
-0.519506718039	0.715027047381	-0.517559535165	5268.80438617	513.125900343	True	
-1.90260178939	0.344897110494	0.0455989371148	4611.2334746	507.99464134	True	
-7.26662709764	-1.03516768673	2.50411492763	5506.00186986	502.914694927	True	
-5.07350588762	-0.920831291429	1.84032647417	4318.90187765	497.885547977	True	
-5.98036217332	0.60327306424	1.65701702011	4278.67139817	492.906692498	True	
-6.38461140927	1.25063299062	1.90682146869	4324.8106816	487.977625573	True	
-7.58114550158	2.26636026575	2.45407560015	4421.36217816	483.097849317	True	
-5.25291236033	-0.691388490599	1.58444528221	4108.82443462	478.266870824	False	
-4.97257017204	-0.691138585901	1.65927314045	4109.90044489	478.266870824	True	
-4.91653064456	0.587872214174	1.26835945545	4291.64898494	473.484202115	True	
-7.02590980507	0.00961552829504	2.15848751738	4211.57697715	468.749360094	True	
-4.67671738986	1.10305426473	1.07608048001	4317.89103091	464.061866493	True	
-1.10973122909	-0.649798013615	-0.125142052143	4371.22912279	459.421247828	True	
-3.82298768064	-0.758741590745	1.2454586382	4151.98147513	454.82703535	True	
-7.16581938067	1.39880965433	2.03169008818	4964.61364806	450.278764997	True	
-5.59827725173	2.59215583475	1.70042284881	5063.18842925	445.775977347	True	
-2.05729019828	2.35868405554	0.0791184504518	4617.06794092	441.318217573	True	
-4.05688806716	1.36929145995	0.749026415235	4546.75302465	436.905035397	True	
-4.0346202576	1.77688534104	0.798837306578	4331.9633409	432.535985044	True	
-5.6422145369	1.71530812916	1.53896550301	4270.70859083	428.210625193	True	
-8.61064492562	0.763649271162	2.87656903538	4306.52135914	423.928518941	True	
