Parameter 1	Parameter 2	Parameter 3	Potential	Temperature	Equilibruim
-0.0809556976414	-0.337188638574	1.59470725125	1265.57366871	1678.10905776	False	
9.60378064599	-0.106956637347	1.77994147387	2897.62865656	1678.10905776	True	
-0.0362115006429	-0.436972138533	1.55932797743	1273.37505801	1594.20360488	True	
5.62890177468	-0.150542195458	2.49565594774	2661.11903139	1514.49342463	True	
2.5054621772	-0.0864485127239	2.98466794792	3001.68647086	1438.7687534	True	
9.486602128	-0.65961085648	1.58120980506	2962.30253018	1366.83031573	True	
3.38095500932	-0.290529368859	1.50419364621	1837.95358326	1298.48879994	True	
0.835194056818	-0.461625787337	1.10814260669	1297.63750702	1233.56435995	True	
-4.1667304348	-0.251727396152	1.53947126869	5189.23889187	1171.88614195	True	
-0.327331303818	-0.108191304605	2.57992474142	2547.13453825	1113.29183485	True	
-1.49745474426	-0.123250439821	2.0393731237	1860.01543833	1057.62724311	True	
7.58826260643	-0.178996030233	1.27715513048	2433.32361322	1004.74588095	True	
1.03957190133	-0.561474836442	1.50200554208	1866.5968477	954.508586907	True	
1.41932326103	-0.0432736636357	1.81306234811	2893.54307851	944.963501038	True	
5.09626181364	-0.531968331096	1.75609672406	1962.88946979	935.513866027	True	
1.53946356434	-0.69425790274	2.61566415722	3302.20499321	926.158727367	True	
-0.802826938724	-0.275314403897	2.42445225542	1654.87991794	916.897140093	True	
-1.73817261999	-0.204482178304	2.80729083015	1899.92841962	907.728168692	True	
8.11543386517	-0.399516642294	1.77844311922	1785.17477926	898.650887005	True	
3.46423669108	-0.715733416821	2.68542680834	3666.76693114	889.664378135	True	
2.29234296912	-0.488290440285	1.0008325429	1532.81704618	880.767734354	True	
0.203871184885	-0.383458667636	1.3427718551	1187.93158124	871.96005701	True	
2.83629926028	-0.161694797908	1.09811687325	2119.9318447	863.24045644	True	
3.66510401862	-0.409805029374	2.73466423325	1767.62703934	854.608051876	True	
5.95934610506	-0.392316738909	1.84729405398	1777.10319143	846.061971357	True	
1.54952699615	-0.51310508041	1.84727482291	1740.10689691	837.601351644	True	
2.07630621693	-0.6566656086	2.64461452208	2859.92582469	829.225338127	True	
-1.53703757299	-0.226506159227	2.41474803677	1644.77353416	820.933084746	True	
-0.270894200997	-0.550078382247	1.90082556631	1751.43464064	812.723753898	True	
0.234155657131	-0.13476398598	1.49889392576	1892.83712631	804.596516359	True	
-1.55321676384	-0.0170859874972	1.14873674656	2414.36813336	796.550551196	True	
5.89456342739	-0.197287314138	2.01202620055	2398.68792241	788.585045684	True	
1.01462620168	-0.201032273426	2.21020462033	2145.15005226	780.699195227	True	
-2.35506546924	-0.474746747777	1.96084354466	1444.93068925	772.892203275	True	
5.12321780481	-0.0798018071354	1.3524283996	2915.8781935	765.163281242	True	
6.66046395107	0.0976362409514	2.57116604198	4292.15415139	757.51164843	True	
-2.30940485206	-0.154119150455	1.65691481257	1847.84097364	749.936531945	True	
1.6702224105	-0.520026355604	1.31184688264	1667.80365531	742.437166626	True	
8.52747979997	-0.360440579202	2.14541489138	1841.548499	735.01279496	False	
8.95513522298	-0.379204145312	2.47818229172	1815.24927836	735.01279496	True	
3.70826674445	-0.163834162702	1.65942354855	2432.95586168	727.66266701	True	
-0.54312617127	0.200238031286	1.33808791068	3342.3793777	720.38604034	True	
-1.39279252384	-0.490934392184	2.18665411288	1423.70270997	713.182179936	True	
-1.93662827156	-0.369743085367	1.60414746391	1407.88776404	706.050358137	True	
-0.228082315714	-0.396680997191	1.96207898548	1364.29856626	698.989854556	True	
-0.926813050194	-0.367246476759	1.01826369667	1592.62035479	691.99995601	True	
-1.8500753567	0.0384377680906	2.23744793731	2715.17878947	685.07995645	True	
-3.34247451951	-0.466272802664	2.03993385819	1894.77722093	678.229156886	True	
-2.4205533771	0.0804968186539	2.61934101111	3062.50665498	671.446865317	True	
-0.0690197237985	-0.142131681828	1.9842888793	2110.12467259	664.732396664	True	
-4.24921813068	-0.0382401900655	2.64850912614	2194.29630243	658.085072697	True	
2.2748978335	-0.193271268787	2.24078355073	2300.16521987	651.50422197	True	
-0.495779178968	-0.41723546979	1.21889721649	1245.69949846	644.98917975	True	
8.32750479609	-0.503332763561	2.74561890397	1897.41204386	638.539287953	True	
0.956169108742	-0.292942426258	1.84423364009	1669.40031612	632.153895073	False	
6.3546710004	-0.0257451589836	1.88977695756	3399.45454799	632.153895073	True	
-0.0250034070576	-0.372147276573	2.1527420755	1483.36935786	625.832356122	True	
-1.89705338051	-0.553411279245	2.03736287781	1707.14525067	619.574032561	True	
-0.827536144972	-0.066871044854	1.94905323366	2242.00258124	613.378292236	True	
-1.89988352227	-0.00292255204566	1.78148944208	2302.26408248	607.244509313	True	
6.92864196425	-0.533146031812	1.28599975265	1985.39876703	601.17206422	True	
-1.73763527042	-0.445467128398	1.72002973416	1336.32741534	595.160343578	True	
5.3334224811	-0.476740165957	1.31599633395	1760.4235505	589.208740142	True	
1.65033769512	-0.256225098238	2.21150498743	1974.24391507	583.316652741	True	
-0.801078723528	-0.4249462763	2.32947458958	1422.23415843	577.483486213	True	
-0.0248742749612	-0.481256545901	2.46875174294	1634.50805976	571.708651351	True	
-1.54960660888	-0.387539362103	2.11377379971	1208.44195452	565.991564838	True	
9.1347496843	-0.37494770742	1.65102007021	1808.57499449	560.331649189	True	
-3.40980126676	-0.0895474595845	2.22439171519	2011.43870349	554.728332697	True	
-1.86342813177	-0.15331548615	2.71636056706	2040.89895529	549.18104937	True	
-3.92225355274	-0.361658156644	2.54098436944	1337.05996786	543.689238877	True	
2.82974881245	-0.339513080234	1.98564947239	1759.86185107	538.252346488	True	
7.39646602199	-0.408841897308	2.6586400429	1788.80811589	532.869823023	True	
4.87645395389	-0.161064816649	2.57285049159	2598.89708907	527.541124793	True	
5.32108129753	-0.467053825729	1.34494632533	1744.5009438	522.265713545	False	
-0.939790179779	-0.176681614114	1.27991256247	1579.00669141	522.265713545	True	
9.68421187159	-0.615794426017	1.60084699579	2528.87920272	517.04305641	True	
-0.847728213574	-0.451620013749	2.06465754305	1353.83763562	511.872625845	True	
-0.00257257168602	-0.32854466064	1.10317289807	1165.5577121	506.753899587	True	
0.127303637677	-0.22539620947	1.4009170299	1460.2046621	501.686360591	True	
5.13839747674	-0.480851106828	2.47110405581	1832.74445479	496.669496985	True	
1.93598301344	-0.337626559134	1.79186711082	1665.18113961	491.702802015	True	
6.47763150191	-0.506258779965	1.23136350807	1869.45646784	486.785773995	True	
-0.919270170772	-0.316182169042	2.76555506428	1655.62473878	481.917916255	True	
-0.570610924477	-0.0296987851902	1.48923948762	2202.53283009	477.098737093	True	
-2.45713677506	-0.357142967239	2.20265905641	1185.67566258	472.327749722	True	
3.79508806768	-0.523469136825	2.76093267831	1949.08778815	467.604472225	True	
6.34151691755	-0.29247778167	1.37826588155	1952.41295797	462.928427502	True	
7.12791803002	-0.270621908886	2.4440812674	2098.84490672	458.299143227	True	
1.55725142798	-0.233859456013	1.13128356941	1578.87156143	453.716151795	True	
1.87265192326	-0.254629446751	2.32760427702	2017.25237846	449.178990277	True	
-4.33887236064	-0.133992568643	2.67711304633	1823.24568053	444.687200374	True	
0.761538027875	-0.208567464722	1.42465457693	1676.03136917	440.240328371	True	
3.47917725724	-0.20597831896	1.27104951711	2097.94378453	435.837925087	True	
6.60202023946	-0.52285186131	2.55008272338	1960.96924838	431.479545836	False	
-2.18368984811	-0.403066456736	1.93627466356	1249.49315894	431.479545836	True	
3.82971491785	-0.228063792808	1.10823536227	1975.44062379	427.164750378	True	
-0.662321849839	-0.498613901917	2.12603539152	1527.20981283	422.893102874	False	
-0.988042216593	-0.131110739217	1.11228079946	1826.36579535	422.893102874	True	
3.04070687216	-0.543571310103	1.23513229913	1881.36770009	418.664171845	True	
-0.231993603417	-0.369428295197	2.09651833014	1430.47863743	414.477530127	True	
-0.813617571464	-0.364347875774	2.84442435194	1597.72688646	410.332754825	True	
1.89260667158	-0.508349236198	1.06637102862	1576.88849111	406.229427277	True	
4.87804745023	-0.477781685698	1.73994655221	1786.56672163	402.167133004	True	
-2.90942478981	-0.360010651482	2.43052781836	1182.38908332	398.145461674	True	
2.68434568232	-0.34346998815	1.32513453131	1599.90531399	394.164007058	True	
-2.05750146744	-0.467208903494	2.51142038118	1363.74804943	390.222366987	True	
-3.37393869608	-0.117627920348	2.86810877404	1902.99369133	386.320143317	True	
2.43286608346	-0.402675500436	2.57144582406	1721.9241383	382.456941884	True	
1.43116696881	-0.388482648973	1.26501154685	1353.67593494	378.632372465	True	
9.09649969067	-0.421750575024	1.24288461965	1760.54698851	374.84604874	True	
-1.65743935283	-0.3340332311	1.58072988793	1309.30306984	371.097588253	True	
0.875263731252	-0.482469329231	1.36198112396	1440.08498248	367.386612371	True	
-0.050337672341	-0.393984970996	2.27447712861	1505.63385947	363.712746247	True	
-3.92214479299	-0.26995765825	2.91463040937	1307.29975948	360.075618784	True	
-2.52485658787	-0.358551478548	2.15640890535	1202.16445134	356.474862596	True	
9.28459587877	-0.439406748207	2.79221821406	1790.2792956	352.910113971	True	
2.91368367587	-0.51933983028	1.04016579741	1726.81971024	349.381012831	True	
-3.54825770178	-0.313550303327	2.73933931877	1224.0185058	345.887202703	True	
-1.31342371976	-0.30893366657	2.61471694709	1552.28539755	342.428330675	True	
-3.93981157204	-0.306421821001	2.67065385617	1285.66074934	339.004047369	True	
-4.69821006197	-0.346561040728	2.86360788025	1351.42079745	335.614006895	True	
2.74975236746	-0.437894480283	1.50168728752	1599.85879571	332.257866826	True	
-1.81033350735	-0.207100018345	1.60588086845	1552.15783169	328.935288158	True	
7.21952519603	-0.332193621301	2.77389022345	1906.56324154	325.645935276	True	
-0.370783453878	-0.435346609272	1.37973981213	1220.96672041	322.389475923	True	
6.08064089587	-0.381063916407	2.92095570514	1812.81327808	319.165581164	True	
2.35674234951	-0.571319296265	2.42458311599	2125.55697945	315.973925353	True	
2.77750057859	-0.54869807348	1.50085506608	1925.10937265	312.814186099	True	
-1.95267423311	-0.0934220557996	2.1064860649	1942.9059676	309.686044238	False	
-2.1126761177	-0.583416145449	2.07004309948	1943.6132174	309.686044238	True	
-2.66942344781	-0.262303010701	2.37639043832	1323.39066008	306.589183796	True	
-0.0838836268809	-0.211580831574	2.79557471043	2130.56670733	303.523291958	True	
