Parameter 1	Parameter 2	Parameter 3	Potential	Temperature	Equilibruim
1.74177742059	-0.388963988147	2.04325811167	1626.47880467	1678.10905776	False	
2.719818788	0.0674772022683	-0.121188536865	1018.94654268	1678.10905776	False	
-1.83076106771	-0.413989962064	2.92250733469	1467.45440466	1678.10905776	True	
-1.07359334586	-0.368295670811	2.36524225343	1393.88033623	1594.20360488	True	
8.89930238194	-0.159821977766	2.74926971302	2619.81748907	1514.49342463	True	
9.28620869171	-0.560110748273	0.927531291257	2146.4620694	1438.7687534	True	
1.30005363389	0.251409895836	-0.26048053531	1748.94940132	1366.83031573	True	
2.38170982964	0.273483238484	-0.527291625697	1341.14301156	1298.48879994	True	
-2.97918775413	0.389562553021	0.611611926201	9401.14155895	1233.56435995	True	
7.77972681753	-0.27274585911	2.14889858239	2087.28456132	1171.88614195	True	
7.32509185476	0.0501683072886	-0.532336746257	1275.65959493	1113.29183485	True	
3.42651409566	-0.27714549917	0.214445689972	1043.15107959	1057.62724311	True	
3.59899681672	-0.492380307447	2.40709231924	1829.78949781	1004.74588095	True	
0.896899627087	-0.141593611332	-0.158332409415	2073.77973458	954.508586907	True	
-6.03606322787	2.57312286684	2.57964151681	4636.4006573	944.963501038	True	
6.89925820256	-0.490775444649	0.953308453789	1811.84120237	935.513866027	True	
4.01087257158	1.92745702327	-0.899592473514	5919.34595526	926.158727367	True	
3.5040883302	-0.102550369811	1.38853936107	2669.2778765	916.897140093	True	
6.88511914278	-0.505048964092	2.59647372846	1901.40002023	907.728168692	True	
1.85864928971	-0.258830554017	-0.202419595845	1248.78226671	898.650887005	True	
2.24458329368	-0.340642205018	0.216620145877	934.867620901	889.664378135	True	
9.10736489111	-0.34739164891	0.170409251009	1502.83857508	880.767734354	True	
7.8166934698	-0.51169159987	1.83128087907	1919.92142595	871.96005701	True	
5.92708544183	-0.0127755429648	-0.351076071356	973.447812998	863.24045644	False	
1.85820087269	-0.149203374447	0.412174144376	1261.16796298	863.24045644	True	
3.47376243554	-0.414232717011	2.33463309838	1735.42416569	854.608051876	True	
3.73837969227	-0.215087725505	2.58055398055	2305.06375705	846.061971357	True	
3.59119815206	-0.213771630415	-0.058861936115	761.490417978	837.601351644	True	
6.36422585535	-0.37889045606	0.450651452717	1532.16697332	829.225338127	True	
3.71393878033	-0.14504512221	-0.0672455540844	816.243258154	820.933084746	True	
9.06812988341	-0.16102194363	0.693397201772	2331.08473405	812.723753898	True	
-0.6790817784	-0.263772236765	1.09364456316	1398.99464965	804.596516359	True	
0.519494176598	2.77085538631	0.212005147585	4628.31459512	796.550551196	True	
1.98909610398	-0.00404437376707	0.00184408592689	1141.86074591	788.585045684	True	
-0.816108093515	0.00163741464609	1.57964829121	2364.75454754	780.699195227	True	
0.619549196069	-0.291396825904	1.03848194792	1204.98210047	772.892203275	True	
-0.741673304694	0.152539119519	0.715236543389	2851.00413327	765.163281242	True	
-0.687236579001	-0.158125763563	2.45024981665	2155.19699125	757.51164843	True	
2.15604659779	0.445021983169	-0.368371437452	1468.5295196	749.936531945	True	
4.5732029601	-0.268406553925	0.220660783374	1276.78374143	742.437166626	True	
2.3876071656	-0.2800925063	0.22106857622	906.423593754	735.01279496	True	
0.491103352136	-0.264029697127	2.16833642972	1809.31177309	727.66266701	True	
4.30558800595	0.417494221376	-0.512012759128	1368.5401344	720.38604034	True	
3.67000621019	-0.488882575415	1.45711087825	1731.71141185	713.182179936	True	
4.22155050012	-0.0504398110987	-0.418536445004	562.177440527	706.050358137	True	
3.81217538263	-0.371760121645	0.218800599306	1150.37206327	698.989854556	True	
6.06321704439	0.117050117328	-0.444070014152	1115.14700226	691.99995601	True	
4.50915664739	-0.380190896775	2.28349059442	1786.79426801	685.07995645	True	
2.30839471773	-0.550827428574	2.0135980915	1968.20287127	678.229156886	True	
3.58192207906	0.436327757519	-0.528313414345	1276.9733458	671.446865317	False	
-1.61437099554	-0.562200805743	2.40975770786	1806.09564605	671.446865317	True	
3.7178821348	-0.0133173707556	-0.253854501497	655.427361909	664.732396664	True	
2.38726100833	-0.592198105422	0.320033138491	2160.87312197	658.085072697	True	
-4.13897279496	-0.253046126904	2.73964358277	1389.83900613	651.50422197	True	
7.01028253905	-0.310700502788	-0.132423937412	1230.93343921	644.98917975	True	
-0.925876017315	-0.56385783596	2.73788817906	1954.92914928	638.539287953	True	
1.30596415867	-0.462479498402	0.1892623072	1631.81774651	632.153895073	True	
6.50444575883	0.378752835736	-0.592600406841	1918.40841746	625.832356122	True	
4.46372251113	-0.0993824624561	-0.622734478182	1259.5784928	619.574032561	True	
1.93639843484	0.383706571243	-0.383446821883	1460.1495722	613.378292236	True	
3.87987027225	-0.265381524768	-0.0962833771137	789.164942011	607.244509313	True	
1.79639360656	0.22098868129	-0.500054446488	1832.11868609	601.17206422	True	
-0.478691179722	-0.0715008334482	1.02721084407	1919.84083079	595.160343578	True	
3.97375366985	0.344337534278	-0.233235205032	1814.43571959	589.208740142	False	
1.68155346097	0.0378883183688	-0.371544220782	1510.53526902	589.208740142	True	
5.75111040838	-0.167942682893	-0.529270808051	1147.65636192	583.316652741	True	
0.610130981267	-0.433973786151	1.71651202561	1425.49996241	577.483486213	True	
2.12495354754	-0.341010783089	0.435913712	1022.74772427	571.708651351	True	
1.6156493313	-0.194194661838	0.298402387276	1077.66982258	565.991564838	True	
-4.14165521953	-0.428474647337	2.51226586635	1561.36657465	560.331649189	True	
-0.784456674793	-0.298252931004	1.12890407651	1370.07334614	554.728332697	True	
0.866404420094	1.31692009875	-0.290199883166	2571.39536545	549.18104937	True	
9.91740788726	0.0863459038867	-0.655434805177	1962.59828231	543.689238877	True	
1.29583543063	0.277653415675	0.533016528995	3225.2282992	538.252346488	True	
-3.20684527003	-0.374226130815	2.46784592959	1198.7102525	532.869823023	True	
6.83200976331	0.0746469834019	-0.65562977856	1635.96472864	527.541124793	True	
8.82327631126	-0.364528891806	0.27251677527	1549.81752741	522.265713545	True	
5.25429262341	-0.117766031454	-0.288906869393	818.596223872	517.04305641	True	
4.55744348032	0.0913170895727	-0.337338733433	845.582798177	511.872625845	True	
0.629173532543	-0.212446794757	1.17217801588	1467.80254345	506.753899587	True	
2.68630009345	-0.0890949191703	-0.311052047664	670.881085105	501.686360591	True	
7.24559952229	-0.358665047512	0.633703540784	1653.82493774	496.669496985	True	
3.24072017189	-0.431243543606	1.40441461447	1610.02704069	491.702802015	True	
2.16255644677	-0.247825528385	0.435497573365	1091.83061999	486.785773995	True	
2.78637838595	-0.0746406344836	-0.101654670802	763.82554199	481.917916255	False	
5.38777879811	0.0226371444822	-0.352342122039	901.539399943	481.917916255	True	
3.34375659314	-0.372406906298	2.65858094128	1791.91410411	477.098737093	True	
2.77179456563	-0.2097210137	0.0759912179187	831.517969791	472.327749722	True	
9.11518179345	-0.505257640396	-0.0167189358846	2000.95657275	467.604472225	True	
2.23088591224	2.21246109976	-0.370713740791	2972.83587263	462.928427502	True	
6.34984504386	0.315994221251	0.705450759579	5276.63220838	458.299143227	True	
8.1275840043	-0.428204716863	0.600410150378	1675.5250125	453.716151795	True	
2.76693300757	-0.371246374785	-0.408215432919	1790.41100743	449.178990277	True	
3.79674760375	0.0151658610496	-0.22409809878	772.85118652	444.687200374	False	
4.87874839116	-0.0551734589427	-0.255456547377	835.993219733	444.687200374	True	
2.11095513482	-0.375048975497	0.607649952314	1128.38385884	440.240328371	True	
-1.6057547645	-0.46251763102	2.52694974904	1423.13892776	435.837925087	True	
