Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Potential	Temperature	Equilibruim
1.21337972306	4.97680556551	3.42744804339	9.08206665627	1.10103305618	2.40582903327	9.63349824201	3.05488520875	4.03102863161	2.46577877054	-0.661078592453	5.79174373778	0.665952661769	0.976328468019	9.80935481774	2.01005703148	3.63879339319	4.87786563292	2.99835538152	7.09551137056	7.39529427867	4.93235681683	6.41729798042	2.56589446507	4.4951623703	3.07655466671	3.50802299131	7.44734464747	2.60048840703	8.41077522043	0.296979177867	9.46828883903	4.86324376142	3.52649125627	2.39913800868	3.30895820192	316947.127316	100000.0	False	
2.97394911343	5.65972094239	9.75672932517	9.11869198488	3.69413976469	0.52750719177	3.33632050607	2.9830403194	-0.780251182189	1.61665609267	1.4924170002	-0.590075769471	-2.22268318688	2.92330003303	8.33301636127	0.852893961239	6.18168693249	7.18009265487	1.07599234823	1.49722303366	9.41770943824	3.56837888306	1.86267718571	1.51231123197	4.53945788891	0.667964569176	4.52108314207	1.96090279425	4.34824046591	7.92582860802	7.74323096402	3.59497842032	1.54642697669	5.08493202437	2.77560943625	2.95705006012	172871.523879	100000.0	False	
1.38846566393	7.3584698183	2.93890951092	9.38219772143	2.29238867871	1.06935996721	0.678059481483	4.57797160301	7.45686633497	5.20834005956	2.28355669507	-0.432369800119	-0.571144064638	0.871151560196	9.0201131281	5.03327712758	8.87223493607	6.85475396224	5.87426140813	6.7650261145	5.966555029	2.66017903087	9.92292436444	5.79785572139	5.37083992555	8.09401981861	6.03066504337	7.46594531151	5.61449333782	9.80218353087	8.2449829518	5.44091654671	3.92098931535	2.81055002696	2.70074318641	2.37062052258	222076.148378	100000.0	True	
8.78758003318	2.22466625957	5.24627461442	8.21111063716	2.62745461795	7.66592834373	3.67632423122	4.66555989297	2.03693170549	8.17162398719	0.135139665637	-2.6561602621	0.372599733906	0.749125135075	0.137237089615	8.57192256494	2.07281248216	4.56091437667	1.18765897717	4.18786804855	2.00465556197	8.07039458798	2.34880018957	1.79035702646	0.547472379642	3.62392702404	8.1348369843	7.85709236139	9.04853328718	7.11854861108	5.66216373651	1.25279646535	2.63098656769	1.31783105723	2.67634246315	2.50946087017	308563.702116	95000.0	True	
1.693644156	1.94338658588	0.55166033567	3.53697420604	8.7267882125	5.73729211519	5.31591913627	0.185112571878	2.36688939779	-1.40092374104	-1.05531608476	4.49632030642	2.32868208701	3.2337442362	6.67404106687	2.15664047897	6.3942050485	7.83016776826	3.07109956549	3.13405676951	8.15057416493	7.25698057892	6.88402162505	4.47001984028	7.80031973797	5.79507662273	9.07172683709	2.76020137744	9.26558238549	2.53000172427	0.229180565408	3.07380490708	8.14142645727	1.56404638663	2.39839357272	-0.311331456651	185705.353087	90250.0	False	
2.09463291577	7.10979675443	1.56796491303	4.29690216532	8.39191856452	1.32391960238	8.06720436586	1.29241701918	-1.71439880686	0.766179467175	1.91258242785	0.963862116627	-0.428824269955	6.85168173903	6.69060796669	3.70676382447	4.34311339794	0.529594750501	8.31290527152	7.90035548047	1.49923726341	5.11276972216	8.18363365851	9.15189723645	9.05415179547	3.77530490238	1.62726727678	2.00493474066	8.45116454881	3.03313127069	3.07367807407	9.07050222403	8.90513300523	-2.39010049469	2.43082699231	0.510459840653	133377.319294	90250.0	True	
1.84281882306	7.50054813601	4.19200093053	5.52943364122	4.5331876973	8.70696263773	4.31490112958	6.85351884483	4.6180773163	1.63664386376	5.98143002292	3.50438584136	-2.55185583418	1.71041524625	0.508039781806	8.96865029407	1.67146662428	4.90267451932	7.2308275376	3.13890425123	5.64254617137	7.25807320188	9.41987152891	3.06580471398	3.07100078655	3.98167668329	8.99216102829	8.25670267594	8.50155096373	9.08383526336	1.64816425857	8.92032277572	1.968165261	4.28458162729	2.85376981344	-0.119127723575	228981.608284	85737.5	True	
1.02075544055	1.69710364617	4.9844859217	5.66838930696	8.87183629744	0.821904168108	3.79139723063	9.24076132398	7.25822423368	1.26121226116	3.36112521885	0.748906618412	5.75061117302	9.30257160036	1.71742358277	6.06621389559	6.38577716826	3.13418009534	7.66884258925	8.42259601955	0.674982431192	1.07163400455	8.64014032109	0.656472959561	9.61147297521	1.1475534007	4.00270907448	7.71690009265	5.42753733656	4.16676562721	8.72227542405	4.90733424868	6.82371526971	3.03272064698	2.35895938488	3.1983061306	387919.723538	81450.625	True	
1.61499182533	3.61685766551	5.16188645699	2.93531331643	4.86971882935	8.67710274404	0.324713705289	3.13600043	5.50967472999	0.513903209422	2.91155439156	-2.31782820253	-1.86038009258	6.75967811077	1.42167304633	0.0323087370429	9.81652316276	1.02717845677	4.34560572827	6.70857814393	2.00941076879	5.84156150638	1.93917930462	1.96533570014	3.95198723926	7.13895859427	3.7272647844	1.49253694561	1.41668740013	4.76821305146	6.1963736507	5.78598704998	8.59055587727	1.58021032652	2.43146530275	3.93760647612	225060.718819	77378.09375	False	
4.85365591833	3.92161850204	2.88188471202	5.0319076182	8.63774359316	2.63163753149	6.66729756723	7.31526963802	4.40798541589	1.88062044532	2.18977746642	5.29058276302	4.74592305327	5.77006006776	2.50241502013	4.63588584868	0.451369806628	1.50512247047	5.32326382145	4.59363619485	9.38493927157	2.60559990975	3.84798915552	0.490162826241	5.57260262243	3.81936148916	6.91188868763	7.67068692409	7.23724724961	5.02903067049	9.50874688495	2.18155985299	0.396256125168	-1.93296018678	2.17287680293	1.81254862593	214145.549993	77378.09375	True	
