Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Potential	Temperature	Equilibruim
5.84342989356	5.24947319423	0.75798476051	4.15757746565	7.23249715962	8.4929124692	6.679083	7.5255131966	-1.72601211069	-1.0658510072	-0.203344112537	3.44419804876	3.80153142427	2.95542151043	0.918399291945	6.48804121017	9.59990145129	1.37449309626	6.6841539802	2.09334254025	4.72557984906	5.53884810984	8.04519877897	4.93002058939	4.4454903859	7.54599488594	9.96140861609	7.2466882367	3.31095840534	0.131858473588	7.64530699213	4.00189587964	1.16580182138	-0.60365978572	2.56299381564	2.20951059354	175594.905192	110000.0	False	
1.42768863735	5.69588888321	9.15294923418	2.70160652566	10.2577316685	9.70778808655	0.561279486271	8.32138797254	3.57350013737	5.1242099082	6.45407411109	1.43204445183	-1.16743714488	0.63727905307	4.03376668407	4.03036568558	6.45183596416	8.78017911223	1.0190671373	0.750823200258	0.783346514859	0.351607800434	4.45831219444	4.83053733466	7.07410886317	5.16674922188	8.43241122366	1.12868221379	8.35754601176	8.64640475263	2.04949058125	5.76542632944	2.70459288	3.91219865175	2.52086167597	3.2295583048	409459.487955	110000.0	True	
2.08809361485	6.71139209596	3.85199057441	6.00749660966	2.72494089733	2.52539772748	1.55586323292	9.6541750906	6.84958214271	0.410503509989	-0.268321212299	3.14339966333	3.38308495286	6.73907951633	7.05519333093	7.59228534471	5.11331146421	9.47100026168	8.22152491312	3.27550112748	6.96620376113	6.42919132195	5.60624318268	7.60231563121	7.91931735505	6.68588209865	1.76607602706	6.58413189501	4.44257999419	8.93065022472	6.16389537603	6.08435651456	8.17457166604	1.12015549821	2.25474992154	0.768966386388	353002.067623	104500.0	False	
5.04423037027	11.8662112154	4.47881127654	2.05458779426	3.45263029145	7.51044383707	8.40391239104	1.64005901559	1.68281189095	-2.17170449911	5.65833915186	-0.462423717314	1.40728533271	7.5237940973	6.29206369559	2.65628112105	9.78671079403	7.18406457649	7.72593594986	9.25585880876	9.05314735217	0.584006523747	2.9413259986	7.92437481484	2.59065701067	2.36097322395	3.99531061285	0.641357377419	7.95914781714	7.74656317518	7.44181854242	5.77231796686	3.89916564444	2.78058682758	2.78508902113	0.0167943789953	405537.329658	104500.0	True	
4.90593449038	2.54226375069	7.20425461494	7.48471981196	2.98198313723	1.18232427302	1.21923923442	3.14986663133	-1.81194357179	6.58697978679	2.83980874107	0.0914384099477	3.30372637988	6.14339088018	1.25995705706	9.85229769919	2.96475541869	5.9469186303	4.39370328671	7.91981200827	6.73440356002	4.38692348982	3.52289786314	2.81248500167	7.80956624196	2.24960605357	5.10100407573	2.76135467567	2.77779237162	3.0704303039	5.21915650269	7.78003042324	6.49489517037	-1.9143846667	2.64262672133	0.713774524801	155021.645117	99275.0	True	
4.57904578674	3.36635459671	11.2814200529	9.20769315138	2.86145508515	2.29808020419	4.25379172911	5.19199545625	1.20175317968	4.75805093414	-1.52695736511	3.36674711286	4.59793373787	7.19084838333	6.41763497785	9.16154495787	6.86983904429	0.600809960513	3.58423001269	0.147740989559	5.6092432342	0.532626183489	1.48200948178	9.94369215986	2.01026741601	3.70935395815	9.71971149043	6.59204298612	1.76751794879	3.30482561243	1.96054936239	8.7038930993	1.30809703858	0.431437674344	2.01898008227	1.08636121536	739378.812353	94311.25	True	
3.41790047405	5.41554021559	3.70272979492	3.50512762387	3.50449938372	1.65934092017	1.98211150552	8.92305707872	3.74802417243	6.25850725853	1.35092268083	1.95608586522	-1.09774306853	9.74362204058	4.1649713793	1.63945895656	9.25330842183	2.09372456993	5.82822768611	5.58880142972	2.16956586702	9.52078292377	8.02550268148	9.83573862704	3.0288866879	2.43797531859	0.691232401053	5.72143432804	3.41063652226	9.27614430816	9.86582175278	2.27191293696	7.00326678429	4.03297383875	2.44044456511	3.01959186032	183059.638897	89595.6875	False	
0.0845130550776	7.19951715708	5.71646710235	2.95988736772	7.02137873486	7.81702461679	5.80499705786	1.90918104705	-0.129120154272	2.39040585167	5.40824543464	4.05020479272	2.36363919025	0.769712921014	7.71517609594	5.03989525201	5.00796956518	0.290429159993	1.07189163092	6.18425801773	7.3638989027	2.84086859376	1.54304891527	1.8250129208	2.57241722793	8.24493864971	1.71217992828	8.6148918826	9.56819375048	3.17452560205	8.135958329	7.61958417839	2.79474369477	4.01630782986	2.07038490193	3.52769649737	306273.739269	89595.6875	True	
11.913985681	9.70826277785	2.44363688055	2.11406716247	7.22641021892	9.7451653099	0.625698344164	3.95110846476	5.72190948071	2.43116378302	-0.906418675753	0.429597656341	8.69845602556	2.64743649127	9.66121479911	2.15026344308	7.4210922436	2.96966173982	5.99061991883	7.96336913335	3.11495792694	8.89410941938	5.05954700234	3.83702850141	4.2973908762	3.0539430276	0.938467591255	4.48472593443	4.9638302958	1.29383765889	6.56233319308	8.56805281224	0.576269938692	3.43403630898	2.9144780265	3.03632116967	466410.80756	85115.903125	True	
2.02169706302	7.04960633719	3.62150027776	0.11761919213	2.05435379798	0.224733035637	2.48556579039	1.19320011644	2.90135109324	0.417678678785	1.18271212398	4.27275006812	3.81654270421	9.54986685638	1.39422719528	2.10123294842	7.83342765639	3.63718522111	0.744230941392	8.90074816509	1.07861135018	2.83310927789	5.98164213026	9.20070378226	5.25561581316	0.856749604441	0.524992101334	6.8564914495	2.34649411	8.35142364893	5.14541806278	3.50370757248	3.53076086305	-1.24162519868	1.8328961075	2.97049941714	228781.892979	80860.1079688	True	
