Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Potential	Temperature	Equilibruim
9.02870086756	1.95177453719	8.93715489866	2.83234840483	3.14095832334	6.92445547785	3.06398863077	3.12012677501	1.64664123103	2.4892732432	-0.636532692033	3.47508225198	6.27288453312	0.77383500443	6.72365040717	8.91231247661	1.20303220401	7.28961220634	2.91103058224	3.45209882636	2.31048431657	1.27780948005	8.94509114079	8.25216962796	5.54608866022	5.28698357713	5.7455991433	4.38770784943	1.35570368631	8.77186030663	9.28657828405	4.80594951222	4.43221660074	-0.404811428353	1.90481646161	0.931273646976	462529.531506	133100.0	False	
9.25501205672	3.92098179974	9.12621927104	8.62500656603	3.77939295464	9.462246109	3.29710804076	8.37769899079	7.2880183688	7.63839756335	6.34364625437	4.94309392008	-1.0610205272	0.469296939409	7.39492890656	2.94686006435	5.23285864875	4.7599977165	8.7508416804	2.73013090881	6.4566516842	7.01903473224	4.65352501187	5.51045681271	1.90499776727	2.88394745084	2.88351770581	4.98931945222	6.56578036339	8.3171130096	1.65109866488	5.33786742041	6.3371421185	-1.89053066879	2.70335823215	1.52186142999	320638.336326	133100.0	True	
8.99342647301	10.289878216	2.1226028764	10.2139043585	6.81391550317	1.57635777231	6.39216399743	1.54265212027	4.07282497207	-1.86695179197	7.75573962584	0.727499427829	-1.49470410738	3.57135964672	7.71241715235	5.44410598147	9.35726553637	3.16968633587	7.76310439482	8.11885167679	9.24989679869	0.522843595951	0.24311681099	2.5040288537	5.77961182627	0.379242062045	4.25770496671	2.08999251579	5.15605143915	8.71224841526	2.56192342633	9.65009468004	4.03190789425	-2.73974591676	2.90017351054	-0.22732594154	293312.064417	126445.0	True	
4.63311364956	7.75319452461	9.08347326257	5.77924497357	12.3525843576	4.89441716431	5.90818439921	2.36586532127	1.82685952108	2.1034484618	0.348055680167	-0.268802849519	-2.28830049884	7.78029723381	6.05227699272	5.50615444712	1.38381768744	7.98041623088	9.30991436898	8.51701615006	8.26515861562	9.07543452327	5.18781523412	3.69745621675	6.13612856248	0.682317007082	0.864943859709	3.88122338978	2.69135578109	2.74393659659	0.863771506144	8.64860959659	5.15094547595	2.29450149265	2.89280187584	2.0836937558	450796.99295	120122.75	False	
6.71706612497	6.75906247624	7.05454690639	7.80446238715	3.6966663787	8.72595372791	0.841447869914	7.78075703828	5.37626533491	1.75053571371	3.59329900416	2.23857014152	-0.377587434624	2.31720186902	7.87575187065	1.8485378385	8.3206985571	6.53844576716	7.3154859435	7.93233884656	6.36230711161	5.83126858878	5.68852114067	7.85939130708	7.12944679424	7.39056366122	2.96612466231	9.5519108084	5.79317856518	7.42482479576	6.87922554316	8.7375551105	7.66172008751	0.00608613740839	2.72058542729	-0.615558968277	125936.93451	120122.75	True	
8.41183115145	3.4724728449	8.02839974598	4.66200542664	6.73796418448	7.41560485138	3.84856755787	3.41762495596	2.45155245752	-0.447840054525	9.74968309314	7.43199080369	0.366612180823	8.49687402945	3.31083489916	3.17417760631	4.30281781143	5.36214336718	3.40814474585	3.64214141984	2.30384156736	4.72964547786	4.3484232482	8.67652999519	9.72089104438	8.48731921876	6.44589158704	8.81253350409	0.123840478003	8.69587278562	5.12651480463	8.28871063305	2.53876972412	4.01868733026	2.72953194061	-0.593643682176	537349.668976	114116.6125	False	
2.78641527105	4.9632591068	9.91618925634	3.34308561506	9.17525422131	1.28214761349	2.24130171169	4.17861001726	1.1240847442	1.58916228784	-2.19723686348	2.22553946047	6.12591218158	5.70217509341	5.60454978336	3.47281971218	4.23893049375	7.18729870705	9.14515055072	3.17047013093	3.33413893664	4.27454633325	5.58074974281	6.83169506933	3.44746441308	5.59187349906	3.34475578888	2.28099371272	3.03425900463	1.72942705289	0.575577335315	9.21305671534	1.73797224531	-1.67127669521	2.70362100209	0.697310161875	192166.830227	114116.6125	True	
1.93372112435	8.95142116272	2.45670766188	1.53854990137	1.8077164429	7.91200021391	6.21844052442	1.3751331766	4.76554434917	-2.45176069028	3.63715827044	1.75491972693	-1.49973476256	3.79849582174	9.51208870509	6.44308619722	0.589483651786	9.13893085602	8.55755936962	9.57348401559	8.22886180798	7.45840366331	9.01672808478	4.75473311896	7.73854772456	1.2545884523	9.56115047866	5.71286102021	8.8110351949	8.9488392457	8.26819284534	3.63307456965	3.23821013225	2.49697983085	2.32174334366	3.42790068249	190756.127145	108410.781875	False	
7.89397689749	1.23218963116	3.79533017071	10.5956975518	6.09150840338	8.51336112053	6.20599630878	7.394802168	2.59350440952	3.56089729221	6.71214154232	-2.73005634832	-0.876245370235	5.62224255923	6.51284928595	1.6004264062	3.90512111861	5.33375694566	4.42708948663	8.81314137086	8.65637757299	0.193282105806	0.934846172378	0.264302528178	5.25801910769	2.02664645072	6.96412182311	3.08293477729	4.12979472135	3.51856850303	2.18414306221	8.72116338059	7.61086592561	4.59246226425	2.57540036913	-0.178671532772	347906.920268	108410.781875	False	
9.66822796749	1.86416569154	1.76936854349	2.19523516253	5.74323209141	6.48427606949	0.354328812025	6.08031080778	1.16462287499	-0.728678188207	-1.11180198943	5.28145546565	0.73927952059	7.67865990219	0.96479236031	6.33999582086	1.53169257532	6.96061698258	8.41886131991	7.93297434296	8.60965073399	6.24156348695	4.53134162451	9.15323898227	3.83662219957	7.15891644944	0.760254673661	3.3898730462	2.85486604198	6.5457451631	1.64817450613	0.42822598791	8.04368772744	5.50577072894	2.54779653498	0.292489027409	179308.834173	108410.781875	True	
