Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Potential	Temperature	Equilibruim
1.89856383474	2.26579227464	-0.24879844238	9.90577710581	-4.59925402814	9.68436542376	-4.81972195484	3.45966841385	3.8650318984	-7.20198108807	2.57178555678	-1.21226517253	1.97371638731	3306.50831282	3131.40104098	False	
2.42515105092	3.24080899182	-4.55061624443	2.43431031191	-2.74691329079	7.91771531207	2.15166547285	2.61855400593	9.57414815809	-7.83519583532	8.21449122834	1.74130438501	2.53143906017	5954.0952595	3131.40104098	False	
8.46112828966	-3.46121963611	6.42612909303	2.60144914499	-5.78458236413	6.07126824113	4.11439918049	-5.43909683137	5.21609439956	-7.38910727979	6.74487714939	-0.754786710532	1.32295759134	3047.01453346	3131.40104098	True	
7.64309110908	-3.94518142229	5.45442850174	4.05999020051	7.96566416953	-6.4321343449	2.45942406509	5.93218393603	-7.18250591249	0.792384014375	-0.108262796453	6.57624636678	2.76945945428	3423.52997553	2974.83098893	True	
5.07730480635	6.45923644301	-6.52488625736	6.77066560248	-6.57000616054	0.5271161109	7.80825631176	-0.458786313969	5.21227972926	-6.26161192162	3.1676429011	-0.277958805791	0.652846113799	4752.19239546	2826.08943948	True	
1.51492058261	5.21115896936	5.30088308708	-1.26129666415	5.72295124371	-3.81998961332	4.19231173345	9.04581289024	1.96621550793	-5.9025563613	9.85043133951	-8.71735138447	2.91924151909	6123.98807205	2684.78496751	True	
-3.01561054829	7.33714156279	-2.42238139592	1.80822239203	-0.194374265959	-3.43200814148	6.87427968144	2.67018497608	0.272365596973	3.65789182528	-6.23443569588	2.13086928409	1.58363721784	5742.48795804	2550.54571913	True	
6.84556638009	0.148254709788	6.82049383399	-3.20040223138	4.53807729921	-3.55879654723	-2.44884171052	5.02259489951	-4.07995428468	6.56995467441	-1.16827728725	0.62320426152	0.451267792225	4008.6265575	2423.01843318	True	
3.63339906868	6.33939729624	-7.66965354772	6.16728550959	-1.67129236036	-4.35863046728	8.0624774965	-0.204202454226	-3.30258185359	0.28456426774	4.42277604202	0.208930971538	3.27708892721	3950.37254428	2301.86751152	True	
1.90909148945	-2.12226566141	3.02986333293	8.63779470359	-7.02949396429	4.25166262588	2.58950253409	6.53613775294	5.78888953675	-4.57536786887	4.29261341771	-1.85089915276	1.91366594963	6358.29583763	2186.77413594	True	
3.24982115601	-1.21870038693	9.64507979902	-3.42569025484	-0.177719547081	-3.2159234104	2.62850196296	6.29814927122	-2.14048739739	2.40799467516	7.22226690608	3.19112786455	1.69559295807	6076.62750573	2077.43542914	True	
1.46381488577	-0.338465189828	6.52965764434	0.678217362173	-6.39967679494	0.293513983119	4.62372252786	4.27175485725	5.31329254141	-4.81800023367	4.51088502651	5.73339652559	1.81329297368	5512.80405235	1973.56365769	True	
9.44392561913	-2.16770095388	-4.79981956015	5.64309030344	0.179306127279	-5.73485888036	7.33488825634	4.08578891809	-8.03116343934	6.34746776411	0.785383493943	0.0943904412894	2.56233172893	3802.90936625	1874.8854748	True	
5.51787544078	7.54160047917	-2.92695732713	-2.85549261131	7.5403323598	0.256606117585	-7.10193797856	9.72981074905	5.98834170436	-2.80393484426	-3.80010686574	7.36178237445	3.604295581	4417.51332197	1781.14120106	True	
1.82266926635	5.5785617634	0.292238293152	4.74496881012	-5.64065752638	8.56194964507	-6.62296985756	5.03791059137	-5.06298271321	6.54163535582	-6.23817269877	-3.96117354714	3.50311145118	7746.36664901	1692.08414101	False	
-0.52496207787	0.435879889363	3.7054948286	1.53634151563	2.75931329432	2.26507377438	-3.33711647752	7.6570656089	1.3988313044	1.14212263406	-4.76103433446	-0.11580257999	1.93844349353	6052.3566067	1692.08414101	True	
2.1904390938	8.00822494541	-3.66376720809	1.40146152779	4.86055924061	-0.441761033021	3.69286245515	5.68835589046	-1.89151413692	1.59048615087	-3.01667956027	0.699624738412	0.965993696162	5934.97837014	1607.47993396	True	
1.65498555377	0.341372953415	6.16272370534	2.99824238906	-7.85821999653	8.63609653088	1.99104149344	3.03445957859	-7.75217021801	7.66126462195	-1.05311198432	2.96922849414	3.02315957156	4031.91161548	1527.10593726	False	
4.8020761266	-3.47925259329	2.10119048784	7.06326925955	-0.893833346703	1.13847198664	-3.53630100968	-3.29565744102	5.5751275354	-5.35689431595	9.3853726352	-0.401287772874	2.47542624945	2016.0999416	1527.10593726	True	
6.00518214766	-0.426210405667	-2.69277551984	7.63656892493	2.60543856817	-5.69058732495	7.79998972992	-2.99848784701	2.88103043911	-5.88528576427	1.0729296367	8.32983340336	2.08506978941	3931.88539589	1450.7506404	True	
-0.162440728358	3.81129940397	9.8811450864	-6.98481399616	5.89156931563	6.07884200165	-4.83589984601	6.91345540925	-3.71318462121	7.75223790533	-4.5717785894	-3.76731944753	3.88656188986	6043.1306692	1378.21310838	True	
5.2714130593	0.193976195525	0.76042255345	0.0756671757487	-3.99865792913	3.64695735927	-3.3784653271	0.450179292996	7.16853488686	-8.28477986822	9.31412984917	1.47360897064	3.72010668489	2740.76341303	1309.30245296	True	
3.6414570586	-3.7460493985	3.25261750383	3.2010420799	5.56147362343	7.59976979141	5.32891921628	0.598550960147	-2.10371924605	1.2095952642	4.68290833437	-2.08500447377	2.83700248673	10426.9658291	1243.83733031	True	
7.46164304773	2.1084333562	2.61850362636	8.19835059278	6.56915417414	5.02756966648	4.7200933648	0.00185527596526	-6.8558132784	9.35604169261	8.02289845773	-9.04414117872	3.57165767975	6449.30342273	1181.6454638	True	
3.13812329229	3.19776587614	8.1381086392	-2.15905428575	7.256422583	-6.54414020452	-0.586394360269	7.88999224504	-1.13913505283	3.02265025336	3.3827008641	5.87369148073	1.52978406477	6209.98678866	1122.56319061	False	
4.25311079355	0.32789117697	-3.97325452224	1.09369797498	-1.09949745795	-0.976859768138	-1.19170009099	6.23780173131	9.89075816974	-4.37942026573	8.51534046413	3.91549161888	1.35743224677	5162.81207018	1122.56319061	True	
1.6978678737	-1.14259759462	2.60188620146	-0.975888249113	4.84453221426	-7.39497173526	8.27290211979	-5.57381722416	8.59290570565	-2.15838282433	-3.24216572053	7.61844810799	3.38568204495	3344.94311206	1066.43503108	True	
0.0502192641734	6.61707285845	-3.65462219244	7.3748610633	-2.88953160697	-5.61845022951	4.10978715175	5.08957941482	-4.76543014935	8.01960627075	2.40032384342	-2.56288714563	3.29398839293	4012.7552948	1013.11327952	True	
7.27557440663	5.52676379264	-0.813162009283	-0.450360043843	0.402697340426	1.21941268681	-2.46402419579	3.21392543714	-3.44400181139	0.995556513666	-3.40521898704	1.63257447463	1.44935956412	1928.56509909	962.457615545	False	
2.63251367573	7.43148189343	1.98465473445	-1.62952711548	-0.222419689819	-4.50846752081	5.22538657961	2.08694060887	-4.13032323567	-3.01615914082	0.969157452206	8.52060490031	3.95487548604	1578.30826957	962.457615545	False	
5.99695000963	1.94868530426	3.14128814528	-3.07162118283	0.844609765957	6.59285330139	-6.66106388602	1.85238510665	2.99627896624	-2.19356000863	5.22760565204	-7.2226037019	2.16976892465	4689.61888563	962.457615545	True	
1.0495114556	8.15021697649	-3.01179102966	2.47750419581	-1.57500520244	-1.03555761208	-2.40905410584	-1.39019597197	-0.69968505903	1.20713825592	-0.510020396415	5.66951473143	0.807024128423	3672.25831971	952.83303939	True	
1.47998011393	-0.986841981601	6.06890977371	7.42079991826	-6.57554691218	7.31676485403	-2.19919778877	2.08796143846	-5.16155523879	-0.011513633451	-1.72118913599	0.689881202886	2.39280934303	2631.70281454	943.304708996	True	
2.10798187	1.84235944189	-1.26815486915	-1.64179759237	5.73985952684	-1.04661401516	-2.50091523668	1.9741901902	0.243856445395	-6.33842693403	8.30538141506	-2.40998364743	2.58747120278	1946.98490301	933.871661906	True	
-0.261727233774	8.86311449431	-6.81058837503	0.394740877231	2.10036923981	-2.38426629066	-0.796542133274	3.68879329604	4.28681475528	-2.6400005539	-4.14704371296	9.07736506213	3.38688982333	2615.5454865	924.532945287	True	
8.12048586084	-7.44044763401	5.7502891285	4.05308277925	2.73881031084	-0.9132855811	-4.16898079415	7.36816441621	-7.00648380224	4.06097297438	-2.5179581421	7.58461537916	2.80535737673	3172.7712666	915.287615834	True	
4.57798032205	-3.69241344325	1.59279578312	3.8831981835	6.51209788043	-2.18503883127	-2.38506144809	7.39967450082	5.68805704657	-8.38386629865	3.99283834778	1.15672774023	1.82668772964	5059.82836684	906.134739676	True	
-0.771717347211	7.32186633711	2.31047554972	-3.37011268964	-1.49940353572	2.91463597729	0.439290304445	-5.06685563997	3.28185091802	-3.30017926306	5.75227761064	8.42205078978	3.25998968379	2234.32092042	897.073392279	True	
4.50806526268	7.34410898793	1.38254412388	7.38648382968	-4.67600039106	-1.12110808436	3.69515127303	-1.69158355184	5.87900481233	-7.76068657093	0.662806376231	8.87013231432	0.994530914302	2981.13417958	888.102658356	True	
8.1293792703	6.24828258962	6.02811439584	3.81888146791	-3.51380128223	1.62076392068	-3.58846819396	-2.14641509022	2.62036518881	4.95271606817	-6.02483017852	4.16594873719	1.79380725925	2631.41864776	879.221631773	True	
3.03702725566	3.6091458383	4.53936790655	9.41420438635	-2.36631577949	-0.845557670083	-3.33318779429	5.05328549956	-6.10696712752	7.18573987729	8.26216551984	-5.30994344341	2.52425200778	2981.74242802	870.429415455	True	
6.01699189398	7.04904055117	-2.92339801687	7.8325049367	-4.73466983488	3.43372461876	-1.33434089622	-5.63611875887	0.931714069948	2.35446552292	-0.765033618128	4.617731083	0.903988365041	3649.41324501	861.7251213	True	
8.44138407069	7.17486550581	-3.48397296881	6.24378364004	0.954038899125	-1.84110257943	1.4029675935	3.1834088683	-7.08795522474	6.91030834253	-6.42593246313	7.56509374779	3.38876991583	3804.13894788	853.107870087	True	
