Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Potential	Temperature	Equilibruim
5.47618300671	4.95491678697	-2.67659965711	3.90745360793	6.01878919318	-3.41266355281	8.73382083613	-1.9982622182	-1.83427126934	8.01289965235	1.49874809608	3.56302918064	0.128442694777	1.76289403454	7.97417765524	1.35080177597	8.26714473698	9.21139296295	3.824844717	5.12847366298	4.64668091384	1.30756234458	8.89920177274	9.58196948803	-0.649825498403	6776.29722028	2822.36965027	False	
7.72111143507	-6.33495009525	8.32903269865	6.85803757556	-2.62304716774	4.96638874986	-3.88359467582	8.09825535869	3.2483885284	-3.59861146271	7.56502545544	2.96883594668	6.36966812751	4.09282799427	0.532213246982	2.44147725262	9.61321113878	4.63065801426	0.2719763395	4.45137420757	0.776836938259	5.79779378254	2.82982456705	6.41538759327	1.85443297362	7963.28502763	2822.36965027	True	
8.80085497783	9.59357447728	5.90885968885	-4.92388328252	6.70872299992	-0.657197089625	0.449637616041	-4.82522480199	7.78395767438	0.110563721281	-4.12457585265	8.8719882056	2.78006804222	2.26090459146	1.76506357323	7.94121168166	6.40476097745	7.45383708296	4.45917700858	7.19827771539	8.3160518032	3.94519378668	3.07976887417	7.4694257526	-0.462245643474	4805.30976902	2681.25116776	False	
3.18878482095	-0.575253710049	4.84629353067	4.66203755721	-2.03546087246	-3.46024958811	2.97884474694	3.55180524373	8.24674103342	8.75149837949	4.44564524854	-9.3284137015	9.63026198017	0.777997977353	3.58690391733	8.44506898896	8.72033120777	5.43054603413	2.67890246541	6.49852229498	0.77461605855	3.78736945454	5.97766656243	5.68928265813	3.56973367968	6029.67670665	2681.25116776	True	
6.08175318283	4.01657242965	-1.12172531677	1.12207042336	-3.59545630376	-2.33998198281	3.9545286045	5.85717010522	3.25673225126	-0.426723531096	0.236756085533	6.49260216207	1.67885422023	0.560771243347	4.01467801011	4.16513469887	2.37595018418	1.68802643458	5.75515107063	4.55796177103	0.727186561732	3.25046191999	1.12589357229	7.79539299211	0.24917838181	8155.27945129	2547.18860937	True	
-2.40652107172	7.83106813948	6.39723402805	5.71291589525	1.60885801864	-0.125956459754	2.91696141916	-7.33794817897	2.82539892711	2.15591938903	3.9388698399	-2.34090894057	3.3169752589	2.60951825008	3.33385963749	1.16499764001	3.31618941936	1.76075622098	7.90951300635	7.11735827177	5.85612321508	1.06693392278	3.09170109331	0.650000335275	2.82081457056	6089.34359585	2419.8291789	True	
7.8594322782	5.30747671561	7.68926258355	-1.93436968946	-2.67848321377	2.27528086138	8.11399203068	0.872587337048	-6.42829573008	1.56524426463	6.95717002331	3.16787056741	8.79299176125	4.86981565838	3.73536789459	0.3587829611	8.9013804255	5.70838142779	2.91061100025	4.14398532152	1.95021397509	3.99479889879	9.40294217561	0.801468769063	-0.102110841855	6114.48597396	2298.83771995	True	
5.90359515386	-2.69467385762	8.20834036104	6.39290678425	-6.61859547645	-0.818755089237	5.73826649433	1.17669492497	2.98851420751	-3.05903005161	8.80935828415	-1.24368897226	8.11352512739	0.876697456933	9.09313819989	7.37449049933	2.62998622854	4.3110194963	8.76367699093	2.29168081619	5.23556707494	8.00592302334	8.59018075583	9.81628510133	3.10814198113	5746.28698773	2183.89583396	True	
3.69527024691	7.63046060422	2.09552494162	7.01424749632	4.18076797285	2.29471022101	6.85052174384	-2.40980488082	-5.1100829484	8.02396935697	6.48990776146	-5.63167839074	0.43361869492	0.0214667757787	8.40356368829	7.21399451396	5.8716078865	8.50205028203	3.55792290483	7.12060750659	2.07344982138	6.81190054368	1.36788265582	9.65423003419	1.45231142447	9320.81267269	2074.70104226	True	
6.0126467623	1.71322868152	-2.10715347065	-0.873196363542	5.44435685219	-4.98046403347	3.97249207341	-6.48795151762	7.3451093209	-0.158838545143	8.74091361253	-0.195283720167	9.06345233879	5.49970979673	0.417838563104	0.34131158561	6.38837946768	1.83367744828	3.24348170605	2.52058555071	7.48705477875	8.12894317939	2.24991576111	3.57693867426	0.438765693567	5371.91771032	1970.96599015	True	
6.64906387786	7.98100046183	6.17980245635	9.98544326598	7.15005369511	-5.3926493553	-2.3053314799	6.39930459182	7.4420251439	-0.43000774934	4.7686007254	-6.27938469954	7.23489850425	6.73982288423	8.78602063871	5.48155706951	5.1672561005	2.62476988857	4.08007926862	6.88741803904	2.11103386522	6.68761486051	8.2109678575	5.79724252809	2.10956350436	7135.47597627	1872.41769064	True	
7.96644118636	5.39903439058	-4.04921978351	-2.76465426877	4.56482650135	0.631482066204	4.17087646804	7.97907201605	7.9065836784	-2.30441582422	-1.59460492525	8.67850537987	7.9608980921	1.8241005386	6.71070174004	1.48359667433	6.70071304952	6.25676500032	4.50189624889	5.43318001452	1.31085613936	0.739629204557	8.10136802915	9.3264908061	0.201155733282	7645.20769484	1778.79680611	True	
2.11758600956	0.504792389003	4.96713568159	-6.10139850166	6.52053461926	-1.80311468881	0.795457065534	-1.10183467481	7.7303852608	-2.82301742118	-4.24935294732	-0.0154440660752	6.439906873	6.2208324629	5.78051825409	8.41561676785	0.40291469047	1.43864071695	9.10372013496	7.29664288497	5.47396620378	1.11568858337	4.93077625607	6.74234763179	2.25032176398	6069.33308546	1689.8569658	True	
1.70871907994	7.3542669013	-5.41029956634	8.95522266346	-6.32668329126	0.752078023841	5.92619903298	8.53502297365	-2.58927330407	-0.0517483328994	-1.70669559597	6.27321967975	7.69486461019	9.0403027244	4.38731449412	9.35369204081	7.71456889856	2.15083661771	8.01478971182	1.01411585155	8.48684497475	3.31987167478	8.96383412465	9.82000727268	2.97316322643	4398.78784145	1605.36411751	True	
5.81768821673	-3.69336196481	6.17564946843	-2.93555267455	1.50080813415	0.0326258258291	-2.89556575342	2.34749844058	-2.02729845495	0.0446989775716	-1.45708185974	-3.8736814969	7.13045117772	0.450088631589	1.17298865587	6.8581311711	7.99918600646	6.34733569823	7.33081819165	5.71854955679	6.85058102197	3.57275595776	3.22899764496	6.19633282305	3.3476039925	2503.51653022	1525.09591164	True	
-2.81094584876	2.25805443398	-0.242902384407	2.65972885186	5.57774708168	7.18380981781	5.84941531485	1.09733457264	8.89465285533	-2.34940646212	0.920091046597	-0.822344043551	7.17584968624	4.85348190781	3.75113603871	4.7197849553	7.69039019598	1.44157449402	4.22991541692	1.59580170331	5.13164465589	3.63980000834	9.83182703526	0.279330188023	2.4564070162	7653.2929981	1448.84111605	False	
9.28335230425	-4.7708355634	-0.332005135136	8.77572215868	2.66853139733	-0.587902003827	-3.65759138442	1.54679453944	-2.49965319331	1.86458831928	-0.643537125362	-0.302015226408	8.43574687315	3.88667135786	6.86111360018	0.508965759777	5.83525931403	9.98860046581	2.17122825965	4.8077423426	1.32566078502	4.81631881105	4.37692628964	4.28816272208	1.91065307115	4420.23676514	1448.84111605	True	
8.14481268767	4.15405117894	-7.323246171	1.32375817329	9.02510390042	-4.29136265554	2.81152137861	3.9563519367	-5.80070472106	8.12662067716	3.91107016366	8.48189701128	6.62269213882	4.52270783218	7.46506694417	8.32218548617	8.34812889874	7.87108676514	4.89635739762	8.41421544463	9.25464341748	4.68576134216	3.73921592034	9.07629906117	0.909271615393	4915.48828211	1376.39906025	True	
2.81946859445	-0.864938897073	3.9526735322	6.34532898579	2.38162700667	0.343920369313	2.62972379532	2.66435096258	0.719981651638	-4.77906298325	-0.644984701042	4.69563532364	9.64593570793	8.91708930774	6.24414077047	7.41467108486	8.34323394816	6.22853429622	3.7908204375	9.23364040878	5.67654660441	3.72096021145	8.62479547776	9.06243990573	3.07699770843	6044.55173177	1307.57910724	True	
2.5413284892	-5.73277464798	7.99898456688	-4.3712462886	7.31202715024	0.695401843202	-2.14864935562	-4.56994400801	3.93039695629	9.21172768058	0.240571172588	-3.58689477638	5.04977691234	7.50498934725	3.47682142331	6.57276891419	6.32304687615	7.65285684726	5.24342572313	6.30026439015	8.66392904042	8.22474793473	3.87148952324	3.75785513143	2.73587416085	6928.65808879	1242.20015188	True	
