Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Potential	Temperature	Equilibruim
6.1613691697	4.43319599175	-4.35047939783	5.91737091695	8.8329982956	-8.0825717558	5.93197385524	-1.87620376711	2.83471136109	1.98966780884	0.0389711688355	2.36835299205	9.57589827457	7.89347167063	2.22264631675	3.13528835107	9.63297401864	0.823813471316	0.566476328468	6.49338442004	1.02780766074	5.79470232631	1.22564858179	8.69350535748	1.64219258751	7274.74381575	3104.6066153	False	
-0.488927775342	5.99793846319	3.88498848115	7.72816011753	1.21810071257	-6.21993915493	6.91473570303	-6.69649833825	4.84829758814	1.08840617796	-1.30022028551	9.15994602459	2.04644938442	4.54007477072	6.49574575249	0.586555509608	1.76825786471	3.57175396093	3.65653921436	8.46437727007	7.28604328993	4.22938428047	0.620319270914	5.61703745916	0.950937946993	5741.91759354	3104.6066153	True	
0.283545138479	1.03017394545	0.21520960266	8.32739754855	7.50982827389	2.77638856735	6.8237689907	2.80250442603	-7.80199560555	6.60472187296	3.81626240654	3.03022415833	6.01457657956	0.277869264962	5.11126069148	0.39851568508	2.80362239079	5.68633475909	9.97724943387	0.47137221642	6.69574615415	4.77942043919	2.04998259126	8.10066520843	0.52977821814	6406.56332615	2949.37628453	True	
8.18917462314	-0.352534325522	8.71002900435	-0.251094472648	2.74567447467	-1.576652726	-4.92721472807	2.43026119416	-0.251769827701	3.22875666392	9.05039941935	-3.4589598767	9.49550624878	8.98372712846	6.93583596217	7.79206068509	8.67206526979	0.697851946279	5.15728900348	8.39748307308	4.84714049718	7.13930700037	1.76461867105	3.96314156323	2.14643775489	5071.59393534	2801.9074703	False	
7.4821081892	-1.51872814456	-6.91372458581	7.00324318799	-4.04462946456	9.81999015904	7.12421764067	6.73468088184	2.06191212863	1.51930907516	7.1323137533	3.59303214325	8.18158955002	3.3018120192	1.39123246284	5.96324425759	7.73024515742	4.69560070889	3.3703404476	7.81829926814	1.7291977199	3.06751386189	0.460327867123	9.94130690916	2.2247193497	9174.26959275	2801.9074703	True	
0.696547753041	8.5990259034	9.04770124637	-0.593439268445	8.51508959184	-7.12397400198	7.53938621415	-2.19963565839	0.738373351605	-5.40010678569	8.53598585632	-7.65337140346	3.97704407709	7.87170262658	9.38764183133	2.98750997282	2.34678401829	7.05876579779	8.85255633694	7.08585170893	4.88754584639	3.57270385539	8.20307687724	5.53003736528	3.57817891837	3897.85652345	2661.81209679	True	
1.10780364203	0.281475940001	2.27296294533	-4.03985906194	4.88558374117	2.35906139109	-3.662404479	5.86777098622	8.18347017066	2.39326998463	9.45834292449	3.2308786662	1.51815905028	6.9350063125	0.428466089931	2.619524617	2.5081841208	3.6402039135	6.03790857952	6.70129610133	9.29985951391	8.58688565542	2.86769068632	0.0833434799293	-0.741138196531	7827.58330781	2528.72149195	True	
8.7835701895	0.0274306368798	1.9863428705	-1.38972355019	2.46338944051	-2.45983449055	0.890914168052	3.06361127884	-1.94877192083	-3.889372085	1.92051574223	-0.542148340462	6.61637916747	3.75253036152	3.92355519657	3.70452010651	2.29271748146	7.59623537811	3.4951809383	1.62718422023	2.78602150922	3.75216284054	7.60652097955	4.92973399866	3.80047602561	7480.85932981	2402.28541735	True	
2.69949953206	0.611706602103	-5.76591712717	3.67828404012	8.49988035858	-4.45047832356	3.86283378404	-0.203557456354	9.62896699265	1.38492090704	0.761385130712	-4.90232428494	7.90952657976	8.28673357425	1.70723361909	4.05810320818	9.25056736096	7.86212741604	8.47067278602	7.05188707506	2.97769679839	8.59327137034	8.57250294391	0.518681132986	3.41277075197	6156.42564313	2282.17114648	True	
2.93381987273	3.58628868914	6.29203547125	0.704136328193	0.80352784121	-0.534089898934	7.56139018278	-1.86553260552	3.06426779139	-1.4082345244	2.01835027516	-1.63781383873	0.621569880585	4.7116432821	7.99261120361	5.89706849942	0.854101694947	2.69858314213	7.71888649221	9.27246165198	6.58172390336	2.17644088405	2.88885700101	8.77976677781	2.10343127105	11002.2056947	2168.06258916	True	
6.8176028947	-0.643354815161	5.81486661856	7.30246142147	-3.65885225394	5.98364065669	1.28187950008	-7.55881700275	8.25722794526	4.13070414188	3.00317175003	-1.39741315888	3.10325103848	8.15859589296	5.98959497428	2.43446120875	0.179067728272	3.99341244783	0.64210750315	7.09510716511	6.3171727183	7.79446924966	6.16917736241	9.06523000575	3.22681086247	7019.71009861	2059.6594597	True	
3.51591536629	8.23539008092	-0.325165200402	4.83333931771	0.449541779967	3.44161260105	0.539989938208	-0.208124433852	-3.74361088509	-0.637651196901	0.951711960556	3.77760933871	8.62520536933	2.72272815366	8.04907426881	1.33058556761	8.24861374371	6.40753635188	2.72190525496	2.21190597363	4.88818473141	4.78347819826	7.94885781838	7.64604520089	-0.586318873675	5996.73198283	1956.67648672	True	
4.02074656511	3.8386924189	-0.770847194732	5.47902073979	-6.93879590729	3.48038076758	1.98024413751	-3.01433343099	4.08880537649	-0.388091932831	8.55971316484	5.96192184586	9.59379822351	3.07254724768	9.04220245579	5.97738144559	5.84472969728	9.49994535012	1.31690766694	2.44049006875	6.63774982482	2.26007917206	5.12204158244	7.3308012602	1.30586685129	5991.58660227	1858.84266238	True	
4.54870268269	2.24880217628	-0.0192814913234	-2.76050803512	9.83866269721	7.20263288361	-3.15628113577	4.63282076535	-7.3948108903	7.09841551265	6.29536922465	9.28600017544	1.74042953965	4.93053815236	7.6643812545	2.34394272019	9.19397253527	2.70219168261	2.18494995253	5.93069431439	8.35669106714	1.78613687621	5.75250539366	5.42107897982	0.372226181815	6231.59998206	1765.90052926	True	
