Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Potential	Temperature	Equilibruim
7.15476109873	-2.79449464361	-4.89082246888	2.59872924727	6.92073202451	-6.90234417064	3.67347260537	-4.35176395478	0.967237646344	4.03671238272	8.0564705015	7.13618010958	3.33661013908	7.9812050826	0.15014790515	9.1561719135	8.07966881549	5.36625975041	7.95963023	8.06818069062	3.67528274705	6.71481463424	6.07197740801	5.20571572835	2.18056772616	7975.84168518	3104.6066153	False	
5.35724391729	-1.24371544111	6.01576097267	-6.96345805406	6.72382822626	3.23749883353	1.25509879019	6.73125405839	-2.22037640512	5.78492312413	0.869023075467	-8.54689244286	7.24978422055	4.12203010002	4.61374648788	0.737085644438	8.58552324247	3.62756859165	8.50772043189	0.954803287574	3.15444911118	1.51774843151	7.8222473958	4.23943087836	3.63198333122	6916.03358746	3104.6066153	True	
5.86965810735	4.88925893579	-4.64159582097	7.69076619278	-7.1942814733	7.50675281298	-3.87307008391	5.02061295906	0.56256138113	-8.24811109361	6.99612755646	7.50957294355	5.13076372135	8.15301240472	3.18476073742	1.91908926226	5.35555451277	8.33563695024	4.14469466829	3.82168709437	3.08764713042	5.70707637159	0.707089880052	8.34749295811	-0.319227516066	11143.0058024	2949.37628453	True	
-2.10109794302	4.56622913794	4.47896970396	-6.794413616	5.004544251	4.80765293584	2.93947407656	-8.00917009469	6.90953973121	4.47939109865	1.54321138634	-0.047656979336	6.5067810645	1.4663646697	2.33434041794	9.82455000188	8.30517100589	2.10750144626	1.20988730406	3.81640612967	7.96789915405	4.26166027028	0.328661683442	7.43332447302	-0.465320903081	10597.4069287	2801.9074703	False	
4.81043448143	2.06801932831	-6.01218259642	1.55524506611	-0.215442411792	8.58686604156	-2.96678011411	1.79724537561	6.17400072587	-2.44135375515	6.98564388643	-4.60109323372	4.88551304947	6.18097875245	4.22311456489	5.44395717161	2.92016984979	4.60819460617	3.50268687835	1.84220713291	9.2694869081	6.7004732328	5.41714798912	3.50306000126	1.87826288829	7238.54087517	2801.9074703	True	
1.73064044847	8.65835828795	4.24673677622	-4.1241680692	6.77017702107	9.75954835002	-7.54991568086	8.95241744292	-4.86574272689	5.43700182303	1.81024014867	3.56380792118	4.89103786239	2.86965353576	6.63411488168	7.88728536828	6.25918089058	0.862124565418	5.17962165875	9.06558140853	4.44415145698	7.47323543142	7.46840357878	8.96754903065	0.0372243016464	5624.05123153	2661.81209679	True	
7.4914987099	-5.49244274762	2.71182243636	9.19467050652	-6.16540402433	6.17642137957	4.17515195017	-4.79115502239	1.38214049329	3.14339353223	0.105097358872	-2.39497198667	4.61884911159	0.521465306858	7.60552442565	0.169610933673	7.13260443107	4.39925176805	8.83354715037	3.18109206298	7.42901958106	5.82124246877	1.7550888072	5.47102287904	2.4432145681	6342.01887643	2528.72149195	True	
8.79838781951	0.0037728174769	2.61548616276	3.72274086644	0.901297722126	-7.22783444339	5.34377317204	-2.49626147943	-1.22023257221	6.22038065716	5.51411487727	7.30570572582	8.69760349286	0.312510713669	6.21632302055	1.47324360023	7.44965878568	4.02362395626	7.18177232844	7.4204352767	3.75404304905	7.16499589392	4.19289406512	8.77964656022	0.152409467447	4651.33441839	2402.28541735	True	
6.00149509475	-5.44440733905	5.55352145975	8.41604780377	-3.27065204298	-2.30839191855	4.7996584581	-6.39456625813	4.91567808882	7.92942711358	-1.41092458008	7.00617190622	1.49490762322	2.30059367655	4.28102464305	4.52368920381	4.76849876031	9.4166519117	1.23222752799	2.754931419	3.63619950036	8.24143451833	6.63843792992	6.44742930969	3.15930711567	5970.84779732	2282.17114648	True	
7.75954219682	7.9052792294	2.04612254889	6.75757054811	-5.34414507219	-2.30418367183	6.38935128596	-5.89571451378	7.56089155788	5.53259556656	1.78171275068	-2.31845963804	8.3482620225	5.49979606965	5.1576566727	3.50014010338	8.75303890353	2.53866109444	9.84262490346	4.08443923057	9.16640279998	6.94488144843	5.69633993032	1.44541073383	1.75597009457	5872.56971107	2168.06258916	True	
-1.77980643744	5.1506337779	7.37828514097	-1.74498284495	-1.41898950916	8.36301911061	-5.784974028	-0.0731222822775	5.08996689951	-1.79485955343	-3.29727925798	5.56343847194	9.12326358804	8.21477282691	1.55049927337	6.68903574704	9.34014431826	7.08046510666	6.09870737706	4.39951719098	4.27484993125	9.23679831937	4.9641827608	7.72086623526	1.02516836821	3868.59858925	2059.6594597	True	
-0.158548687494	0.25388842314	1.10481160518	2.24314001749	3.30741796626	8.92036055835	0.305818423352	3.7378187599	7.60830207594	-3.69067021513	7.93127526533	8.65520473073	0.935730954684	2.49172646228	4.60967949025	8.6207396185	0.985956061727	1.85760058649	0.959492996098	0.24091774447	3.47650577802	8.58843801061	7.72609903386	0.13993447336	2.40962023641	10029.9024551	1956.67648672	True	
8.27556149298	3.6188003281	8.36604510718	4.15190631419	-8.62949859929	4.83499638311	4.7658159778	4.34508192133	-1.04797417181	-0.648438715457	-3.42806805069	-1.20586918237	8.02115183084	1.99916674409	1.24516204862	7.08256127106	6.60650874681	1.73630762005	1.19218977542	4.73769819187	7.91212727982	2.23303479348	6.01891894938	6.98371800842	3.58676839107	8020.3766053	1858.84266238	True	
