Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Potential	Temperature	Equilibruim
-0.461590079318	14.0752785287	3.64291025338	-2.48144996019	1.63840219843	-0.457601348197	0.986522255279	4675.49738146	16528.9256198	False	
4.72848854247	12.727116972	6.59920253626	-2.7724889774	0.0341984199217	-0.804810314233	0.528499529944	8497.14747567	16528.9256198	True	
1.36430322897	6.31988295372	4.0599516266	-1.1776185063	2.29549384142	-0.818275229762	1.33621279921	15448.5198887	15702.4793388	True	
1.89699507305	11.2354050574	5.79515983413	-2.04759879972	1.20762569218	-0.50563895504	3.84931125498	17476.5648984	14917.3553719	False	
-2.97447660545	6.23260858646	5.83929888099	-1.42387431968	-0.646480432673	0.814720905484	3.09451670067	15966.4370601	14917.3553719	True	
-1.47461820953	14.3760438608	4.41787762405	-1.85961993509	1.7669171589	-0.201824787865	1.87664618539	11170.57413	14171.4876033	True	
2.61561993119	1.34670886269	4.71273650428	-1.22768208457	2.7357231286	-0.982878480787	-0.443860193389	25067.6020429	13462.9132231	True	
0.347513579374	10.6033099025	4.87176197844	-1.00806043117	2.02023175815	-0.761538471125	3.95201857385	18611.7988407	12789.767562	True	
0.0258662309285	7.91313235123	4.24692863228	-1.89950331423	2.49842499978	-0.327911218545	0.0884727867962	11346.735815	12150.2791839	True	
-0.0146404020017	5.45823273931	6.8133972297	-2.12258962025	-0.952721996885	1.14662495712	3.68982535688	12706.5842122	11542.7652247	True	
0.517370883919	3.69648743611	3.39617444185	-1.69415293692	2.64234079084	0.0903583053353	-0.848160083719	14784.4291076	10965.6269635	True	
1.36071330701	11.406861614	4.46179688692	-2.3659942192	-0.64611444524	2.4314875453	2.06485882696	11850.60085	10417.3456153	True	
2.70319235328	5.39073682983	4.99285081457	-2.16593213935	0.365339933822	2.26572691231	-0.731935511367	10713.7259674	9896.47833452	True	
0.295071182807	1.71043891965	4.50569480881	-1.43358530649	0.236741954425	-0.708485873576	2.52353796147	15266.5616803	9401.65441779	True	
3.85804626131	3.27618751574	6.7341763024	-2.01422594745	0.337709803359	-0.534020387835	0.822733623245	15171.4224932	8931.5716969	True	
