Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Potential	Temperature	Equilibruim
0.468722678874	3.57155218215	7.79917043598	5.24895145543	5.57406387251	5.42202047171	4.69895948104	5.40714771522	5.72918023454	4.20267237319	5.34895048309	4.3893432435	5.53388877638	4.53671335971	4.25784901325	4.34224221556	4.8561489095	4.68637878579	4.71027816726	4.97284190603	5.35231858657	5.11783530906	4.48489087057	-2.95943728142	-0.731195610192	0.353671129986	-0.0054522743073	13234.739252	20000.0	False	
0.955817124009	4.37264438535	-6.99665297588	5.00292132059	4.53466529713	4.20439378989	5.94279767677	5.62615842823	4.78683454823	4.22315875392	5.27325128782	5.87525330595	5.20490763088	5.61573056224	4.55244096888	5.94037883251	5.09276429004	4.48954303101	4.16735361727	5.03299222314	5.58512170082	4.41278471052	5.8616107247	-2.59758895733	-0.0199868522253	-0.376770476161	3.65040909435	16765.9217084	20000.0	True	
0.88178633217	0.0945727846416	5.72588892855	5.20266224788	4.75103338717	4.8892115699	5.11509932014	4.38951307156	5.99260521516	5.11853738101	5.04223634737	4.50430226425	5.10838697235	4.76533277914	5.636009087	4.6087453793	4.64678798449	5.29081783958	5.25591231889	5.53190993349	5.95547956035	4.64048721775	5.76002328886	-1.64441817012	-0.434529583732	2.72059277782	-0.337289250609	15104.9306504	19000.0	True	
2.39730566405	9.73255377096	-2.71563340042	5.63891223752	5.74750294396	4.0429534898	4.26516951542	4.87342634108	5.62247705043	5.0057616128	4.01738296726	4.36136971374	4.53345624901	5.30786303067	4.56458465447	5.34490731345	5.58024489897	5.14703668356	4.18052441353	5.6447844138	5.03489490617	4.73440211332	5.05835773644	-1.31257918589	-1.04935117712	2.2199482085	1.94260097402	15053.2075355	18050.0	True	
0.516739820468	5.87412052268	6.97701872261	4.69482020593	4.5243630951	5.72248917167	4.31694234978	4.56397800478	5.56845087133	5.840498015	4.64523679084	4.41194208891	4.4341356508	5.8170552237	4.08534677589	4.46364725795	4.71850391888	5.12150906932	4.71107434019	4.7395269752	5.91941938425	4.49659990133	5.18564091027	-2.75600210735	-0.0714938799294	-0.787482211865	0.81093670845	8644.59221714	17147.5	True	
0.887771484298	3.84148090114	-2.1471874437	5.2286498714	5.90347076619	4.60453056433	4.60208064454	4.76679559591	4.11445170757	5.73541207983	4.47928727399	5.26443415235	4.62620827191	4.3500334794	4.61866898128	5.81797606583	5.25237614896	5.22704321814	4.21800244586	5.80948152691	4.62055602081	5.01137435633	5.62832596976	-1.18062141283	0.901364158042	-0.889533731169	3.38658208771	14019.1925312	16290.125	True	
1.61904218175	0.623403582708	6.33837917994	4.3236773784	5.94546170505	4.58794010243	4.95330681158	4.72818139452	4.83785302526	5.58589228512	5.77472256351	5.82513343632	4.41187393787	4.28749565113	5.87324921855	5.18286755349	5.73342894955	5.882144867	5.33879649219	4.3611557897	5.92736948961	5.02939239187	5.17810287422	-1.28217514748	-1.12592368675	0.28871594606	1.00208797014	22975.6445774	15475.61875	True	
1.7958069231	5.65400847659	0.856892285487	4.57518163919	5.02153381803	4.49729377299	5.03508760035	5.3377437295	5.17741907748	5.75920882079	4.81589448339	4.9599730199	5.11772536199	5.31542822979	4.92066042482	4.09878214128	5.15646300646	4.70912778257	5.08821951436	5.05541299309	4.32620413892	5.3326092951	4.87309924638	-2.70781981856	-0.882140432678	0.645723447848	3.24909200766	6941.3410521	14701.8378125	True	
1.55294705292	6.62713132974	0.504238242878	5.52154506409	5.25942754989	4.69897403068	5.39944137738	4.80150742437	5.57325354172	5.61992278877	4.68133116315	4.19694167069	5.37590662009	5.65890431531	5.70889968627	4.60067764906	4.16266323429	4.81179749773	4.71030199144	5.2949190443	5.66892766445	4.48142243017	4.72599730862	-1.12921623109	1.65759933071	0.707308065144	-0.438223498254	32327.9940959	13966.7459219	True	
2.34873623676	4.06597576524	3.37232209412	5.74233961331	4.47676458805	4.22832025313	5.05221833589	4.83377121508	5.77227181588	4.83680776826	5.43766851991	4.18220723382	5.89559608365	5.54200401144	4.21160209171	5.07249320907	5.68043373785	4.40957124078	5.23358146232	4.13553022013	4.12849363758	5.02376749659	4.75881178715	-1.5144296001	-0.790797218086	2.5240531177	-0.254545768328	8489.7533045	13268.4086258	True	
1.26851287555	3.00733259341	-6.36077788288	4.68531581595	5.32474599307	5.53620039193	4.00484809992	4.27621524195	4.77130157305	4.73598747841	5.40863842324	4.63069671259	5.68994761395	5.91873690277	4.85785930862	5.37331027888	5.47114772909	5.00244811928	4.5377105808	4.6716234553	5.01481651828	5.86477234121	5.69137356282	-2.05883223115	2.17196830271	-0.873007089214	2.52796687327	14413.5760319	12604.9881945	True	
2.26463835032	2.58895975491	8.47994373897	5.69171384189	4.89169508276	4.08103013865	4.94228476733	4.15357324493	4.60648908111	4.13404374721	5.48908740911	4.97709433375	5.61763537291	4.47300232161	5.75551331488	4.54263515679	4.85366195942	4.20453404752	4.40872393913	5.45475420474	4.47259271948	4.48360919272	4.87466848593	-2.87259902775	-0.743517729178	0.831095068159	1.41128521239	12152.7122558	11974.7387848	True	
0.189095232625	3.83084123394	-4.78026931597	5.32299767151	5.60964744015	4.7566645647	5.96366527551	4.19963724798	5.04787583548	4.40509894792	4.42432564996	5.20196072656	4.04011938118	4.73319528157	5.21255878933	5.04574852623	4.11139866263	4.53569644122	4.46426464385	4.682237151	4.48432297941	5.30463388624	4.93027372892	-1.9835355009	-0.526459477512	2.38399193509	2.50427101251	17720.712339	11376.0018455	True	
0.795345180428	8.69722314368	2.77874647299	5.66842241544	5.25923206622	5.25895401964	4.54127694341	5.76345550526	4.70313848474	5.58374457685	5.46968216408	4.42411239534	4.49533563888	4.90673575066	4.68808687932	4.43744456394	4.30077596352	4.65973604665	5.36993473147	5.85210886778	4.75745715382	4.45618760741	4.41409916585	-2.2193051769	0.210814852609	2.10970662036	-0.846952660759	11076.4175711	10807.2017533	True	
0.0755987397394	1.74955203603	-4.28247677351	4.144513104	4.3990303805	5.41304073635	5.88575680025	4.36282675809	5.70961918095	4.67275086827	4.03558434188	4.5269005687	5.36724890469	5.55302455289	5.99617892255	4.64501305457	5.65258339616	5.6534617701	4.83093824419	4.4496651364	4.11829322879	4.32530436135	5.3468952825	-1.91426316209	-0.449793873367	2.74321348214	3.46628781608	26101.9675732	10266.8416656	True	
