Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Potential	Temperature	Equilibruim
3.69581156167	-4.9593562409	6.64265998501	-1.13360030118	-0.453316185783	0.983615671452	2.54230775222	22325.1450407	20000.0	False	
0.295527161468	7.99901988151	3.58466253236	-1.08403590709	-0.2153754462	2.53099444454	0.849788692217	75590.869146	20000.0	False	
4.30990912162	3.30834446069	6.95743168339	-1.14386661626	1.17492621221	-0.82289990806	2.61886030583	17533.2147489	20000.0	True	
9.4672627843	-3.71572977901	5.0255151497	-2.74179628998	-0.763442632979	2.08343569302	3.58349153467	8499.44489594	19000.0	False	
2.74507398595	5.6806770824	4.17288885639	-2.58404484414	2.30252660547	-0.603196008898	0.196885009286	12749.1752875	19000.0	True	
-4.3472477294	7.14771545817	4.47617631186	-2.33763532482	2.86975604201	2.04955355928	-0.686189717594	17540.1275848	18050.0	True	
5.67799918644	-6.41635110079	6.47993420747	-2.17509726981	0.648185066374	0.570348925183	2.10840963146	16830.6517634	17147.5	True	
7.29351919402	9.09595917931	3.14357905796	-2.14978308481	-0.534182095513	0.627926662253	2.31988540865	23491.6402736	16290.125	True	
1.59862251059	2.68785085857	3.01674813662	-1.33568204066	2.94365132408	-0.790717446005	3.56512444567	11801.5803236	15475.61875	True	
4.93306567798	-6.3286885703	5.3706953393	-2.19027927536	1.76151789841	-0.900931272768	2.40706287496	19184.7402899	14701.8378125	True	
8.3658688264	2.33538835896	6.17073283743	-2.86824333011	-0.869749394438	2.50579034985	2.03647698143	11668.7749189	13966.7459219	True	
5.22255562183	4.35913567879	4.30648814746	-1.75237106367	-0.705802208098	-0.883464364855	3.39868459671	23169.1443386	13268.4086258	True	
5.63076714695	6.99568367404	6.33444885875	-2.25184853993	-1.26794757722	-0.0717276505471	0.798879417338	37397.3400299	12604.9881945	True	
5.89168700123	-6.04994741717	4.54945189697	-2.6376194269	0.981242924468	1.10501132332	2.10041758972	26854.2958571	11974.7387848	True	
0.0646287522004	4.16535366647	5.32180231313	-2.01582022431	-0.735268949908	1.39237964794	0.596448639824	10027.8953864	11376.0018455	True	
4.8262426671	-0.830233325593	4.55787676853	-2.08320218063	1.74438197686	-0.976442941989	2.78557185395	16421.3667663	10807.2017533	False	
7.96429723411	2.80123500669	4.43385076751	-2.24537576129	-0.773906153502	0.666126806115	1.75285835033	5995.30428699	10807.2017533	True	
8.73180453697	4.62208312153	4.44919388013	-2.62534089124	-0.527809471325	2.69609136616	1.53371922233	22062.934189	10266.8416656	True	
3.45676698698	6.36991405058	3.37185979695	-2.50043491627	0.075984485587	-1.08270293857	3.34459120397	20713.8213277	9753.49958231	True	
-1.32714054722	4.34073674419	4.66462151975	-1.9267355724	2.37559649488	0.155937808472	-0.329182017932	13744.4556013	9265.8246032	True	
0.260723400029	5.65154538225	4.75612109724	-2.03809391926	-0.772037988719	2.55469579911	3.89470594457	8684.4014129	8802.53337304	True	
1.99393323657	3.60885371547	5.43805974539	-2.18682991947	1.26446454325	-0.193878782706	-0.585689373517	8189.61959536	8362.40670438	True	
