Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Potential	Temperature	Equilibruim
0.820775181545	-2.31199549838	3.38543229406	-1.99635657348	1.32034261143	2.52511121976	0.324783206702	29755.9225246	18181.8181818	False	
2.7079465027	1.65644322772	3.98590018675	-2.44288428867	0.155859892934	-0.511980425106	1.42233801249	13062.6000497	18181.8181818	False	
0.820537152753	-5.97741825418	4.75086729011	-1.34022451296	-0.523057502999	0.454244593073	2.20403445344	29650.2176711	18181.8181818	True	
6.04869906014	3.87737493076	4.98575904592	-2.13089313163	1.36086670053	-1.05014368066	0.900232257378	22944.9601124	17272.7272727	True	
2.96513065443	0.918129615579	6.92890524082	-2.46208754191	0.268313568747	-1.11490526017	2.6002506431	24170.953759	16409.0909091	True	
2.24602809154	-1.56485895149	4.29180615021	-1.69442440314	-0.218146299311	0.949637053704	0.641759891178	23768.2924578	15588.6363636	True	
5.63742235829	4.97604885573	6.7128458295	-2.1853783426	0.536694877064	-0.81788312287	1.48883072481	8082.50497394	14809.2045455	True	
-7.62943095386	-1.0867956598	3.91087633562	-2.04138312104	-0.424419824059	2.74881802774	3.66757358531	75537.9281504	14068.7443182	True	
2.35581279992	-1.86061132935	5.90564188628	-2.22285794611	-1.04722909145	2.49643139342	0.584236628367	22950.2863781	13365.3071023	True	
8.38981614361	-5.83615034653	3.6686373468	-1.94979536597	-0.117003379073	-0.43561487907	2.39740708801	17704.5055076	12697.0417472	True	
-5.51761037069	7.16689761884	4.8894473566	-1.24643030696	-0.225978402206	2.55653627358	-0.191130355809	29056.7289919	12062.1896598	True	
4.12423959066	-3.37826355062	5.55759027267	-2.28125637965	0.455801808843	-0.85737465878	3.15755399168	7264.86960425	11459.0801768	True	
7.842523635	5.70812888946	4.34091511497	-1.57388864127	-1.18648152085	0.244455740688	2.22792027016	30577.9908506	10886.126168	True	
2.30863176187	9.03381814635	5.42194821298	-1.79964192464	-0.562183759587	1.01357219641	-0.0625797774539	13553.5300051	10341.8198596	True	
8.6782914517	6.61790115194	5.8343868768	-2.53228451849	0.234675149047	1.07281771003	-0.729973560578	6037.02969244	9824.72886659	True	
3.76906375662	0.825347501898	3.15897643678	-2.61020245988	-0.170610096013	-0.763400693512	1.77354980263	9002.55282839	9333.49242326	True	
4.25668471101	-6.96760651194	6.04861223455	-2.78012612916	1.81225626741	2.24071899201	2.0017453151	26998.4728199	8866.8178021	True	
-6.13381488717	8.8519325488	5.21672788256	-2.68502133032	0.104071258731	1.8169834242	1.66217292554	21911.9149818	8423.476912	False	
3.89391017963	-3.96461987974	4.67505281776	-1.95130610512	-0.469873518627	-0.828600291296	2.71305220093	9929.86758591	8423.476912	True	
1.23581701519	9.96711332946	6.07152345871	-2.34365502269	-0.758033796147	0.923254012554	-0.136816825781	2099.4684598	8002.3030664	True	
2.44124984347	2.71579878729	6.80355015664	-1.94463635482	2.15971209292	-0.82004204711	1.49444497207	10187.2212689	7602.18791308	True	
6.08877570587	5.57440589847	3.94139278716	-2.22891333342	0.64965501688	-0.94698355418	3.50682167609	16204.615874	7222.07851742	True	
3.52763650177	4.48684326118	6.50071027183	-2.0748902081	-0.781607907486	2.74916972548	3.4755665768	6566.30833709	6860.97459155	True	
2.62956729339	8.7134055766	4.201896326	-2.13986863842	-0.758933637954	1.70120968606	2.9013446778	9036.24180227	6517.92586197	True	
6.73651149836	6.99284182111	4.34758919304	-2.79542219319	-0.589447149476	-0.517676782635	-0.223843390601	10532.2124224	6192.02956887	True	
4.263752267	-1.72958949268	3.965003069	-1.39507032621	-0.91041584674	0.807492011941	0.785583144305	11344.0996174	5882.42809043	False	
1.89236206514	1.92824945991	6.10659384077	-1.50567857021	-0.780575737109	1.187399717	3.57804294965	6491.36226886	5882.42809043	False	
1.83983912726	4.23940122422	6.69814604664	-1.13189014812	1.9879181268	-0.56639083185	1.1235960365	19826.7488457	5882.42809043	True	
7.26640106086	-7.80070511279	4.42802629685	-2.32336265558	-0.360667081717	-0.527737346196	3.72147118345	6340.84363751	5588.30668591	False	
