Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Potential	Temperature	Equilibruim
0.898602046887	9.45211250856	6.40338482791	-2.54945118028	-0.310645362446	2.37144623103	-0.639305881236	3827.93452924	13660.2691073	False	
3.46767644867	0.529828057419	6.305444429	-1.31631131324	0.21439610713	-0.353956631315	3.24946764738	28894.2353353	13660.2691073	False	
0.865935166303	6.84474573533	5.88029550048	-2.06502530553	-1.0962791496	0.0155782192072	1.95387306799	18917.6238086	13660.2691073	True	
0.393218160404	8.55778459996	3.75140262403	-1.64216789794	-0.231366649324	-0.589313009731	0.4337884936	11898.864754	12977.2556519	True	
-3.89739599479	9.0441040091	5.8272264672	-1.62801742744	1.02913580322	1.3165731394	2.00906341566	44962.6625391	12328.3928693	True	
0.487704046796	9.42802321964	6.62460456408	-2.09352150549	-0.604699958107	0.667746699709	0.549338358731	8026.34048073	11711.9732259	True	
1.62853500875	11.2269428993	4.10085347168	-1.27110132093	-0.0493442815139	-0.776873792393	1.75440666475	15571.2644625	11126.3745646	True	
-4.05488281405	13.2621947371	3.71447934241	-1.30244605487	0.538239093602	0.969893575095	0.706381303094	12000.3751483	10570.0558363	True	
-4.32374825926	6.54678675331	3.71284411075	-1.51304873533	-0.139465043209	1.15107487601	0.0715844813522	16404.1821641	10041.5530445	True	
3.26040028271	4.49578080046	3.46186105782	-2.58501213474	0.810135706185	-0.755015865278	0.894062139451	11352.8643065	9539.47539231	True	
2.19695497165	1.14418899462	5.20361913188	-2.35693783538	-0.750807760262	1.1272931446	1.26259265719	5390.42718416	9062.50162269	True	
0.959202477699	1.18896899836	4.80085735848	-1.64254777674	2.20508416159	2.44688880688	-0.415008279638	23549.2418415	8609.37654156	True	
1.75400124033	1.40283956103	3.62478297671	-2.11287193731	-0.642637818911	-0.538823468647	0.971054691094	6366.19709236	8178.90771448	True	
-2.46671558258	12.665277515	4.14314801312	-1.71451519409	1.72734603555	-0.0416281115464	1.05883011971	26165.6486443	7769.96232875	True	
0.0180094587095	5.22375994109	4.52372683634	-2.76369761991	1.94350716055	-0.539712885701	0.995906992447	11076.6232399	7381.46421232	True	
-2.87304614769	13.8738796067	5.1553080427	-2.64681880579	2.11180513709	0.536261646403	2.91975921921	10980.964944	7012.3910017	True	
0.860716800501	5.84287489469	6.18255262224	-1.20536486623	-0.538281613472	0.446853404353	-0.209366262345	12881.910398	6661.77145162	True	
3.75884348489	10.9846143489	6.65580097924	-1.61304347436	-1.03101573894	1.88573512492	2.26522332283	17733.6652458	6328.68287903	False	
2.47919292649	13.6656274566	5.62845099787	-2.67487202831	-0.847827299048	2.11001042078	1.34315697238	5969.98781335	6328.68287903	True	
2.55099657154	0.576570663599	6.37487798286	-1.8657360239	2.02623308001	-0.786886974614	2.50263712662	7342.92301808	6012.24873508	True	
0.92576747315	10.5080857188	5.27146539189	-1.72647887176	-0.810471934639	1.24837947242	3.22145218047	10118.8593962	5711.63629833	False	
0.0878983468066	12.8378542375	4.86453572138	-2.19163702629	-0.59016931616	1.34427102285	-0.388208899025	5327.47095698	5711.63629833	True	
-2.0724835468	4.4858374991	3.73488887036	-2.5685925016	0.31401406142	0.409004351574	-0.256324790453	18215.4570617	5426.05448341	True	
2.91231587878	3.16306485277	6.16777231924	-2.83442383104	1.76043239681	-0.753358520272	2.40845779234	12674.8870833	5154.75175924	True	
-3.68701441175	8.22988497543	4.28999824605	-2.12466625344	-0.756769327731	1.49553458633	1.48097768277	8508.22651944	4897.01417128	False	
-4.04008898767	12.2727787598	5.15993168618	-2.44222224401	-0.116847355153	1.55099742093	-0.36626485225	6478.63098732	4897.01417128	True	
2.48872783949	6.88834988895	5.57433063966	-2.47687588856	-0.52010984454	1.86082041214	-0.0553190606136	9005.49789148	4652.16346272	True	
3.49825948212	10.3202863501	4.53201621437	-2.36262640608	0.828665758056	0.645020812901	-0.661806531808	15520.370324	4419.55528958	True	
-2.62658296043	5.69458125778	4.95785060114	-2.34250474828	0.267131569231	0.256645098426	2.13773816749	17269.6550555	4198.5775251	True	
-3.45022570582	11.5854156767	4.35380282196	-1.22285447983	2.18206990626	0.771245752333	2.48076309435	14599.59983	3988.64864885	True	
1.50217488323	5.66771081771	3.87173218015	-1.21681427089	-0.795354546149	1.1637148916	3.46606096622	13795.4555022	3789.2162164	True	
1.41317513636	5.85198465369	4.72948228496	-2.69588173966	-0.382306407511	-0.613345750554	1.410811047	6025.25796961	3599.75540558	False	
-4.4842690127	12.8124358076	5.23835056994	-2.29666873004	-0.7955504126	2.71443090184	-0.32460435091	4217.20284385	3599.75540558	True	
0.338061203615	13.9969798605	5.1464709393	-2.67430091666	1.39944712389	-0.671925594451	1.75323300718	8827.30452625	3419.7676353	True	
4.24303627644	7.85692557609	4.54671206439	-2.77185666654	-0.0379174827235	-0.626800824175	2.68083977218	10511.0286086	3248.77925354	True	
4.96666867135	4.29073404268	3.27512085593	-2.1420454146	-0.824893998015	2.25645554403	-0.209501176212	10516.9299724	3086.34029086	False	
-2.72048036186	14.2345345595	5.70206503682	-2.14514885822	1.88712034306	1.64717558552	-0.634855952403	10772.2213246	3086.34029086	True	
0.132742229031	14.6372245817	5.57737402775	-2.6638602738	-0.0460743532567	-0.428286183168	0.715577388045	7860.29919369	2932.02327632	True	
2.18765799061	12.8627812023	5.0884416536	-2.416092583	-0.775071101612	0.432151898923	1.89449911527	2340.78836636	2785.4221125	True	
1.69919178324	9.74999084649	5.65091348226	-2.58351793939	-0.929057403407	2.06148448737	0.279070947857	6591.83167022	2646.15100688	False	
4.29890495556	11.028151575	6.78022934633	-2.44928398342	-0.554777937587	-0.125500550056	1.69104494773	5734.46723196	2646.15100688	True	
1.95861368334	14.3505394266	5.21228737668	-2.2068654799	2.70068613148	-0.745256132526	0.811287254632	5913.07044774	2513.84345653	True	
-3.46737319296	12.429138535	4.62043911421	-2.65019141938	-0.541480641801	1.27328739232	-0.0256217056365	5424.85479281	2388.15128371	False	
3.64734188312	3.13929884197	3.77394041667	-2.50696158347	-0.212335018901	-0.842340823012	1.63794028869	7735.63493932	2388.15128371	True	
4.70080214338	3.90756087827	3.83499760458	-2.43338650028	-0.697181493065	-0.386613746882	3.15105269053	4684.77376383	2268.74371952	True	
3.02757373168	14.7752353573	6.73953511196	-2.39008547538	-0.37366361321	-0.650493824435	2.40172311367	3864.62308897	2155.30653355	True	
2.66115276554	6.47216156001	4.6260318616	-2.34030417821	-0.681345017033	-0.00888267227843	0.570497997097	3032.95367633	2047.54120687	True	
3.57573831318	7.49614399177	6.74511125906	-2.14160394763	0.583616201422	-0.496986378798	-0.597726405518	7041.42256734	1945.16414653	True	
0.507258856996	9.29345051355	6.35825865166	-2.07735531165	-0.556137448295	1.53207517993	-0.236798367004	6236.66470476	1847.9059392	True	
0.636970079152	11.2920233669	4.04834089643	-2.44797867829	-0.891728015751	1.37027199629	0.905916629199	5248.93177519	1755.51064224	True	
2.08159495371	5.98200618242	5.75258922107	-2.34652404163	-0.789712414676	1.74652862756	2.48283542809	3418.40622437	1667.73511013	False	
1.88711342835	8.53716999372	5.0326457404	-2.54780691623	-0.732079052088	-0.0279486447947	3.45693721335	2131.78422383	1667.73511013	False	
1.26407069331	13.2386607459	4.57180349316	-2.3610449072	-0.535147760447	-0.273314725994	3.35366602175	2902.81564128	1667.73511013	True	
1.46419284447	14.1601300528	5.75291762813	-2.19944737305	-0.790045941141	2.14592200095	0.757620419543	5672.82927462	1584.34835462	True	
3.91289693479	8.4606342723	6.74392008651	-2.36019010399	-0.401926345103	-0.61785726924	2.86863031436	3782.14735562	1505.13093689	True	
2.42021664614	10.9095149895	5.58882545417	-2.57813186415	-0.14639510244	-0.749867816621	0.899599215163	4240.75632616	1429.87439005	True	
3.40675951584	3.0172862948	4.64687823743	-2.33519714315	-0.889316326752	0.662053014741	0.955050632488	3583.41838798	1358.38067054	True	
4.23737427842	2.12420088329	6.63827553826	-2.16808024352	-0.121881121423	-0.752771167245	1.21481078933	6584.70645421	1290.46163702	True	
4.38719201706	13.5567100747	5.22478335532	-2.29679931672	0.658615228082	0.809787900426	-0.839364972822	10350.7335565	1225.93855516	True	
