Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Potential	Temperature	Equilibruim
4.31963047217	3.47026317047	6.95366942755	-1.36818442465	-0.94046061957	1.59129754893	2.16889707794	13229.4099498	18181.8181818	False	
2.02849050925	3.52086162036	3.94832253246	-2.14782941944	-0.377931069286	-0.615271323939	3.33126079073	4893.8508401	18181.8181818	False	
2.08580676711	0.555853504217	5.25857324501	-2.61149952054	1.34695023537	-0.901518441053	-0.081468960487	17965.3062192	18181.8181818	True	
2.36003303216	1.57110535373	4.18464801036	-1.81909918538	-1.18673262748	1.18785268611	0.861057964001	24130.4662813	17272.7272727	False	
0.906745477848	12.9794070672	5.98202522115	-1.18769348465	-0.128075490863	-0.603934351532	2.92885505275	14608.8796515	17272.7272727	True	
1.35647410208	1.84968637458	3.36037626501	-1.21998841501	0.730036227144	-0.997613384315	3.68211437776	18252.6308467	16409.0909091	True	
2.51853856625	0.144689681818	6.31904264135	-1.40496197606	1.03748977809	-0.902364588036	-0.123649869554	18583.0752922	15588.6363636	True	
-4.42212907426	10.1328571055	5.32948098512	-2.60600833454	-0.581517156344	2.55095219959	0.468877041288	13829.1390676	14809.2045455	True	
4.41541317649	4.14424296848	5.26915977707	-1.24146295967	0.105553483325	1.21621703881	-0.463737829705	27102.668623	14068.7443182	True	
-3.28466778675	10.6751308208	5.29335330127	-2.19766470774	1.40754192839	1.09021741608	-0.556567499768	7933.24987255	13365.3071023	True	
0.372718824318	2.78788832497	3.22234464993	-1.13135484822	-1.15300775111	0.894704885897	2.82520706232	24082.0585679	12697.0417472	True	
3.7925019852	12.2081941051	6.10800331239	-2.73127735525	-0.71651518561	1.16494932487	2.58932775447	7618.5494152	12062.1896598	True	
-0.856934265245	10.1755238329	4.06805101054	-2.51407893701	-0.841794593638	0.788692313944	3.30098008678	3276.28906075	11459.0801768	True	
-2.24599421743	9.95729259779	5.86711020429	-2.33011407318	-0.737510537803	1.99512751352	0.595446887725	3950.48273535	10886.126168	True	
1.44932574252	5.12016923485	5.97601692373	-1.39250736431	-0.931320454729	-0.358522236047	0.59801748525	18397.5240909	10341.8198596	True	
-1.77862508158	10.5188929051	3.98315030376	-1.56779051993	0.710403287405	-0.250573777343	1.72299735165	21601.8232649	9824.72886659	True	
-1.61509651621	11.0773470817	4.42667498167	-1.20164641924	2.14674020755	0.0272453197297	-0.0107584720993	13594.5196828	9333.49242326	True	
3.39455850146	2.65412016742	3.29518359062	-2.53223131061	-0.884479059569	0.327957662018	2.83789623342	6545.16968339	8866.8178021	True	
0.0897476459198	11.9147763878	5.82849731057	-2.10687586678	-0.600104183909	0.13457790006	0.127836500874	4792.41688166	8423.476912	True	
-4.79664013466	10.7185714649	6.66506348596	-2.44824118988	0.462901048517	1.94300839504	-0.553494181488	15036.9706735	8002.3030664	True	
-3.77100195984	10.3574646914	5.05027754965	-1.27761917205	0.0937705883936	1.33405335602	2.85428490232	34896.8749131	7602.18791308	True	
3.54984651888	4.3145209214	6.03803969478	-2.71108628888	2.17400882475	-0.438876451196	1.92774178865	31507.3728621	7222.07851742	True	
3.59161822856	9.58274018679	4.85520144831	-1.75256219249	-0.682210071483	1.44472764096	0.0517774414936	14223.6109971	6860.97459155	False	
0.529673316702	2.8132664807	6.27617390105	-1.07514043638	-0.563120703393	0.891963574575	1.23334568427	16171.8465396	6860.97459155	True	
0.772250184591	7.105137753	4.55220296929	-2.47849862461	0.476035465508	-0.697065611533	1.74679423045	4672.41826406	6517.92586197	True	
-2.23653849763	14.3688901708	3.41643461268	-1.83410885495	-0.964720336474	0.669372998892	2.39998753896	13986.3791446	6192.02956887	False	
-2.73379554035	11.5684047876	5.07851951215	-2.54062654256	0.936085531067	0.468325266036	1.99233486601	9192.35684809	6192.02956887	True	
4.10075331387	9.92035062553	6.89802090047	-2.62430375296	0.106292499798	-0.897030314193	1.15870812253	8044.92948878	5882.42809043	False	
2.90177763834	12.775330385	3.14546262151	-2.40950680144	-1.0313087775	1.85592938889	2.8380243132	12208.0366931	5882.42809043	True	
1.64375561971	3.33884799674	4.73758943512	-2.11172969791	-0.583442844853	-0.790546921558	2.43519434077	11869.9420716	5588.30668591	True	
3.72740368077	6.90232891223	6.34398666955	-2.39033771151	-0.573174483288	0.701524593612	3.29538506167	10766.4041746	5308.89135161	True	
2.72859701039	5.35975363417	6.9060179866	-2.69582377816	-0.795608221138	2.83517983655	2.35011155595	7604.07568164	5043.44678403	True	
3.88016324032	10.5869845395	6.32437318545	-1.94055491277	-0.890279906803	1.88603817114	3.7361171879	9202.84109274	4791.27444483	True	
-0.0663649282249	7.67380712429	3.07021288091	-1.4719772173	-0.477954710259	-0.592209082067	1.76674130504	17730.314721	4551.71072259	True	
3.68633756724	14.3708737064	3.26188801287	-2.52849165498	2.09813132077	-0.981740981326	2.42094896061	15559.2008903	4324.12518646	False	
-1.1011333746	9.32497804037	5.55656149253	-2.20445370247	-0.9154468087	0.981704304853	0.658568272701	4977.17923197	4324.12518646	True	
