Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Potential	Temperature	Equilibruim
2.49320006674	-0.994485252341	3.37850368922	-2.00983934367	1.19847653395	-0.915570965561	3.864781172	11213.1033367	18181.8181818	False	
5.95820009237	-2.50987668819	5.75902814755	-1.40868645557	0.761933999174	0.133067486847	0.104208759788	32048.8173708	18181.8181818	True	
1.60254681734	5.26454609877	5.40205960124	-2.24600650047	-0.672339086527	1.66810755365	0.734412962635	7072.83418948	17272.7272727	True	
-3.55117726389	9.02604510277	3.00670691184	-1.39969980589	2.96983221579	0.881687354737	2.46717847942	15357.4955257	16409.0909091	False	
1.66212641384	-7.9391394326	3.48854916663	-2.19605299508	2.71009215948	-0.313917910025	3.4898714819	30949.6902098	16409.0909091	True	
0.899049346291	1.95807844627	6.55176661938	-1.96629658012	-0.975756479144	0.072362157747	1.72561638726	14263.8758204	15588.6363636	True	
7.48346837733	-5.3647284376	6.00033595708	-2.35387430671	-0.769746241226	2.27792515092	3.85617789359	4102.97643559	14809.2045455	True	
5.6275053664	2.67752183665	4.59327793791	-1.26086294829	-0.967328569652	1.74315021453	0.78827734864	16729.8108012	14068.7443182	True	
5.54143119931	2.0046075332	4.76741452926	-1.74042439226	0.0445368429031	-1.22822928242	3.4340054073	41537.2969928	13365.3071023	True	
2.34068330436	-1.89234652732	3.14425437911	-1.98224346875	-1.06971686978	0.0196235419326	0.763593303388	21855.0956496	12697.0417472	True	
5.54865367425	-5.03911879663	6.54037684816	-2.65947233413	-1.18471778099	1.95735218359	2.00519408169	36202.8910229	12062.1896598	True	
6.45042431217	1.22078004546	6.4820685641	-1.35308237426	-0.487604835432	-0.306811638945	0.26322978387	16316.3193215	11459.0801768	True	
0.965142823267	8.10693289545	4.64677649013	-1.93358035965	2.75128313902	-0.68369266525	0.248829548683	8458.59190417	10886.126168	True	
9.06193942734	6.28892832545	4.82509872561	-2.22265866215	0.18734051944	-0.716836375716	0.676437925688	10408.1843056	10341.8198596	True	
0.0895770123664	5.63751766723	4.20052569413	-1.76653769689	0.808137324192	-0.637771902707	1.98213414245	10947.6227758	9824.72886659	True	
-0.62183233481	6.68615674801	6.37872168879	-1.97583821634	-0.885251182584	1.73996301284	0.081199530781	12249.861898	9333.49242326	True	
1.75379266355	-6.09666712602	5.30697599535	-2.43891887651	-0.70624877402	1.83007531235	2.25876437303	16870.7911589	8866.8178021	True	
-0.473853042536	3.2457108396	6.65069322914	-2.32174065789	1.55522514277	0.793204274519	-0.680608124985	17105.8313019	8423.476912	True	
5.78338322783	1.83518330212	4.36702111792	-1.97553987182	-0.987643742006	1.11913440934	3.19483245078	10967.3634267	8002.3030664	True	
3.41216248363	3.43801001182	4.93863032994	-2.50041355789	-0.816245423952	0.854597739289	3.41138633567	3075.4834189	7602.18791308	True	
9.12946232093	-1.93078434564	5.37667844953	-1.39661359938	-0.772896873785	-0.0727528915377	1.35719566331	15458.2710843	7222.07851742	False	
9.87361313557	5.94682466821	5.76690014866	-2.53199937626	-0.855859616057	0.591458338045	1.49093389755	3705.13701796	7222.07851742	True	
3.59777536745	8.16363001232	5.784950954	-2.34717838727	-0.813485056002	0.55761252865	1.21712521755	2576.01913296	6860.97459155	False	
5.30924806271	3.13440311436	3.3918094294	-2.67940172053	-0.69224856669	0.202801148251	1.11256120959	9185.16458611	6860.97459155	True	
2.77844920332	7.210909673	6.13384306326	-2.27468871103	-0.175008383189	-0.451087186018	-0.402467966208	3232.41711845	6517.92586197	True	
5.565311548	0.164300308676	6.38062798047	-2.32058821217	-0.937290389406	0.321370754463	2.02587444297	6262.82407781	6192.02956887	True	
1.27207524932	1.03002978825	5.04591238033	-2.00209209087	-0.625082325444	0.852747083801	0.189231144007	8405.80436125	5882.42809043	False	
3.74535794216	-2.97517770299	6.49958605299	-1.87839024984	2.64957403672	-0.663279934769	1.58991679362	14445.9118235	5882.42809043	True	
4.81508595785	5.02337643706	5.78533417024	-2.41457818828	2.30519484184	-0.728883875403	0.898990643816	11919.4070052	5588.30668591	True	
5.95025832918	-1.04362479463	4.93321719098	-2.41723008428	-0.836000437023	0.790600191775	2.35547725833	3029.20813302	5308.89135161	True	
0.299926850873	6.70116840532	4.50460911176	-1.49980204798	2.78913651226	-0.66773496155	1.1769137925	12793.5855495	5043.44678403	True	
8.58407897964	-7.30394565771	6.16743715032	-2.23649251879	-0.44881373473	2.8453904129	2.69752090498	10615.0910962	4791.27444483	True	
5.43852004564	6.70579717289	5.96636178524	-2.44505477879	-0.363994751759	-0.649983583905	2.82904933518	3519.26665496	4551.71072259	False	
0.836096842466	5.43779080649	5.02238809838	-2.07531923986	1.9043396232	-0.770072976052	1.00065594706	8948.06696146	4551.71072259	True	
4.65999191908	2.72822934764	4.57304749391	-2.53992411183	-0.572459451532	0.924398706827	3.93254973056	14137.7217224	4324.12518646	False	
1.33708013433	5.05828929854	6.88703149721	-1.74243771262	-0.804731305338	0.0685181355311	3.51174022074	10591.7686258	4324.12518646	True	
-0.786768850383	4.98364101785	3.27091843603	-1.98472517718	-0.915370905878	1.93519261645	3.33731617708	10606.9089393	4107.91892714	True	
4.9842249573	1.74402205042	4.67272665878	-2.41721959885	-0.85556306025	2.06204366528	0.424817672589	3959.67649387	3902.52298078	True	
6.03449372137	4.95636840069	6.31478244338	-2.31970188258	-0.634906342873	-0.165904987669	3.13465337089	4475.17574809	3707.39683174	True	
5.03199458802	-4.24928643956	4.18479334625	-2.50968884947	-0.656947604577	0.891170929796	2.20991133825	7230.42065663	3522.02699015	True	
7.37714873736	0.93977546118	5.41922986538	-1.90697550176	-0.760578681439	1.91269352814	0.744640057559	9281.57935954	3345.92564065	False	
3.57195450865	-2.77892760753	5.98248410834	-1.69090514348	-0.893533036323	1.58055367559	3.44299161662	6234.86023279	3345.92564065	True	
9.19783298917	3.71886888413	5.9684158653	-2.56655088166	-1.07099386459	0.540160233143	3.53585649352	13403.5775539	3178.62935861	True	
-2.46140282497	8.37188607768	3.26950859867	-2.07815750838	2.93298888791	0.196945601914	3.17370136326	6951.18951363	3019.69789068	True	
1.81214855117	5.70161724144	4.52265161857	-2.00255116749	-0.202668835613	0.339431776784	-0.633492141855	7916.68082038	2868.71299615	False	
8.00999372074	-3.90687875838	5.03154898635	-1.86872367398	-0.926975389042	-0.256455973237	3.67929604832	12628.8788416	2868.71299615	True	
3.9958097253	6.94695970259	5.51420169703	-2.83382722483	-0.72618284695	-0.182312134805	1.25712126671	8104.29010286	2725.27734634	True	
3.23489726193	7.93698900412	4.33934356889	-2.81066860664	-0.565226567462	0.509455567714	2.2284312035	17386.0050695	2589.01347902	True	
1.95572167236	6.52047170996	4.72426030716	-2.22058284201	-0.73922229354	1.21615333703	1.55197560242	5856.77944013	2459.56280507	True	
2.13460068335	-1.63691390071	5.67892961364	-2.30186542329	-0.733782184652	0.288030613912	1.77969323663	7314.97596591	2336.58466482	False	
4.48009614157	8.97222438073	6.32073073203	-2.12227494957	-0.580474497214	-0.0371923935241	-0.128491004859	5669.85517871	2336.58466482	True	
1.83480698684	4.27065303457	4.56301322683	-2.55366938023	0.264657403476	-0.818631701818	1.09712717362	6092.53571668	2219.75543158	True	
1.09499381684	6.24317142851	4.20286736478	-2.27892477813	-0.373059482686	-0.255127981796	0.508333947494	5981.89571045	2108.76766	True	
4.29283184984	4.29550305038	5.38207364239	-1.73660915267	-0.741057281255	-0.00725741458372	2.24402805999	9095.43004682	2003.329277	True	
2.66341653866	4.15536335345	4.74577176052	-1.92588909445	-0.770728853599	-0.229885877407	1.1069949914	5588.6018024	1903.16281315	True	
7.61008783898	7.66237926381	6.10131850299	-2.4137449796	-0.645156760708	-0.212946033219	3.49733152048	4000.9078852	1808.00467249	True	
2.91558030496	4.86002435476	6.66557966414	-1.9951364805	0.31669401938	-0.681216779709	2.31366323135	9129.98978826	1717.60443887	True	
