Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Potential	Temperature	Equilibruim
0.150821705625	4.3848101837	6.36274228932	-1.0740877911	-0.617460247543	2.890899017	3.37697283179	21988.6979292	18181.8181818	False	
-4.74922870389	8.56382289389	3.11977171848	-1.35416153251	2.09050887321	1.06665243844	2.61262105528	13466.2214462	18181.8181818	False	
2.89768821924	1.40669782074	5.90914512443	-1.39528065804	1.11696904435	-0.00101815287858	0.216059782312	58006.6938326	18181.8181818	True	
1.5044731763	13.2857751558	3.36786749204	-1.23745023046	-0.412493182771	-0.246205901084	0.660130097487	21708.087026	17272.7272727	True	
4.88886869551	11.5439360407	5.87858555934	-2.3072747493	-0.763849403982	0.752885119807	3.10998467622	4030.78038702	16409.0909091	True	
0.255739408236	2.30264679131	6.28899276316	-1.13177796842	-0.00633986906976	-0.463491537528	-0.656008411729	23382.4399923	15588.6363636	True	
2.96879572069	10.5683479525	5.57977951784	-1.92277979084	-0.657341318824	0.00949830482063	0.575798045602	7830.1244796	14809.2045455	True	
-3.13908922011	13.9395366984	6.72425352162	-2.11634516264	-1.12451748724	1.39346164518	0.760073377017	26131.5810699	14068.7443182	True	
3.24585394437	7.39009902527	5.37315599502	-2.72539830432	-0.617252570806	0.74295452128	1.69886883036	11219.5456992	13365.3071023	True	
3.45650800036	13.1447634525	5.13649166266	-2.70980842163	-0.545892133652	0.157184030991	2.89610143648	11431.4361352	12697.0417472	True	
-1.01458666099	14.4847751058	4.80220664777	-2.34907475722	0.288006438533	0.142201261935	0.990904057556	18327.8166715	12062.1896598	True	
1.96194608967	11.5630052977	3.1693230478	-2.66744197251	2.47251547753	-0.77518973177	3.29644749021	10435.98161	11459.0801768	True	
1.89169909522	13.6879468804	4.61988367586	-1.63173399209	-0.725037936463	2.50302308203	-0.347845891466	15969.8497471	10886.126168	True	
1.45184151898	13.0395198527	5.92176396931	-2.61691468098	-0.9014111286	0.869808883201	2.17228538145	4159.00642609	10341.8198596	True	
3.49335008982	1.68382154413	4.94962871306	-2.75625728117	-0.383032610641	1.87629673921	1.26887153495	38625.1457998	9824.72886659	True	
-3.08546328483	10.5662924727	4.54683041716	-1.34567960598	-0.689033463612	1.0374833854	1.92925485587	10310.1573833	9333.49242326	True	
-1.90413714252	4.6158695656	5.45105347441	-2.57957240107	1.18806736192	0.558932433093	-0.486525480147	19774.2619925	8866.8178021	False	
2.14477860893	8.97800091313	6.63254553342	-2.48864715216	0.546814524903	-0.437445241231	2.8946833659	18161.971065	8866.8178021	True	
