Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Potential	Equilibruim
-6.04407763396	0.489398918117	3.07095473927	-7.79410134619	-3.80436980565	1.00584054216	-0.818946570237	-2.37593626355	7.49667537261	2.05262460315	-3.45974336575	1.35352477183	-4.85846203268	-9.23002229087	0.476308801877	8.88185270331	-3.76229547173	-6.40183758947	-1.62808053055	-9.13781799708	0.699008213914	0.415993710254	1.64353945819	4.78062696823	0.275150442549	4.82274202394	8.62804449324	6.02795265786	4.22949871142	2.67945714311	9.69560463974	4.9450076707	8.45857949661	5.25245123641	6.03581506273	5.74584590148	8.62020475401	0.898839523004	4.89427112505	2.00249378732	0.756362796975	-3.433544205	-4.08397795447	84399.9999965	False	
2.21472398818	-5.70371708114	4.56439199942	-1.40672843355	7.08985579143	-7.5986134948	7.98421406379	-1.18535898654	-5.81826671877	6.985067642	0.108432681478	-2.79901287143	8.1844519565	-6.05075257682	2.83568112576	-1.28906203809	-8.84356490373	8.10316916055	3.86530448719	8.43981608592	5.11023611465	2.14069974069	9.60066220061	3.59541951265	9.32399994095	0.062016680133	6.75854930993	4.1796029268	1.57679993432	5.17945447807	3.64678766465	6.67179732296	5.11631137997	5.75342027209	9.09860767903	6.12151466532	7.97681062992	6.75690471348	8.73149471752	1.412229581	-5.66030306324	-1.43126751391	-5.84986319706	83640.4354634	False	
-3.34829406852	-1.26804381942	-5.70570461571	-0.325848446444	-6.53143929754	-7.80384716218	8.21087326538	0.0472575333102	-2.38012580418	8.48089266263	6.7178487395	9.00532360372	-5.53485670427	3.38609692456	-5.65050673451	5.6420062078	-5.70121097312	-8.80718747627	3.49387020579	-8.88001174885	3.03810075788	0.16932822115	3.78540239996	5.24487287051	1.92312848993	1.34834535214	2.37391630552	4.80463500268	5.14927523234	3.42501103105	1.43167759185	9.21679801892	6.99879272886	8.1428261166	1.62106049687	8.87081478817	9.75546592923	1.90569799816	4.75412361872	8.38732201307	-3.87305292047	-2.91611222683	0.481266931246	84399.9999851	False	
-0.55921492107	8.36463168037	5.25826840266	-3.39832984059	5.79682803333	8.54380159216	-6.37179311335	5.86078608604	-5.02861019006	-8.28239900398	-3.81415163552	-4.18868292372	-3.33033893092	9.3326910205	6.66279226535	-1.91904156731	-2.820844657	-1.04150864456	5.87269691883	5.93514721194	4.26935743214	5.79047215987	4.78795205674	4.20486989548	2.35001814009	3.37402255151	6.7804294482	5.9114164697	7.82791624342	6.93898649219	8.40249352027	5.94433172345	6.45400243302	8.87396143172	4.58509176222	7.55735678795	2.15146500418	4.87102557603	4.10256215398	8.61369524441	-3.46880936352	-5.95334114783	-5.1761438224	84399.9999996	False	
-1.93769968709	1.00432804273	6.67073164485	-9.29685629325	2.51816181449	3.7800993729	-6.85530247489	-3.06464111341	-3.76242583646	-6.23257372374	3.74484025461	0.480787269237	-6.47235055639	8.51355312641	8.93007230021	5.15570778533	9.80180824696	-9.32062536439	5.80248114282	-0.595399761668	8.24932310594	0.587364297203	3.8001961512	7.95155192354	3.93281106172	7.84322256022	7.779553182	7.87783757905	1.07539818279	4.07729747726	5.70106164608	8.92923972392	8.4908225988	6.82058448026	8.26288264859	4.72030139487	6.63723439584	2.62540564591	7.06148213168	4.72276274934	-2.07381532627	1.33572110292	-4.98461479438	84399.8240147	False	
7.58607135689	6.71437514855	2.58653960165	-8.48583360016	9.55244239887	1.87396972908	-2.43447947309	7.31805124334	4.01067426621	3.60909143266	-5.72405820976	-4.5857625185	-5.42725436708	4.52561215786	5.8669301024	9.24306519213	0.824738853827	-2.49610386319	-3.94135901345	-6.83335274866	3.29137051295	6.03373014786	1.4285876635	5.26183676304	5.05171660935	4.64108242252	6.49605401455	3.40582183767	3.58678052903	2.28674438242	7.5725422805	3.5737037226	9.47762235034	4.00627865396	7.95194976158	6.08915208807	6.92342617928	3.87968683058	5.17299251658	4.13239115961	-5.05197447805	-1.51077336774	-3.3032795366	84368.055431	False	
2.88299496259	6.83315485618	1.10004175485	-0.650545629946	4.85403510877	2.53620080423	2.28775513187	0.580659712144	0.132770000743	-7.48754483833	7.06791293439	-6.28097245283	-5.22980380563	4.02565100072	5.49578589343	-2.21288933933	-5.39223483502	-2.43352286497	0.253475691204	8.91840667962	3.87523732318	8.23645708104	5.65391899682	3.78948738772	8.8206172426	5.78536243171	1.35782161343	7.22331407965	3.4125751402	6.24702390189	5.05563505041	4.15131020144	4.20428554845	2.74946524984	6.03058163157	6.16107745624	5.25837557247	3.50298855876	7.93328729345	4.72222529932	-3.53205230692	-3.81527323667	-6.50762795869	84395.8338223	False	
-0.483705201004	7.6151362556	4.0885865237	4.50457158609	-2.54936961305	-4.74080124955	-1.86530603036	3.00088277596	-0.949530403325	-7.3117238711	1.70187690287	-2.55283668357	-3.62350549859	-2.93645989233	6.34698949923	5.5974193498	-7.08753373924	4.56929015507	5.6654395358	-5.14327106893	8.08947208626	7.39562434318	1.93975375357	1.72685168598	9.68665531543	0.203330330088	4.6893588482	3.83417552874	7.60283866618	6.75812471916	9.01033104586	4.97434576923	0.708143730368	5.36013225201	3.29319794592	8.96836185061	5.22867998422	9.03540361381	8.31104986426	3.23279489245	1.36592285791	-3.81902026323	-0.529127121883	84399.9980273	False	
-3.91717921987	-4.87155418661	-1.34231509766	-8.06956391745	-6.45091340857	7.25055482734	5.36584120885	-3.26377235585	4.3207345603	-2.85861736538	-0.0427238328729	-9.13668707007	-4.16187410212	6.47464005166	-6.7386447343	2.45231546564	2.59655879199	-1.71410936451	0.646518067948	-5.79636478557	7.98994699308	5.69037874011	9.77125099217	2.53716199786	7.16072811082	8.38307548976	2.52800144532	4.71033684821	2.75952018825	6.50619106203	7.9523999696	6.13213338266	0.0691243554048	5.6613125163	1.31847338772	3.68623055785	8.08366617065	4.29732699156	3.2611791606	1.49991187546	-4.42822857315	-2.67585617252	-2.53612175413	84400.0	False	
9.00725570366	2.76432768923	1.1184129113	-7.74765221158	-3.69162804643	-2.23500113706	-8.69982281335	-5.8887298085	2.1339320077	0.870401479444	-4.70859370414	-4.4582206105	8.20968517254	-8.55329460741	8.39237600413	6.10929230389	-8.42642819429	-4.21022038391	6.42633183617	-2.11516665769	8.08242801891	3.38216059886	2.8217086085	8.19967107957	3.31211828696	5.21921112433	3.78055863504	4.83920581342	5.69483267858	2.15596830017	8.12799254767	8.31782648795	7.20487749364	5.07850075917	5.78701304168	4.24258210038	5.9107625846	1.31135563359	5.467447262	7.66460053508	-0.001080259876	1.07285163412	-5.26562176378	84399.9999118	False	
