Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Potential	Equilibruim
1.84231873807	1.06534395644	8.71370111028	5.90424892575	-5.93719445579	-2.00540841744	-0.587471447254	-4.36170537661	9.25122326666	-0.728921760941	-7.19535339262	9.29137724689	-2.88909390917	-2.6592016002	-4.73407158007	-8.06477640361	5.15825240052	-3.40150992474	6.10250655778	-0.707787893512	6.85823600845	9.57906620445	0.718116279492	2.59676336886	1.14355312167	0.0883618891731	0.180662976494	7.08769020485	5.08596300223	0.866316549482	3.48763692874	8.6450497974	9.64876222189	3.04462476643	3.19112077652	8.03052297471	7.40961747852	5.83173158527	1.25216388483	8.16413276082	-4.75430150486	-1.51728079126	-3.76375955754	84398.7712112	False	
5.01462859523	-2.13107861409	-5.79597319876	0.768697897379	6.95300552336	-3.55858317231	-1.42853231595	-0.967750008892	-8.33132468403	1.70011814313	1.80285887534	8.88372514992	7.8726956054	5.0092776867	-4.18038112056	7.00276572196	4.17580812544	-1.76032484076	7.13624776261	-1.6447304235	1.43696348743	2.3300024133	3.51628769195	8.61204028532	3.12084373281	5.80326595339	2.63599374373	7.62320163489	3.77418620954	9.32267150427	7.11502829421	6.69860692261	9.19777078969	2.99360858894	0.356717784502	3.09964931805	7.00066957649	6.72160932866	5.48885344431	3.19343260391	-2.60847728669	1.49159274579	-1.57344684118	82517.7697991	False	
3.88506665543	-0.114313748038	-7.112558796	0.928226231675	6.42983050478	-0.492875901965	0.123894150976	-6.48747160103	-2.14702672608	1.641678954	-6.44279174603	4.26372327409	-4.65246238171	-0.773604059767	-5.35815977014	6.79321109056	7.60334167995	-4.80236487706	-3.61739616244	4.42127254804	8.64132796083	5.72618950013	6.00530834114	9.38660049405	2.23802827562	4.24088254432	2.94117049607	5.63340609887	7.49147667882	5.11220057207	0.280301939311	9.40492625115	5.31944839594	6.96949480195	3.169526055	2.172168103	5.31213870104	9.18644416243	8.47247823398	4.18125271185	-6.64261070189	2.50836902057	2.67620559627	84397.6715729	False	
8.99014592754	-5.91435069219	-2.63756320132	-0.555492076143	-0.923417097557	9.07143167621	-1.01183601108	-2.6103587359	-4.98238311455	-5.09635891602	2.68251099529	-1.32561544307	-8.19213063892	-8.95993363806	5.46466607825	-1.65690152378	-8.9194830944	-1.6190896572	1.8525182719	2.77480249202	0.59546656755	7.79111101748	6.41161314175	7.99009359296	8.39938038075	3.6796350461	5.74907890164	6.63750883093	0.61413218864	9.82743865948	7.237324376	7.22066476706	2.01991819607	5.49166920017	4.83199746603	3.74077033377	4.02204307855	2.34145366296	5.28095547348	3.27347793403	-0.963812747293	0.497540620718	-5.24562881936	84400.0000069	False	
-4.80680673631	7.64707834487	-5.64563990495	-2.89095997997	6.74506035855	5.90221156905	6.75417982847	9.22015793551	-0.125409718887	-9.7928786219	1.47618937721	-2.09904064286	-2.73106781569	-2.340673871	-4.07316455116	3.81741583494	-3.34749870557	0.354893291048	-5.65206133053	-4.6243408531	5.38410559091	3.7618548054	7.86940752448	5.49444203593	3.75116441277	9.28801273017	3.65454962388	8.43729140098	0.305382588381	4.39739880033	7.62569975812	1.7697242946	3.34163834129	0.449272318016	8.55190339645	3.48115541918	1.00649055611	8.30015050132	3.42227626647	1.54145498442	1.7085255505	-1.13539895078	-3.38603133149	84399.999997	False	
-7.76545417169	-2.73387895454	-3.70397720707	-7.58043527272	4.94278569144	1.43915484115	-0.474775756609	-1.6329646515	-6.41838407586	-2.31998632055	-7.44360915902	8.02111903279	5.51432536085	5.24713773389	-3.86060055496	-8.68395470787	9.48899733042	4.10725720182	4.03504982025	-2.36670266036	7.41972949076	1.41278880626	1.66212814807	5.07803120343	9.81411578411	7.84816569125	2.30913650474	7.88839535385	7.42804513871	2.73614440861	0.813483111534	2.94205163012	7.90622008009	5.28231426545	4.25731739728	6.28003744054	5.76950316615	5.44709946578	8.01525318089	8.93658625095	-6.18366223016	-3.78312228908	-6.02084882857	84400.0	False	
6.28535813013	-2.75521554798	2.02960963166	-2.84125746178	6.38554474195	0.983939995771	-3.06270737112	8.45339891607	-8.55258098674	3.43993364818	-8.51089837725	6.23246240866	-0.416280406434	3.84993708725	1.74895602351	9.78424192148	-7.62834126034	-4.20810661417	-5.85494857766	-7.95813670747	5.32118565163	5.43968955629	3.06062286634	2.48287745437	1.39643757543	4.35898661476	2.24598385753	8.02135353492	5.55195094811	7.44579474429	1.16995686658	6.43346036102	4.38270083866	0.229000056738	4.08678546918	5.33165692615	6.49502771835	6.80439020734	2.65464110562	7.76425814887	-3.93953291907	1.53335973355	0.853918417516	84396.6066102	False	
6.86815177958	6.71699773023	1.89046099551	-6.44251529894	5.08788471428	0.706263006069	3.38752716244	-1.60542157054	-7.14081499485	7.99828181128	-7.32182706667	5.47313998155	3.47624936818	5.43976475961	-9.36122114824	-5.23553389956	-5.51831875914	-4.3004744489	-6.83328533965	-8.7315791404	1.13356145202	3.74722384961	5.73701505099	5.68273826146	9.10571593931	5.58970434943	0.866185582483	2.26919198845	3.01052558842	5.67650457859	2.51216039041	8.92493520517	8.07565117978	1.8723011499	1.922106544	2.33292347304	4.81779411921	4.78661399305	1.72574348609	6.04844202273	-4.80861428706	-1.97930869224	-2.38590896335	84399.9999999	False	
-7.71238184511	-4.05794707845	7.75750845929	0.486546896606	-1.76775822301	6.4030179059	-3.21477985973	-2.47688182374	0.227021548327	0.0776020546957	-3.04028345787	1.89578885929	-2.20201382106	0.0710532150093	1.26701901063	-5.09803276891	-1.40746558566	7.21233525677	-0.346221360493	8.28730593695	9.22481890078	0.700720819601	9.03053273157	5.22649501817	3.52617940242	9.06164172763	3.90673482651	5.00668466042	4.88309898747	3.70879011356	7.65415145854	2.15974353909	2.26053967116	6.94558020797	4.26385746218	8.20885640197	3.65877392307	0.47250805271	6.91455819834	0.122975665762	-6.97502112355	-3.35821155612	-2.3125772576	84399.9913318	False	
2.15106255989	-6.60699694038	3.92440459139	-9.51308576242	-3.22288566648	-4.35178782914	-7.98220011876	8.84103286272	-5.96029903305	3.51588416797	-3.34250347715	-7.64311880989	3.80543981801	-5.83751132117	3.99862542349	-7.71750288443	-5.5760941741	-8.14127000964	-7.88711226689	0.419551416024	8.10576358578	3.3907299089	1.99641521257	1.85690121689	9.72688435263	4.02390105963	1.79508023075	5.69640649837	7.90065996853	5.30685198277	2.37198957298	5.7548840983	1.81978101702	4.6391091389	4.10221332511	4.37615670414	8.01996545022	4.18823915271	7.74471373673	5.54319008696	-5.52112716399	-4.07774388453	1.62547202762	84400.0	False	
