Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Potential	Temperature	Equilibruim
2.79551949893	4.56986035746	-3.91759985854	4.69452625779	4.81003743526	6.16328291934	7.11675246023	6.5013234963	4.1739641283	5.92539505088	2.71159095235	5.66935372295	5.23962765542	5.41558220398	7.44131766132	5.90436902347	3.38111822976	3.41671833966	5.58361558695	6.87135788641	6.66242279207	5.98288183656	4.86281766072	-3.09524804409	1.2884058133	-0.91832567277	2.18318451979	17343.6044161	29282.0	False	
1.37805115604	0.854679239581	-1.04192480136	3.93824385434	6.06989016311	4.82073790849	2.77364532664	2.96315370648	2.75298502372	5.98096799074	4.9891530955	5.0331336986	5.19121775011	5.91917268112	6.11409711578	4.47673547814	3.97464236699	2.64408005025	6.40286451671	6.89259993191	6.08557985455	3.25983247951	6.47110192565	-0.126333004752	0.0884195120744	2.95892150223	0.610199114722	75928.808834	29282.0	False	
0.72746322985	-5.2384819831	2.61750697263	6.11376043671	3.59428214556	2.93102390376	6.51127425297	5.21772993972	2.64777120681	7.03020112951	2.91701720492	2.62050974177	4.82705577892	6.99383718656	5.89437430785	5.81241485235	7.02926114356	4.27728570161	4.40910880329	5.59643633673	3.80380291903	3.39982781595	6.69951854831	-3.21008490593	-0.415682393716	2.34260788994	1.79497330981	97509.8190156	29282.0	True	
2.94019424793	9.29728213878	-3.28264172488	5.73634349424	6.16771876088	4.47656709326	3.03675475612	6.28969017519	5.52261698132	6.58621893156	6.60099079798	6.38853979098	2.51737569978	3.82153287456	5.39186326554	3.35403031413	5.88413954207	5.76797854052	3.57760881589	6.97784819395	3.40378573411	5.28673972068	2.61622726708	-3.24599232651	1.5690148766	-0.546629741545	2.78297703526	66897.7869332	27817.9	True	
1.51820664522	5.70046173575	-2.60086247186	3.74451696698	6.92613939413	3.48718447103	3.71608307235	4.73167232648	6.44230086955	3.51967191023	4.0904565524	5.27874471577	3.45799575498	4.63057818648	5.22379243085	5.06312552491	6.38406898768	5.2261173584	3.76717174045	3.76891650422	5.91601924208	5.48034672206	6.27403180407	-3.09062925638	-0.667817968451	-0.576632985991	1.72493387044	36191.0401909	26427.005	True	
2.1031202975	1.44285953522	-1.33655831611	6.35402639138	3.64474446978	3.14036982551	6.58995707578	2.60367317164	6.56182169156	5.06338665887	5.53044715592	3.49286759222	7.24017669388	7.04827846665	5.67535594756	6.75489546451	4.49865373193	4.40294787062	5.3010584725	4.47735574593	7.01598475771	4.28477558036	2.7804007645	-2.41621413917	1.77680463359	-0.755975702468	1.11560557599	11008.3279958	25105.65475	True	
1.25455826866	-1.05487374532	8.63936703358	2.95009221773	2.97077941577	3.16730300024	7.43575948606	3.815767736	4.03645390429	4.12378600983	4.27885348037	6.77748389998	7.40870349302	5.12315662279	2.88654320966	5.26691741732	4.6022318672	4.72016761602	3.26674707695	3.35674098814	6.78813329071	3.17754165391	6.82184560386	-3.0968158384	-1.01176760121	0.475787976673	3.95206465095	36890.7318864	23850.3720125	True	
1.04204780184	-2.50295466089	3.55158387551	4.69081015348	5.41410541257	5.40139645395	4.26202912503	5.99825185139	2.56367732503	4.61919254924	4.58493555643	4.60488891663	5.9947118505	3.47884188062	5.88414013129	4.00091685402	2.58468217275	6.36341844029	3.49639125436	3.11078055781	6.28217803066	5.44161283579	6.12320251082	-2.66204753847	1.1230280078	-0.10653883727	0.120994892913	71103.196031	22657.8534119	False	
1.80124704869	-2.8679565529	4.52429179261	2.82999342885	3.48151006131	6.9420944677	6.34328817303	3.52274730604	4.43132246286	3.22547035874	5.3394480894	7.28915039502	7.45716771098	3.23924606714	3.87715673129	6.62775124651	6.84726255095	3.71474586022	5.41525900621	3.20836759489	5.50111559064	4.09296244371	5.71621244193	-2.65216364858	0.256493232716	0.599418552042	2.36192683475	23986.2250453	22657.8534119	True	
3.67434753407	8.27618765035	0.289330124639	6.624989804	4.4044098373	5.70308767447	6.38939330754	4.5190626438	4.20625882655	5.79180040621	5.13039620623	4.28144443938	7.21474337002	4.3799089598	6.27713542674	6.85446649594	2.95891471507	7.19029725975	3.87049083337	3.53805476001	5.67973044252	5.19319282748	2.81138619238	-2.79021235773	-0.52643688752	-0.680343530496	2.0883611226	48660.7339391	21524.9607413	True	
1.36609920877	-0.297698786328	1.58438181571	5.86241309935	4.94456303314	5.00402020472	4.63005430718	2.8300058309	5.53383716078	6.7076696991	4.96638005937	6.52371915918	7.15544504617	3.55248815934	3.98863543748	6.55276986358	3.94360146456	5.78199039013	5.38347723704	6.87646186438	5.88758619541	3.43180654826	6.6107381726	-2.09673379318	-0.447820363093	1.67076279233	1.43236218376	69033.5213156	20448.7127042	True	
1.32393138415	-3.06361763492	4.00226233971	6.91207723948	7.2265534623	6.17965228222	3.93358782881	4.28921900571	3.5979817539	3.19856170108	7.07802177576	3.93986507497	3.44083988226	5.19234370169	4.69461557148	6.22138395549	6.44496774915	7.26107586573	6.02831158797	7.23513400162	2.56511328971	5.60492578308	3.12580957522	-2.21949869702	2.53323366219	1.87762029711	-0.576830846741	32238.6480657	19426.277069	False	
2.55525548144	0.874592660611	3.44821590358	6.41991603543	4.49521912293	5.92443531335	5.00909701047	4.87191155829	2.60644699444	5.34021333018	5.30291544555	6.31802528698	4.71198560415	3.24481459242	3.1658148089	6.25248863801	2.86162631259	4.5300298238	5.99663861912	6.08107623011	6.30682768524	4.28464072239	3.01752251194	-2.90810613307	-0.241457454714	-0.135187734203	-0.0337448417658	23974.050347	19426.277069	False	
2.88200749431	2.08710400326	-7.92857100691	5.76191379008	2.81439414058	5.70179259299	2.91436015733	5.33038560789	6.44407478553	6.00651502424	4.55034973601	5.03559768849	4.22365362352	2.95571007849	4.13752551247	7.31171705663	2.5134582858	3.55082929355	7.33198868374	6.36398118829	5.69545152037	7.23866698257	4.80636471577	-1.54993742837	1.14425923016	-0.341863982726	2.94573909392	36306.9651484	19426.277069	True	
3.62218695052	4.66298234298	-7.8230698573	7.27125466616	2.82624120339	4.42903779192	6.85384986577	3.64327553297	3.99002431803	4.72985955271	6.20670592575	3.11320127043	6.89650380648	7.46084073749	4.10555256259	7.3413204805	7.15318997804	7.10510331597	6.5898201135	7.43005059864	6.75268585927	7.44843004358	3.1986977949	-2.95389027421	1.16218846206	0.889766991142	2.80120927393	44607.2561573	18454.9632156	False	
2.68981813641	1.70229072027	7.5457740323	6.36452258162	5.20144277337	6.29276013028	6.12627208087	5.74786452028	3.32288851664	6.34468547061	3.97646115173	2.92693403501	5.80242033466	4.8780422195	5.75221228563	2.99140262714	4.49244038049	3.88622062614	7.12744172148	6.84548364484	2.75027270807	2.90590372539	3.66479399635	-3.17992562756	-0.504901702766	0.27032473485	2.21315202929	23986.6174235	18454.9632156	True	
2.42731562542	2.07329320874	-4.23581190924	2.96706498364	5.82850821159	7.36466313824	3.78358578961	2.95149897296	5.96516309224	6.42377437563	5.92792887575	2.80751027989	2.68428296981	6.55184576031	3.16816732902	6.65143315431	3.85105615305	6.22610532631	4.78569732769	7.4880669514	2.97052270102	4.34980202341	7.23302785529	-1.84135597756	-0.137820373888	-0.601800898681	2.45419948103	11573.0003019	17532.2150548	True	
3.22759426795	2.90573866486	-4.70261682583	4.92108011829	6.20909431354	5.04185903141	5.77098910162	5.95100901163	5.29537038372	3.14003569511	2.91887116454	5.95046661255	5.68826159775	2.64101303224	7.13741869983	6.35126379011	4.28967077221	5.17826574961	7.1869512684	4.89311925167	3.05453392128	6.25943171226	6.51109989872	-2.62233943609	-0.958652032401	2.20148859632	3.69195601645	22409.917565	16655.604302	True	
3.08809054485	2.9958735727	2.91221708579	2.76416456232	3.35855401566	7.28453780582	6.39594221958	4.20642089758	6.6496614729	4.6787906789	6.54049028464	4.70224970487	3.3899418186	2.67417177735	5.54197650922	3.97388759239	4.09162726948	5.35739289796	3.62510957889	5.1349972019	4.18025318814	3.30226443913	3.77382205574	-2.85570415631	-1.16446789058	-0.300158581614	2.06424738027	33560.3729488	15822.8240869	False	
2.70705225638	9.90220443737	5.19009119034	4.30401558256	5.338944795	6.60952016855	6.87432499946	3.08160974916	6.79352384383	5.34022671154	6.15827708542	4.55233888165	6.52226943352	5.33885778207	3.84622409715	2.65148082552	5.05505742331	3.81171090421	4.95075373688	3.26044305638	3.90458057808	4.42667644783	2.5769433577	-2.77021716294	-1.52954031467	2.52163157235	0.98802447778	92780.638694	15822.8240869	True	
2.29524473969	1.61735663337	1.34979354404	5.47369599897	4.27032542718	6.9497902702	5.33388732518	3.46859108555	3.38535140805	4.05801306952	3.07489439932	5.05534645951	4.78657558551	3.76724105023	3.37712564929	3.73336738608	6.39551585856	4.16486720598	2.62718964303	4.26002059029	5.78878663721	5.28219033738	3.92192162402	-2.952903022	-0.132043481963	-0.96936219992	0.890240284132	19570.3932111	15031.6828826	True	
2.49696021544	1.55229196109	-0.226582873285	3.2527233351	2.96603557794	4.87463684495	5.24656044892	6.09655737519	5.27013399337	7.36607037683	4.22745467929	2.56659153346	4.23955011743	4.28676569214	2.96613836588	4.309164377	6.63934112316	5.80021932513	3.67240520735	6.75664738952	5.58277183259	2.71975289753	6.1394910381	-1.11243988245	-0.987059500268	2.34162587573	1.97608364582	11939.5378094	14280.0987385	True	
1.76049462599	-7.96202328909	8.77585652745	4.23020723871	2.98594051698	4.134363057	3.17683749521	5.83359962357	6.49170352269	4.02402087446	4.32066741976	3.21584102065	4.5422184583	7.38233693741	6.16385424901	3.98441375417	7.05380443054	5.20112583338	3.24062269301	4.99799227148	2.84696775599	6.50079561759	5.90612987538	-1.70727449909	-0.509493659149	2.86781543857	3.61509406315	29716.9489328	13566.0938015	False	
3.42894055561	3.40852235673	3.77786744725	6.03703145284	3.73718831571	6.79749046129	6.34793356562	7.09009958223	5.69713229007	6.13036611807	6.30313837188	5.56421014406	6.05658797155	2.99995000878	6.99380097664	5.2543699803	4.99183832597	5.57104912836	6.82208782756	6.31158839586	2.50689430053	4.79071126954	6.91259312801	-3.15634791165	-0.147515674542	-0.996917279946	1.47273081721	23270.5453481	13566.0938015	True	
