Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Potential	Temperature	Equilibruim
2.19968502714	2.67841641179	4.57496914527	4.23455008727	4.79775238867	2.43278648378	7.57098563047	5.96803582282	3.42346774854	8.01806674319	5.89210352025	5.25426611187	6.08305818833	7.82318782561	3.21705564554	6.16060908227	0.480322926721	1.31506448372	4.65483510873	9.60954807416	9.23410208806	2.61227424476	0.332767259328	5.26561427193	1.22911055309	-2.47924375006	1.90657829063	3.27043091412	43298.7073459	42409.7618372	False	
1.67342024121	1.2011829804	2.13450072955	2.30366503735	7.53841671971	5.8923720802	3.51291329058	7.5825593978	7.71279366361	4.68672558676	1.97810364945	9.00355088631	6.73161026084	6.76541953204	1.78367841896	5.9291583209	0.610102278789	4.12308785106	4.13796490679	3.62791435682	3.74585665339	3.17043184764	0.0516169949897	6.75255783958	5.5178322509	-0.939776851708	2.49707154545	3.35197101204	45272.8496943	42409.7618372	True	
2.10109679036	4.38292955641	4.06548539562	8.44341511826	6.99385177579	2.00490515205	0.969547818398	6.54334471096	3.67750996737	9.81363560885	5.41166126966	5.89906889612	9.28686217871	5.66660712115	9.19783246643	3.43754564854	4.314281561	0.571868656626	7.24197383052	5.96666480788	4.4673394742	7.98544846859	3.05852163164	4.18797486229	0.20390899389	-2.2203182007	2.2432503084	0.803328362646	88292.9249382	40289.2737454	False	
0.637654901388	2.08735644545	2.72436627361	0.284102520249	5.5743035981	7.21809769109	0.797211153756	8.81684492697	8.9793335343	0.449545459293	9.54781134278	3.36519755752	9.22926750321	5.53379825152	5.14871366344	6.61973280023	2.200724895	8.47024810555	2.23203828991	0.181093859704	8.14254870351	6.49879925688	2.79212927917	7.56616426304	0.870286568096	-2.39681026033	1.85373817321	3.56261506628	66287.4369729	40289.2737454	True	
0.437506169976	2.22395999239	0.628761208392	4.23864224901	5.40736170502	6.06678566276	0.00242766583535	3.12391568964	5.31964073707	2.14172816582	1.1963808225	6.48476569129	6.92748011232	8.54962378973	7.23295161521	0.66671352032	1.09799902618	4.29158683118	8.89212518704	3.01822181227	5.60124691098	1.09568383542	5.89446426525	6.4951875186	1.98093068296	-2.63618791805	0.894653365468	2.96011409801	113711.9287	38274.8100581	True	
2.24339403868	2.3005511752	0.689805824011	4.43816042939	4.04380941448	0.659404974487	6.65878598484	5.95467191627	9.8574431082	7.97202219475	8.61007376612	4.99125978397	5.23620585964	8.62481415441	8.7785615307	6.91515238876	9.78870149578	1.90588267321	1.60794545158	1.85111545006	5.68874892193	7.47059038287	7.01693192386	2.55455578392	1.43951109824	-1.02298843625	1.28145580411	3.07280529972	20664.2486987	36361.0695552	True	
1.26494636602	4.58522987828	5.85949535574	6.01839342933	1.90225097069	7.90945393529	1.58161477209	3.15877239284	5.31103445811	5.21629307437	2.32107994978	8.90016926621	4.5494436652	1.81697145751	0.498161176838	3.0346021732	1.27097965232	8.91041832184	4.62416025489	6.90400991	9.20319492753	0.482179822991	7.25071746237	3.33599924932	0.368748227002	-2.75177736581	1.80835724288	2.12207224518	20231.4559483	34543.0160775	True	
2.54591632394	3.87671608713	2.16141450342	3.544931842	1.56481660792	2.99905884174	1.40344080301	7.22270137702	6.69953222281	5.20227632356	3.05925849637	8.84666946635	0.894455775099	7.95724337578	5.50420366914	8.31248497975	2.59634311783	6.06446676536	0.934439464243	8.59477446094	5.20358424105	5.94976300866	0.694910152465	1.21769113292	8.14521387268	-0.780287609655	0.3449633279	-0.106231818979	48988.3526501	32815.8652736	True	
2.23142008466	8.78328049156	3.93634194228	6.75491185675	1.18096524511	3.64960708297	4.07479531768	8.37518945666	0.127927434505	4.27224570456	3.8902455673	2.04912728147	5.38857321091	2.8508405931	9.85374599802	4.24929074422	5.7143118981	2.75002940789	4.03850343188	3.57958479682	2.01758180924	8.09049199737	8.73319468044	1.52651579391	7.76943898876	-2.27001378914	1.65691065747	2.98164645315	42249.8483697	31175.0720099	True	
1.46467896129	1.53197223095	0.0215836514685	7.55992151412	9.22808180494	3.00757445724	8.10324927517	3.99966611286	7.43399397167	5.36879684865	2.02638417786	4.30803046023	6.14156399867	3.81305983025	7.11485996732	7.46575481931	0.613999222215	8.02047404064	1.33142650157	6.39878762469	4.12258451012	7.54605288657	0.0166123026952	9.13167075771	7.66388009822	-1.33956692529	4.01321125029	-0.782146751424	17519.41476	29616.3184094	True	
