Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Potential	Temperature	Equilibruim
1.73340886183	1.29550128983	0.838398219424	5.55890092177	7.0495971013	6.42918810251	5.84681066111	3.92744839206	9.55020541083	6.27956272923	4.7701096923	3.7319438517	3.38831522184	2.56533648323	2.99991462156	8.76587462807	1.30001640628	1.73333336041	6.82491161881	5.63310469308	6.55936750838	1.35795746835	2.06022771033	6.67352586714	6.89724602866	-1.11014231132	3.52928968686	-0.955325651863	19753.9148435	11678.7365457	False	
1.51717282609	0.672705332094	1.59382727279	5.23890363952	8.51765989743	3.31307987664	4.80878359722	2.04511616038	4.05543912293	8.633877838	0.067400343088	9.15582739133	8.66501627353	7.44656137924	0.787855416805	0.393014120052	0.835747050816	3.63793311501	0.50946546196	4.00918940836	5.68439438846	9.06712133366	1.56150837307	9.02845857602	2.99417615656	-1.93346736791	2.59408481677	2.358320051	45725.0621037	11678.7365457	True	
2.51347793405	2.36003094601	0.983469079667	7.25917914623	8.55339349164	7.15547419727	4.42136251038	9.15742825815	1.26082884837	8.48123375704	9.69529907688	7.16332217632	5.08482434263	5.77968947665	1.04841419403	5.95934569708	5.65968218256	3.28700799519	7.57265001402	5.43648957122	6.69624023246	3.58777237237	1.8238849639	6.51141290494	6.54275203794	-2.01832024881	2.96062125976	-0.256370571518	15950.8749497	11094.7997184	True	
2.2600845047	1.67732522034	1.78194420342	7.19753877973	2.33815692659	7.30557891583	2.80279711701	7.76314195993	4.41712480402	3.16514080226	6.3671696099	6.61743014565	5.34463183462	7.85208031109	6.99659848576	0.612935627706	8.85395810054	5.86472403241	3.58005530677	1.6566708777	3.4442524683	9.15147412622	6.35059333454	9.20217429179	1.24060952312	0.226797229906	2.07397939454	2.38114701926	23553.0845648	10540.0597325	True	
0.574917076142	2.32447020815	0.71272453278	2.99765702866	5.53399510905	4.3963913027	7.02341772692	6.33945048182	9.22289308924	4.6408041567	2.04475968286	7.81080609035	6.41675851827	7.13144267737	6.41288852414	9.90988356907	2.41962620037	2.77851068388	9.53198253149	3.37188635106	3.32890134277	4.77318596986	5.66032936384	2.10942952119	6.22308927112	-2.32352496712	1.52551274524	3.40034303376	11512.1504444	10013.0567458	True	
1.97958996172	2.70338742037	1.77739131519	2.88278428714	1.48759414767	9.10491849973	8.72557312783	4.56608032529	1.06805826847	7.5321542015	8.99883845514	6.77049998634	6.13315410432	5.11647863881	3.47884944762	6.33838410453	4.69803378509	7.43707725827	9.76617605166	0.508251525309	4.18609905486	6.17564076108	1.82009397091	6.83495411597	3.70827366892	-2.31298801123	0.564937583633	3.606892513	10960.2141943	9512.40390856	True	
1.81886202504	8.02549073389	7.55866033594	9.26134084596	7.84891585993	6.65117925148	5.649830873	3.65743790352	5.57825840788	7.84042907847	1.06258920122	4.45341383907	1.02873561048	7.94397900512	4.53422148708	8.7448935235	5.71905008383	7.50025803669	8.06714887427	2.57288872879	8.2976132398	0.499102155152	7.49737765587	5.34900751548	1.43480477573	-2.66775103918	3.18583542717	-0.118246844781	20195.3912485	9036.78371313	True	
1.76618845383	4.73928436722	3.38486026989	6.36773077421	4.84789747886	8.31200525425	5.73607414744	7.9139618989	9.89395628592	7.59180701749	7.24214586755	7.34607723506	6.57516231463	9.41467239183	8.69261141653	5.96775518376	4.87832697615	7.74345142515	3.27114261675	6.31582682938	5.07885713373	2.57986493015	9.17351979265	6.40697659581	1.66214229527	-2.2620354163	1.99441784476	-0.153553686456	17402.7601086	8584.94452747	True	
2.35726644075	4.21857355351	8.13508101737	8.21316316756	3.11914389607	8.4481841521	5.67419747587	9.03639597322	7.65763851585	3.09659742168	5.73802179196	7.12219009719	9.19082676102	5.42937010474	6.37990140569	3.76326333575	6.74846643196	9.18714478945	6.94953161827	9.24815706792	7.40663314779	1.73588378643	2.78825041052	4.65262410666	2.92511346711	-2.33874904006	2.79012072776	2.53310652727	13661.1140591	8155.6973011	True	
2.12638029854	1.93623689669	0.6860291281	2.69286287006	8.21577297397	3.77923660934	7.86461490765	1.30651989179	9.76191426218	2.49734824839	2.43322144381	9.83861172342	7.72678695796	8.40610963187	3.83187361514	7.02405215286	5.09879400852	2.37999973672	1.82955678228	4.75456943444	9.071353859	0.704520157506	8.29474617381	1.8147203615	7.00607204389	-0.233807540945	2.97466973027	2.29947343897	23290.9779267	7747.91243604	True	
1.0113110659	0.838611717158	0.40012399169	2.66571145758	8.31206849018	0.315524347908	1.97210257556	8.91308172138	7.42225516844	6.49548642633	5.51347934949	7.62836852899	3.39526406449	7.5120171836	7.93091084949	7.39535225985	2.65583399843	6.00779027856	7.54977222159	4.02123700858	8.58139539817	1.36149336697	6.81451877937	3.06793729117	4.60273798847	-2.59671984034	2.9882063801	2.11043772561	17318.2639566	7360.51681424	False	
2.31753125296	6.6978453739	0.489941481494	9.68145645993	6.64846551033	4.13125245144	6.36310700268	6.93524568378	6.94669041785	3.99801810888	5.37527932159	1.95171192262	6.44567670804	5.28303616729	5.76665752231	5.37746652194	7.94667139234	4.17093645673	3.37804954059	1.52637995994	9.64784886195	8.98198488035	6.88386847056	6.4750688921	6.85571271946	-2.02474558804	3.24584267125	0.534551570567	32920.3399862	7360.51681424	True	
1.08569097036	1.72032218138	6.41240488807	3.81275388449	6.83884158299	3.89511645548	3.96035254647	3.49310880458	8.32581189414	9.44636110883	3.26597495729	8.5210067497	5.48908094002	3.51537809447	6.16669537114	7.13338513237	7.16978848753	7.00409009661	7.15651875692	8.28450392123	8.55286151264	8.6341135485	4.52505118353	3.18345615918	7.71903420554	-2.64845121325	2.61943631776	-0.439678536596	26755.223683	6992.49097353	True	
0.793947115558	0.449735225834	0.547904487727	4.54414348041	7.02640069012	7.17180007857	1.2168880011	8.95259872921	7.48206671462	1.9337489694	3.10050549633	9.81959739725	6.79893237227	3.2720996432	2.42857087721	1.50390638386	6.44867475167	5.2899297794	2.43618737766	7.68917956523	5.90436138073	6.33606393597	6.91915867316	8.82658287251	4.05514381517	0.562458556513	2.29325911782	0.766827340968	17762.5535186	6642.86642485	True	
2.35228111993	0.171901547193	2.59652751793	2.55206054754	4.66126428961	6.99134622731	0.281384776757	1.02357623196	8.97702488406	4.79929532291	5.54556986211	8.794037755	7.48090469296	3.74318696379	9.46027730263	1.66318862182	8.34294593142	7.52259044003	8.21446267611	3.67466891868	0.145982788926	6.03350430334	4.6862174132	0.946021941584	3.53635149943	-2.88477349962	1.52316487426	0.292612036146	30949.156646	6310.72310361	False	
2.78542233867	3.1666515128	2.46945880026	8.90561207855	2.56062256592	3.7006271316	6.81443393496	3.58868952765	4.04361189697	8.78929290137	9.42600192358	4.76568698212	4.97084577661	5.21491121395	4.68735773716	2.51413957327	0.700778147842	4.55649487987	2.99793523939	5.11245602018	8.66849276023	4.0285731979	9.9639233467	0.343751253072	3.19120102397	-1.80927330602	2.85789175719	3.57467902133	19490.0155446	6310.72310361	True	
2.81743512763	2.33424673968	0.326420589919	7.01042438926	5.23450000931	4.25045058294	7.98551540773	8.02610103809	3.10046100826	7.73367354584	2.96478505381	5.79276774097	9.04276938381	4.49955563689	4.51207923933	5.98554359683	9.62549160191	0.680729670327	3.60485549925	2.48160774667	9.08495562115	6.03208147237	3.48724516856	6.38262224383	0.842964841812	0.28887506869	2.24825259883	2.57075238517	12693.357201	5995.18694843	True	
0.850328050874	3.35079411702	9.98114958347	4.09709672878	7.52493319717	9.82684644357	9.97157406514	9.44989900012	5.67477926356	7.32108619725	3.50132013771	8.96265920652	8.72796448973	5.32143528098	2.37069417734	4.90039544642	6.69422894901	7.7872333156	7.36789002749	1.93752676847	3.22733636034	8.13043361918	6.67345575025	2.91416206755	5.43773371592	-2.9623619387	2.60249959838	0.148250339696	27566.2990331	5695.42760101	True	
2.73497436468	2.32074613347	0.826722194652	4.23090734724	2.26778476541	5.37279852347	1.47993671902	5.64704754939	9.77128614555	4.80974343866	8.71271211092	6.15603682458	6.19815177202	2.9241935882	5.98101531826	4.58970337192	0.818794073477	9.77765476672	8.28116597673	7.39942040947	8.77594381661	0.70366945311	1.46032683989	2.78969816433	6.67740638074	0.274062240036	4.17820129365	-0.689840896696	15604.1591504	5410.65622096	True	
2.1735485705	0.391645275833	0.981397648678	3.36464381197	9.91511769651	3.13863822102	6.5549727998	1.22161257092	5.14982307925	3.0683042567	2.67909049167	7.74421000222	4.38909757202	3.90587411547	5.63662806232	1.67801926425	1.37073245489	4.37954366373	6.54249645819	2.22520439996	4.58853663261	7.06770852178	4.94878453509	3.12910961419	1.42305643619	2.8465681292	3.56417441497	3.85032585922	22616.5033505	5140.12340991	True	
0.833652637078	0.562061523553	1.70652421061	7.44658134824	8.34991918867	1.28193463081	2.14878815961	4.95332173485	5.54449279135	5.17480528455	7.79857237613	5.26278638991	0.859527032286	8.40107142695	2.1089496631	5.31334976393	0.174824507102	2.65258160645	4.33548264264	0.266296478534	8.98864733831	8.94903529935	3.895552603	3.00703847017	5.8313651769	-2.71663479129	3.09193704476	1.30447152995	21131.0325436	4883.11723941	False	
0.905969752064	0.116433132944	1.90369468883	3.98141075868	9.34225885118	7.06427131571	8.79247760963	6.2207590001	4.02081991237	4.04307596113	5.57344030208	3.13953769521	8.73640811064	2.1573929108	3.73613868081	9.14332152877	4.99132873711	0.627442197506	2.33522244676	4.99342188777	0.997128741569	3.62575234776	1.38980055579	3.94831457237	3.36985797401	-2.16859283887	3.59973721382	3.62173861928	18256.7387613	4883.11723941	True	
1.93127334594	0.984910971765	0.512081141709	9.02421816004	8.5026655537	5.21542118293	5.51871446747	5.41076695623	5.27079856317	4.38714556732	7.52426919979	6.47577696916	6.6235369551	5.99780275294	4.93065218123	1.98761629977	1.39061266346	3.0070439836	0.851919696916	8.63128156487	3.01968335991	9.29664333946	6.28670872367	5.67902676002	6.95434519501	-0.969212173148	4.77083462088	-0.555049243391	16066.7048608	4638.96137744	True	
0.467175659373	5.71063458797	8.86766945058	5.76187232879	2.10058493438	0.474599084482	7.67116093689	3.21829509003	1.8928442212	2.55165812545	2.12774185635	8.42806952985	9.43288095926	7.27451386745	9.34309724155	3.47764156542	8.85285462823	6.37177667117	6.79765497875	1.71439519724	4.54164971252	3.71305344402	3.65028361769	0.985602059469	8.82120619363	-2.58734871236	1.47027323091	1.36626236708	28420.6269148	4407.01330857	True	
2.02053028383	1.27586659522	7.72213827512	8.6943483906	3.50597552451	3.39694525442	1.748237832	9.20498388169	2.51541697126	4.13166230979	3.80932964055	8.14869616189	2.10795745613	8.19118791392	7.07708886927	8.9259192415	5.40801968289	6.76235317428	8.21274397875	6.31379615153	5.98489386314	6.32172408516	6.9106147037	1.79679929054	0.258138724221	-2.31104575738	2.87938464801	1.92091819144	14950.7606883	4186.66264314	True	
2.76195496639	0.942072495887	9.26285886521	7.68688361312	3.66415902592	8.76958769795	3.21252258399	4.95154959404	2.05961168751	8.36106264189	2.05777410353	5.72625692748	8.80281780138	2.85663865858	8.46499115992	5.67462193456	6.93225667026	4.30892136606	6.15932206281	7.71240829929	3.17093312915	2.12032132074	9.00218520085	7.95933262839	8.17213284313	-2.07871797807	2.60721246411	3.63857155525	15699.2329711	3977.32951099	False	
1.77028151949	2.48924125052	1.41422796147	8.40384373032	7.84017484759	9.54634208188	2.44450633691	9.3336702328	7.3861632346	4.90294977445	1.62864083252	7.17107583089	5.87058973789	6.25387676211	3.64885451417	1.95829635092	3.15998500541	7.28012941393	0.751865687649	5.14995316311	2.7945792365	3.65488806861	7.14376010332	6.46880491734	8.60894941586	-2.26089040593	2.90808143393	1.92795333705	18455.3958798	3977.32951099	True	
2.74590036824	0.362727172852	2.42063129763	3.15480213449	8.66334476756	2.97322909573	7.4571996222	6.38430946987	0.256550667077	2.47577955655	1.58899795249	5.70229286918	1.01612360453	9.65877524708	4.15483443987	0.160977414455	0.792133130727	1.21178494828	1.26320520358	1.57931867623	5.51498117677	1.25654146638	3.68903424275	5.06699129004	5.95421466548	0.409566487643	3.18944375478	1.25546981001	18142.7518592	3778.46303544	False	
2.49831107567	0.67069223621	1.21994339913	6.70329103689	8.2695412446	2.88222888494	1.25881308534	7.99033818236	1.0459798095	4.66442631594	4.53261103012	5.51849300085	0.845948680925	6.1887680277	3.96080498257	6.11948372043	5.83925366066	1.23186504157	3.32111109179	6.53733659521	6.82361789107	2.42145349354	1.06179716675	1.26696962615	9.5249592613	2.51231799007	2.84974375696	2.2866941187	19181.5353485	3778.46303544	True	
