Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Potential	Temperature	Equilibruim
0.0270279316136	4.3600818718	2.82212489255	7.63022732068	7.7644083369	4.6843558197	8.80779177232	3.99357688893	6.03762824451	0.521886187986	1.7276805078	5.19255399031	5.23200721594	6.59141164991	2.39490462323	6.29102152412	2.82475460719	2.80515158034	5.97812429767	9.06521448193	5.60233233747	8.23039030862	6.78968028735	1.20375231152	9.72456097345	-2.59076013289	2.47394946839	2.7413438801	49181.4593745	56447.3930054	False	
2.01667168215	2.74395004012	4.40923345712	9.522228644	7.90885540179	4.47574068796	2.75468337338	6.43532844957	1.78563549271	0.991444960003	4.28000157342	2.30770817333	3.93972959863	6.88113323066	4.43988419193	9.5948196406	4.45252426292	4.46470411678	6.44868752502	1.81042264734	7.87231771173	6.67581226217	7.03223696701	8.89582166041	3.09268000618	-0.275788292792	2.97067160692	3.23004606752	99278.2905611	56447.3930054	False	
2.69909973933	1.94121625394	0.483735784259	7.5181150626	8.13472167876	7.03209739898	7.61026819644	4.95618737402	5.67124469196	2.32138280206	6.98921567903	8.28931468093	8.23096797186	0.739134087409	1.1701189216	4.75167941509	7.42053607131	4.68594677316	4.26495150243	5.69252435147	5.07207541139	6.71201978294	4.05374516123	2.31487861161	6.26888330193	-2.23933131618	2.71010228832	-0.546264070437	34326.3239516	56447.3930054	True	
2.24869541347	0.135163836438	8.22795580162	6.57910034504	1.30563617179	7.38361593809	3.88673587852	9.32242004999	6.24829544161	5.58926920339	8.75165467332	3.68949569695	5.07193492342	8.73132735935	3.56383076793	4.3416257236	5.23638330711	1.17695388194	6.60788305653	8.26807609075	7.16944641995	7.32296129403	2.23196818886	7.4726898904	4.22053858019	-1.52972216716	2.01478982588	2.68059183524	63134.2489251	53625.0233551	False	
2.35535280432	1.31872707002	6.24321699305	6.19403511248	6.49704425552	9.81479917202	9.96655480272	3.20706222834	2.45408161886	8.37395270074	9.26894151606	6.74301267834	9.38945020015	0.145185704371	5.72108232948	1.89437776461	5.16047032186	5.51398704652	7.7603189729	6.27776438463	3.69036441216	5.27714064445	4.81771222865	4.28046779796	3.247764935	1.25589034689	1.41654238082	-0.650382522441	155171.316333	53625.0233551	True	
1.87563263788	5.29036136624	2.7666536021	8.84120322169	7.93022890205	0.734404471838	5.85233710537	1.41677668075	0.196291614901	0.508324076661	7.74424990439	6.60145178776	4.79988169897	7.89208492519	7.78007580201	9.51065176975	1.62147995146	1.8899734851	2.09748793626	2.10522898105	7.62558117494	8.26636586887	2.11186030283	9.15259974729	3.54765881459	-2.81890411882	2.51197436799	3.53681064991	91806.092305	50943.7721874	True	
2.21656495732	2.01729217139	1.70769106597	0.222648326725	4.88512259813	1.87382230675	4.88355636315	8.26514851129	5.67972818794	1.0410156649	9.61737534825	5.20407907081	2.36826218336	8.41680417698	7.58661510472	3.87894345283	9.50451507272	7.56720907599	9.38216787484	7.24133152834	1.34826453045	4.70285539906	3.62268254338	0.906554585459	3.14972552628	-0.398183917176	2.17157126825	2.29002309461	152498.863754	48396.583578	True	
2.15907713636	1.48879040917	4.11708914936	8.17719860451	1.60875012488	3.80612796302	8.57330124872	5.71514182079	8.83984060144	6.21738041783	4.22897917164	1.10572135048	7.40257924424	5.474371721	5.49529974861	4.6040796321	9.36033953318	2.60247432756	2.72204704369	1.20344195091	1.70826807577	4.74341343765	0.632163251228	5.16281574069	9.20293285023	0.592931911893	2.00075687077	-0.404092926223	100586.908056	45976.7543991	True	
2.76768376113	1.24570419772	4.11519367596	9.50885014864	2.14016755102	2.5781060421	6.50623906947	9.66030637563	1.45492376299	0.79498892525	9.45905305685	6.34469144034	2.54139548652	6.74273901624	6.77035308949	8.22316494572	9.65670674913	3.94934003672	8.70697328724	5.00326796921	2.01490018465	2.15829879918	5.92145035589	9.79568807456	3.84886591537	-2.68185540595	2.8312269339	1.25141410595	60986.8973278	43677.9166791	True	
1.14533753456	1.32461467236	0.941972463645	1.29059851897	2.30042307344	6.75627096388	5.35183311094	3.82950070104	7.40814436042	1.76576182063	5.35113735494	8.38148346651	0.737262635612	2.50257996786	2.04505916246	4.72672883334	4.78643923757	1.14160802127	0.301239105501	0.265643240349	7.7338542149	0.920944124531	1.94969067873	1.01473303563	7.23272432836	2.45304223637	0.667432086195	0.421151288162	37545.5731427	41494.0208452	True	
