Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Potential	Temperature	Equilibruim
2.96292681904	4.21654691849	0.122046901171	5.329964865	8.91632640691	1.8826286017	8.1255756019	2.74351447185	8.08120000857	7.07586841699	5.89271914499	8.40136684064	5.53182035639	4.76240178175	5.36554331091	1.1215393597	9.36721962133	0.686418207177	0.856757861416	4.64255977912	3.32045036821	8.95909545781	6.21893097912	4.8434093679	2.16369507422	-1.27018658146	3.37620038872	2.02617409126	84614.3657629	42409.7618372	False	
2.66861930112	5.16955789899	5.25758497549	9.97453004006	7.26981096183	0.205964738865	5.03734587763	6.33486032415	3.00356821523	6.72308486161	5.91609904334	6.53499206554	3.09368720754	0.708508090194	3.27023885112	1.84769024359	8.10194645979	9.17603305143	9.48967363517	8.01085497558	5.41551493633	8.21481488568	1.34589922349	3.19271375304	5.34868520933	2.10302427152	3.11908673926	0.527642027024	51859.9237424	42409.7618372	False	
2.44686326739	2.28254665862	9.35308599254	8.28710230576	1.62286629082	0.623467470565	0.176887224041	7.87361658318	1.69466250191	4.21663712334	3.81063278176	6.85959797448	6.35305088765	7.40150002007	1.23095538375	1.22720263138	2.47997301383	7.21687941391	7.45262482746	6.85268545932	4.4299696838	1.40902787544	0.707866124431	2.82252271743	0.045532883091	-2.08508540771	2.31560083712	-0.401755413217	64964.7866995	42409.7618372	True	
0.526060273745	1.35959564487	0.400277462666	8.13740485786	0.431656089616	7.69291332311	7.68908358021	7.75874101871	5.31627518847	3.30007198132	6.99437370165	3.98797003689	9.34090809677	0.00636761405558	7.88643880429	8.40557901324	6.96535160682	1.40613911785	7.44439967636	8.57262010164	1.23182629235	0.700170433912	9.08618551442	1.47547053499	9.69618077698	0.7342619515	2.27920914321	-0.426214585812	119850.9909	40289.2737454	True	
2.68978539778	8.23718491909	7.92560428411	2.50518150619	1.90737166511	7.49493648093	2.82111236354	0.912765865084	7.9702458328	6.85056467156	1.65006379582	8.7954151619	7.63103023275	5.44925166304	1.92695354457	9.07733294239	3.58206095379	7.20165395517	0.651319158107	9.75552634413	1.13087405184	4.19440161553	4.21254710211	8.78505506656	4.56972968892	1.22780007432	0.133022870479	1.62209438177	61315.8243147	38274.8100581	True	
1.54300254332	0.441983625288	0.558135654845	3.9940796987	9.19393022309	8.96478036606	1.94031994505	4.493691967	1.43126763251	6.92284893368	2.55910955312	5.45014365694	0.440227208236	8.74992771828	3.91421492598	2.89327164149	2.18354440371	5.56499898794	4.2058729429	7.36379933608	5.01687207425	9.09064567159	0.963667513494	3.45649129818	3.93500320407	-0.944174423321	3.39187951807	1.11874597423	18955.4909441	36361.0695552	True	
2.07771202892	8.50358964934	8.87015434198	3.22983406991	6.20088123054	2.96150174553	2.70963319522	1.75468879991	9.92154341727	0.79534408709	6.86586849517	1.69640267551	0.264459539857	4.15499262177	6.99907024	5.78208836257	9.40832439842	7.61379067817	4.82198935444	7.48384087702	2.65351227035	4.9371597558	1.40288377193	6.16064528793	6.93485399757	-2.77086451054	1.60812295436	3.58118627734	42629.0615293	34543.0160775	True	
2.2252579718	9.6983959994	5.4627693466	8.55360408885	7.55859532305	2.89373360204	8.90182057373	1.4089808412	1.94778114877	1.5287592105	9.05654301532	9.64399260701	1.85757776824	5.03085834538	0.208670719142	9.87607302515	9.19138174489	7.56793649118	3.32565425917	9.26325039754	5.52762198878	9.61954121438	3.17810925613	6.26191756598	5.62531481585	-2.72179467714	3.17472062251	2.79447106506	29337.2516807	32815.8652736	True	
2.32423061927	4.46309248532	7.04527763662	2.92993024844	6.29143041718	1.85739150068	8.50433761136	6.57605837809	7.79192101869	8.47684812741	4.70976009832	0.0042334666644	3.56612240201	8.13364231669	4.63050751356	8.23119201254	6.34603789126	2.13136680378	2.88974638335	9.42156497144	9.04323666151	5.64314225014	4.98211837801	7.85472843961	8.94790569154	-2.8423222374	2.84722025258	-0.911764550951	26864.8113992	31175.0720099	True	
0.839143410203	7.58722441406	6.70404347129	0.249381609617	1.75280048304	5.50032295717	5.91336951271	9.5959838706	7.4235960096	7.60415789529	3.87188319453	2.12226862697	0.117856925094	9.61026903491	7.30235755294	1.90321154006	5.22761063342	8.26907702607	9.59286347081	7.64922614923	2.38297140761	6.28186184991	4.90778093142	5.51953815096	0.770023597028	-2.59307748074	0.271009734612	-0.491099814647	20386.912662	29616.3184094	True	
2.1248111243	0.521292470724	2.98160248172	0.888253137637	3.16524820702	4.8862182361	6.61607522376	1.37166189428	6.30810652028	3.37393819136	0.157953984637	2.71737248453	5.11026901862	8.7262696375	1.40383454235	6.35281664894	7.68813099341	1.47620407922	4.99004950434	2.27151385358	1.51675879351	0.120480701124	7.36943552449	6.51766846223	7.4874059306	-2.3056704251	0.488287751575	1.57711994346	29839.3289104	28135.5024889	True	
1.23207544522	3.18239088489	6.56904137056	8.88513124955	7.18632008684	6.37859363946	4.96583973438	7.23617959087	5.37852591424	9.67627854756	1.25830987164	7.99197153467	6.72911401187	0.980928440591	7.33447389161	8.49525323153	6.08408689668	6.18143430089	7.88082799316	6.95001770492	8.85652271239	0.842619508979	6.23930352479	8.26051294263	5.59583343467	-2.57251222098	2.84581653417	0.825219718722	28154.2289036	26728.7273645	True	
2.18955056562	0.519420204308	7.99976772349	8.23224958305	8.01246356562	4.16651523274	2.72969496154	6.13258049328	1.90491344335	5.29372702858	2.70291437425	6.59740603897	3.21571646324	5.68818925078	5.95010305484	7.04536151076	2.49861436718	6.14833628412	0.38092629406	2.94415935465	3.1093355337	4.74859355891	7.65886742609	2.92102312695	7.6499617791	-2.16269281348	2.7106879005	0.517304516365	31569.7904621	25392.2909963	True	
1.61229840367	5.13866477597	4.25150491662	1.72396514812	3.36060230532	2.6335732155	6.25044191561	2.07000677901	3.66398732332	2.70247172319	3.67147039827	8.47350670567	4.13629524073	9.42999635346	4.05283417045	6.93300322539	0.830518584445	4.12620880805	4.54890573035	2.59425755259	1.12672152005	8.78146233165	8.81557019213	4.96122775886	0.776414467283	-2.43105039476	1.01884423657	-0.939297319043	50116.3435773	24122.6764464	True	
1.36214698827	3.14699811837	0.424737252498	9.07771885975	3.27317865712	4.24058231806	4.8441417515	3.40507079419	1.38558750555	2.71644782692	2.05317242272	6.28894570493	4.61802955402	1.15269436678	1.7703650959	1.53170610167	6.34099492502	1.98897690549	3.88030756593	6.92917043986	7.4827681135	9.26847073325	4.57909741459	7.67841662711	8.4931752341	-2.23492209326	3.12445694997	-0.276400799811	40454.8289203	22916.5426241	True	
