Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Potential	Equilibruim
1.758540998	1.49820967768	0.366397553683	1.32649681219	4.18830927015	2.34755153601	2.32371705428	5.23291115803	8.0854490256	1.45787537955	7.70042299872	2.65326384209	5.74826155132	5.26807409471	206487.150024	True	
4.76430741325	6.84716858844	1.50018753087	6.58969836976	7.41907570396	6.71209330522	9.19718795933	1.71209672405	9.04118685053	1.63716646853	1.59153354727	1.81101812381	5.4910202132	5.48426947368	215542.659487	True	
2.01033948269	8.90074907333	6.23917500356	5.25314316532	7.05182399949	9.73856732937	2.24122939943	1.22188965907	9.62835773371	4.415799044	8.30812861596	3.38227976602	5.6756106748	4.90105035836	197239.535059	True	
8.02462632695	1.16605072212	2.11807948044	3.68184401163	2.34384484097	7.16883404252	6.91896560703	3.81706019083	4.95832659543	4.65446887526	5.5012535085	6.42099371831	4.94844147226	5.11726190101	441953.603302	True	
5.64393019449	5.65076494477	0.830122758721	8.24643182902	3.7566782494	1.86849504908	1.17453176813	3.36147415771	2.77424516633	5.37095845393	5.85884504406	1.75526216451	5.4980590882	3.14737053869	209661.355198	True	
8.30736155726	6.98630846695	1.79689423284	2.45717901897	9.46545995944	4.09953965469	2.89173746588	9.67439728593	7.13093311205	8.04714298116	2.29186609075	5.04409297649	5.76217334687	4.79375688714	171562.777263	True	
0.958717389511	5.28970456638	7.62260991209	0.971145147581	9.63332386552	7.37583441369	1.43015521245	1.45307984963	4.94444685799	3.96357714559	5.32432570134	1.15720896524	5.83324631053	4.43458375714	136325.493598	True	
7.29362825234	2.27349520659	1.68904229537	6.73284933418	5.83331946366	5.53721007535	6.06342885811	3.47014011917	2.6504578666	8.75563545383	2.37406141187	3.80382774516	5.15492448186	5.41450783565	331985.318312	True	
7.36896321851	2.72959584345	8.73676262927	7.92137354261	6.13338198484	1.30809262157	5.1331063916	5.14369791536	5.42772076326	6.68310973288	3.30963865207	8.47909928934	5.72881420078	3.30829205951	165552.879796	True	
4.07115640936	2.67120393635	5.40688949476	1.57666961535	2.67320545054	7.91868030311	1.21377777078	8.72268056455	3.12680645784	2.30715043165	1.54371335918	8.78210057704	5.35509344967	4.90326857952	222373.840755	True	
5.91164135731	1.81126416639	0.0269143479798	1.28597274432	8.40807012701	6.8583008238	4.36399804578	7.10090480765	0.797689669633	1.7720859849	5.32877184841	5.8751998269	5.88627754305	3.90143318335	204227.850384	True	
9.27341508452	2.7768402701	2.81598796883	0.555167097389	8.48649528766	3.38255742026	7.58559952689	3.93324981241	1.86583367731	3.98366587797	9.28305449336	7.62206794699	5.89260796437	4.40248211699	248976.750997	True	
3.84515964495	4.02334828875	6.93488714834	9.44426881347	5.50259755287	8.40657112705	8.11815469733	3.59278514329	5.31547673654	6.12773567278	5.26695757993	2.22503803061	5.91268572629	4.07937025829	117083.940253	True	
7.81249568232	6.53522932538	5.88575633816	5.84153972118	7.52234890381	8.18507817047	1.30964238608	6.16766593119	8.86535332549	3.0973596761	4.68581232108	1.1180125309	5.61698099425	5.54253958115	148743.441676	True	
2.92203934887	3.87999309896	5.25984220147	8.03328864431	3.29190537463	2.63431542566	0.798956804495	8.37363525935	2.77558824227	6.0564854059	5.7035154772	4.36938109271	5.41643325177	4.01130423947	197427.159873	True	
6.80420550867	3.63325083291	0.820517229041	8.01538870257	7.55868097565	1.98018719496	7.97768317563	2.29038600664	9.59329476478	3.68856131458	8.4727234902	7.59927142653	4.94784184014	3.06877109771	610201.037315	True	
3.73674637811	2.29123825364	8.47228801075	4.74436042247	0.219680153334	7.94310815531	1.60812084206	6.69730756229	5.92098438357	4.00167140209	4.46872756003	0.955228424998	5.06801857028	4.48992901555	333810.754521	True	
9.9551425128	0.458733817691	9.40585235376	3.2009228238	5.234013506	9.36772378127	0.938621895382	8.65987336264	9.81961459183	2.4005265211	0.495932078656	5.45696933656	5.66347107514	4.12680092584	251648.183776	True	
7.5156520079	0.977661692013	0.23801551783	1.1375710325	1.03227118369	9.71523973084	5.20789236394	7.04658042405	2.25282357599	5.38345296213	3.86774210161	6.15215087025	5.75295279573	3.58315940382	206721.914734	True	
4.3612710249	2.52680442244	8.29252284891	6.93233818131	8.48508153441	7.91268659571	4.61313455642	0.263541436445	2.48419897665	4.23731030621	5.50231854518	3.53783495791	5.35625724868	5.61595780017	220194.700756	True	
2.51317568364	6.66333307387	3.70515363949	1.84093471998	2.62792362094	4.02757109795	9.31440265669	8.46887485859	7.12485807229	6.95018529151	5.39677882351	6.33875183031	5.84494487367	3.4399885236	166523.647039	True	
4.20196665928	0.946200563159	5.62452480129	8.37764353327	3.14395560577	7.46364771599	2.60348108015	1.4795931058	4.55854820615	4.79414366149	8.0127779011	9.74550289202	5.59023923141	3.98007955922	230948.56134	True	
1.22180154071	7.35566083413	4.45801584449	2.31420438063	3.85680336412	7.6725338262	5.76002077754	7.65824330574	6.98515718621	7.23163029221	0.487727438646	8.45214310285	4.99175778355	4.35806830452	442555.059218	True	
0.908712194067	4.4457032583	8.0639850877	8.24563113592	1.36037316563	7.55331924815	7.23237310129	6.77898969552	6.61624406335	1.32211897867	1.77958802709	0.965746262192	5.2256208775	3.81008897517	294457.939469	True	
4.05871463174	7.2339268756	0.668077564705	2.18568347118	2.57151229698	6.3459952845	7.31378206876	5.0560618437	4.32063079938	0.957769044613	2.58740651385	0.816765596604	5.91513937704	3.7795515255	192748.417221	True	
0.0469943892772	2.44284773058	8.67180025799	7.21850317487	1.35017206173	6.42712797633	8.30955790337	1.78746765924	8.88440183938	4.22818117716	3.91375012925	1.17318409957	4.98252450017	4.33111717202	445988.970975	True	
8.53310519156	1.50801230104	5.02540101731	2.11197914898	2.2306995529	2.32239461135	7.63129006289	5.14089083948	1.86897462782	6.00626587949	5.87790033227	5.99868254973	5.53204755678	5.33645036981	204126.721535	True	
7.61538955773	8.29737581223	4.99873350573	6.7509881543	9.63717695385	6.63351738299	8.90382490077	4.44448910377	3.76601167704	3.93833724672	8.80114147664	6.38233480697	5.65765450433	4.39816187862	224351.371003	True	
1.17659177267	1.73280666774	6.57177518815	2.41455797742	9.27537615435	2.26263444923	2.80947416484	7.2670044712	9.70566788446	5.44405480156	8.96389507807	4.97440895677	5.91720190606	4.78984968472	161661.328167	True	
1.90109328372	6.01581103545	0.346164572775	0.889862186641	3.05230683233	7.29650398271	7.70656665329	6.81227082786	5.0870562991	1.9844816789	4.1416967041	8.0524835683	5.7063558475	4.01285073656	188203.616569	True	
8.7815272528	8.6706472421	4.78785329333	3.31606051658	3.65832225233	5.96561958628	8.6484600868	6.85939439955	2.34826519045	4.80761598129	9.60411594629	7.53882517119	5.57590312988	5.71641380442	305501.242823	True	
6.59762048618	2.84778113234	6.90480414418	1.71228052847	8.95649109269	4.37391866061	0.366651573245	5.76594820569	3.39687650446	2.52793604198	0.538042238457	4.64992916484	5.91533021301	5.22831505361	93582.03691	False	
8.61056789555	7.46314035008	3.30958939906	4.19398895552	6.6238427695	4.72412743531	5.54889916533	5.84157878188	8.68557169277	5.10354643455	2.19395858659	1.22010645272	5.83050506148	5.62508658188	123807.32029	True	
0.904688322829	4.92056645333	7.06856546002	9.14656106286	3.207980849	8.16146534151	1.07605339748	7.39444554852	3.64219388647	0.284276301889	0.545975291417	6.76167252136	5.90776639557	5.83389342689	153453.898137	True	
9.09656957379	9.59686152812	4.56560776443	6.76405355382	5.23992663738	7.9814668269	4.92493368918	4.15924941777	9.38514156377	6.58996919856	6.85622058881	9.03646430596	5.91486364253	3.89122774051	200422.958607	True	
4.06893830331	1.61477152504	7.38419031725	7.45893303021	2.0556342152	3.1307981584	5.48403244934	8.32045811203	8.57079883241	2.91653527425	5.39883527446	2.43537489052	5.67889671821	3.56981114101	154550.016466	True	
4.09261016831	2.7827214735	6.92765084563	7.04578387995	2.34512357632	3.3701324005	1.84915183831	5.83692798899	2.77091334034	6.63014688858	1.69160239537	0.962558209858	5.2097311666	5.10872636675	237896.19847	True	
6.63335219648	4.88178309286	7.39076970958	0.967995651842	0.42954760549	5.46488509479	3.08903375655	5.16068664986	9.68302997238	5.17507364255	6.50054702854	1.61230016517	5.40275998123	4.76566361131	215888.533239	True	
7.36878159177	4.97514680301	1.95524450935	7.67845668842	4.61185334622	0.0324228306994	2.65471560101	6.32328129036	5.01674940151	1.55205872031	5.27922705706	7.62314081619	5.69772874646	5.95133187595	154223.288882	True	
1.19161922682	8.44922908035	9.3887467551	0.102187617719	7.86211229178	7.0861056005	9.29279290049	8.94298929463	2.14146600026	7.0909653794	0.661928038173	3.93859142004	5.8667188741	5.42836739209	197471.349476	True	
1.74749265708	3.27013008198	6.06536472445	3.10175852207	8.04953446404	2.70732580943	2.26699783526	6.04732624785	2.43045631084	7.57943976071	3.63935058459	7.83025470115	5.29673471989	3.33871886545	251521.42618	True	
9.64204385018	1.15457735292	3.7049891837	3.36119489916	3.19527650067	5.65999736976	1.81059680712	4.89304994167	5.14485012122	7.76078220667	5.49915192529	5.28661981856	5.61170738821	4.45081576682	192640.305238	True	
1.06205992506	0.53424484021	6.93255230307	5.04767429319	4.35713796158	2.52752696123	4.05574366924	3.55616226054	4.74570524341	3.68902695441	0.888833384411	3.92046156122	5.59165173969	3.55225318206	103256.72066	True	
9.13833951039	6.22778974511	7.24380551471	5.18196003352	6.42523382624	4.57337025929	9.73707755524	6.05151655983	3.08354124107	2.39199923917	0.161687441188	8.42644797982	5.82242468133	4.2603360458	169855.549197	True	
1.96447028867	4.76850811788	9.17497456463	2.81743406172	1.14837577855	4.38548078711	1.48107969789	0.585308640944	6.93143416618	4.73082485256	6.10341766401	4.45197244753	5.33624190731	3.51562303474	230729.76255	True	
5.8762824766	0.458672324297	6.10204385208	8.27459533923	0.146901333929	5.37828124425	1.80433603519	8.6602521578	1.73572561216	5.91545750312	3.34409087939	3.42910403438	5.79216957667	4.10191319711	151398.143345	True	
1.08395614526	5.16960293543	4.28705332143	5.6225497705	5.93530001249	8.44422514014	3.25755421047	9.64195952833	6.52911503178	8.69362677628	2.12953242485	5.81229051909	5.41280783352	5.20005682073	227007.53734	True	
4.46609893542	8.93897165219	2.91054402443	8.26459074704	0.104499205856	7.58729528542	2.90610848483	9.18544272709	7.03278613645	6.29714360091	4.75270403619	2.35775773836	5.79727027123	3.28561643846	197366.103203	True	
2.53848673685	3.15653855488	5.74488370349	3.58549994024	7.10791291013	0.637043186206	0.466457557992	6.38079823637	3.31761313947	4.98485772255	3.34181957142	7.86466636501	5.70236553476	3.93839011633	110853.432074	True	
6.43256235113	1.13850021589	6.83626702917	8.31055801598	3.34701946214	3.32700826533	7.52098789338	1.9183782334	2.24644036117	2.92923928873	0.78670864359	6.93251470293	5.87515843505	4.61313737072	131607.802902	True	
0.324844841539	4.8384802116	2.18961471387	9.50997781375	8.90508108219	2.64721346936	4.06587278614	4.37019828745	4.20315132948	3.04850254846	8.09727430506	2.05817615506	5.88058943649	3.72206861556	213576.048549	True	
1.48717086394	3.95564199108	6.82584858011	3.7420028789	6.1799950092	0.963521059338	8.64350660491	2.0359688764	5.65004160986	5.54316683443	9.45639279677	1.5428140666	5.36471374103	5.21920945967	283900.877402	True	
1.36234155461	8.17650417423	5.87273668296	6.9784594307	9.95766067879	5.3628309661	4.43974851089	2.47697334165	1.53961484461	3.27999247783	2.76228429757	0.990164845136	5.62310112696	3.44499574798	174497.929435	True	
0.629096407388	3.90826599625	2.90904980402	3.28859351254	6.60213851785	4.30158951945	3.13054122963	5.62678800501	2.53428620874	6.49985519878	2.10777511271	1.38534753349	5.52420622357	4.83455592079	149921.675265	True	
5.93908760957	8.93571503016	2.61353350697	8.75633240452	8.25028901176	7.07831500183	7.17517662234	6.49222245375	1.09521708527	8.69062351429	4.09711332771	2.53145241017	5.66817063421	3.37410980591	265409.805398	True	
6.28541912658	5.86338149478	1.65370616245	1.00403636223	4.08162777004	2.75970277914	0.385807859213	2.54201310581	8.05693820575	7.0227240969	6.53073887942	0.655856468046	5.34803176005	3.37364259997	265624.850043	True	
9.45086026914	3.30924304165	2.36431922281	8.56960680608	2.22523990283	0.384471092454	4.39726828342	0.852832544418	4.97618929683	5.44680481852	6.85964301377	3.93414582459	5.56497261424	3.64249712718	245562.726746	True	
2.8575132011	3.08741316682	8.76080931168	4.06013097679	8.11244877691	8.70823247538	4.58542176903	4.05398089831	9.37601432759	3.82766460505	1.6697889306	4.09134031279	5.30654814636	3.78982143324	223458.135455	True	
8.45227699956	8.52444262182	4.39613748572	4.14034803883	1.58873305047	3.88618778275	2.32663039088	3.78178069181	4.61159733499	6.00979530412	0.616563095769	6.60117593356	5.81056212202	3.7314844672	123074.537398	True	
6.791624298	9.08949744398	4.13318203489	8.09677797944	5.50517754008	6.80418065333	5.77625900308	6.7631787745	4.9860559767	6.98280241469	2.32723647921	6.08454492805	5.67631104571	4.56429564038	137618.612222	True	
7.57288873848	6.22841125195	4.86836397071	8.94703308368	1.617616214	7.61731929082	6.60416010227	5.28363846708	1.01502013108	3.26861933552	4.06730208597	9.15422511752	5.92484361205	3.3682276504	193763.410663	True	
6.6065304073	0.670881193406	3.11585712768	1.53441366257	6.84103431067	9.73278436757	3.61112440088	7.00237038368	8.09739574871	9.42533915888	3.90770466363	4.20820860273	5.62984648768	5.92781982093	183385.745544	True	
4.79897987637	6.10617419215	0.111234586891	3.83704263079	4.27902149716	8.34657857759	9.17041403041	8.94554674646	9.15200293572	4.10538298576	6.7154813273	1.95017889629	5.81553910442	4.83829052372	216421.232397	True	
4.58765144665	5.34569103542	9.43350884398	4.35815053462	4.26541303346	9.92169051821	9.21213282853	8.30769478406	1.81049007629	9.61802531616	7.24142796748	0.904979518547	5.82234809083	4.27143590343	277731.765789	True	
2.22200660065	7.1381364083	8.95715923007	2.87983056273	9.07404243803	8.5200131835	4.21510514565	5.7114403889	3.23857553349	0.789658489606	0.363452948968	8.43088857558	5.56061306894	5.62628169412	189238.810649	True	
1.81560741479	6.83360544814	5.52295199891	1.76268613311	5.67987474459	0.773338266909	4.88382509818	0.0296402248167	1.52989473918	1.99657305249	8.13316848932	6.26969571777	5.80040477542	4.89825022174	182345.679627	True	
0.994997229758	3.56061563303	1.80233703616	8.23852739643	7.7956780575	6.68731136825	4.00505381755	1.39430293273	5.55420608544	8.81621539191	3.92160126739	4.77369309093	5.67583765126	4.54683059239	173556.003563	True	
6.73579641246	3.29810411534	0.789640448656	5.80152847339	2.08623616399	2.03258585317	6.66646922154	7.86939264488	7.5943959388	5.29235394717	1.40201153794	7.81167490234	5.70145210263	3.33433777672	182626.078614	True	
4.71762519314	2.5491255531	3.57833390149	1.91914738138	3.09758065616	3.77486692146	5.75055552426	4.34380748898	4.4809895936	6.37315181255	4.63223423217	2.59075532106	5.28373287237	4.84350728992	189206.938293	True	
7.18609941912	4.54752392367	8.98140011818	8.35891651096	0.574048132916	7.99627767653	2.39745049247	2.41071910922	3.53265547285	0.518973156681	5.63601116087	6.53972843823	5.4773005266	4.46423998494	229941.441693	True	
5.08788446919	9.1762508195	8.48287755381	1.14468690483	3.96519894844	4.95527804596	7.84803704325	6.06254145108	8.82790714298	3.49021701974	0.744571507148	7.00611398285	5.49600695603	5.52118780623	202401.710082	True	
5.93479159932	1.10745369722	2.22444424898	7.69775344262	8.8606676608	1.36133022638	0.27554941883	6.78021414683	3.45263786353	5.99908409002	3.37606857853	8.44248485345	5.38028042757	3.30278488952	261998.307572	True	
8.13129932239	0.601941373142	2.21996036203	1.09442374964	7.69456579045	8.5074095185	4.55038066762	5.44909959655	6.9409646909	4.88990572407	6.03172211031	8.45577935877	5.86506960008	4.0658836088	161887.263995	True	
0.95489858174	9.1889521187	3.89747347612	4.66749481185	9.45197381768	0.157142915689	3.9384599452	4.40662888298	2.94320887773	6.85369127033	3.04569838521	5.23001208615	5.63312117176	5.15634301611	156440.364309	True	
6.75467399565	3.50355246347	5.97356848629	5.56540245951	0.38867631395	9.44475198817	4.83993378001	7.78048175513	7.09980055674	5.05797996996	8.64115846572	6.26997419426	5.97571827168	3.71882436871	145170.662677	True	
1.39154591846	4.76759193682	5.38280758115	9.1239942658	1.07395001569	2.78617419688	2.57461127713	2.26731725689	5.72400696982	2.22276664118	6.78359508704	5.76890957077	5.82152137077	3.27910933652	149088.229896	True	
4.62734663721	2.49460674232	4.30887208253	1.74975706576	3.95801901827	4.54839535137	6.88597598288	6.05350433539	8.12881434624	5.07095095452	3.75379939251	4.04249928763	5.58907565532	5.76411637654	103222.186933	True	
5.02816748182	8.66848398508	3.2186352606	2.79319871609	9.4388917315	0.323680178861	3.64671470583	9.09333088827	1.8147751982	8.9791505907	2.53846011934	0.782150725204	5.42460175534	5.44013366739	291557.874951	True	
3.80470165453	7.4970267206	8.23795212127	8.11113612747	5.66251467176	5.08870447817	2.34748061513	2.92453386076	8.45843113903	9.24485448372	8.4476498196	4.12918313889	5.95035108642	4.47463555225	156529.545663	True	
7.85996554481	8.09241666119	3.96392924774	8.97085290224	3.7581414227	6.50166849591	3.79629672857	3.5352534299	6.71355339131	7.34865282142	5.18658374013	3.95904616826	5.54049680098	4.11727866649	191284.567768	True	
8.70061410823	3.91720548036	7.47755684571	6.81597002755	5.64423620972	9.11448796099	2.0451380885	1.15853900632	6.49130370559	8.87233099193	3.00559216134	3.00340686826	5.57908027013	4.55258475849	197478.788214	False	
5.07240841805	4.83369572334	4.32360587809	5.25367865738	0.518767607841	0.445801704233	2.06598966848	5.30748112604	8.3991149479	4.2159605097	0.919957963809	6.66544458805	5.32757257347	5.86394159523	169982.970289	True	
4.43953704293	2.72205612048	4.62606502942	6.41738871139	7.14397554731	6.02254126701	7.03537897691	4.93779665799	1.15798714616	3.59671623194	4.11007535205	1.29899784741	5.75212906934	4.9871663648	135394.450124	True	
1.86528134173	6.50764021691	2.82024012062	1.20546742932	2.7349406688	8.55987344249	1.27188254043	0.725807133794	6.61486271972	9.11602877341	3.14179154689	7.72668263346	5.67453031982	4.44932523129	184720.588976	True	
2.89550038138	0.723462475268	1.1252000332	2.75730561023	6.50979092376	3.3287132186	3.61178811978	4.03576445272	8.67247289197	4.82624807402	1.09054399711	8.45143487865	5.81378950264	5.05035908935	138091.52213	True	
8.31835486397	6.32079052549	4.65470420608	8.65297790285	1.05220445538	4.5547148047	6.30780802858	1.90988090896	3.01257434901	5.6416696994	8.07022357021	8.89715388008	5.60956064376	3.88668030023	258929.075583	True	
8.96305486176	2.44666775147	5.32125669754	0.771412862678	5.79102447325	5.43066229676	5.06443745651	8.25793039303	5.47044289833	1.59111709554	2.60094917009	3.63972041194	5.96667568555	5.20625749737	129267.31785	True	
1.06600813432	1.42396293002	4.44524517188	0.151535989073	0.508117305964	5.05029754867	5.46985751585	3.60858383025	5.41490596272	0.195392878257	6.72470478586	3.27614070127	5.91759625943	5.45153761033	183776.869409	True	
7.98805703759	9.26861203324	3.36472736456	2.48019314779	3.43869467541	8.37933643635	3.95082830024	7.61324223256	7.74718456725	5.31124994428	0.860347366562	3.71719484633	5.53068096213	4.38344938096	195961.619205	True	
5.7563749799	5.71735161673	3.57386916147	6.63126208052	8.70737589912	5.23747874988	5.26389720689	3.36451043512	0.567890636	6.53052210024	3.3760084675	2.70870016231	5.90869225168	4.82980391476	125673.139341	True	
4.58875560227	9.09294402552	1.81476824201	4.87308411756	5.84425423877	8.47859967481	3.03932492897	3.31763580234	6.34097905057	5.01477380108	9.84929235571	6.66747555731	5.78517580979	3.97816566838	214915.335818	True	
0.66512772927	3.40875998212	3.51526635892	9.6853045514	9.23447021725	6.00755103609	5.19099307921	5.07879498092	4.29987043177	9.13677152231	4.67211867009	3.10963321265	5.6014037468	4.98192248494	198474.026083	True	
3.9394934376	6.83507064008	7.51410708183	4.79036868408	9.62783570705	2.56971545453	1.92988491605	1.18241193521	4.27538177103	8.34600591069	0.125937479927	5.74072403633	5.63315981275	4.11533023808	133624.747672	True	
8.77382533707	7.19913300806	7.69882519746	2.89423996504	9.4409489621	9.39041930084	0.426357090797	2.54034845062	2.84132971331	9.28286426735	4.80992741993	5.15813883266	5.72091343833	4.4673031418	201596.02865	True	
7.02563717924	4.29596713069	2.51097382376	1.8619956044	8.1218378572	9.95553612738	6.15317279809	1.08676262633	5.71465928003	5.2882421499	2.05388443666	7.65126523563	5.51930297138	5.59967036481	170436.586254	True	
3.74804867804	7.51008517559	0.971437101799	4.01699362987	5.01878620894	3.14008319134	4.82422408667	9.63358160338	5.02671605205	4.07615066998	4.42750150817	0.202508694205	5.47296280054	4.6497324691	223044.155	True	
1.98167422067	9.30165307284	1.00310279463	6.87409315935	1.78976333394	4.63044457492	3.34686973166	7.83308461854	5.73576663594	2.67033710112	1.24615658234	5.88847517896	5.35361617439	4.11980232712	249508.89818	True	
6.85700054951	8.59426867649	1.56066523848	3.12044436317	5.14677800051	4.0291999988	1.73903842355	5.97089097848	0.963563000587	4.97303491048	1.4381289647	4.37523271764	5.64747990431	3.21723790331	178616.875154	True	
8.16054070191	5.00763647181	6.44797748514	5.76582338474	6.61244645956	7.21108755187	4.64265529449	7.36411289205	6.73920323424	1.3702170951	1.5267047603	1.87687567962	5.57804992413	5.50007129512	141968.421351	True	
