Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Potential	Temperature	Equilibruim
2.68789179317	8.10605236312	5.66251391862	7.62303042927	0.321915384992	0.35409624328	7.93419095483	-2.70120727887	2.19453734956	0.697619348633	53163.5310969	46650.738021	False	
2.45041835605	3.51335297323	7.10309225576	5.67221745337	1.4406230755	6.86736561602	2.51296919214	-1.51662392835	2.04225932007	0.18011880011	96331.5979047	46650.738021	False	
2.92856523173	6.28909969153	3.53098836713	7.25906003425	0.46211561609	4.67719552568	9.21002055855	-2.9564925164	2.38556719708	2.85266219195	24750.5051603	46650.738021	True	
2.04310613771	0.733905673091	0.435632877042	7.50101173775	1.46181018828	8.52378051313	3.68705005732	-1.13925809717	2.748800911	0.0845342094966	30894.7065856	44318.2011199	False	
2.83797715209	1.08208507657	1.33373662341	2.5342733616	2.08475229099	3.10835933765	7.62019476481	-1.16918278302	0.42285627422	2.15851830206	36050.1849115	44318.2011199	True	
0.384027312105	4.82319161721	3.27093391352	5.79214872618	1.03489141807	5.33586252756	3.60005509317	-2.78962375343	1.24831646831	-0.275080020851	57944.4347319	42102.2910639	True	
1.70964213781	0.358049371974	2.01698926932	2.62463168162	7.93204152287	4.39230955259	2.69547072671	0.232948981954	2.55277782034	2.36021884891	44802.9812908	39997.1765107	True	
0.50006894632	1.71341613861	0.715308841498	7.48139180807	3.68810341843	5.7078706163	3.07152166678	1.17368930808	2.3688846608	1.79779528566	47710.3992578	37997.3176852	True	
2.38287294352	0.664805067442	3.91912532364	5.93709140114	4.23781469333	9.02916825281	8.86900323592	-2.07654875886	1.79983160018	1.71286812418	30740.6433195	36097.4518009	True	
1.07035494359	3.49387459674	1.73222375898	8.83975699335	2.6158236039	8.128353784	1.05118899824	-2.36243778431	3.12633456973	0.277903777158	15358.8428755	34292.5792109	True	
2.40503645733	7.39786584325	2.84754926746	6.50399444373	4.06794311204	8.510050075	4.45490851368	1.09972396617	1.41360893122	1.64096855733	95172.4004967	32577.9502503	True	
1.4099776679	0.418945563325	0.488879593292	4.66262083063	5.90628608139	5.99274744089	0.243358277291	-2.30969853363	2.74040350824	2.248745572	57751.702144	30949.0527378	True	
2.48861783284	8.40668523832	3.4987426375	6.11896041666	1.81236575551	2.15620681205	8.70948385655	-1.07703497194	1.67928118638	3.44085718416	85148.7411798	29401.6001009	True	
1.04350598584	0.490546864661	0.921947727541	7.92457580024	5.59620409823	9.78708815291	5.84942869482	-1.00807038663	4.82535961221	0.0764759980997	44296.3338581	27931.5200959	True	
1.69037424282	1.36068407711	3.43061931306	7.27578192	6.60226125766	6.94264783463	0.0435374682547	-2.94435784015	2.89052275054	-0.94430296701	62929.6091479	26534.9440911	True	
1.50301279625	2.56703905484	3.88425668406	4.27105980776	7.0121184545	8.21045332334	9.54735308846	-2.39430711653	2.19238982799	3.35742808632	37187.939786	25208.1968865	True	
0.197312197138	7.17236680132	3.08146893812	0.939594015024	4.60014410269	8.47032256561	1.19681535145	-2.22204879449	1.44804826659	0.8272304879	65318.8861636	23947.7870422	True	
1.9690502289	7.08886520881	5.6177463594	6.94120564842	8.56155560786	7.68335041633	7.22760262435	-2.61285313295	3.886750926	0.318867194206	44820.9061246	22750.3976901	True	
