Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Potential	Temperature	Equilibruim
1.37232182966	0.812400620321	5.9226274096	5.26588801754	7.77196718266	6.17847396315	4.68465689488	-2.64272038861	2.57104774869	1.0903236262	34827.8963364	46650.738021	False	
1.89437367757	3.95605747103	8.94872513018	7.66386777375	0.9662812287	8.77393173302	7.3035577054	-1.33461571379	2.05867874984	0.401756514997	81476.3869385	46650.738021	False	
1.17284070099	0.177645976994	2.44101872885	8.83861500782	4.65263580133	7.55470412924	9.25857545534	-0.70376501879	3.24157170126	0.699491301659	26967.2923873	46650.738021	True	
2.28221283964	1.2224397074	5.12002294622	5.97665982131	1.96180678988	2.39676047862	6.09122845861	-1.78037842401	1.4129214753	-0.123697986921	42659.497072	44318.2011199	False	
2.02958941641	6.06885162425	0.934419949662	3.55760142769	5.82403458589	6.59164208193	2.68474184221	-2.42482697534	4.66441107405	-0.548850534413	27929.1551971	44318.2011199	True	
2.92102011233	2.31667084919	0.37882425729	6.30453994895	9.18045199214	5.12713602126	9.92258600949	-0.4476788674	3.11104588496	2.38239014338	41452.2652193	42102.2910639	True	
2.92773220096	1.96901346157	2.40984108125	3.93568513599	6.72422344894	4.43882549574	2.60980157853	-2.28629449297	4.39054335297	-0.739462812798	24082.300329	39997.1765107	True	
1.1772305524	1.78795684564	7.78144715908	1.56612470698	0.813279197255	5.1712047673	3.22094428284	-2.20172312459	0.382523811173	0.494285833841	19521.2383198	37997.3176852	True	
1.08749264322	4.08302004873	9.57328003413	5.12290546782	7.5587974684	9.18398780125	6.52925389503	-0.484703395463	3.17487758172	0.845302671479	247787.259942	36097.4518009	True	
2.88545538188	2.41231503822	7.1440593596	1.55943505977	1.4166498856	9.6203478701	2.6931729605	-2.09158064705	4.27683768942	-0.72133806237	39257.1943018	34292.5792109	True	
0.623782256204	3.39974664684	7.33140936433	8.77260283295	0.953340003257	3.74423229827	5.42373214395	-2.64195695315	3.04778721386	3.28282607773	22880.6424852	32577.9502503	True	
1.12200737009	0.860061811561	1.19728938667	8.9024943757	9.07628698063	1.54895591875	1.42979561419	1.04401943064	4.24091182437	1.4563949789	85940.7271412	30949.0527378	True	
1.9622300191	0.667906492322	1.857862486	2.03706902811	9.68927538721	4.94430342621	0.536388457174	-0.701193510117	4.97693250253	-0.516658153965	11311.5880598	29401.6001009	True	
1.29402832636	0.300348445171	0.941592750081	2.07812072803	3.69684827519	1.96990842977	5.07181577912	0.0668976118922	2.19886112386	-0.694519700257	42286.9003208	27931.5200959	True	
1.33867955084	1.82539848416	1.35515661935	1.20520742271	1.36946961225	4.81085099312	9.28273271015	2.12408665599	-0.0556234495433	-0.778367589066	116908.006074	26534.9440911	True	
2.6271101378	1.31277010735	4.36538289201	2.73085658377	6.25678649647	8.7455876988	3.58702338275	-2.1877580826	2.34664279563	3.34962867014	22872.5646233	25208.1968865	True	
2.41827625267	3.83611599301	4.01943172909	1.44712896907	4.99264986765	8.74825816653	4.77548153088	-1.78495616597	1.99600792765	0.0409495978114	91842.1167887	23947.7870422	True	
1.10451638607	0.137523438834	5.45857630406	7.61023628143	6.16722042759	6.36738345294	0.936891994319	-1.9337659351	4.46160854501	0.0947809049183	102131.24608	22750.3976901	True	
1.73346697937	0.458983657377	5.99669650044	9.14126271786	0.274184591572	5.83507200559	3.11367754906	-2.0862193641	3.09394650439	3.72116909543	13405.4022852	21612.8778056	True	
0.532235710429	1.82267961067	7.9131736225	0.892538754039	7.87620630063	8.26391789163	3.33292931993	-2.33753555485	3.15355797378	-0.167408338613	16436.2009805	20532.2339153	True	
0.159034663943	1.17628571691	8.30775446189	0.947946255257	8.44182190492	8.90087238429	6.32436731112	-2.83114078233	3.85422530057	-0.687251399524	35748.9636435	19505.6222196	False	
2.94014459217	3.9574803768	3.97288705618	7.17988413183	1.81008363204	9.55067380041	9.50114370385	1.6374927901	2.42971107525	2.27928095997	58813.805827	19505.6222196	True	
2.88001358271	2.4123538607	0.189770138918	3.19133804202	3.88950621235	9.64338258926	6.22028600073	0.274066610219	3.00800697742	-0.375708610164	32715.7221521	18530.3411086	True	
0.876747511665	0.378008033158	4.34051890432	9.15759657819	0.980322153812	5.03609992191	2.56614998108	-2.23385040802	3.22574509316	1.88353839849	9629.61372963	17603.8240531	True	
1.7226229761	1.55582428268	2.07192038582	8.73660071663	4.33339623462	2.09178594219	8.35565602826	1.81153070601	2.47013929228	0.987440798913	57092.4225287	16723.6328505	True	
1.07661098678	3.63176392686	2.51089139364	0.529211737723	8.67181806115	4.67682413194	0.368153052488	-2.68583133825	3.73648303855	-0.370989351637	31403.2495055	15887.451208	True	
2.61895582953	1.4845410325	0.385659404304	1.45587744144	3.83841335658	9.33908122084	2.48336598064	0.672478356856	1.92629862171	2.09288338872	99697.650548	15093.0786476	False	
2.25895548109	2.0381185769	5.2220829701	1.76830799932	1.01336027087	7.2743058764	8.58696971813	-2.53183338654	0.54987137427	3.32095115564	18444.2684286	15093.0786476	True	
0.757992751357	0.80340718325	1.62153584761	2.10321339525	1.78298879944	4.24325004406	0.645527558963	0.849938138175	4.57092183869	-0.322719162917	29395.9362287	14338.4247152	False	
2.17217674797	1.66459336529	1.46473720796	5.36900975591	6.51962016297	4.37690541643	7.99739659067	2.98506573149	2.58378350373	0.85483528722	17470.9783882	14338.4247152	True	
2.60714546095	5.01863484193	8.23933127516	9.85910857629	5.95927232573	5.84982991191	1.86101009654	-2.73273437308	3.48442865382	3.11775415166	14089.7899389	13621.5034794	True	
0.609888458264	6.80877646127	2.54779992468	5.79482620518	2.04582674416	6.02925057807	0.461946817211	-2.32515901411	1.55589606025	1.35329926381	24131.3516999	12940.4283055	True	
2.54105886218	0.967222974295	1.58390900073	7.30803089731	3.38157376955	7.61575953929	1.20099325028	1.49332057212	3.12095954065	-0.00460413304441	25632.9802777	12293.4068902	True	
1.94296642892	0.88628996313	2.88406450741	5.37412079253	6.87106831349	2.77886065362	7.34245087613	-1.66941812601	1.99866306986	2.26332630132	67581.2005174	11678.7365457	False	
2.36335415218	9.13760104512	0.651396520665	5.9292627723	1.53623754976	7.17125138338	3.60029558006	-2.39522456104	2.2141210489	0.628748006885	32328.0003762	11678.7365457	True	
2.72257639595	1.93960323212	1.1835052054	6.29451820286	8.56618376575	5.41801269548	4.59405396733	1.97506314704	3.35996067713	3.91094132561	12403.4507833	11094.7997184	True	
1.13947275681	0.701485345411	0.920136976492	4.29001649003	2.18156671785	5.81016613186	7.67806954841	1.63230100077	1.46814455032	2.24815505002	18829.3361341	10540.0597325	False	
2.72566054612	4.40900631638	3.14786382417	8.78594910644	3.79203904964	7.51307292634	7.93228905514	-2.41856691006	3.66755000556	-0.637008056425	24820.4821616	10540.0597325	True	
1.82451021113	0.400168067848	4.01766426816	7.53444677695	4.39107617788	5.81476187184	6.21372485824	-2.42196914767	2.44148911418	-0.552939064271	31169.1273999	10013.0567458	True	
0.912280296878	0.198123182688	1.2090730909	2.95964569085	1.04260517238	4.82799795406	3.30036441119	0.513397871924	2.59889123524	-0.344278646197	8218.83012929	9512.40390856	True	
2.85216279454	2.68405114194	0.895908266006	0.690161860407	0.967614464144	3.31500142289	2.64745106001	-2.2313085128	0.420890795401	1.05005030347	17669.2149666	9036.78371313	True	
2.84375773557	1.20931507177	2.20926927509	0.937408417993	0.875539917724	7.16046123379	6.12189923216	1.32220299249	1.28077402271	-0.626547203741	22968.3293776	8584.94452747	True	
2.50200296911	2.73354147409	3.07034706258	6.99745620893	6.29588808024	8.20657898094	7.53698989223	-2.17847969818	4.40798464107	-0.350255863763	25650.0658571	8155.6973011	True	
2.77998047512	2.74474455071	9.94885451439	9.28790182745	0.738785207299	5.84477264532	9.38645095078	-2.34463399082	3.26684735576	1.59680805033	10901.466205	7747.91243604	True	
2.04324468324	5.18231217378	9.26477199485	4.92101339834	3.79586232227	3.61941381912	9.67410419346	-2.34834720278	1.25967679589	0.368817314057	36580.1115091	7360.51681424	True	
1.33602705436	3.92985122015	1.95532804875	1.92469655606	4.63322178407	9.234813455	9.29989033826	-2.65909889566	1.58518819651	1.85454751212	24281.2324583	6992.49097353	False	
1.44794470486	2.23241470242	5.79040170808	6.76103174468	8.19988212175	4.90272439844	5.95742571105	-2.62333505424	3.02184436631	3.36383825213	13836.2121166	6992.49097353	True	
1.22674202929	8.56523264806	4.35218907642	8.90546875936	0.545849681827	7.08131229856	0.47330010326	-2.65426671481	3.77843620749	-0.529466981635	10382.4970242	6642.86642485	False	
0.958893310954	0.953053526476	5.04797641834	5.12524238699	4.23316866821	5.05648715974	4.92593049953	-2.28716573969	1.75959000262	2.86713051189	7878.81628286	6642.86642485	True	
2.09536474633	3.27413786858	5.57465138806	2.17930670316	5.518542562	7.21590700751	5.46919506621	-2.55157800359	2.8074940311	-0.580497588237	17707.0549461	6310.72310361	False	
1.24533259544	0.473915752371	0.53778736808	4.56280696619	6.33689515721	6.75938282365	1.17238289148	-0.503455735827	2.6899542891	0.576661990274	17707.118984	6310.72310361	True	
2.70564624488	0.682386566475	8.53926970328	7.44877707586	9.36127120926	4.47010190246	9.47871783065	-2.234928613	3.73356867204	3.06061147948	14843.8462864	5995.18694843	True	
2.81815516877	1.91083278265	0.215900724639	2.44928262536	5.94064792438	3.10081752801	3.13088198168	2.04633090182	2.1198453898	0.63537404592	24647.4843942	5695.42760101	True	
0.927108790187	0.953666282067	0.00693761795344	4.91531335833	5.43058786627	3.89754883751	5.6669032919	2.61476308985	2.69783041495	-0.161321316118	13218.3332965	5410.65622096	True	
1.15289172673	1.90002238464	0.00150421740537	2.04762715103	3.3957986116	3.86423210177	8.9424825737	-1.95769043118	1.07915571307	3.42728964987	12897.8877089	5140.12340991	True	
2.75858228355	2.99468231184	1.14928237436	8.5298593483	7.00798133493	6.93587840291	2.37463815962	-2.08959204843	3.28479769433	2.92101093694	15304.9905213	4883.11723941	True	
