Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Potential	Temperature	Equilibruim
2.67387452606	7.27787999899	6.01622455046	0.113327176315	1.02943952507	6.80395220833	1.94256706597	-2.1216265685	0.0334642613512	3.96278681333	52569.5655702	38554.328943	False	
0.334883977072	0.395799768154	0.287031653147	4.12124096042	3.96476224761	6.34280230936	7.74770664464	-2.37617886167	3.97766481786	-0.47516091627	32337.5084907	38554.328943	True	
1.94013406838	0.477045317753	8.82486584683	3.61699165871	1.7057548358	4.0903315323	4.30397673078	-2.63729375119	1.007677441	3.12138852153	9979.55779764	36626.6124958	True	
2.45496119393	3.31989125825	1.82652129034	3.0023998672	8.07579864004	7.88251036161	0.811778189099	-2.44742947362	3.16100403406	1.82256641168	14154.205497	34795.281871	True	
2.48152499083	0.312265947586	1.26046717393	7.18363260846	8.20236282068	1.05801232273	7.18896501436	0.833051396216	3.47108763329	3.63231958197	49739.0539188	33055.5177775	True	
2.7684857572	0.589386234364	1.6549751771	0.625714018756	0.510348933346	1.28699057729	1.35774800151	-1.46684594345	4.09666029395	-0.667033549506	39864.3710894	31402.7418886	True	
2.76846644211	0.464266158086	1.62269282221	1.47302855663	1.39218929555	8.87884342436	0.723461844113	-1.97499015599	0.986445963784	1.23689964091	73398.5306826	29832.6047942	True	
2.46081260252	3.00095642001	2.65395399123	5.92196702404	5.04558362978	4.4930972254	3.60101977864	-2.29417259879	2.17754835697	1.30688354089	8212.24294631	28340.9745545	True	
2.80650205607	2.4837598432	4.0210330001	4.7678331394	1.58334993155	5.96801056872	2.28990230628	-1.1189651414	1.31434166688	-0.509355446066	39722.2498111	26923.9258267	True	
2.75223196429	5.38218572769	1.98886218925	9.64240732557	6.98596911249	5.00011879638	7.83045369993	-0.160996710087	3.22516521297	1.01138075047	46137.0739877	25577.7295354	True	
2.31520076418	2.29844451178	7.35205975085	8.61888147689	2.69890229024	7.43243878117	3.79273973561	0.676330137843	2.49113515326	1.66564958169	41979.8952009	24298.8430586	True	
2.67968379874	4.85140761678	6.35472869502	6.15425217632	4.13166471384	1.61429395606	3.24634735545	-2.09915131175	1.62161667915	2.62654898159	39798.8617592	23083.9009057	True	
1.43334885028	8.00753240164	7.82332724435	9.18028527241	9.23907343343	3.92721522414	4.48014282226	-2.53469692132	3.32282176891	2.29601801443	30414.9437158	21929.7058604	True	
2.97065458521	6.05188039957	0.68842514589	5.96836335184	1.05348887218	2.8334770261	6.36407978642	-1.93206884095	1.57533969531	1.86628940005	19340.6831026	20833.2205674	True	
1.11241893901	2.17335637459	7.16722053715	7.78571204383	3.02125912728	3.92637394801	0.241371163397	-2.57217880581	2.92760023029	1.40115576413	41553.0930856	19791.559539	True	
1.12722517914	4.33357508168	5.45273333527	2.94092209196	6.67709006911	9.56720299809	5.62004378552	-2.90284341739	2.77740523749	-0.848948177929	54639.8080133	18801.9815621	True	
2.49025764521	4.70357508786	7.26889241298	9.35099378113	8.90725483677	7.12028652387	0.386125675594	-2.29821888393	3.39374500801	2.66872961409	20816.7549749	17861.882484	True	
2.04223419882	0.447151803691	2.5163744257	8.47852551534	0.773487342618	5.94079331958	7.57643064514	-1.16163524335	3.42971522155	1.30770713443	56382.4389094	16968.7883598	True	
1.81703023296	2.77046651837	1.55901574333	4.88398273603	3.02074854786	3.16943295012	5.07114110934	-2.81407427915	1.49050179293	0.369284410921	19633.4455428	16120.3489418	True	
2.75537251359	1.21199032948	0.844641825326	4.74012015149	5.23290980459	8.29304075576	2.68384896428	-0.989617805144	2.84455726743	-0.166684364409	29462.858978	15314.3314947	True	
0.690122157408	0.770943954358	9.47989224835	0.731486307394	0.393091966994	8.23555019415	8.29562659549	-2.49201019382	0.503286013413	-0.0386616370205	20432.2544438	14548.61492	True	
1.74592912685	2.38217657991	8.39741658549	3.92365321151	4.64718229924	6.40497092122	3.01884956397	-2.65741628888	1.56014248454	1.51211168589	10046.6621857	13821.184174	True	
0.787539243392	2.40955215992	6.24625579421	8.99806193058	7.95067360284	6.00532191008	7.10134100693	-2.10289540708	3.25875934971	3.30691080507	32807.6486537	13130.1249653	False	
0.520673349598	8.45145321437	3.88096654865	7.38135090596	3.44970030781	8.82694699367	2.77257687836	-2.3826866217	2.19235801964	2.92803261413	31823.4116111	13130.1249653	False	
1.89561265059	3.52241685501	0.79721090573	0.0129401781283	1.20012901444	6.66457577098	9.50422222775	-2.51815567862	1.98433134267	-0.378701146865	30281.5630734	13130.1249653	True	
2.46733061045	5.85513030029	3.74329024979	6.57453236924	0.398865118456	5.17290528567	5.86686299039	-2.10674427615	1.58883136424	2.31659696142	39912.977907	12473.618717	True	
2.62983007662	9.85108324319	8.82096577816	4.46477275928	2.29896870608	2.81777672047	8.40977935175	-1.75798403189	1.01730321833	3.26537745109	46765.8987406	11849.9377811	True	
