Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Parameter 44	Potential	Equilibruim
1.63336006022	-8.85519994799	9.64013405689	-5.04955685201	4.39856209654	7.84481138266	8.02359144994	-1.80385157414	-3.17738116677	-3.61779799469	-3.30619669689	6.61227640735	-9.67284902483	-8.45744439846	-9.00975672049	-6.44058430092	-3.62017479442	-6.69872881822	2.8851289616	0.728047238338	-3.41627604949	4.99234691382	3.63725395692	8.22510514866	2.24372582556	4.60837691191	3.48111515451	6.33273691659	6.8933774379	4.75884160273	6.48465166183	8.54288009567	7.4038301965	6.50400162984	3.30726453854	4.1288060781	3.58861275131	5.31187992013	1.76938084102	6.72583999745	7.83723707149	-0.49340866474	-4.00322969148	-3.73286285693	350701.42241	False	
0.63486685819	-6.73420503769	-3.08270012725	-4.95060524087	6.31600690065	-7.78367506895	5.44494920454	-0.160853213087	-3.63822208142	-6.88176335671	6.15586008491	-5.87927584866	2.72730187087	-4.62619790201	4.80893224231	-4.61651408378	-7.85149932326	-7.9294120527	-0.300725384386	-5.2833082252	3.18391719883	4.25321519457	8.1743297984	3.92560707621	6.3556534779	3.46009867435	4.91676047201	2.02466470506	5.37945333824	9.6189194191	3.30648858752	6.4369012923	5.81802033179	8.09202600927	2.8285183574	3.47235414193	5.54837588971	4.66297347033	8.84860819582	4.61458519804	2.38544984255	0.313794634045	-5.01893851512	-3.39521094955	248601.672862	True	
0.607353862631	-7.39976283123	9.70241535764	-9.96849133756	1.07512986668	-3.48836137324	-7.08833077606	2.04925106893	-4.91913184426	-4.31258544934	7.55225415605	-8.73089600827	-7.03292265417	0.427102990621	-5.67381565543	3.36330549771	-1.20999202184	0.963652242306	3.11937028057	1.87175824829	7.58538845732	7.78869553824	7.77176779198	8.96959821936	4.48677050928	4.50909601314	3.52899494617	3.6631458561	8.46470375245	6.91444980931	1.18984452538	3.92375888814	3.07522921468	0.721187985214	1.60527137523	8.90188165526	0.354750428001	1.2496933487	4.90261505217	7.94210862223	8.63608240328	-0.314387982306	-6.02866631687	2.8661992936	247827.842704	True	
0.274753320276	-0.391472599614	-3.74741435879	-1.43730581154	-0.657354532489	-0.758622273657	-7.23835472083	-3.24035434264	-7.76816232249	-9.56075011416	0.732942598388	-3.75293152357	-9.20440491919	-8.09476242846	-4.84044972548	3.62234808293	9.02418437406	9.57861297007	5.47242094893	-6.50438241471	8.1226721699	1.20794564526	2.78660385696	1.93265541414	5.25444010509	5.04150154505	1.75519028492	9.24406862935	4.53372646413	9.32448218384	8.34697534149	4.77368975847	4.2729079344	2.42875727953	6.17411835012	4.09439517788	8.31084221652	4.33295753141	8.83203148356	6.77411264676	6.03893527139	1.30928848464	-5.40718971041	-4.1335602992	269894.577863	True	
0.977929723628	7.83671047634	-4.45708314297	6.9629949385	3.34776469306	7.06172466234	-8.25019838425	-5.80761349393	9.1455729291	4.85815118782	-8.35468981276	-3.3627943949	2.61869416504	7.82358789076	-6.63756731204	2.37052330155	2.31972857783	9.53162711119	-1.13270679171	-9.47444069971	2.51143838333	5.50213794161	7.39525719442	3.23062971185	0.109766254492	1.04047727634	8.82749066323	6.71604367057	3.72527445714	2.69428951452	3.01924316245	4.49795828984	9.06067121559	3.42276378246	9.04427305369	9.0463971174	7.67007433717	4.14619714151	1.63140703391	6.18943784388	6.26940510631	-0.349914261549	-4.43281053829	-1.110580822	270382.878836	False	
0.829018615257	2.88736574893	-7.66678901706	0.730741855776	-3.30404194666	8.48866160946	-2.70866505621	9.23496422828	-0.108915181857	1.27636929805	-7.27194636949	2.27883553947	2.88854103147	-5.69823040433	4.89868279363	4.93828315746	-4.71857478546	2.44357232431	0.0223149256688	2.46416441528	8.51018289466	2.91309656449	8.98247470089	7.83006239056	3.60182737879	3.66356597965	6.83041022731	0.486724175804	8.71481064498	8.16333777264	6.08929211	4.12755790202	3.83253281521	6.33956744979	1.27423417288	5.76857528413	4.28023955567	3.88631902443	4.97097952293	5.9325341139	6.93515105751	-0.234238563556	-4.71309187991	1.62348278328	258634.519321	True	
1.53530015995	6.11564490066	-7.45003742131	0.636575846965	-2.98023393614	-8.41020163028	-6.75572549832	8.37409109131	6.50331448624	-6.98723841587	-4.37189503192	-3.89582644562	9.52259608327	-5.39157873617	2.99916360789	5.80929523457	-5.46159656149	3.8082781522	3.95054669839	4.06995162266	2.57278681247	3.86422238872	3.63539896033	4.70038507202	6.7207032487	9.3110428395	4.26283104942	3.45816690673	7.49387509752	5.72962211784	4.45899829047	7.58117574028	6.89922159365	3.71037603844	6.5789065026	6.84969980811	9.16528967412	9.67935585012	7.85444855203	8.5349817051	1.32713176845	-2.95197012529	-3.17730166151	-5.89657979131	293858.507813	True	
5.11806938449	4.49631230083	-6.37803274436	-3.5810041941	-9.02001920909	-2.5147497984	-9.15459136475	-1.85417818566	6.47631949171	-0.905040656796	3.84108353873	-6.40553018884	-2.50847273213	-7.29808703268	0.253037849018	4.96715179224	-3.4821717436	3.15280873738	-2.69148481413	4.75763099465	-0.420384457688	9.15686177674	9.33601056858	3.44935528421	5.96275806477	1.47645212947	3.88919931245	0.547915076543	5.06610012813	2.79628680334	2.82882145435	7.09230222343	3.73970129031	5.70846237745	7.86341593209	0.44887936029	4.55340918341	3.90290256487	3.49883309342	0.693520573619	2.97332292671	-2.71243065672	1.38267754176	1.09473579167	249274.484258	False	
2.31106932287	2.40279955774	4.38172590095	-3.50183237745	-2.2938840154	2.06764653854	1.33749301956	-6.50902501793	5.59071408659	0.462502237848	6.82284964741	-4.0807009398	-3.86832430718	-7.60716750964	-5.04669988178	5.6842059536	1.78185526123	1.01358358752	-8.39396326133	-9.14031533992	4.95383776982	3.73403579518	4.22445914532	4.90765057342	5.38519685482	2.50054915738	4.8141323458	6.75360040845	7.11683341708	3.16693525726	7.59809699284	9.5833593664	6.81949236797	8.00358057243	5.06875047751	2.16690541129	4.17313793826	6.77218709998	5.39376758843	6.0116892289	5.55428365459	-2.92352580609	-2.03005954909	-1.20344989346	245357.160429	False	
3.46785080615	5.02104604416	7.09968514928	-3.96207242456	-5.64944937863	-4.92848653909	4.66483808676	-3.16636648285	6.86040515229	-6.78902259636	8.03920546577	-9.02301900146	-1.9071992525	-5.9463434365	-2.54607076106	-4.46827551831	4.77497520229	8.4890932625	-5.83159693863	7.3027556255	-7.63474223716	1.54203957855	5.8590954535	6.4072305714	7.91707625335	3.80319887782	0.977053329042	7.00068385848	8.04802729838	2.77270072813	3.95101765796	8.3093474494	0.133050036947	5.37291153642	3.62543754902	6.24360849733	1.13935975511	6.98968494923	1.89083720238	4.05528185909	6.56605755128	0.81517660704	-1.76757857232	1.19770351192	252315.604202	False	
