Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Potential	Temperature	Equilibruim
7.28476552531	8.66734114881	3.52011950118	-5.1965131262	4.89133367929	6.13475944552	0.681734523151	6.3647403107	-2.37800365169	-4.43896418802	6.793943171	4.54599651428	2.83355873814	1442.12518436	1693.42179016	False	
0.982626708691	1.7928805116	7.90993292776	-1.99150838888	4.9001077399	0.795337424886	4.09971382296	3.06192182064	-0.11184227626	1.57909803769	-2.46122629901	-0.0780696884403	2.06838205149	3405.06508575	1693.42179016	True	
5.5619591985	0.131191167706	4.1928855784	-2.62888884786	0.591561220898	4.50400983638	2.64890590224	-4.50025840706	3.92173103096	6.00231853052	8.85117251862	2.43995693689	-0.0545029764973	1386.93683662	1608.75070065	False	
0.373993851308	2.26182160658	6.56091059426	-2.26914517203	-4.12632926876	6.24530754672	2.52000434969	-0.00584059295042	7.39141499954	-5.8121706011	4.32028936666	7.96260035939	1.01004749839	1620.67861053	1608.75070065	True	
0.303603808713	7.59404716715	9.12082101738	-5.32251882621	7.86897310913	0.852342265719	-4.30653598461	0.765506985776	9.7802108529	-0.840165360007	8.00053523412	0.548167605082	1.40298109035	1426.30008279	1528.31316562	True	
-1.19535819585	1.80875664874	1.48117195281	-0.282794078087	6.97013773222	4.00702668739	5.63596286291	2.18491124271	-4.58749308401	-0.120185018175	3.25620692558	4.17683119807	2.92321397783	2225.25514322	1451.89750734	True	
7.60393155178	2.54187192732	5.84461252803	-4.80797154881	1.78226143602	2.49942722245	8.96310846831	4.54709333927	0.275419019845	5.78635386085	3.05126765324	6.32049858186	2.83452231056	3008.0355955	1379.30263197	True	
4.02246494949	5.8382793862	0.0103407722716	-0.952877065772	3.8634177577	6.49709128075	4.67004886144	2.69436767921	1.35398897249	-1.068224136	0.548559239245	-1.68936480998	2.60296671551	3755.0081338	1310.33750037	True	
-0.420411976815	7.26163168641	8.60577428277	0.329303390195	0.970802256806	-4.24095812347	-1.32091421384	1.78073375458	-0.0760566908041	-1.43531080234	6.76263467735	5.2185794523	2.63404824445	1265.86441585	1244.82062536	True	
7.38104203264	-4.66102229454	4.11638249745	7.48160949425	7.49439385331	-5.81906370843	5.12143504925	-4.57310532643	4.8698968503	6.99822319603	-1.46803723824	9.3057743137	-0.150011949599	1182.53622869	1182.57959409	True	
7.21650895899	1.4077102465	3.66269497317	3.10597350733	3.78875513535	5.99902293075	-0.157664245432	9.52205230005	4.16987931183	-5.94587692349	0.447622668504	8.16327229961	1.37346451203	1794.01572376	1123.45061438	True	
1.28176297805	3.02901022256	-1.78491155052	9.19034745129	7.93032131198	-4.94903860813	4.19626348413	1.67531061998	-6.48174961828	9.2181570074	-5.86342682125	8.16236161766	0.262340481113	2194.9745061	1067.27808366	True	
0.304505655504	4.36403224004	-4.8041358235	5.15702486933	0.96666003781	-0.780922003926	8.1364654538	7.53407451956	3.4608725347	-6.16306982347	7.55999199253	2.6329939168	3.01354587692	2145.41520262	1013.91417948	True	
6.52541092137	-4.88548323789	6.45158059038	2.79950204721	2.29070828796	-5.08460290678	1.70282941004	5.71484579362	9.90381125789	6.38141174534	0.00715781388848	2.48295146267	0.274588018552	1592.0586178	963.218470507	True	
5.6155023776	-2.48130383387	3.47343619732	5.71808429756	3.0805659744	-4.78755010583	-0.120108075248	-1.60610171267	1.28922661009	0.672949888737	8.0692228053	9.91320399149	0.150392200176	1295.77840715	953.586285802	True	
0.97373503549	5.04847678583	1.74384094182	-0.0358965068323	9.69264888824	0.844948599792	-1.35246763018	0.818995942659	-5.71807790153	1.68059127159	8.60048079585	9.01368319869	0.467717597709	1561.93435271	944.050422944	True	
1.24927493372	8.92454907609	6.74336058285	-0.802660266507	-4.29525282561	3.30131025438	0.460835957681	9.43826139848	-2.64159937082	6.84231537951	-3.89996574717	1.92593974961	3.13089837011	1741.14901627	934.609918714	True	
-0.983476868745	8.37603003033	7.94447743089	-5.67669583701	4.94857293196	0.754006184523	9.26567657612	1.83189513194	-0.767470704928	3.05196498966	8.10334658495	1.98139899941	2.02490461337	2065.03909983	925.263819527	True	
3.1613977334	-3.58035970355	8.19203773493	1.16913766875	-6.28362550256	7.4064328309	-1.97013783657	1.86147297012	-3.95804620373	-1.90056862525	6.04007719699	3.13289320672	0.968708718425	3433.72033069	916.011181332	True	
2.44197738977	7.49382846079	7.73015023149	4.43862059087	-2.75505723001	5.06706443609	6.6411252362	2.63346228793	-5.26703417652	5.30319984456	-1.28256510818	7.95599375712	0.0582257330438	1403.9273445	906.851069518	True	
5.14383297601	4.32268429375	9.23113162655	-6.49859025307	1.17536095114	5.07504259495	2.6065180815	5.27884698532	9.10754965379	7.26574296272	8.7923965902	-4.05597497936	2.43685630459	1602.51497593	897.782558823	True	
9.69143517815	-1.12474979415	7.71693442047	9.56895810789	-1.87825318341	-2.30186557297	-1.70470825041	3.64758056976	-3.52608717801	5.33694892374	0.657772017135	5.0199898659	3.65507021597	916.5608464	888.804733235	True	
2.07084636586	6.97771532425	-6.12953559062	3.77690838893	-3.17487891891	4.10638897258	1.28077049775	-3.34489492503	3.34495143424	-4.58669495554	6.32883243502	4.90734489901	1.41468970533	994.576605951	879.916685903	True	
4.67045120512	2.5275892856	5.35472787484	2.75804329717	1.68017118046	-0.491298447626	-4.55597737218	5.00134519892	8.52611973228	6.26524985859	3.28549329498	2.02439856977	0.26371099156	1441.84162325	871.117519044	True	
2.8776404533	-0.7672875779	3.34569742952	-1.30336346846	-2.23823129975	6.75088996362	-4.99108458362	7.71512489742	5.16593251939	6.4039772703	-4.23323065595	3.90638543836	1.89556979511	1831.26140195	862.406343853	True	
5.37331524303	5.45603150983	-2.44804845824	8.10414517507	-0.164811526844	8.53605655737	8.43462932557	-5.28877485379	3.8607452622	-1.66851774951	2.1970653738	8.19440615726	3.54763209117	2400.99975347	853.782280415	True	
-2.2251764645	8.74918210609	6.70170250146	1.76521066682	3.84273617192	-1.4662917746	6.41568346045	6.40145025029	3.76743190334	5.67202938423	-1.21981763414	2.29432931135	3.0597167927	2972.18456958	845.244457611	True	
3.44653401951	7.22483724942	-3.38844004234	0.733507210146	-3.37598064323	6.1381138936	1.31442528449	-4.22401831795	-0.403725163176	5.04079865337	-1.29460459068	9.140804501	-0.161316223348	873.260587702	836.792013034	True	
0.94219168172	5.77113209645	2.7342933322	-2.74277259823	-2.65812369809	2.38656607888	3.40035843384	8.82781420497	-6.11108529623	1.64872753407	8.39066503874	8.34024901569	1.15093981737	1012.95923466	828.424092904	True	
0.0252201451255	4.79519615198	-1.2122617374	7.59791005881	-1.40036337758	-3.53736355219	0.299104022888	0.766021944069	-0.270225178278	-1.70530360988	4.16985693174	5.5432783055	3.41706458586	990.438144788	820.139851975	True	
0.393643877752	6.24307323753	-2.93800333474	9.68778358643	-4.92196781918	2.21485870331	1.11808847549	3.34121010567	7.18615791236	5.82967525674	1.78198636812	5.23445572524	-0.235136021108	1270.88703218	811.938453455	True	
7.32037257947	-5.4681654916	7.56693728726	-5.69814320791	0.843422448379	3.73410041856	-3.52094881385	5.82580824898	6.31516959963	-4.15971342421	8.1974878214	6.45724542248	0.372544248254	1331.81445453	803.819068921	True	
-0.925200920262	3.15223957515	2.36718371007	3.30936163359	0.839650970825	-3.92033216693	0.528853846613	7.70629880589	0.662503462967	4.67333066964	-2.07316552604	6.47164381295	0.0759757490022	1547.30379292	795.780878232	True	
6.49133793569	-3.57879382355	8.14266494094	-0.798611380948	5.53344543012	7.42464882833	-2.0525350688	7.9597611475	3.731925991	8.40456020514	2.14595351278	2.68351273243	-0.28360364406	1789.1733326	787.823069449	True	
1.51958563617	4.64610513699	2.66942297514	1.68776991525	0.506128704447	-0.560139787292	-0.304455005262	-4.96837596498	4.73117521617	5.57586329035	1.00143528605	-1.93980004245	3.52048625716	660.102524988	779.944838755	True	
7.74899705984	6.83634255596	-7.11089127059	2.03234708975	5.37460707836	0.212480974164	2.02974698117	5.92546249495	-0.0355729670316	5.22481984917	-2.8287308696	2.41659072221	3.69057815709	2089.56286977	772.145390367	True	
4.61273221573	6.57320195278	6.62704128207	5.99418434247	8.77589562982	-1.39190552735	2.00508116752	2.73134107056	-0.138018123134	-0.992879436698	-1.0849228717	3.590032563	1.11047252478	3363.63241985	764.423936464	True	
7.33868730181	0.905339196298	4.8599390493	3.82225432982	-0.502684499304	2.24051040876	7.96365186778	-2.18222125455	2.24272720834	3.26728990483	4.28819198988	2.9466669114	-0.470548754031	1788.55861021	756.779697099	True	
0.992439334294	5.3498760102	1.83381251166	-3.77225115499	-2.72133206454	3.67268070545	3.66400669999	-5.92748581082	2.47743766989	1.32547099384	5.98839812563	-6.39378090068	3.45028445365	2296.64726539	749.211900128	True	
