Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Parameter 44	Parameter 45	Potential	Temperature	Equilibruim
2.72424239838	1.58222752199	-0.136343825956	1.52776718091	1.09129419397	-0.901917766576	-0.386291480461	0.958847228197	1.95020741446	-0.838440227795	-0.869169963705	2.00660918439	0.595967831218	2.56205039817	-2.19958499019	3.41477513394	-1.0726379092	-0.2042200142	-0.687288504421	-0.788172022679	1.04953734576	-1.17207348965	-1.14945820695	0.533639154655	-2.52568833942	2.64241858707	2.76981370688	-0.699740656876	2.88051411417	1.2469915641	-3.23208555339	-3.42093572883	-1.24955590078	-0.77539218103	0.59063769092	3.96280434611	-0.224890126806	0.500491313458	0.609321629885	1.55835628886	-2.1008287123	-2.68877576056	-2.67751422762	-2.2043723316	0.269159641449	35515.0534098	2633.31254306	False	
0.51611407745	-2.72594547796	0.0798504120375	0.407439474339	1.01165906539	2.03437553599	-0.892201275448	2.42120032453	-2.15882957551	0.382203548719	1.28728654586	0.828619134997	-0.773962962588	0.357495418311	-1.18061738131	1.63981361246	-0.957013913208	-2.88624824302	-0.671107290609	-1.39943970358	-2.58158556312	-1.50500406322	-2.15953282451	-0.276055542548	2.44498373772	3.01301950641	-2.00292327684	2.02333795873	-1.23926616068	-2.46930270065	1.45729895447	3.21176865391	-1.92806110559	1.25953814659	-1.96781788695	0.562744181998	0.920729839411	-0.666050907188	1.57262879211	-2.4911593606	-1.23451376262	3.19481580783	-1.31375959726	-0.190980397093	0.624584324337	31692.0395954	2633.31254306	True	
-2.99169809013	-1.14400844677	1.09202816543	0.0540803120595	1.11155232177	3.37499121758	-3.36523514593	0.636100188119	-1.15921882237	0.350909070213	0.971371555818	2.15319633069	0.65977934916	1.91452956597	0.0385955687821	2.42105534497	-3.48309110212	2.14319157051	-0.976416547805	-0.00643787162265	-1.69520253216	-1.19850406097	1.70665764209	-3.19056418965	0.00257936323819	-1.95655057765	-1.6106172509	1.35303329807	-1.01788344088	-1.76205241336	-1.16168434182	2.11736838406	3.28245429198	-2.46613271548	-0.761803786167	1.49569624949	0.489694787857	-1.77166117664	2.70586053625	2.02971055728	0.83333092672	2.78829251343	1.29471873761	-3.14826029077	2.05793700843	35309.2517043	2501.64691591	False	
-1.34214107622	0.0600685850994	1.54357616064	0.635153158509	-2.78119344568	3.9009066626	0.18950894055	2.02873505345	1.38073220929	-0.867460843399	-1.88386288598	2.66597090703	1.7423552383	1.54924021601	-2.48201578473	2.18130593219	1.35380296886	0.388954428339	0.502538432843	2.04425667042	0.831145972384	-2.96448812588	-2.08875380186	1.51176900765	-2.33863974203	-0.117888672572	-0.946210895516	-2.21737757971	1.90836788657	-3.76109038996	2.3823314089	1.855027005	-1.64631005405	1.96518277344	1.92822609803	-0.983532635246	-2.11922917215	-0.186789140746	0.0819080454853	-3.3767828487	-0.49375551858	2.50277496987	0.713532999964	0.35094420353	3.52723274461	36466.3496344	2501.64691591	True	
-0.560927980188	-2.53664750453	0.625016000271	-0.299456391865	1.79555704017	2.09127094309	2.47181946389	-0.0590523885371	-0.714414640322	-0.0921006472598	-1.91293697201	2.58548937543	-1.2345077599	0.955279358997	1.29213843915	-0.900615611721	0.947727890587	-2.30345475733	-2.15702495086	0.310302227798	-3.18544588043	-0.0731566152526	1.28021385698	1.31911313051	-2.6734134645	0.451079813088	-0.580674403503	-1.90689839131	1.39019570682	-2.21016971744	0.501348662863	0.545397761236	-1.67331040041	2.73700436246	-1.19382500199	-0.52577431815	1.68615923696	1.62109079646	-0.944903169925	3.26866300268	1.6969564339	2.36688531151	-3.80520778862	0.060237010075	2.60823071621	38577.4042851	2376.56457011	True	
1.41369051649	-2.19441661175	1.23243586626	1.59086769605	-0.697529475631	1.63775073431	-0.539551967184	-0.0411785457926	1.55987570085	0.619256569989	1.50422892054	-0.443480772657	-2.1743302287	-1.39396755853	0.259374610779	2.33735955453	-2.62113306361	-0.689763369905	1.21052920609	1.43693858358	-0.559816301707	-0.094247037611	-3.24773371185	0.67954474996	1.91813945892	-1.23804522886	-0.00143131184461	3.16210050782	0.41271253124	-1.15615315772	-2.4461025833	-0.854920685215	2.46604283084	-3.52038547727	3.1230152267	0.512003452809	-0.177228105929	-1.46593662123	3.13872213084	3.16298892029	-0.662901444249	3.00485262952	-0.230983013381	1.38948976282	0.711208187104	41614.7929052	2257.73634161	True	
-0.349487526015	-1.57979434783	1.25035317571	-0.98895669832	-2.66061278555	1.02013909512	-2.62730010331	3.58112898811	-0.0211589075538	-0.643447398498	-1.08008894812	1.95928628114	-2.42360637181	2.82007052043	1.02683347543	2.09735052649	-3.19289839071	-0.568529755738	-2.35036434695	3.49145624498	1.73496849073	1.94112603099	0.471047200026	-2.72715992459	2.45355272273	0.177598126038	-2.06573059503	-1.54305688982	3.06897850949	-0.377244017397	-2.84968457049	1.48162942004	1.642269702	-2.2069390116	-0.529002882789	0.916569568702	3.00697829168	-0.000679581067956	-1.49882493353	2.41183118417	0.821948428495	3.47550481228	-2.50895101828	0.330961187388	-1.61892947982	37418.9803921	2144.84952453	True	
1.5136676682	-1.02741370158	-1.33596307724	-2.7816843413	0.675955439121	-1.7102059071	-3.48752719887	-0.337626179343	3.0839956902	0.652903541252	-2.09567651811	1.41948152806	0.915446360467	2.41795958709	-0.245031790472	2.79192409556	1.19322022166	0.878222221977	-2.062000831	2.13846441159	1.89099603963	-1.86988059954	0.860835231349	0.780200528548	1.94425276949	1.21247009193	-1.95037429458	-0.665795607799	0.951280956747	0.245724414457	-1.54172866126	-0.115745904032	-0.871945521078	-1.87037447384	-0.908782303042	-1.07239977822	2.05456754591	-0.827079194295	0.996023169076	-1.45287663634	0.561419362261	0.501118228476	1.58395684886	-1.1330059615	0.81283807902	35266.2605929	2037.6070483	True	
0.607999438773	-0.440612915753	-2.38213412055	0.151174186138	1.13261175763	1.94841407708	0.879571375431	0.861654136039	1.47273246457	1.08740954857	-2.9417499889	1.31387675019	1.48575429042	3.61469132724	-2.06088528694	3.50713120416	-3.85563586591	-1.15178087678	0.330245831256	0.808093215944	-0.752060559865	1.96487643803	-1.67708189619	-1.64159384218	2.00079799113	0.264492694867	2.50887884508	-1.43365242	-0.302609537041	-3.65366476673	-2.04754619473	2.53997319945	-2.81201775433	-0.724016087877	0.413864342138	0.563534652681	-0.928532894173	1.64145788144	-0.0481929063323	1.85410123953	-2.3349493016	2.81251870992	0.583871808446	1.05246169975	2.61257164349	30038.852663	1935.72669589	True	
-0.798429629084	-2.10917491641	2.34321148669	1.38741971263	2.11827114215	2.57751380708	0.0958526256466	2.16123830379	-0.328685432002	-0.162199054952	-2.50648275475	2.31233772089	0.501904960784	-0.104860119244	-1.10012085459	-0.238971660474	-1.86208700508	0.276527594812	1.3486237247	-2.72364438747	-0.695214653319	2.70476721568	-0.104505029378	-3.32893659736	3.98158222236	1.56991348068	-1.24493163724	1.26447672363	1.77061548899	-1.61942032381	-2.11474864071	2.40519220274	2.31398912376	-0.480224750491	2.78945945867	2.72937950515	0.70579886775	1.81068443201	-1.4998064927	-0.0732773772478	-0.372643091265	2.23206394418	1.13657760815	0.785865279281	0.737918893513	30295.2519462	1838.94036109	True	
