Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Potential	Temperature	Equilibruim
-3.78645436903	-0.89909346199	-1.25651198279	2.09210522892	-3.46997236487	1.17953118199	2.67962999541	-2.2700605486	2.27196933942	2.08497114961	0.298949805194	0.666220477005	-0.96825459389	-2.40708643758	-0.504860316054	-0.524335402595	-1.06044678265	0.167081115057	-2.93881565525	-2.99364264745	-1.57121433054	1.78163242587	2.26719174399	1.16883488638	-1.34680777333	-1.00371804902	-1.57730499693	-1.63453495639	0.355934714251	1.60905905399	27684.5954377	3186.3081771	False	
0.829047057547	2.89072196482	0.147711711592	2.4255171026	3.16897126268	-3.13484137869	2.69786732393	-0.17374774538	3.09802323697	0.422519835579	-0.746451273615	2.09728368023	-3.66691361855	-2.61406831211	0.864488795377	0.363669963911	1.51422254515	-0.0236031874435	-0.604524233594	-2.94971536478	-3.52606451383	1.18698143085	0.460755290008	-0.943888070461	0.953862472343	-1.98555103982	-2.28799910903	0.373949064804	-0.745552646653	2.15714362925	33748.3024281	3186.3081771	True	
-3.15763563987	0.236646873288	1.37133538745	-1.55579286306	1.17138769847	3.24041849602	0.754825391706	-2.64762356498	-3.76995806678	2.68624979353	-1.47063954262	2.48919945143	-0.706247003605	0.721046399471	0.93815537459	-2.12707818077	0.967994221631	0.425341875298	-0.234701623735	-2.17617493712	1.03989680258	1.03491976651	-1.88193484195	2.25406964057	1.63564987436	-0.711559433468	-0.0115991431579	-0.778033668486	0.587270612415	0.530590337365	25110.4644613	3026.99276825	True	
-1.02720426504	-3.4356105011	-0.342595976967	1.4902154836	-0.799495929183	-0.00594959647321	1.28293998485	-0.3949458143	-0.468037691193	-0.0575591233129	-2.70258397439	1.21934225637	0.374243577753	-2.69691574192	2.64534779077	-2.53779036505	1.45452028623	-0.438366051986	1.75854097173	-2.31045089322	-1.57219602957	1.27140795755	-0.0444455029059	-1.55020220164	-0.421701756714	-1.1734072114	0.517318961813	0.578918897312	3.93097442677	-1.02565205489	22115.4603586	2875.64312984	True	
2.56367357888	-2.42464750364	-0.40857608247	0.957737739713	3.75445369626	-0.695317043616	1.70742038478	0.982930911004	-0.682402425901	-0.701592470505	0.280110573814	2.42964959471	-1.54320838296	0.048714355706	0.79221493102	0.159429956611	2.51081789415	-0.582441203775	-2.51277352538	-3.53011715097	3.01556824201	0.179207414876	3.17186061147	-0.615040461414	1.01438390477	-0.452044188679	-0.612849019715	-1.32694473534	-3.25783155553	1.34813182134	40175.9180297	2731.86097334	True	
-1.5051294901	-3.74020961422	-1.01166768653	0.20273812052	2.79763132952	-0.169638736854	1.01675190879	-2.32963167171	-2.68331655354	0.968533547354	-1.75601191366	1.38972663579	2.03744242505	0.342009170093	-3.55066227199	-1.00956761654	0.777985479449	-2.11383036015	-1.39802626581	-0.89798219974	-2.91426149189	2.22658141284	3.42333453734	0.377221156146	-0.488434749626	-1.19732484023	-1.69368945644	-1.27226480045	1.12597386315	-0.0192789404676	25390.3705191	2595.26792468	True	
-3.51331694032	0.0436048043718	0.0800926431907	-0.917400908621	1.91447112699	2.89634872944	0.625977428788	1.17527962746	-1.33586279767	2.14656678112	1.21289114886	1.47913737687	0.7462118726	-3.0084540184	0.309987288052	-2.00598458274	-2.4571953395	0.356167271381	-0.664655069879	-0.660206990233	-2.29158949262	2.43159208999	-0.403988957142	-2.38745758086	-1.84132792379	-1.39183352454	-0.0903509932943	1.8754811802	2.14701986334	2.59819626981	26388.5021409	2465.50452844	True	
2.39407701655	-2.99805788276	0.670959435169	0.493632297198	-0.176165095623	1.59014548924	1.94961605229	-0.381456069311	0.299756782729	-2.6730403133	0.920426715588	-2.55928292264	-1.62463146989	-3.45109377513	0.621663493643	0.328562992982	-0.577727431909	-1.27585333065	0.497272295481	-0.974457946091	-1.85630441126	2.24068025756	0.404807032644	2.1711032092	-0.140648375641	-3.05368393705	0.569669292125	-1.23396567447	2.37720441725	-1.31438887942	29758.9476201	2342.22930202	True	
-1.77011539906	1.34238146055	-1.27986526839	-1.78001058988	0.0898923202182	-0.553538163287	2.53250628373	-0.204933497524	-3.02299566144	1.80214731746	0.58120189782	0.889275181755	-3.03828893913	-1.76866538176	3.37775660899	0.522151839067	1.62621658375	0.109257123859	-2.31916782043	-0.472136623867	-1.98588099409	1.52658100094	-0.95988267896	-0.342577581112	-0.467032506796	-0.666518450643	-0.61855438894	0.786479279143	0.646420384189	1.35257259838	21944.8113265	2225.11783692	True	
3.60649221985	0.0582835232024	0.104904597357	-0.547121212346	0.376668689631	3.56064524007	-0.0317321021312	-0.0727942170653	2.80748443306	-0.859480986333	-0.78766631304	2.84626138489	0.151229301096	-3.03835000583	-1.93473462849	0.190167756507	1.29058385631	-0.145773053007	-1.29557815569	-2.77710200844	-3.49217247191	1.9236847039	-0.046481015517	-0.317235883599	1.03766363996	-1.71760518341	0.757685681059	-1.0792646388	3.06411025618	1.35507011848	23263.2986324	2113.86194507	True	
1.62859716361	1.11367790301	-0.760859392661	1.05764974565	-0.22271802509	0.763187148443	2.44119185055	-2.86678174708	1.23140820786	2.22387956253	0.100700168802	3.73583709294	1.34185419632	-0.0349486097587	0.434944964573	-2.08912927123	3.36187688322	-1.53015720449	-2.52467495408	-2.14755644558	-2.39248702836	2.25510267931	2.31030180328	-0.874867600198	0.879608269579	3.25281290773	0.892080697443	-0.0409502423635	1.2377317007	0.533249567332	31413.0350086	2008.16884782	True	
3.3698164823	-1.99107708807	0.837886543881	0.680833070534	1.31947939476	3.02979808739	0.911734593279	0.462977876258	-0.500695821283	-3.89306949199	-3.39981460733	0.46736131135	-1.87496523461	2.22009348495	-1.47437518576	-0.0769169830786	3.53142418746	-1.52352302502	-1.76073734284	2.15003399688	-0.43626614639	0.336038045989	-0.252752610387	-0.663666632774	-2.91480416068	-2.86512075667	1.27511472358	1.9252013353	0.255798471981	0.807231109418	38001.3947656	1907.76040543	True	
1.25923266826	2.32226552271	0.00813684174623	-0.50642305159	3.05506290828	3.34030607285	0.0197299073539	0.542338954261	-1.81021344771	2.17980974561	-0.936305627062	-0.822853719051	-2.27565344442	0.768473260561	0.163842058924	0.0186481595873	2.2540687449	-0.685822396166	-3.26996845424	1.56774500061	-1.29725047229	1.32147323644	1.52504857614	-0.976784148923	-0.477786574641	-1.07826232721	-0.208762917063	1.46779122692	3.70956670396	2.98993551558	24409.7507871	1812.37238516	True	
-0.988775701083	-0.97771516558	-0.986345767321	1.06974965529	-2.8101517662	-0.421309341371	0.611867555283	2.90878855243	2.80902246842	-0.925682902987	-0.239798742806	3.87836053775	0.397157471946	-1.26237508166	-1.53183993073	-0.0651008920644	2.48693816032	0.732639349054	-0.416894315084	-2.28252645849	-0.273172848491	2.60607290695	-0.208031963214	0.0089202668105	0.815726730653	-3.06821712697	1.29644906806	0.420707507508	-0.312393140413	0.28366310044	27302.5538667	1721.7537659	True	
-3.51837885058	-1.11193393228	-0.655497959186	-1.97294836526	0.383982018804	-0.356350186586	2.46368912394	0.913914651947	0.70472682335	0.715163533756	-1.04952232428	3.04003965174	-0.74998379151	-0.77389373832	0.705609744948	0.705333274389	1.79984601542	0.376862888798	1.25322460134	-2.64968782734	-0.883249637079	-0.0450737950052	0.839899381779	1.45014129816	0.685573083494	1.21215117596	-1.14658253128	0.0282586408289	0.87131920832	0.624321312465	20318.0453965	1635.6660776	True	
0.86191252301	0.320684125655	-0.072753752386	-0.221937127835	1.92916243136	2.96189843154	1.62632078032	-2.31707628772	-2.27101763594	0.626787029912	-0.832092505854	-2.65630042212	-1.13489533969	-2.68033933046	0.860046588264	0.188321371279	1.41652533997	1.26412053349	-3.24245137631	1.72489853628	-0.331156521811	1.65925509206	1.61713061483	1.30083232293	0.758871952319	-0.151367107497	-0.934319107916	-0.522315679319	0.691317187482	0.141483554736	18459.3050889	1553.88277372	True	
-3.32086218157	-0.989692476781	1.15957555684	3.57850966397	0.714918584156	3.8024762526	1.10882689066	-3.59990217594	0.674030536009	-0.321863133598	-2.62353073042	-0.894944513835	0.148130593309	1.50928008257	-0.194711821338	-2.38797432683	2.12216931723	-0.360330535755	-2.10476600932	-1.93438669282	-1.35050995968	3.29917952906	-0.789393471821	-1.61457357939	-0.350020265722	-2.46643686581	1.89331099313	0.0143064048386	0.459595911031	-0.662514030543	26045.7903669	1476.18863504	True	
-3.58698485646	-0.85970819036	0.180254388549	-1.94559906064	1.92300081039	2.23692267965	1.28963150554	-1.0485025257	-1.87411240698	-1.61874303096	-2.39886413858	1.12812271004	-1.42329409401	-2.03164390783	-3.8968879709	-1.60310021997	1.76424497625	-2.11273038569	-2.35656306607	-3.89952530302	2.0199879071	0.826617751127	-1.36146116492	-0.0840082647013	-1.52073290317	0.686150654464	-0.943335685528	0.442349031758	0.708321046509	1.31515233227	24978.4895003	1402.37920329	False	
-0.495801251154	-3.80692002695	0.962786933316	-3.17479102682	2.50433350931	-1.91016094946	2.07722462371	-2.43211017169	-0.12774318161	-3.05437081488	-2.30836845428	0.707409263271	-3.20451497595	-2.12234748566	0.492459508656	0.978173654598	0.0146120207961	-2.62092107527	-1.1395720448	-0.769183467604	-3.04185829756	1.4446873218	2.96635697431	-0.124436358912	-2.94595588775	-1.08923699658	-1.27650620023	-2.02004876512	1.56118364757	0.987067095531	26988.8274026	1402.37920329	True	
-1.86014029698	0.472792525268	-1.69223582808	0.803432168712	1.59508452534	2.74914759307	0.933510207629	-1.17944156016	-0.336715696084	-0.641288208287	-2.31061172574	0.870715729868	-1.25240975211	0.919009659073	-0.0729672579205	-0.951799615975	1.23422389712	0.167337709569	-0.0841987289839	-2.68784373891	-1.97979691247	1.65136288983	3.01290145955	-0.0660619484336	0.319133587458	-1.66770755035	0.208223993162	-0.745275149729	0.171332214073	-0.753791963557	17342.6592781	1332.26024312	False	
-1.20687516834	-0.908157220359	-1.25508967916	-1.30694872971	2.20683022987	0.558174106441	1.75007878584	1.1103427118	-0.186593911853	-1.39563579905	-0.0805208752818	2.06454737817	1.3948512281	-1.92661451644	3.18360572052	1.98480196481	1.64025418904	0.648014067663	-0.822193546861	-2.98737351747	-1.86035844234	-1.05030612376	-2.08494569659	-0.771823646449	-3.07278867574	-0.318736567603	-0.471538470147	-0.104314080574	2.15440149398	-0.173665535693	23572.9163983	1332.26024312	True	
-1.28700624116	-0.50585377949	1.08492555007	0.1753897236	2.08792856783	2.6585823197	0.833462556614	-3.04557976382	-0.0675633181329	0.39084371731	-2.28639801274	3.83696107446	0.240086509918	-0.633382956588	1.22335487736	-2.25509087007	-0.30003302085	-0.343937538651	-1.83196370351	0.888314732657	-2.15467665545	1.47943020851	-1.76924380838	-0.895139499742	0.976447847265	-1.84053684156	1.71543771725	-2.83530245095	1.49293418814	1.80059991414	23529.3133087	1265.64723097	True	
-0.0761884266457	-1.37853309427	0.799507905658	0.804038120913	1.78550643458	2.57527252529	-0.132434446994	-0.694155358491	0.198143874824	-3.13801477869	0.053340744084	1.96040216402	-0.226723646452	-1.99226165455	0.460162998042	-0.020854357859	-0.641284802344	-0.519574164768	-3.41393790828	0.665516213579	0.120636027218	2.87272997207	-0.132849771221	0.436051225769	-2.16580435891	0.532121823468	-1.06619230315	0.422534722209	2.86668477563	0.44861924641	18950.2382289	1202.36486942	True	
-2.3125605219	-3.09828050346	1.24084264508	0.421592962286	1.97857605994	3.20532187248	0.105488520632	0.951761101267	1.49861858077	1.73396035919	-3.04191000102	2.50731276726	-0.211338583931	-2.14365079907	-1.65074351579	0.324285301017	2.48274173792	-0.474669421277	-0.776359930838	-1.94102965246	-2.72488252716	3.16058678565	-0.221305463297	-0.447388799195	-0.25431902616	-2.13525731941	1.45183421878	1.61435701672	1.53433828804	1.05619993595	21290.5010268	1142.24662595	True	
