Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Parameter 44	Parameter 45	Potential	Temperature	Equilibruim
0.120408092348	-0.830114072277	-1.91172084239	-3.39054852873	0.515437216067	0.674181039945	1.20421867351	1.92538782593	1.37513462081	-1.34336708331	-1.17359027322	2.20129711131	2.17153455659	2.07604880119	-2.28761466261	2.83904601779	1.05312612072	2.14986922043	-1.77652925289	-2.86869899087	-0.531122384789	-0.330407423136	2.53169168053	-0.62394733639	0.561154660766	1.82841863269	-1.46233972594	-1.03693045376	1.77867095734	-3.63367032466	-3.53982304192	3.48305423376	-2.4104057934	0.0996639165885	-2.48968207893	3.55080215564	-1.74027441356	0.321541521517	0.399436487303	-3.32970801814	3.34289063717	3.90344603948	0.615339264669	-0.864529615837	1.68144337559	28718.7184143	2633.31254306	False	
-1.71132800934	0.129083942041	3.05748465051	0.553655558534	0.209550968617	-0.27767942363	0.589127735883	3.06360669861	1.10294881847	-1.28793175106	-1.21038869791	0.0873746570358	0.987574681073	0.334801257375	-2.82776104839	0.808763115719	0.394212391152	0.777155555259	-1.42898012	2.61980301345	-0.918761247963	-1.4875375627	-3.51189225641	-3.65981153877	3.48667222791	-0.222525238369	-2.03492545514	0.877959876756	-1.862987585	2.53658846203	-2.02976693588	1.85886996555	-1.58963477957	2.58010411301	-2.88434201153	3.74660918264	0.0227033291347	-1.75131255369	-2.06552970874	-0.838705200993	-1.08984074631	0.360715948371	-1.61311786186	0.398256591629	0.413258643242	37015.6507282	2633.31254306	True	
-0.125938890307	0.651470754004	1.22468207809	-2.19278514128	1.7269426056	1.68760794941	-0.575766750656	1.68378124579	0.357772769037	-0.661905912437	-1.78363188019	2.62851506672	1.28241601734	0.371828711625	-3.37415856304	1.58443263505	-1.38834294661	1.2929380399	2.24897673722	-2.32801406641	0.533122612502	-0.822063788731	-0.459830716552	1.49541672989	-0.435735247379	2.94091477713	1.87101250099	2.31483709916	0.5776867189	-2.1536825541	1.76862063597	0.948110770402	0.335447630824	2.27680667415	-1.43564149742	1.28351170925	-0.328353733842	0.429240953772	2.59472184217	-1.49786422851	0.609860646774	-3.04630254414	0.557084855091	1.49795705165	3.04444849834	22184.896072	2501.64691591	True	
-3.04259474593	0.806475963876	-0.0162533197759	-0.9161218201	-0.885506407501	-0.903488502781	-1.66402617371	0.41959366238	-1.70176130752	-0.853406434923	0.615847669516	3.30966747376	0.0244538538933	2.13500083597	-3.28756371755	-0.0289929855994	-2.27784422652	-0.284646892468	3.901625727	1.1586481012	1.44701201992	-0.602270307922	1.3161704556	-0.880715368326	-2.85417497373	1.7144170721	-3.35459344073	1.54245380917	0.164656310433	2.62533476812	0.668414084352	0.795244710023	1.90817117565	-2.0862967148	-0.626807298299	0.666039661798	-1.950104343	-2.24393430553	2.13667564122	-1.24785221038	-0.276360368634	-1.59764469051	0.841209786541	-0.498344206691	0.662134688962	31401.3409189	2376.56457011	True	
2.87843184361	-3.03260533768	-2.19297863017	-3.3109207525	-0.0957279895416	2.98902585506	0.271417674324	-0.476298886314	-1.13152202582	-0.839764454429	-2.76959639516	3.2016284216	-1.30074298548	2.76365633383	1.82247164375	-0.690858125477	-1.42523947533	1.20154326555	-2.48834907907	-2.72154554835	-2.30608128365	-1.86943310746	-1.24302898656	-0.6832860939	-0.974780336369	-0.313723029541	0.599252224577	-2.83013146142	0.305328819922	-3.89185737258	-2.03991538703	0.18195080115	2.43425346452	-1.05599491662	-2.741659688	1.59658311828	-0.24863446143	-3.23881815187	2.07528953638	-3.97272579363	1.10842074738	1.63044693385	-1.06826193705	2.39066668384	3.47199219577	31139.3989423	2257.73634161	True	
-1.14482807568	-2.10998848289	-2.11689888117	-1.26927318264	-1.34823749349	-0.808311590847	-0.0352369076064	0.208893677501	1.37935896137	-1.91591449914	-0.107628440452	1.15764653646	0.499507741212	2.11222814465	-0.420495555848	-0.44401019963	-1.1827666645	-1.15349791486	0.204408258142	-1.31598137533	-0.00182275097124	1.98006987478	-1.14789720847	0.809614127433	-2.9714485862	1.0142820845	2.37063454423	-0.989718096236	1.64468297822	0.615926950737	1.696991455	0.344068875521	2.77685623463	0.0885419614829	-0.183662954665	-0.534812399911	-2.48247548738	-3.2931149921	0.190079622458	0.89971041801	-1.11044882538	1.99519810848	-1.00253873996	1.52447247888	-1.60737024182	27859.6223837	2144.84952453	True	
-1.426039921	-0.887934796009	-0.572565170747	-1.27703729321	-2.46102322307	2.48781336224	-1.51675209054	0.636969444015	1.72654633516	-1.22577378582	-0.63074973053	0.895435988255	0.624161873452	-0.0954191805036	-2.18380028823	-1.31435392547	2.01485692829	0.488242862369	3.7304942175	1.84906442032	-1.29222747506	-0.248055532261	0.52321866676	-1.0692214235	-2.86168804006	3.25945434826	0.696217482914	-1.2552358754	-2.73373663142	1.33122270727	2.66594069794	1.15626399763	0.690720465859	-2.85842016841	-0.50543486121	2.54404269331	2.62489018408	-2.79670493349	2.82510519255	-0.505589758538	-0.353418256335	-2.32834758652	-2.84752179523	-0.580331494629	1.56954564854	33387.2245305	2037.6070483	True	
2.0396043689	0.505086610727	-1.06848067432	1.05586837344	-0.896785983833	0.885148480842	-2.01007925259	2.97151689391	-0.413781345775	0.230543402761	-3.57111173424	2.56764721276	2.10100619833	-0.856997756949	-2.7021937932	0.471613902297	-0.919969427705	-0.698801656637	-1.00648511855	-0.766066730717	-1.81333428351	-1.69760424643	0.865040487394	0.840195967429	-2.71585463569	-2.40397300396	2.81601833398	1.74911762935	1.45729161493	-1.20880899601	-0.866749867545	-1.95973167317	-0.31625986547	2.27432294148	-3.21262075496	0.419696477915	0.0600865172751	-1.22948822775	-2.10214789734	-0.711877319388	2.04790234016	-2.95008521804	-0.669204182658	-0.324463589212	0.693820042937	31917.066277	1935.72669589	True	
-0.140578601611	-3.07535140739	-3.61111371372	-0.383858711001	-2.18231100558	2.88110126848	-0.676310876052	0.416703015473	0.133497840853	0.987031711942	-1.04439506253	3.22570749443	0.0663849733648	1.09733789015	-3.62376625541	0.803369396775	1.04838643352	0.936522710427	0.563913555123	-2.24274622099	-0.646085401871	-1.26725055931	0.742859023946	-1.56437809579	-3.39736984547	0.725459626797	-2.28474341533	-1.13104001959	0.89398316602	1.20345611736	0.531880382667	1.00854456673	-0.474259212216	-1.40171985434	-2.24378081786	1.55297506987	1.82320991329	-0.0521539624901	0.273855466917	-3.62407012935	0.527834751872	1.0028015271	0.918205081959	1.09894954937	-1.5094754798	22408.347295	1838.94036109	True	
0.802550375382	2.79095501289	1.95497346461	-1.43488364178	-2.24859151615	1.01297222087	-3.26920553487	0.968825076496	3.37237492492	-3.0704320403	-0.291489960077	-0.818330131494	0.841460888637	2.23568112472	-0.914863071033	0.331771962896	-3.20056551336	2.1361680089	1.59125790531	-2.2419966578	2.16411179994	0.349766943312	-0.476647463001	1.77668481054	-3.58348759951	3.5963297678	-3.76847329046	0.0531797594841	-0.0527716748411	-2.62131038367	1.04485448224	0.184937148817	2.03122474721	-2.9749619011	-3.02224520115	2.08418425448	-1.36200543904	0.21461281576	2.19811454722	1.25262755074	-0.274584022178	-2.53266513605	0.131543895223	3.34730577209	3.03605662264	46929.2586086	1746.99334304	True	
