Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Parameter 44	Parameter 45	Potential	Temperature	Equilibruim
-0.830341465883	-1.76411048369	-0.755123367688	-0.348881036196	1.06134605088	0.722770146082	-2.89993682204	1.1013055693	1.79145008306	1.33659736427	-0.531639809355	2.68570456654	0.544080828606	3.24176652915	-2.0686759355	1.04666771565	-2.45530213728	1.3564547391	-2.03934213177	3.99981400308	-3.23796358071	-0.417002103363	1.97858967858	0.786023994218	0.504449668957	-3.67204302938	1.42804571279	0.370470609966	1.13558642304	-0.21778336139	-2.4175024983	1.2453577468	1.204921268	-1.64902360423	0.933164830886	0.996765499435	1.17050811675	-2.23821223508	-1.71548012387	0.209128395331	0.350987993922	2.17242090489	-0.286208131148	1.27518042148	1.70294613077	23352.9317654	2393.92049369	False	
1.17546765734	1.2962740567	1.61906684551	-2.97192290412	0.962822309551	1.7694034952	0.153576262969	-0.285156450173	1.84722150113	-0.01666138816	1.06201426161	2.33194945611	0.70491168414	-1.14179560879	1.01445669017	1.08355520045	-3.08142890767	1.62621898563	-1.90579855617	-1.87221614463	3.18795368165	-0.638925987356	-0.997668127017	-1.50379397207	3.65908252338	1.00548296214	-0.611444167356	-2.85208332212	3.20557495712	-1.17533553289	-1.10577648994	-3.20803781073	1.04636735665	2.02415904625	-3.83338191862	-2.56814987416	1.15942587609	-0.311656692218	2.03001287325	0.0126592512536	-0.570742595499	1.16987017546	1.00166917315	-1.5312941291	-2.67426972425	40560.2091551	2393.92049369	True	
-0.83961445964	-2.1352566448	-0.882029205858	-1.56410073426	-0.151707173028	0.90550156904	-0.898086223208	1.29938247143	-1.86285304634	0.719071699429	-1.64160138998	2.62942253844	-1.83555128549	0.549920635126	-2.4865984182	2.04731239095	-0.635046266667	-0.951858530158	0.466137421465	-0.224388986385	0.812214486913	0.170475936698	1.17383113436	0.10865585074	-0.157714202686	0.473678319736	-3.19706873691	-0.994848509496	-3.65613233849	-1.53250552272	3.76257511955	-0.895577069713	0.218105099467	2.50528401024	-1.7455064083	1.39296689863	2.58683763851	-2.58506688606	0.585452608991	-2.4493333648	2.41276379178	-0.341288768782	-1.29332652209	-0.475808724383	2.15651420279	26007.5641482	2274.22446901	True	
0.289648178853	-2.6094967248	-0.593864847843	-2.44612900535	0.0487481552449	2.85365277608	-2.05292606716	0.665418315367	0.944006963617	0.365015764394	-0.71380908543	1.84781779672	1.17630600548	0.12743579962	0.346263256481	3.04186882651	0.5048423976	-0.672355904268	-2.4815198248	1.4705036724	-0.628465153608	-0.483739581783	-0.793013280873	0.384123120608	-1.70466937224	-2.04948858743	2.3656803639	2.67316634578	2.37128738628	-3.02505991378	-2.19007937927	2.97306097567	-2.87843158249	-2.79572234306	-2.76594938949	1.94865359401	1.82688608971	-2.05890846366	2.60159340202	-1.36068850274	0.712602747192	1.10355885644	-0.269274573962	2.20687979669	-0.421965074189	25035.738647	2160.51324556	True	
-0.457207630879	-1.0737711579	1.34055579363	-0.848509901828	-0.174798828618	3.05697141034	-1.44082941298	3.04135759988	-1.07153875284	-0.820646789477	-1.52033456161	1.13558694568	-0.418392779972	-2.03287532706	-1.02088311348	-0.238610599396	-2.02626397389	1.01365063409	-3.32343013078	-2.99832863558	2.7711825657	-2.39707466463	3.50289906811	-1.65493783317	1.91329299215	-2.38587895682	0.797049055342	0.0219286783002	1.50033771886	-1.43640294434	-2.03580106643	2.22689048543	0.0894492871439	-1.40061065177	-2.62153317195	2.35247435612	-2.66508707071	-0.0912367958803	-0.823402720317	3.49279158985	1.05494794651	2.04375479406	-2.57767310359	2.76476286915	2.8719676493	35085.8278545	2052.48758328	True	
1.30494080915	-1.47093946401	2.46937201987	-1.69339631053	-1.2887694992	2.36332247059	0.0585784011049	1.30621533986	-1.61803519442	-0.538091452192	-2.96180241141	-0.0435819231598	-0.37787071788	0.976860327871	2.5943792656	0.2996335251	-3.03797026377	1.96827977295	-2.84101341379	-2.25769509465	1.81690340621	-3.55032708681	-0.801171863884	-2.74169290389	0.104415843023	-1.36721646608	1.83990979563	0.132880234475	-0.45758216149	1.49958796729	-0.17302865117	2.06852053959	1.44938050605	0.0662162446845	0.492359259474	2.02919626619	-2.85811537107	-1.61177973951	0.186279223239	0.939475563763	0.531709165906	2.82018676322	-3.55482784295	0.850084971236	0.250080087231	27252.2781558	1949.86320411	True	
-0.216232500248	-3.34223098947	1.41957372434	-2.60878552849	-0.985532785961	2.46072236866	-1.88636281236	0.77188244036	2.07212640195	-3.16728476236	-3.15188330598	2.78594913636	1.59363010579	2.26284497818	-1.44023703543	1.02639005212	-3.65552403746	1.59252564685	-0.929454374091	-0.701622647547	2.01739225512	-1.68142769588	0.971818751448	-3.1999743264	0.839134950275	-0.91467669371	1.65479225191	1.46793133876	-0.941039612203	1.16104928537	0.000686642121351	0.35004126715	-1.84896049519	-2.45432304694	-1.76554194971	3.23285278797	2.19657849907	-0.310821766373	-1.65032997286	-0.325082025451	-2.27854037264	2.72844662314	-0.897880161839	1.43411394268	1.88552107218	24299.6147406	1852.37004391	True	
-1.53633666843	-1.79500940669	-0.908945691252	-2.20261053254	0.209003680109	1.44368172568	-0.345372318689	-0.822473606383	2.02551270171	0.242622615595	-0.418795350719	1.32188139683	0.689209346796	2.98634436041	-2.72202749122	0.560450177827	0.187444630315	-0.158724040397	-1.43309436643	-1.94542445997	-0.656782225825	0.991456115064	2.0759860054	-0.571850766742	-1.80748301771	-1.67538071292	1.16214528062	-1.42646559798	0.714870590958	3.03863494453	1.21995756781	2.49099321788	-0.939511505027	-3.22510843349	-2.46014407392	-0.895958519712	-0.177069449617	1.74870596867	2.66756512187	-1.09890277333	-3.54140669318	-2.72005242954	0.726655695267	-0.763296132029	2.92498001312	26520.1206263	1759.75154171	True	
1.05504167834	-3.33133898523	1.80604468838	-1.38124730872	-1.79579370722	1.16714052303	-0.0415099483162	-0.203784816512	0.978135571145	1.01273509841	-1.76157935394	0.602291015685	2.21465968615	0.333729423564	0.920507466927	3.34157302883	-0.557981700515	-1.0509430157	-2.22061193514	0.0250389770105	-3.90047374544	-1.75010835377	0.154611486765	-0.621432813206	-2.71415410772	0.184700704472	3.00094977764	-0.36399898854	0.533021144378	1.10172293693	0.516751899871	3.35668830121	-0.730880686216	-1.21327382832	0.032660961976	1.77733113776	-0.14309888886	-2.297626777	1.06123535707	-1.52024183021	-0.788977875597	1.46376249527	0.109034605022	2.069099651	-0.423976511799	25303.6392488	1671.76396463	True	
2.05780261651	-2.92307301727	0.310569156159	-0.54272029553	-0.245934806061	1.0777200236	-1.53693999583	-0.890727141881	-0.178114087799	0.731944759227	-2.47623626865	2.48593630879	0.132620490094	2.31319538859	-0.414339895865	0.500451083481	-0.66111429695	1.21852050064	-3.48605979311	-0.750843090813	-0.486069772905	0.0108199400735	-0.15295992477	2.83740598877	-2.83201557114	1.31661819194	2.75865202706	-0.0945284287759	-0.478827438133	1.00134895567	-2.26511119201	3.40451992985	-0.334651203405	-1.4524755742	-1.85372704175	-2.03121321573	-0.585456700793	-0.919394190843	2.58070241862	-3.50785701322	-2.01311142133	3.30045099604	-2.42086229412	2.22863962128	1.12524664514	22000.4707629	1588.1757664	True	
