Parameter 1	Parameter 2	Parameter 3	Potential	Equilibruim
-2.44543312803	-1.14365711346	1.59438138924	104942.806415	False	
0.0766973181901	2.2453723788	1.93839213905	54526.8558269	True	
0.434917641081	1.73443963412	2.06936440671	95367.3632504	True	
0.385433123308	0.985718470311	1.56611018938	53134.4312441	True	
-0.885161740066	-1.90771533702	1.97869588227	46374.2381927	False	
-1.80723670385	-0.791123583876	1.54125791172	70815.5660643	True	
-0.771537759009	0.958220781811	1.57042367293	53301.181608	True	
-2.29654273531	1.75662790881	2.04284217844	30750.5782088	True	
0.141367874148	2.66665573238	1.81592858839	38646.4292367	True	
-2.49027905826	0.636554989691	1.94858255421	58253.4221463	True	
2.48132696978	0.694920461156	1.73047141931	37704.6017446	True	
1.07185810462	1.93283191199	1.79759516706	37899.1103132	True	
1.3139082009	0.0268112184656	1.69166751454	39640.5881426	True	
-2.17450088974	-0.612883373862	2.01087876894	29176.9594514	True	
-0.556461078024	-1.41515161175	1.77975926144	38859.6633604	True	
0.0795076134108	2.21958390683	1.72604278971	37853.5956837	True	
2.17458036354	-2.11287128325	2.28180704661	52817.5561485	False	
-1.47620971264	-1.32374121915	2.1728957773	34218.5702725	True	
-1.57962866594	0.586622020565	2.15097658834	75055.2197014	True	
1.90125117209	-1.6312339909	1.05024596331	171632.411859	True	
0.377208745743	1.32328495304	2.00073023361	70700.0390744	True	
0.830908221573	1.07913081969	-3.37214764934	313981.161593	True	
-1.19844518263	-0.713211815859	1.73747543568	37975.6818306	True	
-1.30906177783	1.02060664038	1.74991393115	36976.1714754	False	
-0.910626730981	0.128608695464	1.38206364107	88745.6747746	False	
-2.42882747419	0.366040034363	2.44277035202	25781.8847951	True	
-0.086875365843	-0.291086094632	1.86182597737	40151.8444888	True	
-0.748652081831	-1.19294542887	2.36909142204	111586.10462	True	
1.25054638737	2.04386792668	1.79652934919	37865.8257697	True	
0.0532824094315	-0.563570630727	1.4950173094	66686.5694782	True	
-0.738475123005	0.130383888324	1.649615472	43568.541795	True	
-1.88149250803	-1.83934534544	2.48404270235	31239.0439972	True	
2.04634322788	-1.79076159077	1.67703416282	68344.5036188	True	
1.57639801922	-1.29040655412	2.27931864602	73512.3444395	True	
-2.2389443727	2.69712553488	2.26044419957	24024.9938498	True	
2.36192076132	-1.59855688581	2.02485112646	26535.5910695	True	
1.29105544644	1.39737732825	1.71892044732	38119.2227284	True	
2.01933486644	-1.78322148047	2.20538545528	23682.8304985	True	
-2.2691541029	2.39706708424	2.44684737022	30380.7562546	True	
1.80591162596	-0.717014597306	1.2446586429	119674.579732	False	
-1.95853353985	1.61773894392	2.02028447863	30325.4259509	True	
2.06949982476	1.83560455107	1.85589675289	41995.100781	True	
-2.24344935143	-0.395372687358	1.79378561455	51767.7056631	True	
-1.55645209414	-1.60054383825	2.31109619719	25172.1875811	True	
