Parameter 1	Parameter 2	Parameter 3	Potential	Equilibruim
0.881142320943	-2.02698447861	2.33818904591	38412.5135315	False	
2.10748891109	-1.85012600653	2.06587507847	33290.4919892	True	
0.360939854501	-2.40995779863	1.84756841381	135304.065944	True	
-1.15672799204	0.499673531757	1.95876445303	49866.5540892	False	
1.23017295558	-0.409791600448	1.75518558168	36820.8919614	True	
0.517317680122	-1.44528171764	2.44977485435	81961.8390372	True	
1.04098668463	-1.81913371671	2.06060308042	31494.0350344	True	
0.512571144561	-2.00440643952	2.03659304174	51402.2167142	True	
2.52455394474	-1.23825119876	1.45643997714	80821.5577927	False	
-0.687360014641	0.929308887979	1.63859927168	44461.5875893	True	
-2.53266125146	-0.421648685997	1.93797826869	67173.3477438	True	
-1.14202389702	2.90275384914	1.93658917962	47068.5828457	True	
-2.03512246578	0.0877820793046	2.17445716136	32433.338633	True	
1.8897179846	0.883541798793	1.52170446427	60091.8501866	True	
1.49046528958	-0.714810006596	1.97437216843	50695.0029007	True	
0.221799169907	-0.473073027079	1.79168532769	36423.4018239	True	
0.881691068841	-2.18299847711	2.24845825116	66640.4503869	True	
-0.440666890214	-1.27927169479	2.18927876874	54009.8770173	True	
-1.71958006099	-0.131326049379	2.05411308511	42456.9913033	True	
1.90142652213	0.178152345634	1.95655201443	57479.5441069	True	
-2.00895386846	0.458431008268	2.21140505901	38463.9559905	True	
-1.58607208923	-0.611702681158	2.02922660494	41328.0673737	True	
-0.0704020585951	-1.34425060422	1.93774759879	30451.9537122	False	
0.129142453244	-1.49422851684	0.66442239844	233480.343543	True	
2.47481110736	-1.16533711005	2.21398903569	76243.2010716	True	
-2.59514672997	-1.34328589913	2.52076920308	55538.7655397	True	
1.24716074272	-1.5793427638	2.20073700457	27839.0311443	True	
0.651649114703	-2.06309159139	2.44425643397	41704.4076658	True	
-0.605302896659	-0.424177153943	1.56620878812	54829.715659	True	
-1.19859835037	-1.68159332936	2.29489490282	23926.3084656	True	
-1.71192583226	-0.250502716467	1.82264507184	34200.3369866	True	
-2.59780986279	1.17918261128	2.31982466462	47509.9200309	True	
2.04425436148	1.28138033549	1.90693546967	48916.3050561	True	
0.29824225021	-1.97240806109	2.63340692561	39112.980818	True	
-2.40008075164	2.43850537565	1.92300332271	49603.7142456	True	
1.79859842708	-1.60874982337	1.63002479859	63771.1872389	True	
2.59372287888	-0.540225092841	1.61709266196	47592.8861714	True	
-1.87618717311	1.79133903199	1.78545684458	37460.0006171	True	
-0.922080137544	-0.893442394823	1.56707195843	57875.131619	True	
-0.0360127776741	1.68812600378	1.74956569679	37273.3294445	True	
-1.4169975403	-1.66331740601	1.88635802067	39959.8190198	True	
-2.34560542612	-1.01404510679	2.01359410819	41718.0943204	True	
1.13100925804	-1.01679804822	1.76543461751	36237.3580536	True	
-1.26861830566	2.30636293345	1.80126577019	35922.526714	False	
-0.442901223799	0.789885362698	1.90724946104	47453.8891684	True	
-1.74330028488	2.4452229641	2.11981209601	53373.9245893	True	
-2.28606117954	-0.865007866331	2.42027579606	24770.1300966	True	
0.189247200985	1.51088269058	1.8384061906	40176.8692706	True	
-2.41913251126	-0.712031745663	2.45765380459	26775.3469206	True	
-0.954060101472	-0.866666980388	1.93350079586	38370.848819	True	
1.23772697844	-1.18888906379	1.74974952887	38057.708846	True	
-2.09405044062	-1.87895099028	1.99704060063	63576.9282609	True	
1.87564834118	-1.73997056434	2.00447200611	30799.3182007	True	
-1.59850752877	0.784549869088	1.70517851157	41270.8899755	True	
0.0336261970718	1.02653421301	1.90832105061	48625.8578834	True	
-2.62766162689	2.98417795033	2.48546350384	47562.0815704	False	
1.61615712496	-0.915839367573	1.80284737756	35061.9806143	True	
-2.5643080792	1.6275696263	1.97530707518	66880.4333472	True	
-2.09319171804	2.02411478796	2.08728222769	26993.6056025	True	
-0.352145227155	1.53485214719	1.70689060391	38716.1385718	True	
-1.92599360496	-2.07484890524	1.89737870822	88655.7241128	True	
-0.966437651939	2.56832170211	1.60095985885	49455.8759372	True	
2.22919474436	-1.20213250483	1.72784044082	40047.1661675	True	
-1.64955088275	-0.461125402173	1.75593467274	38057.499437	True	
-2.27575491336	1.80901024936	2.58575532782	43876.3032435	True	
0.558466412953	-1.15674489437	1.7472175936	38022.2210906	True	
-1.1035870147	-1.35147342133	2.31457387724	59309.9926795	True	
-1.52956745916	2.28768003342	1.50848635266	67977.5934365	True	
1.76933397597	-1.46561780419	2.07298017302	29161.5726703	True	
-2.47907777507	1.13795048382	2.11150925898	42122.9961326	True	
1.46466971806	-1.81286886525	2.04888479215	31836.4154148	True	
-0.236345521661	2.32079319749	1.77206223396	37159.5301114	True	
-2.43084762212	2.4475549495	2.08425746778	38464.7328409	False	
2.86132430289	-0.874019796153	1.67156195495	42879.1227568	True	
-0.376036750142	0.208259909859	1.79899463175	37316.8653748	True	
2.46859721161	-1.55878093928	1.79476684188	40844.0254605	True	
1.39962166575	1.02447709327	1.75206235226	37278.4262561	True	
