Parameter 1	Parameter 2	Parameter 3	Potential	Equilibruim
-1.62804670998	2.43000439527	1.9312640478	36421.0593031	False	
-1.29549606795	-1.18936936308	2.02179774533	33343.9163501	True	
-2.50022659048	0.160730400118	1.89931611266	65184.7187164	True	
-2.65196090807	-1.93676099265	2.77017194735	102285.802855	True	
-0.708542072069	-0.431346931089	1.93038227389	45654.8449124	True	
-0.0151547923384	-0.0137654992878	1.74245499557	37277.6424889	False	
-1.02282660184	-1.60465105298	2.15221515064	24419.7175963	True	
-0.360417713082	-1.79619132282	2.07393152572	29605.3784657	True	
-2.22136812291	-0.676783219157	2.29296355682	23764.4514284	True	
-1.47200554238	-2.32040112089	1.98652427597	113195.110264	True	
-2.04686621837	-1.38748602195	2.01461268141	31767.1067356	True	
1.47377930656	-1.16412374503	1.08335639401	158066.511472	True	
1.57228218208	0.545089465209	1.62872406346	45078.4263803	True	
1.89501856638	0.234868058397	1.71867167797	38126.6529312	True	
-1.4690440642	0.815193966493	1.47578613473	73314.1076562	True	
-0.773813054992	0.0279586902122	1.506497906	64086.2336625	True	
1.5709765992	-0.855779469131	1.60681564096	50474.0275718	True	
-2.32967784885	0.417118144863	2.23511394715	23791.254418	True	
2.42287892768	-1.89766181356	2.82775615302	65504.960412	True	
0.255242678513	-2.11545009267	1.78952966026	90239.1652837	False	
-2.11630774408	2.74560807899	2.17211571508	27655.3804567	True	
-0.0272420552309	1.61353463324	1.61219599874	47009.8385169	True	
0.383574285016	2.121156924	1.90914773019	49174.601895	True	
2.55915348663	0.487983756912	2.27522185895	210626.837039	True	
-2.38911851216	0.835059455763	1.93840212528	46969.4286716	True	
1.04271047242	-1.78847711899	2.08978830473	28089.7292125	True	
0.810260061171	1.41989483582	1.77702167868	37345.8773336	True	
0.702748449366	-0.118068859143	2.02602269125	74151.8433451	True	
2.25479779392	-1.41194336062	2.04766605367	30602.4820304	True	
-1.05733005092	0.445111799216	1.26465862726	114895.974843	True	
-2.48002062297	-0.851131115494	1.79986019913	77852.8832932	False	
2.20347453965	1.77769997875	1.98235267488	65832.2532601	True	
-1.86351964206	-1.74229066472	2.45318129419	26627.2037437	True	
1.32853040017	-1.49341060561	2.10692940084	28985.3821185	True	
1.45813258977	2.38616075154	1.64735949428	43069.4983978	True	
-1.8724898341	1.18556095646	1.73122877025	42435.8947567	True	
-0.250672503114	-2.00312111936	2.24264929903	38882.8271285	True	
0.149166316718	-0.30933363715	1.98739532912	60598.5623068	True	
0.561682510617	0.422840122818	1.75099846479	37225.1208959	True	
