Parameter 1	Parameter 2	Parameter 3	Potential	Equilibruim
2.61856534862	-2.52819949984	2.11581725649	144649.071041	False	
-1.09739929647	2.00642182646	1.51017733752	64058.5318313	True	
-0.460883776281	2.65136940579	1.80465010327	37752.6536938	True	
1.66771972105	-0.362312722423	2.16141406371	123547.1187	True	
-3.67566671061	-2.63728676623	-5.66562576281	373683.64694	True	
-0.463892298793	-0.269650011103	1.87846421888	41314.8241312	False	
-1.46560705123	-1.81058222264	2.07631367847	34030.419112	False	
-2.30413793659	1.65432486399	1.82765814136	51018.604218	False	
0.545086746169	1.83273902607	1.85429543817	41745.5303149	True	
1.71580971763	-1.23210505474	2.08511554614	44172.0225343	False	
1.83466882048	-1.21861158195	1.80133888232	34807.5208726	False	
-0.63711920149	-1.46114655707	2.21242556897	36700.6057819	True	
-1.65047132354	-0.922404746814	2.176830519	49556.4515384	False	
-1.99191302291	2.71710972925	1.61916648493	60742.9325754	True	
1.98302967493	-1.79888484104	1.76302453428	57775.2031558	False	
1.0318974448	-1.99915381126	2.44991039529	34225.555183	True	
0.925521704534	-1.67932378414	2.32644062252	27189.4056113	True	
0.738377323103	-4.20862733267	-0.482210180737	309755.113531	True	
-1.20058074752	0.434650854677	2.00731261884	58446.9589409	True	
-0.321151322534	2.33488065795	-3.30429700788	313969.75417	True	
-0.740370432579	0.686741298145	1.42650688603	78813.9368166	True	
-1.19430966354	-2.46349603105	2.26485981894	127318.53172	False	
-0.875478954795	-0.593287656311	1.71184063202	39095.0133152	False	
-1.94888381303	-1.04318658232	2.06986054458	26479.3315364	True	
-0.357324817401	-0.584535862202	1.65215123728	43956.8469838	True	
-1.74258252633	-0.666696860732	2.28880893275	74308.0900388	True	
-0.66436144713	0.202892736947	1.96865509111	57134.3864835	True	
-0.416407485857	0.531343985566	2.05464181551	85369.1956701	True	
2.5065316913	-1.17433055975	1.76108153983	37097.0055431	True	
-1.49162146948	2.4284874169	1.96224570605	42933.7724751	True	
-1.97041927459	-0.869419021551	1.87639662308	34048.5231175	True	
1.62887569017	0.855924237983	1.73837227839	37498.1546039	True	
-1.02810948639	-0.765160729529	-5.43974298891	314052.47815	True	
-1.35307572086	2.15332401201	1.77744628992	36012.8441436	True	
-1.71545778902	-1.23279964229	1.89900324257	31713.948628	True	
2.64067434749	1.67093542649	1.88906350076	46144.4355707	True	
-2.13990523738	-1.96684853836	2.47634193309	52140.5159483	True	
-1.66479385638	2.20117884858	1.71051375413	41357.1352703	False	
-0.418164477972	1.43187559365	1.69685437826	39308.6829434	True	
2.18847247617	1.04982444472	1.95475073091	58528.0874039	True	
-0.742734200433	1.42542137957	1.50690604461	63487.116387	True	
-1.3390272888	-1.53776765253	1.87596578881	35460.988131	True	
-2.60267474659	-1.33726769579	1.85049467051	99165.6842151	True	
2.21765826168	-0.201442818441	1.31623244063	102093.206611	True	
-0.522443188798	2.23013705932	1.75586789944	37094.6392384	True	
0.781312175317	-1.1813822753	1.91611047699	33212.1438785	True	
-1.29367934423	-0.640541267935	2.14619337425	77363.5385017	True	
2.96354059087	-1.12699604523	1.24924150088	121953.704356	False	
-0.607408634841	0.88151888931	1.97320952431	59896.9872819	True	
0.557555376937	-0.993717244613	1.86604316914	34769.8925765	True	
-0.688430042955	-1.28354417381	1.87792006547	31750.443305	True	
1.50160786243	-0.45522836655	1.74568912557	37050.40815	True	
1.33712071966	-1.94370755938	2.25012247561	31831.1325402	True	
-1.40959757007	2.04240473286	1.41542938896	84458.9636646	True	
-2.36120400467	-1.20604020366	2.39217371255	27249.9909867	True	
1.76722137322	1.13636323487	1.63186187675	44667.7153784	True	
0.538648651357	-0.25356500019	1.84160320609	38969.022672	True	
-0.461050623761	-0.44531832994	2.02558175954	66301.4385935	True	
-0.577236962676	-1.98383698447	2.03624363008	49457.7349064	True	
1.00419058816	1.5821270797	1.35653049191	92500.0016433	True	
-2.57861181945	2.84740445768	2.63030298308	40893.1900423	True	
-1.3708769335	-1.34398840999	1.67987199611	51117.8035154	True	
-1.04661693681	-0.97792360348	1.82231642402	34089.7123188	True	
-0.216014056088	-2.11475746983	2.41256081159	49855.0026212	False	
-1.77146830319	-1.66410506861	2.76215671076	64127.5928115	True	
-2.13314090519	2.19074282028	2.0865619827	26082.7762221	True	
-0.55589932866	-1.76637664467	2.89277789153	105929.090685	True	
1.63461329989	-2.13179848919	2.02127574678	71510.4109739	True	
1.84815339884	-1.00592890513	1.75993319378	36510.7642506	True	
0.558692320208	-1.91988052994	2.05038294595	40553.437818	True	
-1.62231956293	-0.179066017566	1.93426286203	35438.1427144	True	
0.112042871673	-1.64926988454	2.5104490157	48458.1545803	True	
1.42395503792	-1.32373625167	1.89143567143	31325.4692433	True	
1.05861559774	2.83392854983	1.53586428026	57705.7019467	True	
-2.20838841505	0.427971465316	1.66482893266	65436.8630749	True	
0.222789937835	-0.637332041026	1.73700472881	37370.4262884	True	
-2.48028097467	-0.345343872798	2.02656000058	50635.4507915	True	
2.8316533441	-1.74059765847	1.68942736563	63021.9029463	True	
-1.37739792037	-1.83468997769	2.42152752315	25937.4672208	True	
-2.32302054133	-0.240216521477	2.39368466597	24013.0393542	True	
-2.26487365739	2.27618357957	2.24192276726	23249.8192667	True	
2.88664746995	-1.30354127785	2.14661202909	46541.6698589	True	
-2.5179489536	0.650496607344	2.25959098227	38038.6429488	True	
-1.01864498229	1.41448826047	1.71619621447	38447.1407406	False	
-1.9743672153	-1.61542386907	2.21003392472	25910.3080184	True	
-0.825763397352	-1.60069490801	2.37414934591	36155.126904	True	
-2.07105219296	2.62866153044	1.40838798334	101733.313434	True	
0.415355348114	-0.804863578672	2.04151647743	61326.0803252	True	
-2.521971588	-1.54131063658	2.18649106452	65134.2448631	True	
-1.69974533953	2.36362715617	1.97910595369	37712.0766856	True	
-2.21170381644	-0.369581697288	2.07989228877	26340.7034279	True	
-2.35953472839	-0.39456402238	2.18019289191	27685.5004814	True	
2.22823123859	-0.161236795434	1.71783710854	38180.3662048	True	
1.45868269569	-1.80233539925	2.13996405988	26397.304604	True	
0.0532622995291	-1.23964529814	1.79223062694	35472.6336435	True	
-2.32078012499	-0.132295906146	2.23411091738	23754.8832591	True	
-0.293598007204	0.844070923764	1.75163845673	37185.0874027	True	
0.764831227395	-1.86439820853	2.44781207964	26538.1891829	True	
1.17199059761	-1.79354470996	2.46217864096	28284.4785378	False	
1.71853546896	-0.733438975595	1.83340341305	36217.4453084	True	
0.204276825127	-0.761174683988	1.90176705887	39864.4902016	True	
-1.48960782217	2.68177619458	2.14809637621	83601.3241862	True	
-1.87622700269	-1.51458299752	2.2435790698	22977.0086577	True	
-1.59046340675	0.675547680562	1.79822866936	35135.4130743	True	
1.4378226998	2.8347458226	1.83195289317	39844.5449029	True	
0.0362066583899	-1.61486811771	2.52084060529	56537.8967172	True	
-1.6912766595	1.52307897542	1.67401650619	45587.7533912	True	
-1.95200259861	-1.63137977489	1.91197203541	46146.794848	True	
2.91251640212	0.786326608184	1.56153913017	53778.3216894	True	
1.3783427525	0.649920056858	1.52517110803	59562.2600862	True	
1.12524598285	-1.93621901308	2.71368994299	45993.7326448	True	
0.176090640601	0.418550415028	1.65810567538	42217.7865308	True	
-1.15521685945	-1.17966150371	1.83180427907	33572.3538299	True	
-2.24616213043	2.01914962309	2.28782892697	24287.7400586	True	
-1.76206448223	-1.29207202123	2.21057068889	29924.3798067	True	
-0.640654205198	-1.78078519834	2.17240824605	24738.8667918	True	
0.910007587167	0.998733945229	1.79099225868	37630.2818866	True	
-1.84386676253	0.854953489835	1.91896820109	31707.0064787	True	
2.46942422023	0.506255037219	1.52438262823	59730.9929064	False	
1.79263485653	1.02288070935	1.99101414278	68032.7148991	True	
-1.46504194967	2.51947187616	1.55571425803	59128.1106642	True	
0.961287730309	-1.33041101038	2.19296972808	50540.4986456	True	
-1.22807841347	-0.624545962937	1.66541901794	44252.9746283	True	
-2.46833199856	0.669324177306	1.97131312813	52979.2250374	True	
0.081374452037	-0.344586202326	1.83848076275	38325.2408213	True	
-0.769661744915	-1.90231532038	2.4625056951	28205.445786	True	
1.34022687537	1.57649273196	1.73678748924	37547.7466676	True	
2.31083323028	0.300251045904	1.8325127622	39468.7349911	True	
-2.1538494612	2.80215573342	1.95966436016	30629.767374	True	
-2.20341079995	-0.54891138577	2.19229665271	23710.9400246	True	
-1.93361432044	-0.547956359013	2.0186526798	29224.9343832	True	
0.896682940906	1.03060038072	1.74506014533	37368.2207617	True	
-1.84845039137	-1.36718442784	1.74030240825	51629.9345239	False	
1.60885994473	0.292768928638	1.73652523471	37505.1279143	True	
1.86739933334	-1.37698589574	1.52689246838	71414.8198723	True	
-0.204074126053	-1.67335841515	2.2363247887	24129.6524427	True	
-0.430328584282	1.48612560294	1.44760657662	74041.6279518	True	
2.69792725087	-1.58344536656	2.32709277273	36113.7926747	True	
-1.83029365586	-1.70778521997	2.26728732154	24914.8211471	True	
-1.47067816132	-0.940207090839	1.82100007119	34110.6430242	True	
-0.449459391183	2.37938059231	1.6437782158	43681.7780654	True	
2.16014514062	0.866518314775	1.67675956413	40570.4563692	True	
0.0820254672101	2.01316228905	1.79627445169	37747.0395308	True	
1.05081820855	-2.0987324277	2.18169680526	55304.149688	True	
0.642266817957	-1.37706251628	1.86625612985	32098.1090626	False	
-0.339362770862	-1.91516491726	2.46014902333	28467.7343729	True	
0.114801804092	-1.19734359212	1.85498369306	32838.6499505	True	
-1.55056363268	-1.72033342918	2.22753808228	23722.7456673	True	
1.00381097695	1.39685009908	1.53018417875	58651.7258447	True	
2.47152226154	-1.63390842622	2.19946027226	25029.4739498	True	
2.7946721115	-1.83847257223	2.60718303913	37938.37823	True	
-0.980131646522	-1.66222523619	2.23587184535	23804.4897226	True	
1.18926980814	2.0231482504	1.78411537863	37500.8206655	True	
1.35243948204	-1.34320672946	1.88545390198	31381.1499796	True	
-2.21645694121	-1.10000491944	2.14627571056	26031.9213616	True	
2.21046007518	-1.442651405	1.84677814425	33701.5039647	True	
-2.04694932567	-1.37111160259	2.31293193308	23465.4765425	True	
0.18423366528	-1.63676771938	1.80892812082	42594.9587754	True	
-2.20383451789	0.108994217016	2.48802616529	41928.9381032	True	
1.50154204396	1.08005407334	1.54939708739	55592.6890305	True	
-0.439050454494	2.10700083225	1.87786540228	43580.5171124	True	
-1.12144781312	-1.51273516004	1.91856052213	31055.4651465	True	
-1.91682121265	-1.29552830141	2.27389212607	27355.3781218	True	
2.90150309883	-0.479360889482	1.6659096514	42126.1737365	True	
2.30546957421	0.446389464428	1.59463604787	49219.4456967	True	
-0.978429491509	-1.73535087355	2.37444033611	25262.5571792	True	
1.36490820653	-1.2608249721	1.70198600229	43428.4649267	True	
-2.29597716711	0.29464294178	2.27259042781	22938.5170308	True	
1.63455130938	-1.90756419413	1.9759929029	45247.6215549	True	
2.23853637875	-0.54204128095	1.83284045004	37308.6349561	True	
-0.367843121901	-0.665222518003	1.6897594323	40609.9124568	True	
-2.05057168907	2.44521188929	2.26406489501	39770.4463706	True	
-0.0318335404327	1.19662432702	1.76949984243	37178.2767301	True	
-2.03426872153	-1.02732094648	2.47366713425	48427.3572442	True	
-2.39159039697	1.60573429365	2.24609886945	26091.5654642	True	
1.63163905922	-1.7613639578	2.23267726299	22960.1886711	True	
-1.90983821916	1.70907177544	1.96332716866	30768.8868249	True	
-2.41688851919	2.18369372813	2.16988728634	31431.1756765	False	
1.83129780562	-1.82981675399	2.26768926882	23980.6829833	True	
-1.33129754201	0.808252491168	1.73834461381	37571.0075985	True	
1.60582362931	1.03938668529	1.65154546086	42694.0259659	True	
2.10395764052	0.405057686571	1.80233668264	37879.7833779	True	
-0.525795964993	-1.97757612649	2.2253664485	36871.935644	True	
-0.176129092492	1.51665343766	1.8324171452	39513.918191	True	
-0.582191125274	0.120791076767	1.7892515506	36885.5380036	False	
-1.5583771538	1.30523580153	1.70539999944	40890.7346873	True	
-0.0241155216053	-1.30179471482	1.76937495965	37699.4357236	True	
0.337105713717	-1.04988469691	1.75516020448	36923.3827783	True	
0.474223658465	-1.86390383584	2.21234028063	26968.3027618	True	
2.40977646937	-1.29953553264	2.22107962135	59458.2661038	True	
-1.16742117545	-1.92494073317	2.5253115815	31825.5697462	True	
0.564526858844	-1.47518977	1.9480087622	29035.1986797	True	
1.72453572317	-1.03240012647	1.68337402827	42740.5976114	True	
0.763793939288	-0.959492047191	1.81393074039	34734.3761758	True	
-1.65812445898	-1.6249345586	2.04949010414	28590.0952809	True	
-1.09741852118	-1.51120888444	1.97628776772	28164.2681923	True	
