Parameter 1	Parameter 2	Parameter 3	Potential	Equilibruim
-1.64489529907	-6.22154675395	0.666651242113	314136.150486	False	
1.96200443506	0.748508684208	1.59506619544	49091.3854256	True	
-1.1851792354	0.550872303399	1.91012337677	42480.9728746	True	
0.476046105944	-0.215776040244	0.76336916569	216268.420801	True	
2.43480009353	-1.70558456469	1.99154866916	30211.342226	True	
-0.80233721579	-4.30142993591	2.19427990754	307628.658839	False	
-0.507753557531	1.17298460244	1.76512104505	37018.3338976	True	
-2.4190412746	2.65653692919	2.44607886385	25394.3814279	True	
1.07685572083	-1.54165146782	1.72971570767	47385.5050241	True	
1.95776725339	-2.21524167407	2.44997100346	66986.2237964	True	
-1.50563401891	0.11379191577	2.1152992238	69666.9340115	True	
-1.53012215957	2.56492837887	1.62543296094	49580.1243285	True	
-0.0849399366799	1.88727712657	0.954975992697	181229.061277	True	
2.70379080575	0.90471565895	1.5769131224	51532.0833916	True	
0.314736244304	0.8363267909	1.36644763132	90478.0214125	True	
-1.33492948088	1.37993308272	0.47398256244	255475.969468	True	
-2.58763133713	-1.60625831926	1.70502798888	121764.848214	True	
2.20293455195	0.0350949379833	1.76582270813	37007.090829	False	
2.53604453986	2.89826576616	1.53719891213	57477.2626371	False	
-1.24237915752	-0.0945403946348	2.06370369498	68372.2103761	False	
-1.11509212265	2.16188529152	1.531781003	60439.4718136	True	
0.67886055993	1.65380239309	1.29904640537	105244.549645	True	
0.903311029104	0.00137338110308	1.64340251736	43757.0182693	True	
1.36237375837	2.74835298427	1.67159434857	40945.111715	True	
-1.90805372985	-1.08717153583	2.20071194261	30194.3114973	True	
-0.584734075784	2.52953922838	1.41061773067	81664.0424797	True	
0.785552727531	-1.79494306182	2.07504076311	29223.3778627	True	
-0.346555228622	1.37860346806	1.98681037351	65100.0443593	True	
1.11149184517	-0.684833177343	1.79992899377	35908.7162346	True	
-2.26710848114	-0.560330730418	1.73505535942	61737.1079179	True	
2.11201572669	2.58247381901	1.62608438806	45274.0854266	True	
1.68559971838	-0.386538206402	1.4736498683	69838.2239955	True	
-1.96638418445	-1.21292947667	1.29774356346	126714.756539	True	
2.70917914898	1.79669600974	1.8150265914	38722.7933716	True	
1.45640557643	-0.459563072583	1.98084714641	57319.196483	True	
-2.06963625549	1.40627856637	2.34855046609	47446.6389189	True	
0.235340865857	0.933960572229	1.39243007228	84946.4588261	False	
1.18257976613	1.19925960152	1.62357895513	45581.0127179	True	
0.745902702973	-0.972960343802	1.82824303312	34560.0146549	True	
1.6346628533	1.52336911009	1.5898403823	49722.2542069	True	
-1.62278314307	-2.14491350404	2.38805105066	62508.6655635	True	
0.069846838263	0.598841088371	1.66966830125	41204.6384861	True	
-1.69157972962	-1.89725151801	1.78923776614	72376.3314926	True	
0.0779971196347	1.06407505064	1.84069999398	40266.1976276	True	
2.45527251857	-1.82590448209	1.91154019766	43786.2055053	True	
-2.13664538894	1.6933911816	2.29660820537	32803.6150184	True	
0.901245952755	2.5685760349	1.43392105983	76291.9466669	True	
-1.90074099009	0.442807964805	1.87860446542	32170.2420828	True	
-2.29642443521	-0.146746370664	1.82847632713	51079.0170517	True	
-1.75668732106	1.76261188639	1.90383162858	32918.3922409	False	
-1.0400995443	0.468289994687	1.84292228909	37921.6272207	True	
0.719568103342	-1.82657544114	1.70227106993	67813.9819924	True	
-1.99715378173	-1.92813764542	2.48317164845	41372.6433203	True	
2.24751747708	-0.582761929672	1.77508949203	36280.3881139	True	
1.22934049338	1.86302276244	1.66463695056	41514.3807102	False	
2.39590641014	-2.14346215348	1.93771120031	80287.5075113	True	
0.316981907763	-1.08245175392	1.55929985304	59971.090833	True	
-2.51607489399	-0.295990951022	1.58394004503	108928.321175	True	
1.39656899931	-0.903375047217	1.68800176364	41440.0271715	True	
-0.547358696218	-2.02668710519	2.45897292904	37678.6842464	True	
-1.83345550535	0.416099664642	1.68254152065	47275.4371904	True	
-1.07780376335	0.784671296627	1.98765374733	57415.616312	True	
