Parameter 1	Parameter 2	Parameter 3	Potential	Equilibruim
0.374554240626	1.72890698533	1.8312258901	39685.1828359	False	
-2.44946914639	1.13425903323	2.33522546304	27625.9753347	False	
-1.09732019104	1.14362676335	1.55595393529	56475.1643272	True	
2.15849584333	1.17968668465	2.17528429033	148244.001357	True	
-1.20764062868	-3.7950613781	-4.06506346001	314037.861217	True	
-1.7580416229	1.90370387339	2.29270473086	94032.6649298	True	
0.289597334169	0.436462227294	1.66956408215	41213.547628	True	
0.914164155358	-1.56739193696	1.52911359688	77921.1666442	True	
2.14245405187	1.63740227054	1.66436401676	41535.6112805	True	
-2.3107506722	-1.67073130359	2.43713504586	38100.9475977	False	
1.4525482392	1.48610795971	-4.31455399605	314044.191451	True	
0.432689801187	-0.879795536525	1.65085419403	45182.7081245	True	
0.0631249965565	-1.62209559056	1.9657753982	29430.372006	True	
-2.44417342262	2.35089383273	1.73498508779	77311.6738414	True	
1.79374029136	1.29034958306	1.74847444548	37329.0645158	True	
1.22784506903	-2.2136572271	1.96116671871	90394.0435473	True	
1.41848989322	0.213205762533	2.09826116539	104934.339765	True	
0.174728487199	-0.702069597329	1.44446975613	76905.8037841	True	
-0.792829132576	-1.9690052089	2.2998468669	33679.341754	True	
-0.164748877866	-1.18432298403	1.73706975705	39179.3725263	True	
-1.81417303521	-1.70645271945	1.44773810763	109713.896259	True	
2.44742740478	-2.62176298935	2.5734618831	154986.051339	False	
-1.25344999903	0.152189879676	1.68103309917	41673.3239474	True	
0.630403312321	-1.14474808544	1.96186854983	36193.1172411	True	
0.089760976058	2.29639570665	1.81715064534	38695.720607	True	
-0.293390249842	2.00903109047	1.67111566738	41113.4766362	True	
0.523351716208	1.50140595556	1.7019822403	38927.8318507	True	
1.73592795896	-1.77854433941	2.75858700402	69425.4089983	True	
1.72618414121	-1.47068325275	-0.0600573975267	291965.865706	True	
-0.9321747929	-0.652452615416	1.99031801265	50050.2246448	True	
1.54420563823	2.0173753046	1.74368299457	37408.3219969	True	
-1.22771187615	2.65791455659	1.46612334624	72892.1301535	True	
1.29073894586	0.921754670847	1.76347536511	37220.4300579	True	
0.823522941332	2.13991142602	1.77534052381	37333.8220404	True	
-0.475069223019	1.21483663582	1.75715855104	37086.3221771	True	
-0.492809636211	-0.823464803609	2.04128365586	58357.6318032	False	
1.67782486536	0.451215750464	1.19026603821	130084.953458	True	
0.413540934037	0.271937255201	1.86182741907	41908.7138433	True	
-2.18004307861	-0.913334202604	1.64809528666	70521.6057041	True	
-2.28055275446	0.68691890855	2.41101064698	27034.6749136	True	
-1.95909741107	1.57772700669	2.10645743812	34210.863401	True	
-0.331542689607	-1.3281052931	2.11353380137	39359.5979743	True	
0.162238193202	-1.66531200859	1.86394769797	38504.2997613	True	
-0.655515440312	-0.168006350901	1.61090404663	48151.4772153	True	
1.72616976203	0.755016272888	1.92127119851	51238.1309627	True	
0.386493652023	1.50788105459	1.8457727218	40872.3851533	True	
-1.49325926644	0.654328775255	1.7233127206	39038.7701931	True	
2.10778700389	-1.32397927275	2.21162963592	54490.3181478	True	
2.85530783649	-1.69154882992	2.22600758256	23568.2906092	True	
0.129580833774	1.29830916944	1.70246854278	38915.2940021	True	
-2.24123820693	0.42833881412	2.6374796242	58194.8560094	True	
0.102375604898	1.43259925205	1.83892612653	40177.6566817	True	
0.908786640243	1.92864424859	1.75120593667	37299.6275672	True	
0.653859221639	-1.57330970205	1.99253173499	27549.2712765	False	
-0.0448189539544	-1.67271311783	1.66999696223	61636.4201792	True	
-0.385926315855	-2.27710108047	2.7261906715	82836.5331837	True	
-1.57061671551	0.228585734811	1.81232755038	34712.2111995	True	
1.82513807328	1.6479809082	1.70519889722	38748.4018715	True	
2.27855168719	-1.81254102641	2.47121088135	28110.5047487	True	
2.42700705689	2.20235272669	1.79822276684	37937.4962729	True	
1.36653873514	-1.90462316421	2.32622948804	26887.5107753	True	
-2.64905641768	0.868256507793	1.90306401301	89768.5896585	True	
-1.40472097943	2.06865859984	1.9260442525	40990.6141357	True	
-2.11462599432	1.1681173452	1.49503745517	87575.6741156	True	
-0.645356791541	0.0156468269982	1.62823760013	45850.8375761	False	
1.14763545907	-1.50168611078	1.90032902007	31176.8298102	True	
-2.15358708645	0.805925561243	1.9255033562	32911.2326012	True	
2.65573539689	1.81088085207	1.85925650531	42354.149769	True	
-0.902450645099	-1.59213929678	2.19332459565	25620.2699251	True	
-2.19755645244	-1.36101317013	2.9568225844	101398.363935	True	
-2.20382022348	2.30603450827	2.44628304996	38214.9075411	True	
-1.58390698031	-1.27468224101	1.98570878882	28463.3249512	True	
0.717353137446	1.99818682289	1.53653578049	57617.6550166	True	
