Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Potential	Temperature	Equilibruim
2.15137478296	5.76386016383	6.24870797788	9.35858862592	2.78845906513	3.26580095349	2.21970371143	5.08574609461	2.59616878262	7.74021533883	4.4373121535	0.822804008286	0.413126785943	7.2768845895	9.4762257549	0.891148993201	3.42684990242	8.51061384623	8.34714789969	6.67723894581	2.27732862332	8.25056798992	0.752757715414	9.46710899816	1.91590642935	8.01825345812	8.68265397297	2.90140099786	7.1161171512	6.19247590342	1.11950864954	8.39371721006	9.54316855538	2.85650340051	3.67587491361	142481.275611	37404.3434448	False	
7.04918230067	6.81471534588	0.108769630558	6.02020240866	6.47181274482	1.37676089513	1.72281073009	3.39209241619	1.87703889902	1.59325667668	2.08923455617	5.3720399276	3.20225536984	2.97960872744	4.52854491731	3.31028432341	3.99032076908	3.58293494106	7.17738079049	5.0075082845	2.13497461136	3.56869288797	9.84304432088	2.87355597291	1.00156336258	2.26711712745	2.83970754366	2.34491072417	8.60064580545	0.910443396982	4.42383355694	7.77664994063	5.94075065616	2.93959104633	3.14280263148	7506.97163088	37404.3434448	False	
7.94217521153	4.24173306108	6.05907367901	1.94613943301	7.49382563495	0.571840192493	5.2337173869	0.902560953133	-2.35651316013	0.0881144739479	3.53524520301	3.78481580193	0.315584203449	4.56598916368	5.21776293106	2.21750252506	7.37375483775	4.32015739712	4.44947292209	7.18399312117	2.06601725338	3.59406548297	1.57425612709	5.96777033974	4.08693404778	8.42262641696	3.177969688	7.64307951501	3.81437057946	8.20634376408	8.33352998072	1.91194563259	5.05089328344	2.77536179426	3.46314476586	16210.1805555	37404.3434448	True	
4.81676706368	8.01543959303	9.4013499409	6.80606724192	8.95246704093	2.59444984381	8.02000755297	9.0411383261	-0.108239290812	2.87638924932	-1.34993936086	-1.99269828693	5.79676788239	7.18250093642	6.97233387303	1.3649645306	7.12518738511	3.95524832568	4.23441905211	7.58397557538	2.98455503021	0.412243535192	4.13278773314	8.84886881423	2.77167841583	7.36763624512	4.49522542587	3.31338864912	8.86542278011	8.73512888985	0.0693733089251	5.09498890158	0.66725722992	2.60323326654	3.16928166744	234327.404901	37030.3000103	False	
5.76994507479	1.31060457443	3.01972220722	1.1995505692	4.75491327454	5.90414937697	0.734581532061	3.63515915033	1.37835896919	2.97981750545	0.0330107302403	0.724597415966	2.46784366905	2.35954232431	9.23525995807	1.59267317313	1.04994356877	7.16321319638	9.6647131702	1.26604001609	6.10568953944	8.81225492689	1.62080226862	5.13635475465	9.54021982663	7.02995854488	4.46767192769	7.59048977967	5.5894425154	9.33070430776	7.76577624234	6.2524626798	6.41576165511	1.9355587841	3.82081623318	51668.7853557	37030.3000103	False	
5.26553955575	5.93967114157	6.69861059277	5.97168011085	3.67329863701	2.48981569562	2.72836028621	6.20411418587	0.868583975888	-2.46598048383	0.730021345099	3.85116316486	-0.700775803256	9.91798689488	1.54314889094	3.1006186003	9.45419158507	8.40388725058	1.12127232286	1.40536623249	6.5974430913	1.15372812868	3.92105947013	6.59023784616	0.183135509115	7.7528169693	2.8997192521	7.78207531615	0.324612017278	3.98782294773	2.01366924748	5.7652730287	1.53942053185	2.30895330009	1.6250929839	35939.0572249	37030.3000103	True	
3.10764252721	6.75821389097	6.95473093889	4.32753833554	5.80558604731	6.92749309913	6.64250489791	5.63567557032	4.05426080954	5.71169404212	0.68209601016	2.30961309137	-0.510797764049	9.43699942036	9.64828032203	2.81584723667	9.15212536434	4.5847802065	3.09182609878	1.1265130513	4.66389609846	4.13654923204	3.61825522024	2.41649355036	7.51490479125	7.63034695818	5.14187798232	7.60915171775	3.42254711279	4.06137475857	1.66413941409	3.05880491401	1.31248855325	2.60069277782	2.87827005402	48629.5384042	36659.9970102	True	
2.69164824454	0.737385346125	7.94000354197	1.99823583023	4.56431634476	5.16866544516	2.24677178286	4.39921953574	3.26916166266	-0.450835585466	-0.550398944703	0.806281542224	0.827454431898	7.83028866214	5.81126931611	0.122937130647	5.74344936368	2.80403844654	1.37267926111	2.86476783462	4.41781528031	9.28806813575	6.32174193368	7.58174697137	8.13008806828	0.399827463415	9.71616375003	7.68947925588	5.34296410668	1.6271598183	2.93651263832	3.67287848821	3.84333437872	2.7611581933	2.15958869357	10947.6773719	36293.3970401	True	
3.68040136774	7.85896519979	6.04556288036	1.58814917681	2.44544314472	5.50409019872	5.90584975203	4.77345206995	6.2684656236	3.14069751047	1.29731959636	4.71304539422	3.54544436563	5.85865602404	8.40574981754	2.0947511092	2.92960911301	7.37584934855	3.74318762797	5.6581479463	2.08920007316	3.78342824864	3.73410942155	9.38864141994	8.61871622895	0.491587807369	8.91468515796	8.48047383522	7.79736777785	6.03745710901	7.04944580275	4.55711697978	9.91860353715	2.72272437757	-0.283337719589	59386.9332878	35930.4630697	True	
3.91058002953	0.420877713801	7.69688818558	6.43369454626	1.83707380832	0.554471554858	5.19299882034	1.48298195901	5.85363657433	0.828995677836	2.14923130891	5.02844319712	4.1267405321	5.26217991407	2.0595988189	8.99156879075	5.09718559336	9.922762632	8.43030600537	2.69181331701	1.92330098648	4.70831387681	9.23269423286	7.72782628572	3.58624751003	4.04669995228	4.2286469722	1.82080643392	1.76694031039	2.25176601643	4.75504451373	7.68555413915	1.86910689605	2.67262158791	0.363380248194	61940.1873769	35571.158439	True	
8.25939264032	5.95257803598	3.19768031474	1.3650788737	5.32170286707	6.60548787004	4.40235777647	0.554432640893	0.523831116163	3.54618791216	1.72494047059	1.3548504724	3.86938897682	4.4625243556	1.09392628162	5.10562569702	0.954651184757	6.0176618551	0.819017649242	4.95763100181	1.77506726925	8.34969217922	6.17874423596	5.70577184533	6.12117678288	2.72572305124	9.07590098952	5.54740020549	5.91040567457	8.23245762436	4.24770873042	9.7723792035	6.95689455309	2.95850850676	1.16809077322	8393.71790864	35215.4468546	True	
2.09610756466	4.55488537576	1.80369413953	7.87095901075	1.79774639448	6.19236172766	3.48812408881	6.2642112011	2.38812627265	2.02952563142	0.951771100034	2.27675110181	-0.0751626035039	5.18695409296	5.83937440329	3.15394935238	8.127811528	4.06881070989	8.95071755212	3.66705038637	5.06016628409	8.98307782574	4.09497686211	4.14796269188	0.761255812427	6.87040962346	0.226609020996	6.68101889564	1.19738101553	3.81828667245	9.64144599053	4.91399987914	2.66885527907	2.74332720576	2.06656897094	8293.31413575	34863.2923861	False	
7.93837605224	5.12456590733	0.896856773777	0.890651703861	5.62657587645	6.23172482196	8.11519836102	6.12947647505	-1.36825204584	3.35767884763	3.26896101714	-0.174407844944	2.92537570584	8.37518599845	4.77778785938	3.73627022914	0.267289190026	0.488105785393	0.867992997187	5.29264578219	0.437979959885	3.51899654902	3.21563012375	6.82182102067	1.90953402651	3.27752364311	7.66351711986	5.46168697736	3.94287102843	0.805960604374	4.39739764797	5.90498646498	7.53149263381	2.75519561883	0.960835775278	46283.6082574	34863.2923861	True	
4.27305839468	3.05619008845	1.23533145309	3.17559895274	0.322889372059	6.21361449426	4.37358453124	5.19258724213	1.68499126238	2.82495694151	1.043728785	-2.9019450128	0.676212214355	1.55761860862	1.37608043945	5.12317160458	5.31238508081	2.87135797435	4.15366768327	7.08110021447	4.50941669497	6.71388237254	9.89245183387	0.0767000102684	1.81077541799	2.21424033874	5.88616238136	8.22698557683	2.50356518309	8.00977412432	8.76335063836	7.30109452335	3.48998637374	2.28049830982	0.174875423545	15937.9958361	34514.6594622	True	
1.57732750448	5.02785037933	5.18619635982	7.73416179293	2.69127956969	2.85493371896	7.75618461031	1.38786220413	4.28404894689	8.42501159396	-0.978709332323	-1.97140463441	-2.60142614787	8.34351028267	4.16530840411	8.09305838224	7.72247446249	1.32632074794	9.40244748781	3.50287311684	7.16408416161	3.49460701316	3.7707380687	4.80718588609	1.21634445702	8.71489181258	1.24767186459	2.61642294666	7.78692199692	5.93720539109	6.34351004334	4.73505383834	1.11484416216	2.97194117952	1.7698123774	150766.797837	34169.5128676	False	
4.82165665478	7.60216744126	4.64510152745	0.817916058371	2.15585553525	3.37569693431	5.84103369425	3.71139717171	-0.697205162639	2.54384138617	1.55509194305	0.307703979682	4.54041563937	3.88393431172	1.61954299893	0.0912009149866	1.88227748729	7.86992792138	7.15339103259	0.115869623723	0.692758942384	4.76445721666	3.5420788609	9.57382358298	4.07477071769	9.87589185216	4.20820997377	2.70267145989	3.56292080947	3.95745025994	1.06724606881	4.10745454243	0.133987420916	2.5149691983	3.28793115387	23167.3210089	34169.5128676	True	
